resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-09,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A0-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-09,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A0-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-09,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A1-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-09,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A1-10,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A2-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A2-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A2-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A2-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A2-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A2-06,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A2-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A2-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A2-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A2-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A2-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A2-06,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A3-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A3-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A3-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A3-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A3-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A3-06,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A3-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A3-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A3-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A3-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A3-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A3-06,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A4-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A4-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A4-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A4-04,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A4-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A4-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A4-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A4-04,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A5-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A4-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A4-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A4-04,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A5-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A4-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A4-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A4-04,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Roof,,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,LDEF-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,GEF-A-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,LSF-A-R.1,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BUILDING B,,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-09,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-09,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-06,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-07,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-08,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B0-09,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Library Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,FCU-L1.3,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Lobby Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,FCU-L1.1,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,FCU-L1.2,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-06,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-07,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-08,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B0-09,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Library Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,FCU-L1.3,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,,OAF-L1.1,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Lobby Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,FCU-L1.1,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,FCU-L1.2,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,,OAF-L1.1,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,,,,
