"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15b66d85-b2a7-4579-81e1-cddf0b290d3d","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"ef52f75a-e08a-4de7-a0ba-7d9f7252aaae","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"4175bfdb-1597-4c8a-bea7-dde7ade138b1","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"a079a84b-0702-4c2d-96f8-ca14a137319d","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"116b5bd6-44e3-4db8-a717-c6978d74ae61","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"11d71dcc-6a71-4618-9a99-137f01446010","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"375c8726-3323-4d69-9cc9-fff08928a1f4","","folder-normal","pass","","step","TRUE","FALSE"," QA"
"871dca51-8b02-413c-b4a9-852fa1bab6ff","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems"
"5baf3ea4-d8f3-4898-b7a5-e2c0a1b1dc1f","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 01"
"9a727234-643a-4b91-a2ee-982b25cdc260","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 01","Pre-Fit Off Checklist - Line 01"
"9dae0160-d44d-49be-94e6-af097452433b","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 01","Fit Off Checklist - Line 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"65369ad9-a599-4955-8f4a-244baf54af97","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02"
"fb35d6d0-2409-4832-92ea-78c52fdee43a","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Pre-Fit Off Checklist - Line 02"
"4658bec2-b54c-4022-859d-668038445440","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Pre-Fit Off Checklist - Line 02","Confirm structure is in accordance to the details provided"
"62b5b941-6f0e-4669-b628-b6f61763fea1","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Pre-Fit Off Checklist - Line 02","EMAIL PM"
"e9ec7c47-c6cf-4396-b038-925dfa4f853a","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Pre-Fit Off Checklist - Line 02","Plinths/ bases/post installed in accordance with details provided"
"6dce3986-6bf7-4fa1-b654-4c47b5b80213","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Pre-Fit Off Checklist - Line 02","Photos taken"
"f0509784-0bb3-469c-be37-8d35ac7b9681","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Fit Off Checklist - Line 02"
"c4c02531-9fbf-43b3-8020-5b85832d63da","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Fit Off Checklist - Line 02","Confirm the structure is in accordance with the details supplied by PBI"
"eca5f53b-0a27-4111-93b1-86eb23358465","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Fit Off Checklist - Line 02","EMAIL PM"
"397e9170-8df4-410b-959c-bd87fceaccc9","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Fit Off Checklist - Line 02","Photo taken of line pull test and swages"
"5ec07d26-615b-4606-8693-c209a59fd7ec","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Fit Off Checklist - Line 02","Photo taken of Engraved Line Plate / ID Tag"
"889e2dc3-ca5d-4c70-bc61-64f519150b44","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Fit Off Checklist - Line 02","Video taken of system"
"4c681048-8589-43c2-8880-5bc04593f1f7","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 02","Fit Off Checklist - Line 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"01a77622-5e92-4e61-a0e1-57ee30cb9993","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03"
"5f67b9d1-1f1e-40ad-8788-7c870d90a4fb","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Pre-Fit Off Checklist - Line 03"
"4ce49b18-59e6-42de-b436-e49bfda88e71","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Pre-Fit Off Checklist - Line 03","Confirm structure is in accordance to the details provided"
"45457efe-5a0e-4837-b33e-642d5b687784","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Pre-Fit Off Checklist - Line 03","EMAIL PM"
"1ef86150-517f-4443-91b0-de03e6a36e4a","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Pre-Fit Off Checklist - Line 03","Plinths/ bases/post installed in accordance with details provided"
"0e5eb0bf-4ec9-4cc3-bede-6ab2f37df4ad","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Pre-Fit Off Checklist - Line 03","Photos taken"
"d3319f79-db15-42df-b7ab-3c4ddd28aeec","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Fit Off Checklist - Line 03"
"114aae67-f53b-40ec-a83b-430f535497c4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Fit Off Checklist - Line 03","Confirm the structure is in accordance with the details supplied by PBI"
"334c8e35-b58d-4cc4-a445-4073515868d4","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Fit Off Checklist - Line 03","EMAIL PM"
"072ed08d-92c2-49e5-9c34-d301783add37","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Fit Off Checklist - Line 03","Photo taken of line pull test and swages"
"3c331319-109a-4a1f-bc53-70dad09ebdbf","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Fit Off Checklist - Line 03","Photo taken of Engraved Line Plate / ID Tag"
"9ae17481-11a9-445a-8981-a88289272ead","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Fit Off Checklist - Line 03","Video taken of system"
"af6e3f4d-6f87-4a96-93c7-d6c035d13436","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 03","Fit Off Checklist - Line 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"45c0f75c-53c8-48ad-ac91-3beba05fb609","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04"
"5bdd1598-f09f-47b4-999e-4eabe04826f3","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Pre-Fit Off Checklist - Line 04"
"44b6eb47-dc97-49be-a37b-fa30df9b3f61","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Pre-Fit Off Checklist - Line 04","Confirm structure is in accordance to the details provided"
"b8f445ec-a706-4488-9dda-3169d692b9e7","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Pre-Fit Off Checklist - Line 04","EMAIL PM"
"1da84d16-550c-42c7-ac7a-9294cde3b913","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Pre-Fit Off Checklist - Line 04","Plinths/ bases/post installed in accordance with details provided"
"f8620ab1-0f0a-426f-9741-5a06f890f4d1","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Pre-Fit Off Checklist - Line 04","Photos taken"
"936b0f41-3565-4c14-8bfc-27df63fafe70","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Fit Off Checklist - Line 04"
"ef7e55f2-eeb9-4fda-b1db-02913d37ea24","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Fit Off Checklist - Line 04","Confirm the structure is in accordance with the details supplied by PBI"
"3e3b294f-1e14-4600-8c38-c058c68f6a42","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Fit Off Checklist - Line 04","EMAIL PM"
"a33ea28b-de96-41a3-bfc2-f121e24371f4","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Fit Off Checklist - Line 04","Photo taken of line pull test and swages"
"b87e96e4-7d06-438c-a4ef-ea371e78b905","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Fit Off Checklist - Line 04","Photo taken of Engraved Line Plate / ID Tag"
"6c1cb19e-eca3-49d8-b56d-ec636cd7f176","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Fit Off Checklist - Line 04","Video taken of system"
"053a5554-c94e-40de-9542-87209691e36d","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 04","Fit Off Checklist - Line 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"09cc139d-257b-446a-a419-22d588094b36","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05"
"140243a0-282e-42fa-a3fe-b326de2b62ed","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Pre-Fit Off Checklist - Line 05"
"66ca3865-250e-44d7-b42c-cbca6a8c1fa0","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Pre-Fit Off Checklist - Line 05","Confirm structure is in accordance to the details provided"
"21411d0a-ebb6-4dfd-b2b4-8eafa246a6b2","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Pre-Fit Off Checklist - Line 05","EMAIL PM"
"2181fc4d-52b3-4617-824e-a827737955b5","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Pre-Fit Off Checklist - Line 05","Plinths/ bases/post installed in accordance with details provided"
"85c8fba8-b51f-43d8-af76-64129b03a987","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Pre-Fit Off Checklist - Line 05","Photos taken"
"0c6e534c-78b9-4c34-9a5d-d95b2881bc59","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Fit Off Checklist - Line 05"
"7a77706b-8bf0-4040-a516-49c2b1972645","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Fit Off Checklist - Line 05","Confirm the structure is in accordance with the details supplied by PBI"
"467f90ff-da75-474c-b47e-1016cc7289fb","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Fit Off Checklist - Line 05","EMAIL PM"
"881a6689-7246-4398-94a0-fd4c7ac73d27","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Fit Off Checklist - Line 05","Photo taken of line pull test and swages"
"a35304d2-cbc3-4be2-8774-c43de7415063","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Fit Off Checklist - Line 05","Photo taken of Engraved Line Plate / ID Tag"
"d8c888af-2ab6-48b2-9013-f739ab828835","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Fit Off Checklist - Line 05","Video taken of system"
"9006d0ed-efc4-49ff-b271-fe2cb445b9ee","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 05","Fit Off Checklist - Line 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"87531369-2694-497f-bad0-39775ff1a5a4","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06"
"bea2ccf3-48a2-4819-82d5-676badb46de4","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Pre-Fit Off Checklist - Line 06"
"e40fa6ab-a388-4a20-b231-f0714ad176e8","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Pre-Fit Off Checklist - Line 06","Confirm structure is in accordance to the details provided"
"8e9a4e2d-2b1a-428f-8d8e-576885cb8c94","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Pre-Fit Off Checklist - Line 06","EMAIL PM"
"9321046c-d7e3-4dec-855f-4af9d0af3a29","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Pre-Fit Off Checklist - Line 06","Plinths/ bases/post installed in accordance with details provided"
"3c295150-2545-45fa-ac9a-777ddee06fcb","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Pre-Fit Off Checklist - Line 06","Photos taken"
"cd92ec12-4cf1-463d-b3bd-ce7fe4adf015","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Fit Off Checklist - Line 06"
"8931eebf-d7c4-4207-9a31-2796aeba342e","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Fit Off Checklist - Line 06","Confirm the structure is in accordance with the details supplied by PBI"
"e0378a93-4def-4efc-9710-80e176602a26","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Fit Off Checklist - Line 06","EMAIL PM"
"8ea6fd67-ce0c-4ab5-af5a-558a9fc1ed86","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Fit Off Checklist - Line 06","Photo taken of line pull test and swages"
"9ab4f403-98f5-468b-859e-b479e5ab7571","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Fit Off Checklist - Line 06","Photo taken of Engraved Line Plate / ID Tag"
"abebbc7a-5cf8-44ed-839d-1f9197dcbaca","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Fit Off Checklist - Line 06","Video taken of system"
"9b41fc2a-0b4e-42c3-8672-7da7fe4e4967","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 06","Fit Off Checklist - Line 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"16baf0dc-a4a1-4737-95fa-c5ca61cfdc33","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07"
"798ea798-75f0-47ce-999b-a04861f22fe7","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Pre-Fit Off Checklist - Line 07"
"8b140998-7472-4ee3-b119-dd1f0ecc5b01","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Pre-Fit Off Checklist - Line 07","Confirm structure is in accordance to the details provided"
"a27b1ef6-eec9-445e-b6bc-82c3f66e75cd","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Pre-Fit Off Checklist - Line 07","EMAIL PM"
"e2611ce3-2693-4ae0-9651-6910d08271df","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Pre-Fit Off Checklist - Line 07","Plinths/ bases/post installed in accordance with details provided"
"29b7894a-781f-4d3c-b833-93c2b46ed708","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Pre-Fit Off Checklist - Line 07","Photos taken"
"1110a19c-6dd9-4855-9127-adab445fb3ec","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Fit Off Checklist - Line 07"
"973a1e7e-f485-4f47-850a-068190fdb599","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Fit Off Checklist - Line 07","Confirm the structure is in accordance with the details supplied by PBI"
"e1c1fbe0-1a1e-4665-8b4b-bddc8917a838","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Fit Off Checklist - Line 07","EMAIL PM"
"2d5f78da-96b7-45db-95f3-c9311a0936ff","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Fit Off Checklist - Line 07","Photo taken of line pull test and swages"
"114fb157-5e68-4d39-b392-50666bea8fd2","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Fit Off Checklist - Line 07","Photo taken of Engraved Line Plate / ID Tag"
"e1a4b6d3-6bcf-411e-8bd1-81cc3b7d21cd","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Fit Off Checklist - Line 07","Video taken of system"
"7b3ad5c0-9f42-4208-96e9-bd34d72cbc0f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 07","Fit Off Checklist - Line 07","Installed as per PBI drawings supplied and manufacturer's requirements"
"d50f6eb6-bc74-42bc-85be-220f909267a8","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08"
"c505c44a-ec98-4fdd-aa2b-bac7fc829823","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Pre-Fit Off Checklist - Line 08"
"537d1002-97d0-40a5-a22a-ebe8d4fc9950","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Pre-Fit Off Checklist - Line 08","Confirm structure is in accordance to the details provided"
"f2c2b479-6410-4889-a7b9-758b6266bf20","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Pre-Fit Off Checklist - Line 08","EMAIL PM"
"fc11634d-cc7e-499f-b130-7f55e2c711bd","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Pre-Fit Off Checklist - Line 08","Plinths/ bases/post installed in accordance with details provided"
"c2b0d07b-7e83-406b-830e-b155622c440f","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Pre-Fit Off Checklist - Line 08","Photos taken"
"bd19880e-d35a-4067-a52d-18536e9caf85","","checklist-flat","pass","Fit Off Checklist - Line","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Fit Off Checklist - Line 08"
"90eaca8a-8931-475c-b3a1-d3b844052765","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Fit Off Checklist - Line 08","Confirm the structure is in accordance with the details supplied by PBI"
"f6617685-f3f5-4967-979f-5a4842c5a811","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Fit Off Checklist - Line 08","EMAIL PM"
"04e3e095-438a-403f-8bdd-71444058feb9","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Fit Off Checklist - Line 08","Photo taken of line pull test and swages"
"24f0c2b5-c2ef-4b60-9fe7-1fb6eec5b652","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Fit Off Checklist - Line 08","Photo taken of Engraved Line Plate / ID Tag"
"031392df-b79d-4ced-9ab5-25777c11e8f0","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Fit Off Checklist - Line 08","Video taken of system"
"750d6054-aabe-48f5-adec-3e182746d986","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 08","Fit Off Checklist - Line 08","Installed as per PBI drawings supplied and manufacturer's requirements"
"d8884340-7690-46f2-8ad9-aa94a64b5caa","","folder-normal","pass","","step","TRUE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09"
"3773c7bf-9815-4c59-ad15-f76ed35730dd","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Pre-Fit Off Checklist - Line 09"
"81b8dc49-412b-40a1-b281-89adfd3d6d51","","checkpoint-status","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Pre-Fit Off Checklist - Line 09","Confirm structure is in accordance to the details provided"
"099d7589-c672-4cb4-b4d7-eaf525c44749","","holdpoint","pass","","","TRUE","TRUE"," QA","12no RoofSafe Cable Systems","Roofsafe Cable Line 09","Pre-Fit Off Checklist - Line 09","EMAIL PM"
