"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cd89ac53-6e40-44ad-b6ad-e315c54a4b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","Barriers"
"7aa448e8-c9a1-4e44-a1b5-76fea4417149","","folder-normal","pass","","step","TRUE","FALSE","Barriers","TL5"
"40d569c6-c4c3-44af-adab-f4ad96bad8e8","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Barriers","TL5","TL5-01 09/10"
"3bc473ff-3c8e-5ebd-9efc-a6c54f49be93","","checkpoint-group","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Barriers","TL5","TL5-01 09/10","Info"
"deb89cd1-85a3-584a-96f7-e7edcecc238d","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Barriers","TL5","TL5-01 09/10","Post Pour","Near Face Finish"
"de911a02-6e7a-5284-a143-dc4199986a4a","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Barriers","TL5","TL5-01 09/10","Post Pour","Cast -In/Inserts/Penetrations"
"881a7981-5a00-5325-832f-27bab298ee77","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Barriers","TL5","TL5-01 09/10","Post Pour","Starter lengths/Positions"
"9f619c7c-9ea5-5458-a59e-e2d186bc8f16","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Barriers","TL5","TL5-01 09/10","Post Pour","Approved"
"de0867e1-f24b-54aa-9e20-bd6cda1a27d2","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Barriers","TL5","TL5-01 09/10","Post Pour","Mill certificate attached"
"676bfcbb-2057-4358-8b6c-56dd70160104","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Barriers","TL5","TL5 02 10/10"
"3226de9b-31b8-5355-bf6a-6822ad276210","","checkpoint-group","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Barriers","TL5","TL5 02 10/10","Info"
"adf47495-0939-536e-8231-1feb18daf176","","checkpoint-no-status","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Info","Information Complete"
"6cb89058-2b03-5a81-9513-2da47d14c32f","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Barriers","TL5","TL5 02 10/10","Prepour"
"e1801e2d-6677-5eb3-9eab-b55473ab0a5c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Length/Width/Thickness/Cutouts"
"b90b8570-114c-5c5c-98a1-e0d9ac62289d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Square"
"e88bca92-569e-579f-b7ac-1be648aa4107","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Edge Details & Rebates"
"b4a84ad0-0c40-5f12-9c1b-bc5293b0a55a","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Cast in items (Inserts, Weldplates)"
"ce370fa3-1e29-5d4f-ab43-bd0c46d411cc","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Main Reinforcing"
"34803284-dfed-5651-9413-d0b22f04eef7","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Starters"
"a58ab6ea-5565-5fa3-8b44-3209d76fcaa5","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Stirrups"
"38a5496d-133b-5cf0-b16f-173fb44ecb41","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Lifters"
"29236155-bef6-5d55-9297-5456fe39f5e8","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Mould Cleaned & Oiled"
"2a30f7eb-5d4e-5393-9da9-8ccc7ac68d32","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Tie wire Trimmed"
"44d15e02-3677-596a-8c7c-5ab01c0500d3","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Rugasol"
"7231c178-43ec-54de-a998-a337d542cc08","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Prepour","Drawings & General Photos"
"17b8fe40-44ea-5c57-88e2-ced1c4fb7330","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Barriers","TL5","TL5 02 10/10","Concrete"
"7fdf2e1b-fe75-5ebc-8eae-e2b4f566cd50","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Concrete","Concrete results obtained"
"91acab17-63dc-5c9f-8adc-294ffe53f535","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Concrete","Concrete Docket Attached (photo)"
"f3912d7f-3678-5ec0-9185-3c16133883a5","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Barriers","TL5","TL5 02 10/10","Post Pour"
"d1b8e015-ae57-5773-9b47-01b108a3a144","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Post Pour","Post pour Complete"
"a186d27d-6d26-5fb4-b4d8-ba084446260c","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Post Pour","Remedial Required"
"cd2e744f-52cc-5173-87a4-60b695cb6984","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Post Pour","Mould Face Finish"
"ef6ac3e5-fdf0-5d14-970c-44c5e910b630","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Post Pour","Near Face Finish"
"8420343c-60ec-5e59-be50-426783439395","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Post Pour","Cast -In/Inserts/Penetrations"
"a069bf9a-ffa2-5de3-a4e1-c325be31f0c4","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Post Pour","Starter lengths/Positions"
"7a507a43-a45d-5f13-8ea9-27f6643cf0ef","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Post Pour","Approved"
"b3014970-8c54-5769-8717-851c728f2d42","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Barriers","TL5","TL5 02 10/10","Post Pour","Mill certificate attached"
"6afe9155-2c83-4071-bbcf-bd60502516f2","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Barriers","TL5","TL5-03 11/10"
"f9a39d69-2699-5ccc-827f-5db1a679ac90","","checkpoint-group","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Barriers","TL5","TL5-03 11/10","Info"
"21c5af44-dfb4-5f46-9403-9dc963356172","","checkpoint-no-status","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Info","Information Complete"
"f1e237fb-7d3f-588f-b793-e1a3419a352f","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Barriers","TL5","TL5-03 11/10","Prepour"
"498b55a1-d7fc-5424-a01f-16175a250612","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Length/Width/Thickness/Cutouts"
"02533839-f6b2-51bd-96ef-847754eaa8e3","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Square"
"3d5b4faa-d801-56dc-b1ec-704bce5c8422","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Edge Details & Rebates"
"fe7d1ec6-40ff-5ce0-b068-75fd51afc941","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Cast in items (Inserts, Weldplates)"
"305c88bc-9ac8-57c8-a262-aa75d08914e7","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Main Reinforcing"
"0860a06b-715f-5c06-998a-4d3e804236ad","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Starters"
"4d3ec985-96a2-56c7-a4fc-4dd34d5d834a","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Stirrups"
"e083389d-8b38-5545-8502-562df2b6fe00","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Lifters"
"b7e201e8-86b2-5a0b-acf9-dc711e8d737d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Mould Cleaned & Oiled"
"be248000-8f96-5563-b36d-9c3e4ce34afc","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Tie wire Trimmed"
"3baed8bf-fa5f-5093-a5bf-3c541fac63ff","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Rugasol"
"94f5da95-47f2-5b8e-8d5e-775f1b6fc065","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Prepour","Drawings & General Photos"
"59aa53c5-1e02-5b9a-a6f4-bdc7ff9e5266","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Barriers","TL5","TL5-03 11/10","Concrete"
"ff1bd6fd-71f1-514c-9f89-f9620b706aa1","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Concrete","Concrete results obtained"
"bff99f4b-3984-57c9-970f-68e6801268e0","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Concrete","Concrete Docket Attached (photo)"
"2932e485-3b97-51f5-ab61-ce6215c688da","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Barriers","TL5","TL5-03 11/10","Post Pour"
"cb11ae66-1097-5163-8a56-fb6346224b99","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Post Pour","Post pour Complete"
"38d6205d-89c8-5155-9676-c716fe6edbb6","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Post Pour","Remedial Required"
"3728efbb-e333-53b4-b34a-4a563826208a","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Post Pour","Mould Face Finish"
"26be905f-bd52-58c8-a484-3c9d752ab84d","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Post Pour","Near Face Finish"
"03fd364c-b859-5241-9d3d-83e2f8ebf711","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Post Pour","Cast -In/Inserts/Penetrations"
"44ac29d7-7d9b-5467-9b22-1740c2ad1c62","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Post Pour","Starter lengths/Positions"
"b3904951-63ab-54d8-9279-357b97df2e61","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Post Pour","Approved"
"f33f2d82-5deb-5a5b-abd1-db5d6d5c8f58","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Barriers","TL5","TL5-03 11/10","Post Pour","Mill certificate attached"
"a490a3a2-12ea-4273-94be-cdfcaeeb8b10","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Barriers","TL5","TL5-04 12/10"
"6cb11b96-1989-5239-8dc0-d3cb231c4348","","checkpoint-group","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Barriers","TL5","TL5-04 12/10","Info"
"9b42019c-e0b5-54b7-a2c3-e70c36c5b5cc","","checkpoint-no-status","no-status-not-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Barriers","TL5","TL5-04 12/10","Info","Information Complete"
"27e69c8a-b324-5412-8721-2f96f21dcef8","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Barriers","TL5","TL5-04 12/10","Prepour"
"f346a65d-3c8d-5e8d-a8ff-fb65914fc5a5","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Barriers","TL5","TL5-04 12/10","Prepour","Length/Width/Thickness/Cutouts"
"ac4b8d03-b090-5f1d-b324-bf643837fb73","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Barriers","TL5","TL5-04 12/10","Prepour","Square"
"ea815b32-6f9f-5cb0-80d4-de7c0cdecc32","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Barriers","TL5","TL5-04 12/10","Prepour","Edge Details & Rebates"
"262b7bb8-63c2-59fb-b75e-48418359fe32","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Barriers","TL5","TL5-04 12/10","Prepour","Cast in items (Inserts, Weldplates)"
"f6777b92-509e-56ae-b066-f3d651905249","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Barriers","TL5","TL5-04 12/10","Prepour","Main Reinforcing"
"a7ee11fa-1db5-5f33-904f-a7ea60f598e3","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Barriers","TL5","TL5-04 12/10","Prepour","Starters"
"04c4f4e6-d67d-53ca-b31f-6287ec055f9d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Barriers","TL5","TL5-04 12/10","Prepour","Stirrups"
