"Warnings","Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"","49215191-82bf-5cc2-a396-a1097e7b6353","date","Inspection Date:",,,,,,
"",,"signoff","AUTHORITY HOLDPOINT",,,,,,
"",,"checkpoint-no-value","1.3.1 - Environmental Permit",,,,,,
"","367059b9-87d4-5293-8214-cc1b1896b2e4","button","Environmental permit","Yes,No,N/A",,,,,
"","7cb6d97e-008a-5996-ae1c-4ac9c740634b","date","Inspection Date:",,,,,,
"",,"checkpoint","1.4 - Design Documents Required",,,,,,
"","ddb00bbb-e7ab-57f2-81b0-8425fbb29e82","note","Ref docs - 1170.11",,,,,,
"","59a61109-20b6-57de-aeff-cf5e1ccbd714","note","Acceptance criteria - For site clearing and grubbing, the documents needed are:",,,,,,
"","2b330eb7-feb5-564a-9a12-44a4d86574ad","note","(1) marked up drawings that relate to the design Documents and clearly define the scope of the Enabling Works;",,,,,,
"","81920bc8-2e13-5fb5-9d30-f6bf93d12b48","note","(2) any relevant Construction Specification for the Enabling Works.",,,,,,
"","491ba839-26c1-582a-abab-fc2dba44b97b","note","(3) a drawing showing environmental approval boundaries, activity areas and no-go zones.",,,,,,
"","ce172a45-eb29-594e-a08d-0831f91bdb8b","note","(4) evidence that any required design related Approvals have been obtained; and",,,,,,
"","184d644a-afa8-5878-babb-4a2dfde0aa17","note","(5) a list of all required Approvals.",,,,,,
"","b6acb5f8-f07e-5526-a319-55cdf6a7dae6","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","669666cd-7ee5-5476-942d-038f2b53a010","note","Freq - Prior to start of works",,,,,,
"","f94b0a48-3c1f-59dc-886f-d98f14684e4d","note","Key - R",,,,,,
"","c7ab6282-e9f6-5eb6-bc94-0886ca02e57d","note","Resp - SE",,,,,,
"","d97e5a42-3ba5-5920-b111-2a0b0f162084","date","Inspection Date:",,,,,,
"",,"checkpoint","1.5 - Site Environmental Protection Plan",,,,,,
"","19b113f9-f428-575a-a795-80ceb50f031a","note","Acceptance criteria - Site Environmental Protection Plans and Site Erosion Control Plans have been reviewed and approved for works.",,,,,,
"","e6a5fa35-acb7-55af-ac19-2539536068d7","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","49d20439-dafe-5eee-916f-3a2959737bc2","note","Freq - Prior to start of works",,,,,,
"","74f9980d-823b-549b-bae0-1f0f015353e4","note","Key - R",,,,,,
"","bbf7fb5b-40d0-5ab0-9c52-2712c4822e9e","note","Resp - ENV REP",,,,,,
"","c7e89c08-4d17-5bd2-8087-c7015a470469","date","Inspection Date:",,,,,,
"",,"section","2.0 Pre-Clearing activities",,,,,,
"",,"checkpoint","2.1 - Pre-Clearing Identification",,,,,,
"","f66c08f7-26a3-517d-ae71-f8951f49cea7","note","Ref docs - 1200.15 (b)(i)(C)",,,,,,
"","9c6418f7-b248-5d60-b799-c0428e265a01","note","Acceptance criteria - No less than 7 days prior clearing, an ecologist has certified that all habitat trees are clearly identified and marked with flagging tape or survey, consistent with the Design Documents and permits and approvals.",,,,,,
"","406073f9-3636-543a-87ce-c92a9517220b","note","• Any salvageable timber suitable for reuse to be identified and marked for stockpiling, for it to be reused after clearing.",,,,,,
"","5caee50c-1dbc-59b4-9134-0420fc38c384","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","304ca1c1-bddc-51d7-8579-614c4c345df5","note","Freq - 7 days prior to proposed clearing",,,,,,
"","330062aa-d495-5ed1-879e-a331e5e98d40","note","Key - H",,,,,,
"","5529ab32-761a-5984-9cda-c5b862cf7d98","note","Resp - SE",,,,,,
"","467af375-8c6b-57cf-ad47-1bd287e4d596","date","Inspection Date:",,,,,,
"",,"checkpoint","2.2 - On-site inspection",,,,,,
"","cea5e880-ea3b-5e8b-a0cf-4ef27cdbeaca","note","Ref docs - 1200.15 (b)(i)(C) (4)",,,,,,
"","92af811b-f0a9-5f25-80f6-2041775eaec1","note","Acceptance criteria - Prior to removal of vegetation, site inspection to be arranged with the Superintendent and other authorities to confirm the requirements of Sections 1200.15(b)(i)(C)(1) and 1200.15(b)(i)(C)(2) have been achieved.",,,,,,
"","ad722b5e-4838-5ef2-9c69-15b7464a267b","note","• All Approvals are in place and the ecologist is always on site, ready to perform further inspections in accordance with Sections 1200.15(b)(i)(C)(3) and 200.15(b)(i)(C)(5).",,,,,,
"","f703935d-b0ce-532b-bf92-62ede504562d","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","36b866cc-9670-5900-8449-ff775a11fea8","note","Freq - Prior to clearing",,,,,,
"","4b0be976-fa55-5a73-bd16-9cb2a8040ce4","note","Key - H",,,,,,
"","a5b589a5-762b-54c6-bece-ffe2e79061d1","note","Resp - SE",,,,,,
"","0ffbca66-b115-56c7-a6a8-344f4fafb2bd","note","SI Key - H",,,,,,
"","284869ae-1d41-5de2-ae9e-b10f520e701a","date","Inspection Date:",,,,,,
"",,"signoff","AUTHORITY HOLDPOINT",,,,,,
"",,"section","3.0 Onsite Clearing and Grubbing",,,,,,
"",,"checkpoint","3.1 - Clearing",,,,,,
"","8134fbe5-5f9c-51f4-bd1e-2285ba293755","note","Ref docs - VR201.04 1200.15 (b)(i)(C) (5)",,,,,,
"","d1885acc-e2cf-5908-b8a8-3421c18841c4","note","Acceptance criteria - Only non-habitat trees can be removed during the first stage of clearing. Habitat trees can then be removed after approvals have been received and a minimum of 24 hours after the removal of non-habitat trees.",,,,,,
"","594387f3-cff1-5e29-a205-8c94f69f8f87","note","• Prior to commencing of clearing each day, the ecologist appointed should inspect the area for signs of wildlife.",,,,,,
"","a62414e5-2aa4-57ef-9f46-a24733e6905f","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","4aa2dad0-7550-59a2-9b40-919a3fc12b34","note","Freq - Each lot",,,,,,
"","071f9452-f9ef-53f3-99c2-8969f5ddbef9","note","Key - H",,,,,,
"","ac43cedc-ca20-5277-a6c4-84b94bf60f88","note","Resp - SE",,,,,,
"","91dbf2b5-9a5d-50f1-8eb0-76ac45015a66","date","Inspection Date:",,,,,,
"",,"checkpoint","3.2 - Grubbing",,,,,,
"","765705e2-d463-523b-bf79-b23f0f2c2dc1","note","Ref docs - VR201.05",,,,,,
"","3810f854-6779-5953-ab9d-554d9449e3f9","note","Acceptance criteria - In areas where excavation will be undertaken, all vegetation shall be grubbed as per the requirements of VR 201.05 and early works – subgrade improvement design package",,,,,,
"","dd370420-f1e0-525b-9fb0-3482980c504d","note","• Holes resulting from grubbing shall be backfilled with similar material and compacted to same degree as surrounding material.",,,,,,
"","43af75e3-6205-5bef-b9c0-c92da9f71132","note","Freq - Each Lot",,,,,,
"","a32fc915-ab09-535b-88b4-4d9f9083db34","note","Key - R",,,,,,
"","942823a9-3770-57c2-8ed8-76b6d4c64c91","note","Resp - SE",,,,,,
"","9369dfc7-f86c-5902-b865-d9c2e1a85d82","date","Inspection Date:",,,,,,
"",,"checkpoint","3.3 - Clearing at Culvert Sites",,,,,,
"","17166604-6bf8-5a47-9f4b-549277092086","note","Ref docs - VR201.06",,,,,,
"","38cd2420-f39d-52ff-880b-d69a58f4dc70","note","Acceptance criteria - Any trees or stumps with 10m of any portion of a proposed culvert having a waterway area greater than 6m^2 shall be cleared and grubbed in accordance with the requirements of VR201.",,,,,,
"","81f3b80b-3665-5499-8b7d-4b029a1c3143","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","b7364ca5-7ef3-5fd9-a367-9c26af473400","note","Freq - Each lot",,,,,,
"","1c9aa83b-f83f-567a-92a7-7302c41c5b5d","note","Key - R",,,,,,
"","b3d7b60a-53ce-548d-9229-0c85a8d738dd","note","Resp - SE",,,,,,
"","3ece8513-7dab-599e-ae32-5aab7ee6679b","date","Inspection Date:",,,,,,
"",,"checkpoint","3.4 - Flora and fauna handling and removal",,,,,,
"","0c8b1649-bc7c-5328-a8c4-e66f8b8cd5af","note","Ref docs - 1200.15 (b)(i)(F)",,,,,,
"","20c690c6-6455-580f-83a5-255e8110b13d","note","Acceptance criteria - The Superintendent must be notified if any significant flora and fauna is found, and an ecologist must identify and provide advice on what to do with the found flora or fauna.",,,,,,
"","41c59073-a4f0-542b-b774-185ac0f50271","note","• The Superintendent must notify Environmental representative of any flora and fauna found.",,,,,,
"","6558365f-04f5-5525-b8ca-9e3ada2a8c59","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","b015d1ac-2a3a-56ce-a752-5179739c3397","note","Freq - Each lot",,,,,,
"","6666619e-77af-539b-9be1-17089105176c","note","Key - I",,,,,,
"","b4508b45-159e-50f2-807f-3125fb7945ff","note","Resp - SE",,,,,,
"","90f3ce84-c1bd-5525-81ca-d103f46ccb52","date","Inspection Date:",,,,,,
"",,"checkpoint","3.5 - Identified habitat",,,,,,
"","a3eaf210-473b-532b-9b97-c7d2ffb028de","note","Ref docs - VR201.10 1200.15",,,,,,
"","db02926b-aa92-5b12-a5c3-e8b948bf7818","note","Acceptance criteria - Trees with hollows can only be removed during initial clearing, if hollow is occupied, the section is to be left and cut after clearance from the ecologist and a minimum of 24 hours after removal of non-habitat trees in the area.",,,,,,
"","4eaa7fc3-187b-5524-8023-442f29334217","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","50ba95ab-ea75-5cd3-8271-fe53b2ea3dd8","note","Freq - Each lot",,,,,,
"","0fe09c78-873c-5e1c-b893-7946aa42f93f","note","Key - I",,,,,,
"","9529233f-363e-52e5-a5d0-61fbf76aed4f","note","Resp - SE",,,,,,
"","d10bac38-3616-5137-bf68-8ca5bb9cf264","date","Inspection Date:",,,,,,
"",,"checkpoint","3.6 - Reuse of Material",,,,,,
"","5ed6226d-b06c-5add-a9fe-05feddd7d5e0","note","Ref docs - 1200.15 (b)(i)(G)",,,,,,
"","19593e4e-2458-5263-8699-2530c500b7fb","note","Acceptance criteria - Seek and adopt where practical reuse opportunities for vegetation felled during the vegetation clearing operations. Reuse may include:",,,,,,
"","9bb6ebc9-c4d7-59ad-b1e7-68d766c755b3","note","a. retention of sections of a branch/trunk with hollows;",,,,,,
"","2b188504-37fe-5e54-bc82-0af88263820c","note","b. habitat logs on the ground in revegetation sites;",,,,,,
"","66b7bdcf-916b-57de-a73f-48746ce61f44","note","c. placement as in-stream habitat with the appropriate approval of the relevant Catchment Management Authority; or",,,,,,
"","63009fc2-485d-513a-97c2-645a99b9c12f","note","d. timber for furniture construction",,,,,,
"","d25265f3-e945-5cd5-8707-e2d067632433","note","e. Mulch provided to Council, local schools, or to landscaping facilities",,,,,,
"","e9746773-2157-53de-9d93-5ee8925d70ab","note","Update tree removal/retention register",,,,,,
"","c0c4fd5b-50cf-5eee-9858-233bc7904da5","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","f25cfa97-395d-5c6a-938e-144f2ff692ce","note","Freq - Each lot",,,,,,
"","51b7f521-36ee-53b7-9930-8dfb665e33b3","note","Key - R",,,,,,
"","c1c1495d-0590-541c-b1c1-16d8fa3d64cc","note","Resp - SE",,,,,,
"","242a1718-aafc-5f0b-a045-0536637fdc39","date","Inspection Date:",,,,,,
"",,"checkpoint","3.7 - Disposal of Material",,,,,,
"","22ab1f51-be06-59d3-8723-6a067c3cd4de","note","Ref docs - VR201.07 VR177.I2 PS3020.07 (a)",,,,,,
"","5c8edeb8-5436-5716-b9ad-7eec55c24b3d","note","Acceptance criteria - No removal of noxious weeds from the site. Identify and undertake treatment of declared noxious weeds prior to the commencement of any ground disturbing activities.",,,,,,
"","8ad52fd6-9afe-5a69-8a56-b25741efabe5","note","• The disposal of these materials shall be in accordance with the CEMP and its sub plans",,,,,,
"","15f8667e-f158-5a0e-b0b5-bb8f79ea6243","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","b9bbbd28-46a5-55c2-90e6-b420a0b67e94","note","Freq - Each lot",,,,,,
"","e67357d3-d70a-5557-a6c5-0724d4b43a7b","note","Key - R",,,,,,
"","91f63033-9c44-5f27-99e0-db12236e6a7d","note","Resp - SE",,,,,,
"","7c6b496d-5674-5bf0-b0a5-d20d47a1387c","date","Inspection Date:",,,,,,
"",,"checkpoint","3.8 - Salvage of Vegetation",,,,,,
"","23549aac-89ad-5bee-b6eb-0969e80f2ae1","note","Ref docs - VR201.11",,,,,,
"","72147322-28e1-51bc-b978-03f241399063","note","Acceptance criteria - Salvaging any plants as well as collecting cuttings and available seed from areas of native vegetation on site to be completed where applicable",,,,,,
"","e2ce4a55-26c2-5287-aa10-7edb1b48adf0","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","ec6acecb-2efe-5060-8553-6bc607710bf8","note","Freq - Each Lot",,,,,,
"","41cb47bd-0387-50d8-bf7b-8cc6dc6e4fb5","note","Key - R",,,,,,
"","5e022082-44cf-5f79-8775-0d23395d8ead","note","Resp - SE",,,,,,
"","6863f7ea-39df-5592-a3ef-0a9814484ac5","date","Inspection Date:",,,,,,
"",,"section","4.0 Work Lot Close Out",,,,,,
"",,"checkpoint","4.1 - Product Non-Conformance",,,,,,
"","19c26434-6dc1-59af-bc98-36adc0c0cfcc","note","Ref docs - CQMP",,,,,,
"","9518b3f4-350e-5fcf-84bb-20dc7d9bfd0a","note","Acceptance criteria - All Product Non-Conformance(s) recorded and closed (if applicable)",,,,,,
"","414be1e4-dd58-514e-9aa9-3aa236908911","note","Freq - Each lot",,,,,,
"","95c40cbe-2f04-5cfb-9ea7-46afacf4e933","note","Key - R",,,,,,
"","346b6282-08c5-5e82-b865-5a52190fbf88","note","Resp - SE",,,,,,
"","1de4e1b9-6e81-5c1e-937e-83f3b62d4ca2","textbox","NCR No:",,,,,,
"","3d042604-f802-5c13-9d3a-f5a67dd771c1","tickbox","NCR reports",,,,,,
"","379973d5-60a8-5adb-8248-a277533eac6d","date","Inspection Date:",,,,,,
"",,"checkpoint","4.2 - Quality Representative to check the above criteria and records to confirm",,,,,,
"","ffc76c0f-2b8b-558d-b0d7-dae9d6812bed","note","Ref docs - CQMP Lot Records",,,,,,
"","e10d2619-880b-51f6-88de-945be30924e0","note","Acceptance criteria - All above criteria met, and records identified attached.",,,,,,
"","b2e3f48d-5616-5f85-8bbf-b937b6eacd62","note","Freq - Each lot",,,,,,
"","a5c3681d-7870-5675-a7cf-b69ac24a35a6","note","Key - R",,,,,,
"","d049f055-3bb5-56ce-a1ed-2ee1e25ae8ea","note","Resp - SE",,,,,,
"","7f5d42cd-6f2a-5cfd-8273-f23af83651c5","tickbox","Completed Checklist (if applicable) and reports and other compliance records attached.",,,,,,
"","28a22383-1679-51db-93b6-fd88f726cb54","date","Inspection Date:",,,,,,

"",,"checklist","1630-P200-SYM-QAC-ITP-0002 Cut Floor/Topsoil Stripping","itp","1630-P200-SYM-QAC-ITP-0002 Cut Floor/Topsoil Stripping",,,31,"e9007ad5-8686-4cfd-9689-41b829945f13"
"",,"section","1.0 Pre-start activities",,,,,,
"",,"checkpoint","1.1 - Commencement of Work",,,,,,
"","354d4795-24bc-5065-8ceb-48d5e3a49155","note","Ref docs - VR Clause 160.C1 General condition of Contract",,,,,,
"","3604b9c5-db0f-5d37-a313-662a65afb029","note","Acceptance criteria - Works shall not commence on site before the following documents have been submitted:",,,,,,
"","a2f3cb45-2f2e-558f-87ca-453e0f657632","note","a. Evidence of public liability and WorkSafe insurance conforming with the requirements of the General Conditions of Contract",,,,,,
"","b51d1b8c-0fe0-5d99-988d-5917794f9d27","note","b. Third party property damage insurance in accordance with Clause 160.G1",,,,,,
"","3cbaafe7-b65f-5a84-bc10-df42fc0ce6fd","note","c. Health and Safety Management Plan",,,,,,
"","a8777f84-cd15-5f8b-8fed-a7c578cf98ab","note","d. Construction Environmental Management Plan",,,,,,
"","cf0d5e50-678a-5153-8ffd-8e63e15a55b2","note","e. Traffic Management Strategy and Traffic Management Plans for the initial works",,,,,,
"","746ebbb4-4050-5c7c-8aab-a3fcc36b41fc","textbox","CHAINAGE FROM",,,,,,
"","e8c3a184-a8f4-5272-82a3-11f5dea72b87","textbox","CHAINAGE TO",,,,,,
"","845c6684-e4f9-5b0f-96c7-708a92b78f54","button","Has all of the above been completed and approved?","Yes, No, N/A",,,,,
"","20dac91e-ef6e-5e5e-8ffa-37400f1d0c16","note","Freq - Once (Pre-Start)",,,,,,
"","fe244820-2108-5934-ab99-c1a8cb1ff05d","note","Key - H",,,,,,
"","3d7c06fa-ab1a-5a17-a992-73a2cc6cb403","note","Resp - SE",,,,,,
"","af5aa3dd-5878-5b85-98ec-fd59f4ceab0c","date","Inspection Date:",,,,,,
"",,"checkpoint-no-value","1.1.1 - Lot Map",,,,,,
"","7a23205e-ea04-5fa3-a339-47099e0014fe","button","Lot map","Yes,No,N/A",,,,,
"","506daf4b-2b5b-5461-b76e-2deb8d233501","date","Inspection Date:",,,,,,
"",,"checkpoint","1.2 - Safety",,,,,,
"","ab550148-a0da-5865-99b3-d3e81ed2fbb7","note","Ensure that the following items have been actioned:",,,,,,
"","858b8e46-6323-5fe7-a78a-8195315895fa","note","– SWMS if applicable",,,,,,
"","802b698e-9f4f-585f-b64c-44224b503f97","note","– Plant Pre-start Inspection",,,,,,
"","aee3ad6f-2789-54a5-beb7-2ae34e363e63","note","– Service locations identified",,,,,,
"","d6d6148a-cec1-5c75-b757-64ca8569ac01","note","– Traffic Management Plans (if required)",,,,,,
"","53102884-5190-5c72-a305-f4f39aa0d7eb","note","– All staff inducted",,,,,,
"","467d9bbd-b7af-54df-a720-1e52b06a19a2","note","Ref docs - SMP",,,,,,
"","6813e853-7c23-5fad-a934-c334791f559b","note","Acceptance criteria - SWMS/WMS submitted reviewed and accepted if required.",,,,,,
"","e8eaa971-6a14-516e-a927-f2a9f7730503","note","• Plant inspections completed and entered.",,,,,,
"","13dfd283-88d5-5589-b85c-87703defbfb2","note","• TSA training completed. Pre-work briefings completed.",,,,,,
"","9e6322b5-8a22-5416-8f48-9187111411cd","note","• Service Diagrams available and services located.",,,,,,
"","3401e531-3b6a-53c1-844e-9a977d104998","button","Has all of the above been completed and approved?","Yes, No, N/A",,,,,
"","7dd98b5c-d093-5144-b283-b8ac082aefc0","note","Freq - Once (Pre-Start)",,,,,,
"","38691c0e-e2fa-509d-b301-d94c743604b2","note","Key - H",,,,,,
"","eb6f0e05-79c8-54f9-b15f-8ae740922568","note","Resp - SE",,,,,,
"","e2511b9c-4776-565f-b999-720c9cd48dbe","date","Inspection Date:",,,,,,
"",,"checkpoint","1.3 - Survey Set-out and TBM’s",,,,,,
"","c34585a1-238d-5da7-8dfd-537d2b57c11b","note","Ref docs - IFC Drawing",,,,,,
"","f913eb0e-f647-5bba-9aa8-9446a18c6acc","note","Acceptance criteria - Record existing and established TBMs. Survey set out including frame, benchmark, and recovery points in place.",,,,,,
"","3af33cda-3a1b-5e28-a1fd-4225d5b71fd7","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","6519fc63-0e60-5cff-af9b-3840ea887760","note","Freq - Prior to start of Works",,,,,,
"","66258eb7-fd9d-5092-9b65-23c89f706a84","note","Key - H",,,,,,
"","f3c38956-1ef6-5604-a24c-1983d15461ab","note","Resp - SE SV",,,,,,
"","22faa7db-d081-5679-bf8c-52ed8096cef1","date","Inspection Date:",,,,,,
"",,"checkpoint-no-value","1.3.1 - Surveyor Report Reference",,,,,,
"","09f688dd-aa34-5f4f-8cbc-ac625aef672f","button","Surveyor report reference","Yes,No,N/A",,,,,
"","a19e0ee5-cfaf-5b63-b16c-3a8abf9d72ef","date","Inspection Date:",,,,,,
"",,"section","2.0 Construction",,,,,,
"",,"checkpoint-no-value","2.0.1 - Incoming Material Docket",,,,,,
"","03a4e44f-00e7-590a-964e-4a5cf4e4d3b4","button","Incoming material docket","Yes,No,N/A",,,,,
"","3f3044d0-c5aa-5ac0-b809-7b89e63c19ef","date","Inspection Date:",,,,,,
"",,"checkpoint","2.1 - Topsoil Stripping",,,,,,
"","b78056f9-eb0a-5953-b395-d43fab4429df","note","Ref docs - VR Clause 204.05",,,,,,
"","d4271cca-3256-59a3-a32d-4c9a5f196de4","note","Acceptance criteria - Topsoil is to be stripped to an appropriate depth removing surface topsoil in a way to leave the surface evenly graded and free draining.",,,,,,
"","4f018ea4-fbff-5c2f-a722-eb4288acda14","note","• Topsoil to be reused onsite is to be stockpiled in an agreed location. All stockpiles shall be maintained in a neat, well-shaped state capable of shedding water.",,,,,,
"","45a75409-28f4-56a0-99fb-520c552a9c37","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","7e4bce7f-f710-50ec-9fac-f027c0f60c90","note","Freq - Each Lot",,,,,,
"","8fda29b4-19e6-5859-b55b-dfa2005a36f1","note","Key - R",,,,,,
"","d01857fa-f4df-5ae3-a305-843bef5f790e","note","Resp - SE",,,,,,
"","aaceb6b1-ca28-551b-b1aa-5769126f56df","date","Inspection Date:",,,,,,
"",,"checkpoint","2.2 - Site Excavation",,,,,,
"","3dbca08e-003d-5324-adf5-0c8ea834c548","note","Ref docs - VR Clause 204.06",,,,,,
"","26145cf0-a388-5b28-bb51-e7b5aca2fa02","note","Acceptance criteria - Prior and during excavation work, the Superintendent will be notified to inspect all material encountered for material classification, subject to verification by laboratory testing.",,,,,,
"","4da4d0d2-4596-5db3-88a2-de1794556e17","note","• The areas of rock subgrade shall be presented to the Superintendent for acceptance.",,,,,,
"","11ff03e0-5769-5659-8555-fa91069a1d5c","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","8bbcd9ee-fac7-5547-851c-99d46787a713","note","Freq - Each lot & Each possession",,,,,,
"","c9c30a26-d7ea-5272-8bdf-6dcc3c20cb89","note","Key - H I S",,,,,,
"","69ab45c6-0d80-5d75-914b-74d5750af34a","note","Resp - SE",,,,,,
"","2ca9c33b-0b10-5043-a676-00b29b77b27a","note","SI Key - H",,,,,,
"","f140015f-9544-5a17-acbf-c61c6962d731","button","NATA Test Reports (as required):","Yes, No",,,,,
"","1eeb59c8-7cb9-5cb0-b222-fad81728a2b3","note","– CBR and Swell",,,,,,
"","3e19371f-2051-5b89-8b7d-b5c082dc5e72","note","– PI",,,,,,
"","b547beb7-6f63-5981-ace3-f27a7017d5f5","note","– Permeability",,,,,,
"","e02f7690-097e-511a-8e42-6a228417995a","date","Inspection Date:",,,,,,
"",,"signoff","AUTHORITY HOLDPOINT",,,,,,
"",,"checkpoint","2.2 - Groundwater / Seepage (if applicable)",,,,,,
"","71e5f216-2ecc-5d84-842c-f6a2ac75ff92","note","Ref docs - VR Clause 204.06 (h)",,,,,,
"","d7503594-bcb2-5ad7-a828-3b3fd3b71809","note","Acceptance criteria - If groundwater or seepage is encountered, notify the Superintendent, and create a course of proposed action.",,,,,,
"","4d8cc251-9c73-5622-bbc3-5c2224d5b4ce","note","• Submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater.",,,,,,
"","8fbc0d1b-cea8-58ca-a282-ffd65476b0e3","button","Has all of the above been completed?","Yes, No, N/A",,,,,
"","43e8fa9a-3acb-52d6-9c1c-d09bec99a386","note","Freq - Each lot & Each possession",,,,,,
"","8dde038c-78af-589e-843f-02cfcbd813a7","note","Key - H I S",,,,,,
"","7d8fb756-d231-5a81-8cc0-11f22a3054a0","note","Resp - SE",,,,,,
