"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9ee5df60-7cb0-4007-be40-4c8df3c2512d","","folder-normal","","","step","TRUE","FALSE","Site QA"
"2b39ade7-19aa-40a3-91a1-23108ea5ed11","","folder-normal","","","step","TRUE","FALSE","Site QA","In Ground Works"
"a8d20df6-c078-4f16-a149-6eec1b33c499","","checklist-sectioned","","001 - Pre Works","checklist","FALSE","FALSE","Site QA","In Ground Works","Ground Floor"
"9971a5d7-533d-4470-9b10-a0ccd6e6e96f","","folder-normal","","","step","TRUE","FALSE","Site QA","In Slab Works"
"4b934647-2c17-4fff-b477-c7b4f93dd61b","","checklist-sectioned","","010 - In-Slab Works Installation","checklist","FALSE","FALSE","Site QA","In Slab Works","Ground Floor"
"5e8f636e-2522-47ce-b6cf-b9e310dfb747","","checklist-sectioned","","010 - In-Slab Works Installation","checklist","FALSE","FALSE","Site QA","In Slab Works","First Floor"
"561628b8-0abe-48c2-88dc-aae7cafb08a8","","folder-normal","","","step","TRUE","FALSE","Site QA","Mains & Sub Mains Installation"
"32c54893-51f5-4128-b2bf-a83b85cd41c2","","checklist-sectioned","","011 - Mains & Sub Mains Installation","checklist","FALSE","FALSE","Site QA","Mains & Sub Mains Installation","Ground Floor"
"4a0b7dd7-3a20-4aab-9cdc-f271b1e3c990","","checklist-sectioned","","011 - Mains & Sub Mains Installation","checklist","FALSE","FALSE","Site QA","Mains & Sub Mains Installation","First Floor"
"cc65f6c1-e697-4931-9a2f-1f2dfd84bafd","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough"
"7efb1da2-68b0-4a25-9e88-c22f725b1d60","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough","Light"
"ecd0168f-807e-4fb2-8778-c30fc1ad65ec","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough","Light","Ground"
"7e60e388-be20-4fc9-bd3f-a803ae6a76ce","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Clerical"
"536766eb-15f9-4751-878c-3c7d70d67126","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Printing"
"6d78527b-5f30-4771-9d10-8951fcbb1884","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Cleaner"
"27473caf-9e0e-436d-8222-8cdfb516b261","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Store"
"04016145-6b38-4631-8f67-d681527a7ec8","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","DB10"
"571b4acd-8793-4633-b99a-fbc368e73c43","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Comms"
"cb202200-53ae-4d19-bed6-489d45944cff","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Student Store"
"41cc21b1-ebc9-4c24-8f9d-3f7164fd82c0","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Sick Bay 1"
"5d6f6f37-5ce6-492e-8d23-ac8bd55487f1","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Sick Bay 2"
"dcfeb082-a899-4033-9d47-e6244e0648ae","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Corridor 1"
"e396f918-250b-425d-8ba4-d0e696623acf","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Corridor 2"
"848112b7-474a-4100-ba12-623093e370a6","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Corridor 3"
"1da193c8-b667-4448-9eb1-933a3457db6d","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Interview"
"3a4be9bc-c3f5-439c-8b80-f72fbc427d22","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Student Reception"
"7ea810a1-5125-4415-b1c8-714eed5cadd3","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Student Foyer"
"6e8d73dc-b9fe-4473-ad93-044b2a629377","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Councillor"
"d44fa502-c2c0-42ba-bb0b-f4fedbac29d0","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","MDB"
"df0dc22a-852b-4c4e-a759-b0a3609a1e4f","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","Ground","Outdoor Area"
"9ca61db9-1ac2-4a3f-8f11-7ad5a8f847ff","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough","Light","First Floor"
"e522ff32-3122-45cd-a6e8-3fff844ab2ab","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","FWC"
"a35fbb93-0a11-4717-8994-f2909dd206ec","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","MWC"
"ce1d36df-7c9c-499b-b753-4f9474df484a","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","AWC"
"f49d7512-5b43-40ae-9154-cd893ab0c763","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Staff Study"
"24788d52-d418-465a-bc40-52bc5a718429","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Print"
"9a6bc2ac-0efd-4a7a-a557-74ec4ca6cc8b","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Collab 1"
"bd8d03d2-10e8-4199-b578-a1986f56d645","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Collab 2"
"62ad125f-1188-49e9-821d-eb385e6950cb","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Collab 3"
"b7da6b99-877d-4d65-a90a-5ead78276dc1","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Circulation"
"5e2db4f3-28ce-4b9f-b2c4-c393c9086f02","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Breakout Space"
"32c70eef-9af5-4fdf-b1c4-c86fd0ea06a9","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","REC"
"c734bc2c-3336-45c0-90f6-323e96467704","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Admin Coord"
"ceac2df4-6828-4332-b433-6b602540b812","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","DIR A207"
"47874999-dbdd-4716-9541-09e0166bde57","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","DIR A210"
"cd285779-d6ae-4875-b2e0-3bac98644fe9","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","DIR A211"
"fec0a3c9-dac1-4a48-be02-3749b2dbead2","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","DIR A212"
"d4ea4497-2423-4e86-8c5d-a6e03754cce6","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Director Reception"
"142b7171-cd06-4b99-9e48-99989315b274","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Corridor 4"
"891e5e75-5315-4bbf-85bc-01ccf98c508a","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Corridor 5"
"2b919c28-6d1a-4bfd-9127-cdcac4432c74","","checklist-sectioned","","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Light","First Floor","Terrace"
"619c7b09-51e8-4f75-8c89-bffec4be90a4","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough","Power"
"270254f0-99ce-4627-aa40-15655f8cc8da","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough","Power","Ground"
"39a37c8d-d300-45a1-bcf8-1166b630aa8f","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Principal"
"90bacac2-3841-4a5a-84a5-830ace1832ad","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Secretary"
"4b30e660-eb19-4449-96ca-a379aeb23c13","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Business Manager"
"6eaff642-ea94-4ce1-8914-858d33227698","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Conference"
"49e9898f-4839-4ece-aa1c-63551db8cd6b","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Assistant Principal"
"907f5d95-9e4d-4fed-a38e-9cf99dba348e","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Finance"
"36886766-ff80-4852-a094-a1a70a2c11be","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Public Reception"
"c3fd87f1-0b36-4ea3-b10d-1855108551cf","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Meeting 1"
"4545f326-392f-40f9-b7c3-31b0e050b4c3","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Meeting 2"
"1c991476-aaf7-4ede-b0c9-acbac9d5f09c","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","AWC"
"923b7ce0-4f46-4c04-970d-aafd8642d533","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","WC1"
"9ad32a13-1b4d-44f5-832a-506323ee5850","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","WC2"
"6542ee95-a52d-45ad-b5b8-b0a9f13a3801","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Clerical"
"30b5063f-cfd2-4b80-82f5-74029f927c0f","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Printing"
"484b829e-0e76-470a-807b-a29d817e0301","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Cleaner"
"7f3805f8-4d7f-4fd7-b335-ab1167418d88","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Store"
"5dde06c1-0bb1-4b40-8806-cbb60e7d2943","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","DB10"
"08936187-d2c7-493f-b650-e6dc2bfc371c","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Comms"
"808683d6-8e68-493c-98c4-a55a6ffe8b9b","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Student Store"
"c8ee5b52-ad1c-42d3-8ebd-778352051e47","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Sick Bay 1"
"c02c77e6-5cdb-4e36-90c4-c356e2698eef","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Sick Bay 2"
"55b1655a-0158-4ccc-89b0-dbeec54a9b17","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Corridor 1"
"a6e92e58-3f97-4614-afbb-7cbec90b47af","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Corridor 2"
"370ad4e8-b359-4853-a2a6-a82bea8054c0","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Corridor 3"
"fb4f4163-af67-48d4-bdf3-1545c324ad97","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Interview"
"e019d7d3-ea0f-4764-a206-02c61264b8fe","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Student Reception"
"fff99c1c-12d1-40be-b7f6-35e463e10ce8","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Student Foyer"
"c87d1516-d1c3-41c3-8f51-df93a6eb953e","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Councillor"
"e98b3ef7-c9b6-41dc-adbd-fc97117c082c","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","MDB"
"d1dda62b-f796-439f-a0d5-b01b3c37f033","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","Ground","Outdoor Area"
"8759248d-006c-4492-8088-de8a99d85701","","folder-normal","","","step","TRUE","FALSE","Site QA","Light & Power Rough","Power","First Floor"
"f843d56b-f10b-4312-bc4d-a4724c33e123","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","FWC"
"5323b09d-f0f0-4f8c-b1ba-cad11e554413","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","MWC"
"e42bcd7b-a582-4997-a33f-4b60ffb8d8c4","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","AWC"
"9970968b-cfb9-4672-9aa2-702542ff1cb1","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Staff Study"
"bddf4cf2-50cd-4a45-ae7b-9188ccd449cc","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Print"
"59ca77f9-159b-43b5-9bd5-808807b713a0","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Collab 1"
"acc36b81-b01a-4e53-ab57-de83bf29da01","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Collab 2"
"446b93b1-0abf-49ed-a461-3e856a2b1e14","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Collab 3"
"0adb3179-e705-46a4-91bc-ac21dfd5bae9","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Circulation"
"c12169d4-2575-4570-9791-a2cf91473761","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Breakout Space"
"d06e7578-8720-45cb-a961-8dd84bc7b802","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","REC"
"e362e3fc-6eca-4108-8196-c6a999cf7740","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Admin Coord"
"b90e55a1-a9f5-4f8b-861a-aad99542b01f","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","DIR A207"
"a8869e90-7cad-41b5-a34b-578b1f27339d","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","DIR A210"
"9fdf7bae-5214-4b65-a285-9a2c8f476d7f","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","DIR A211"
"9dc4e8a3-6930-4efe-bb95-262315c98565","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","DIR A212"
"ddbff052-221e-404a-82f9-fa1899717359","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Director Reception"
"66f2f725-9154-49de-b3b7-91150b3c576c","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Corridor 4"
"784677fa-4d56-4785-8fdc-0542be075967","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Corridor 5"
"8dc56037-6699-4c80-b3c7-bf7a59829a7a","","checklist-sectioned","","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Power","First Floor","Terrace"
"6951c538-b100-4ea7-9123-7bfae22915cc","","folder-normal","","","step","TRUE","FALSE","Site QA","Power, Switches & Accessories"
"3109a728-633e-4f6f-86f3-d72a98272724","","folder-normal","","","step","TRUE","FALSE","Site QA","Power, Switches & Accessories","Ground"
"0b27dc06-b79e-4f68-9835-1389af75d68a","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Principal"
"b0f150db-966c-4f06-9812-8d1600f91ee3","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Secretary"
"d6d79237-962b-429c-a128-917c62b9ebd7","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Business Manager"
"2f1197bd-b82b-4ba3-ae63-7ed46c4a5b07","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Conference"
"39291448-c3b5-4e26-a1f6-005c235d3434","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Assistant Principal"
"4268a6b4-9b87-4f87-9950-1fdf084448e5","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Finance"
"4a7ec7e2-af5a-4bfd-bc56-ea0a158eb077","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Public Reception"
"1cbd50ac-7cd1-41d0-8b43-42d90c5e964f","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Meeting 1"
"f5c1f0ae-fc71-4be6-8a58-164e61ee1f66","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Meeting 2"
"fcd6c759-6949-442f-8939-35c06fdbdfdd","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","AWC"
"5c05575e-6443-411a-89b0-425055ab14b8","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","WC1"
"9eb79990-ef92-42a9-b44f-0aabd3fdb508","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","WC2"
"b10fca19-32a1-4e18-811e-a3f2597c594b","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Clerical"
"3f7a6452-6c2f-45f6-9e60-3dc36db0f538","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Printing"
"ec99137f-f9e3-4582-b1a2-14ba9812922e","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Cleaner"
"1426ff35-5ca5-4826-8788-1427920ccd85","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Store"
"ecf50886-6081-4ca7-9f5e-640e6c7694f9","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","DB10"
"a168563b-8fca-43d5-b80a-40a0ee240c5e","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Comms"
"362a1cca-48cf-44be-b197-4126733dc697","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Student Store"
"edd2e29c-e969-41b1-bb77-60c0f2255d7e","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Sick Bay 1"
"4968813b-cca0-472a-9885-7595f47f03e7","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Sick Bay 2"
"f79091f4-9309-45c6-b39c-00f903cc31be","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Corridor 1"
"32f8be94-ef53-4452-bf19-0cdd8e22b26a","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Corridor 2"
"7500609e-8559-43fc-923e-7182b2d77df3","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Corridor 3"
"6ee897bf-e3f5-4c5c-b129-947e4e1c144a","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Interview"
"5c6593e8-65e3-4ebe-81b5-691bab849b5d","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Student Reception"
"43a85959-4493-455d-bea9-3c9416aaab4d","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Student Foyer"
"36757286-1005-47f8-acdd-af621bf42c20","","checklist-flat","","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground","Councillor"
