resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 6,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 7,,,,,,,,,,
,step,,,,,Building D,,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Ground Floor,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 1,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 2,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 3,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 4,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 5,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 6,,,,,,,,,,
ITR-001 Hydrant Install,checklist,,,,,,Level 7,,,,,,,,,,
,step,,,,Rough In,,,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,Basement 2,,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,Basement 1,,,,,,,,,,,
,step,,,,,Building A,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.10,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.11,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,AG.12,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.10,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.11,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A1.12,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.10,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.11,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A2.12,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A3.10,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A4.10,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A5.10,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A6.10,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A7.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A7.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A7.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A7.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A7.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A7.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,A7.07,,,,,,,,,
,step,,,,,Building B,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,BG.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,BG.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,BG.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,BG.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,BG.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,BG.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,BG.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Caretaker Room,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B1.09,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B2.09,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B3.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B3.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B3.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B3.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B3.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B3.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B3.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B3.08,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B4.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B4.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B4.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B4.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B4.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B4.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B4.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B4.08,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B5.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B5.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B5.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B5.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B5.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B5.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B5.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B5.08,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B6.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B6.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B6.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B6.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B6.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B6.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B6.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B6.08,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B7.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B7.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B7.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B7.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,B7.05,,,,,,,,,
,step,,,,,Building C,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Communal Area,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,FS05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,FS13,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,FS14,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.10,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,CG.11,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.10,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.11,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C1.12,,,,,,,,,
,step,,,,,,Level 2,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.10,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C2.11,,,,,,,,,
,step,,,,,,Level 3,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C3.09,,,,,,,,,
,step,,,,,,Level 4,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C4.09,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C5.09,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C6.09,,,,,,,,,
,step,,,,,,Level 7,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C7.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C7.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C7.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C7.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C7.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,C7.06,,,,,,,,,
,step,,,,,Building D,,,,,,,,,,,
,step,,,,,,Ground Floor,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Communal Area,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,FS07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,FS08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,FS15,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,FS16,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.02,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.03,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.04,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.05,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.06,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.07,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.08,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.09,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,DG.10,,,,,,,,,
,step,,,,,,Level 1,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,Lobby,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.01,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,,D1.02,,,,,,,,,
