type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,"ACCEPTANCE CRITERIA: SCALE A: The first lot of each pavement layer shall be tested for post-compaction grading and PI. If the lot satisfies the requirements specified in 6.1 as applicable, the Contractor may test at the minimum frequency:",,,,,,,,,,,,,,
label,Compaction:,,,,,,,,,,,,,,
label,○ Lower Subbase: none,,,,,,,,,,,,,,
label,○ Upper Subbase: 1 in 4,,,,,,,,,,,,,,
label,○ Base: 1 in 2,,,,,,,,,,,,,,
label,PI:,,,,,,,,,,,,,,
label,○ Upper Subbase and Lower Base: 1 (two samples) in 8,,,,,,,,,,,,,,
label,○ Upper Base: 1 (two samples) in 4,,,,,,,,,,,,,,
label,SCALE B: the first lot of each pavement course shall be tested for post-compaction grading and PI.,,,,,,,,,,,,,,
label,SCALE C: Post compaction grading and PI testing is not required (CHOOSE NA),,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot Where applicable,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,,,,,
checkpoint,5.6 Proof Roll,,,,,,,,,,,,,,
label,REFERENCE: Section 304.08,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All pavement layers shall be compacted to withstand rolling and shall be test rolled in accordance with Section 173 prior to acceptance of the layer.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,5.7 Protection of compacted layer,,,,,,,,,,,,,,
label,REFERENCE: Section 304.09,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The surface of each compacted layer shall be kept moist, in good condition and free from contamination until the subsequence pavement work is to commence.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,,,,,
section,Post-construction / Post-installation Activities,,,,,,,,,,,,,,
checkpoint,6.1 Compaction Testing (results),,,,,,,,,,,,,,
label,"REFERENCE: Section 173, Section 304.08, Table 304.081",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: During compaction, material Moisture Content ≥ 85% of OMC and maintained until test rolling has been completed.",,,,,,,,,,,,,,
label, – Density Ratio to be based on tests performed with Modified Comp active Effort.,,,,,,,,,,,,,,
label,Scale A:,,,,,,,,,,,,,,
label,○ Subbase Layer Characteristic Density Ratio (CDR) ≥ 98%,,,,,,,,,,,,,,
label,○ Base Layer CDR ≥ 100%,,,,,,,,,,,,,,
label,Scale B:,,,,,,,,,,,,,,
label,○ Subbase Layer CDR ≥ 97%,,,,,,,,,,,,,,
label,○ Base Layer CDR ≥ 98%,,,,,,,,,,,,,,
label," – 6 tests per lot for lots >500sqm. If the lot is < 500sqm, then 3 tests per lot.",,,,,,,,,,,,,,
label,Scale C:,,,,,,,,,,,,,,
label,○ Mean Value of Density Ratio (3 tests):,,,,,,,,,,,,,,
label,○ Subbase Layers >98%,,,,,,,,,,,,,,
label,○ Base Layers >100% ,,,,,,,,,,,,,,
label,ATTACH: Compaction Test Results,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot Where applicable,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Compaction Test Rersults,,,,,,,,,,,,,,
checkpoint,6.2 Post Compaction Materials Testing (Results),,,,,,,,,,,,,,
label,"REFERENCE: Section 304.10, Section 304.11, RC 500.02",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Note: Refer to IFC drawings to confirm material required. Material property requirements will vary depending on material type.,,,,,,,,,,,,,,
label,20mm Class 3:,,,,,,,,,,,,,,
label,Grading ,,,,,,,,,,,,,,
label,○ 26.5mm 100%,,,,,,,,,,,,,,
label,○ 19.0mm 95-100%,,,,,,,,,,,,,,
label,○ 13.2mm 75-95%,,,,,,,,,,,,,,
label,○ 9.5mm 60-90%,,,,,,,,,,,,,,
label,○ 4.75mm 42-76%,,,,,,,,,,,,,,
label,○ 2.36mm 28-61%,,,,,,,,,,,,,,
label,○ 0.425mm 14-29%,,,,,,,,,,,,,,
label,○ 0.075mm 6-14%,,,,,,,,,,,,,,
label,– PI between 0 to 10,,,,,,,,,,,,,,
label,20mm Class 4:,,,,,,,,,,,,,,
label,Grading ,,,,,,,,,,,,,,
label,○ 26.5mm 100%,,,,,,,,,,,,,,
label,○ 4.75mm 42-76%,,,,,,,,,,,,,,
label,○ 0.425mm 10-28%,,,,,,,,,,,,,,
label,○ 0.075mm 2-14%,,,,,,,,,,,,,,
label,○ PI between 0 to 20,,,,,,,,,,,,,,
label,○ PI x % passing 0.425 mm sieve (max) 450,,,,,,,,,,,,,,
label,– Scale C: Post compaction material testing is not required (Choose NA),,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot Where applicable,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Compaction Test Rersults,,,,,,,,,,,,,,
checkpoint,6.3 Survey As-Built - Surface Level,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 304.06, Table 304.061, Table 304.062",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: No point on the surface of any pavement layer shall vary by more than 8 mm from a 3 m straight edge placed in any direction.,,,,,,,,,,,,,,
label,– Subbase course shall be not < the specified thickness by more than 15 mm.,,,,,,,,,,,,,,
label,– Base Course shall be not < the specified thickness by more than 10 mm. The avg. thickness over every 100m shall not be < specified thickness.,,,,,,,,,,,,,,
label,– The combined thickness of subbase and base courses shall be not < the specified thickness by more than 15 mm.,,,,,,,,,,,,,,
label,Scale A: A minimum of 80 measurements per lot,,,,,,,,,,,,,,
label,"○ Subbase: mean range +4mm to -8mm, maximum Standard Deviation of 8mm",,,,,,,,,,,,,,
label,"○ Base: mean range ±5mm, maximum Standard Deviation of 8mm",,,,,,,,,,,,,,
label,Scale B: A minimum of 40 measurements per lot,,,,,,,,,,,,,,
label,"○ Subbase: mean range +6mm to -12mm, maximum Standard Deviation of 13mm",,,,,,,,,,,,,,
label,"○ Base: mean range ±8mm, maximum Standard Deviation of 10mm",,,,,,,,,,,,,,
label,Scale C:,,,,,,,,,,,,,,
label,○ Lower Subbase (mm) +15/ -25,,,,,,,,,,,,,,
label,○ Upper Subbase (mm) +10/ -25,,,,,,,,,,,,,,
label,○ Base (mm) +/-15,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/Surveyor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Survey Conformance Report,,,,,,,,,,,,,,
checkpoint,6.4 Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in CAMs.",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
checklist,ITP-084-CIV-PSDS-Kerb Construction,itp,,,,,ITP-084-CIV-PSDS-Kerb Construction Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-084-CIV-PSDS-Kerb and Channel,,,,,,,,,,,,,,
label,ITP Description: PSDS-Kerb and Channel,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 084-CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 13/06/2024,,,,,,,,,,,,,,
label,ITP created by: Anthony Pearson,,,,,,,,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,"Reference: VicRoads Section 703, VR SD2001, VR SD2102, AS 2876, AS1379",,,,,,,,,,,,,,
section,Preliminary Works - Materials,,,,,,,,,,,,,,
checkpoint,2.2 Mix design,,,,,,,,,,,,,,
label,"REFERENCE: SD2001, AS1379, Section 703.05, 703.06, 703.07",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Kerb and Channel,,,,,,,,,,,,,,
label,○ Concrete used in kerb extrusion machines will not be subject to compressive strength requirements but shall have a minimum cementitious material content in the finished concrete as follows:,,,,,,,,,,,,,,
label,"○ Traffic Routes – a minimum of, or equivalent to, 320 kg of cementitious material or geopolymer binder per cubic metre of concrete",,,,,,,,,,,,,,
label,"○ Local Streets – a minimum of, or equivalent to, 280 kg of cementitious material or geopolymer binder per cubic metre of concrete.",,,,,,,,,,,,,,
label,"○ Where kerb and channel is placed and compacted with internal vibration between previously placed formwork, concrete shall be:",,,,,,,,,,,,,,
label,○ Traffic Routes – N32 portland cement–based concrete or 32 MPa geopolymer concrete standard strength grade; and,,,,,,,,,,,,,,
label,○ Local Streets – N25 portland cement–based concrete or 25 MPa geopolymer concrete standard strength grade as specified.,,,,,,,,,,,,,,
textbox,TeamBinder Material approval number for the Concrete Mix:,,,,,,,,,,,,,,
label,METHOD: Verify,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: TeamBinder Material approval, ITP signed",,,,,,,,,,,,,,
checkpoint,2.3 Bedding Material,,,,,,,,,,,,,,
label,"REFERENCE: Section 703.21, IFC Drawings",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Bedding shall be size 20 mm Class 3 or Class 4 crushed rock or Class 3 or Class 4 crushed concrete. Or as per IFC drawings.,,,,,,,,,,,,,,
textbox,TeamBinder Material approval number for Bedding:,,,,,,,,,,,,,,
label,METHOD: Verify,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,,,,,,,,
label,CATEGORY:,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: TeamBinder Material approval, ITP signed",,,,,,,,,,,,,,
checkpoint,2.4 Curing Compound,,,,,,,,,,,,,,
label,REFERENCE: Section 703.10,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Curing compound shall comply with AS3799,,,,,,,,,,,,,,
textbox,TeamBinder Material approval number for Curing Compound:,,,,,,,,,,,,,,
label,METHOD: Verify,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: TeamBinder Material approval, ITP signed",,,,,,,,,,,,,,
section,Preliminary Works - Documents,,,,,,,,,,,,,,
checkpoint,3.1 Check for correct documentation,,,,,,,,,,,,,,
label,REFERENCE: Drawing and Drawing Register,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Ensure that all employee and sub contractors are:,,,,,,,,,,,,,,
label,– Using the correct and complete set of drawings ,,,,,,,,,,,,,,
label,– All drawings are the latest version,,,,,,,,,,,,,,
label,METHOD: Visual inspection,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ITP Signed,,,,,,,,,,,,,,
section,Pre-construction / Pre-installation Activities,,,,,,,,,,,,,,
checkpoint,4.1 Setting out,,,,,,,,,,,,,,
label,REFERENCE: Section 703.17,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Set out work in accordance with drawing.,,,,,,,,,,,,,,
label,○ The superintendent will review and confirm set out. ,,,,,,,,,,,,,,
label,○ The work shall be constructed in accordance with the confirmed set out to the line and level and cross-sectional profiles as shown on the drawings.,,,,,,,,,,,,,,
label,Attach: Lot Map (Marked up drawing with the location of this Lot) and Survey report,,,,,,,,,,,,,,
label,METHOD: verify,,,,,,,,,,,,,,
label,FREQUENCY: Prior to start,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Surveyor,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: ITP signed, Survey Report",,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,4.2 Temporary drainage provisions,,,,,,,,,,,,,,
label,REFERENCE: Section 703.18,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: If obstructing waterways ,culverts or channels, temporary diversion of discharge of drainage and storm water to be in place.",,,,,,,,,,,,,,
label,○ Need to obtain prior written approval from the relevant waterway authority prior to diversion.,,,,,,,,,,,,,,
label,METHOD: Visual inspection,,,,,,,,,,,,,,
label,FREQUENCY: If required,,,,,,,,,,,,,,
label,CATEGORY: WP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ITP signed,,,,,,,,,,,,,,
section,Construction / Installation Activities,,,,,,,,,,,,,,
checkpoint,5.1 Bedding,,,,,,,,,,,,,,
label,REFERENCE: Section 703.21,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Bedding to be compacted to a thickness of not less than 100mm.,,,,,,,,,,,,,,
label,"○ Bedding shall be trimmed to appropriate levels, moistened as necessary, and be firmly compacted .",,,,,,,,,,,,,,
label,METHOD: Visual Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: WP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ITP signed,,,,,,,,,,,,,,
checkpoint,5.2 Formwork,,,,,,,,,,,,,,
label,"REFERENCE: Section 703.12, AS3610",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Joints in formwork shall be constructed such that loss of mortar is prevented.,,,,,,,,,,,,,,
label,"○ Prior to placing concrete in an earth excavation, formwork shall be erected so that fresh concrete is not placed directly against the sides of the excavation.",,,,,,,,,,,,,,
label,METHOD: Visual Inspection,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: WP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ITP signed,,,,,,,,,,,,,,
checkpoint,5.3 Pre Pour Check,,,,,,,,,,,,,,
label,"REFERENCE: Section 703.09, Section 703.21, Section 610.17a), b) & c)",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Bedding shall be moist but shall have no free water on the surface.,,,,,,,,,,,,,,
label,○ Concrete shall not be placed when the air temperature measured at the point of placement is > 35°C or < 5°C,,,,,,,,,,,,,,
label,METHOD: Verify,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ITP signed,,,,,,,,,,,,,,
textbox,Ambient temperature,,,°C,,,,,,,,,,,
checkpoint,5.4 Concrete placement,,,,,,,,,,,,,,
label,"REFERENCE: Section 703.08, Section 703.23",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Temperature of concrete to be measured immediately prior to placing and shall not be less than 10°C or greater than 32°C.,,,,,,,,,,,,,,
label,"○ Concrete is to be satisfactorily compacted so that finished surface are free from surface pitting larger than 5mm diameter, honey combing or faulty patches.",,,,,,,,,,,,,,
label,"○ Fresh concrete shall not be placed against concrete which has taken its initial set, except at properly formed construction joints.",,,,,,,,,,,,,,
label,○ Machine Extrusion: Concrete is to be fed to extrusion machine at a uniform rate.,,,,,,,,,,,,,,
label,METHOD: Visual Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ITP signed,,,,,,,,,,,,,,
textbox,Concrete Temperature,,,°C,,,,,,,,,,,
checkpoint,5.5 Transitions,,,,,,,,,,,,,,
label,REFERENCE: Section 703.24,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where it is necessary to join to an existing section of profile different from that being constructed, the change of profile shall be made at a constant rate between 10 and 20 mm per metre.",,,,,,,,,,,,,,
label,METHOD: Site inspection,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ITP Signed,,,,,,,,,,,,,,
checkpoint,5.6 Surface Finish,,,,,,,,,,,,,,
label,REFERENCE: Section 703.25,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All edgings shall be rendered to a thickness not exceeding 3mm and trowel finished.,,,,,,,,,,,,,,
label,○ Renderings shall be applied within 30 minutes of extrusion. ,,,,,,,,,,,,,,
