"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"dcf05f67-0322-41e8-ad70-998e607aa7e5","","folder-normal","","","step","TRUE","FALSE","H&S"
"3bc61d22-173a-4488-a2a7-5d82eea6736c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 27/9/22"
"59986f29-8ec6-4e04-b64e-f4cb3be5f6f2","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 4/10/22"
"d6b46f39-ccd8-43bc-a509-3053b6019130","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/10/22"
"91efe5f5-6111-43eb-93d6-5f238fafa5a7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/10/22"
"15694d13-bab4-4012-aaac-581317f89331","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 26/10/22"
"c4dbc3e8-dca6-46ec-a8c8-8d383f51085c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 2/11/22"
"60c46f42-f6e5-49d0-a798-534d699e38f7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 9/11/22"
"e5917a63-4be1-44c3-81e1-00406b50259b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/11/22"
"925e638a-fdd8-4522-85ef-b1f2f185626c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 23/11/22"
"a7142677-6524-4b56-9e01-83ae1c57bd96","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 28/11/22"
"de0754d9-2013-46c1-adc1-54670d9b207a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 06/12/22"
"32f99f14-a134-4a8e-a2c1-082aaabf2e17","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 13/12/22"
"d5cc2175-5795-46c5-b2d7-b173b8f271a5","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 10/1/23"
"153284d4-204a-4170-8c93-352b77bc4ce8","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 17/1/23"
"3290394a-d09f-4958-a698-04c4c49953f1","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 24/01/23"
"e9714857-219b-4b23-a101-bb0eb725b58d","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 01/02/23"
"fa57f98a-e54b-46f6-b038-6998d834010f","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 07/02/23"
"ce96c8dc-f326-47aa-a912-695b0b232125","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 16/02/23"
"c4d5d340-0d88-4f6c-8210-b23704c6b4b3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/02/23"
"07e5462c-5d3e-4cac-9897-a3b167437d02","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 1/03/23"
"94b008d0-1177-4b16-9b58-be31624ad636","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 07/03/23"
"c441bb90-fa2c-4bb5-b2cc-8cbe575cd5dc","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 17/03/24"
"7a792699-4149-4186-a1ac-4afe4e85c0b2","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 22/03/23"
"10b2cbd5-1efe-4a84-b84b-3b85fdb856bb","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 30/03/23"
"4f154efa-a434-4f42-acc3-ebf4674a9361","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/04/23"
"36c5e612-cf49-4e64-a22f-893577373719","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/04/23"
"c88c539e-2885-4043-8140-b40ef80e9ad9","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 19/04/23"
"3d36467f-952e-4cc8-a650-df9d4bae36ed","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 26/04/23"
"6e14ae83-1d7b-4ab1-b456-ecefa5824977","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/05/23"
"fe7a0f7f-f9f6-40ff-ae44-84c613a7ff50","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 12/05/23"
"fac53a27-ab07-4217-9f3a-a3408de3651f","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/05/23"
"ac2ecfec-6f1d-4c0e-b4a9-49639429cf6b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 25/5/23"
"8216fcee-bcec-433f-9889-9d7ab1fa17b7","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 02/06/23"
"773f73ed-fba1-4856-92a3-2c61aa63b83a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 09/06/23"
"22a40283-4da3-4791-893b-2efe5b084ec1","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/06/2023"
"d287bdb1-2994-4222-b014-776c87484640","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/6/23"
"c8389fd7-ae6e-461a-a76c-90d06e2a7b6c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 30/6/23"
"beeb3103-da03-433c-a0ab-eb3b984f6076","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 7/7/23"
"c7418191-aac8-4766-b3a0-82d20e254bb5","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 13/7/23"
"c5a3f7f9-db3e-45ee-9792-73c48ba203e3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 21/7/23"
"5d7f62f1-e437-4f42-a10b-722e4d2e389c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 28/07/23"
"d4a4587d-e186-4150-ac87-6cb1430bd031","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 04/08/23"
"95f6b95f-bf24-493f-bef8-e14544ced2c3","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 11/08/23"
"65b21287-e1dd-40c7-90ea-7481acf62d5d","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 18/8/23"
"8849ddb2-3d5f-4575-8eb0-a44717bf5af6","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 24/8/23"
"f62ca1ee-07ec-4e08-a032-dd5c44cc9f9a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 1/09/23"
"f192c6b8-f221-4feb-9e8b-dd83edac137b","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 8/09/23"
"99cd4939-bfb3-4a9d-b7ba-bcde2aa0988c","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 15/09/23"
"aeb4eac8-13bc-4a0a-a14e-f218c3dccda8","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 22/09/2023"
"7c40504a-f396-4298-8a66-1d09b39f442a","","checklist-flat","","H&S - Site Toolbox Checklist","checklist-flat","FALSE","FALSE","H&S","Site Toolbox 29/09/2023"
"3089fc62-e0e9-44d7-a5e4-4689beee8fc0","","folder-normal","","","step","TRUE","FALSE","Site Instruction/Variations"
"3044b6ac-5b0f-4974-95a1-e23caa0099f9","","folder-normal","","","step","TRUE","FALSE","Site Instruction/Variations","Douw's Dayworks "
"fe540258-1713-4f67-81cc-23e3a6a6cdfc","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#007 - Si-V-000324 Basement Ply Fillet install for waterproofing"
"c8222864-c9cc-4284-bcda-aec2e9138c54","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#008 - Si-000431 Steel - iT Truss and wall installation (May-June)"
"c482eb69-4b4e-4dcb-881f-3ff4ad666ae5","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#009 - Si-000341 Steel - iT Truss and wall Alterations (May-June)"
"1b4d6834-715b-470c-bef5-cc5b03c7a4ab","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#010 - Si-000422 TV Room Theatre Roof"
"cbd86cd3-3677-4413-9670-acd68da0c837","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#011 - Si-000325 Steel -Additional Beam Lining "
"57bb2f99-71ed-4bb4-aa76-2b4e1daa809a","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#012 - Si-000365 Torch On to Weather line "
"db7d4f13-e3d2-4a38-a10a-3d8659a246ef","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#013 - Si-000434 Additional Timber to Lift Shaft "
"9907149f-7c07-4120-8834-2303d460cb5a","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#014 - SI-000403  Extra Timber for Entry Door Fire Rating"
"ac17562f-dfb0-44c8-b391-6c85c8f19ef5","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#015 - SI-V-000352 - Door Opening Remedials "
"edfcf61c-ff2d-42aa-9e06-2d60186b4c83","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#016 - SI-V-000343 LGS Blocks Level 8 Zone 1"
"680a3f01-9041-431b-a375-4a4a47ece1dc","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#017 - Si-000431 Steel - iT Truss and wall installation (June-July)"
"991f4eb1-b908-41fb-8af0-dbdf7b3b7ad9","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#018 - Si-000341 Steel - iT Truss and wall Alterations (June-July)"
"c6f12eef-b71a-4363-9cd8-e4d9b251070c","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#019 - LGSC-TRANSMIT-000127 - Shed Dormer Alterations "
"87adc035-7bcc-4005-8759-94ee95517f73","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#020 - SMGLTD-SI-V00049 - Gable End Alterations"
"80d57f33-bfd5-48c1-9300-8bd532d84506","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#021 - SMGLTD-SI-V-000456 - Sacrificial Ply on Pool Roof"
"fde58efc-35b6-4597-aa8d-8768bdd6972e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#022 - SMGLTD-SI-V-000347 - Korok Remedial Works (July)"
"612f9582-754f-4d33-a3d5-90707e88a516","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#023 - SMGLTD-SI-V-000414 - Door Opening Remedials"
"e277d116-dd81-4f02-b318-8ac60a93c7a1","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#024 - SMGLTD-SI-V-000347 - Korok Remedial Works (September) NO HOURS RECORDED"
"071b7940-293f-40d6-94b7-1cf5c98df5cd","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#025 - Si-000431 Steel - iT Truss and wall installation (July-August)"
"e0671eec-e781-41ea-887a-9f793a01c52a","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#026 - Si-000341 Steel - iT Truss and wall Alterations (July-August)"
"35788eb4-c756-492b-8191-67f184f71311","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#027 -  SMGLTD-SI-V-000483 - Base Deck Gutter Fixing"
"36be3aeb-1d1d-489c-ac15-44ff07bf8280","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#029 - SMGLTD-SI-V-000487 - Additional Support Framing for Internal Roof Gutter"
"659c8b2e-52a3-47af-a919-6d1f53477872","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#030 -  SMGLTD-SI-V-000301 - Chillex Builders Works Penetrations (August)"
"52a01110-d295-4e0d-aceb-276fa9da0e2f","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#031 - SMGLTD-SI-V-000495 - Extra Gutter Panel and Truss installation zone 2 & 3"
"84b4ff6b-877f-4094-a47f-393d2e1975a3","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#032 - SMGLTD-SI-V-000500 - Facia Flashing Tape Install (Pool)"
"a6661edb-407d-43bc-82c4-b1cc8ac738d0","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#033 - SMGLTD-SI-V-000511 - Grid E17  Brick Angle Installation "
"34f47d98-6ec8-45f2-a414-b045487e7a86","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#034 -  SMGLTD-SI-V-000501  - PVC Pipe Clash"
"cc909095-da38-472d-91f8-2fee5f86955b","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#035 -  SMGLTD-SI-V-000473 - Soffit Angle Supply"
"2b92bc0e-8a50-40c4-b918-bd2fb903b5f2","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#036 - SMGLTD-SI-V-000527 - APS Truss Webb Remedial"
"f63e240e-58cb-4784-8f2f-f5895706eaaa","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#037 - SMGLTD-SI-V-000525 - Steel iT Deflection Head Remedial"
"53eddc2f-4349-4871-a2bf-5c665c0b3bc9","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#038 - SMGLTD-SI-V-000516 - Extra Nog on Bottom Plate Level 8 (Waterproofing)"
"f3bf41cc-c088-4bab-af23-9f07934f1d6e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#039 - SMGLTD-SI-V-000347 - Korok Remedial Work (September)"
"50f49f0d-689a-4abf-933f-3dceb58e9768","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#040 - SMGLTD-SI-V-000414 - Door Opening Remedials (September)"
"1bebd1ff-3a55-43b1-9e9b-0085bca76d36","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#041 - SMGLTD-SI-V-000529 - L9 Intubatt Buildability Issue"
"206d61de-8c6e-4a4a-81fd-0b55d5261ca0","","checklist-flat","","SYS - Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#042 - SMGLTD-SI-V-000532 - Pool Roof Additional Wall Packing"
"0f82559b-a6ab-4c04-bbbe-24e1ba7b1726","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#043 - SMGLTD-SI-V-000431 - Steel - iT Truss and wall installation (September - October)"
"62106503-3fd6-4299-aeef-7c4597284b5e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#044 - SMGLTD-SI-V-000531 - Beam Encapsulation (Fire Rating)"
"2b1110c5-0708-40f5-8fd7-a5cc7b4c1ad8","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#045 - SMGLTD-SI-V-000515 - Fire Wall To Slab Detail (LEVEL 8)"
"f6924db3-e3d6-4f2e-a8c1-ab583ff25c13","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#046 - SMGLTD-SI-V-000555 - Korok Infill Panels GRID EK / Weather Proofing Curtain Wall GRID E17"
"9ebf06bc-1432-47d8-a126-97c6107aba7f","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#047 - SMGLTD-SI-V-000301 - Chillex Builders Works Penetrations (September)"
"192363ee-6b86-4f38-b2c0-21ed53995483","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#048 - SMGLTD-SI-V-000573 - L8 Additional Fire Bulkhead (Linen/Rubbish Room)"
"d8d659a4-e043-41db-a375-8c515842c7c3","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#049 -  SMGLTD-SI-V-000577 -  Remove Timber Framing on L4 E17 (Structural Steel Incorrectly Instlled)"
"195ffb95-21c2-4fd5-a02e-51861578a72d","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#050 - SMGLTD-SI-V-000579 - Level 8 Curtain Wall Removal and Reinstatement"
"c324bdc2-569b-4901-8785-2d595601ce23","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#051 - SMGLTD-SI-V-000574 - Apartment Door Opening Remedials "
"10022f4e-dfa0-420d-a4d0-c2caf482ca5b","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#052 - SMGLTD-SI-V-000301 - Chillex Builders Works Penetrations (October)"
"51316f42-c73f-44c5-918a-f24e8c53ff2e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#053 - SMGLTD-SI-V-000594 - Steel iT Joist Installation "
"7e4ddf4e-7724-49ef-851c-134953baa19f","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#054 - SMGLTD-SI-V-000597 - Lift Shaft Korok Alterations For Fire Rating"
"91c147bf-2ea6-42ed-bd56-58972f40e207","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#055 - SMGLTD-SI-V-000414 - Door Opening Remedials (October)"
"5d23a2ea-657e-4eec-a2ab-b0f1b44f76dd","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#056 - SMGLTD-SI-V-000616 - Steel iT Joist Clash"
"33e0a6c3-c5c8-4d61-9909-c2fd3916b270","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#057 - SMGLTD-SI-V-000624 - Additional 100 x 50 Battens Under Pool Structure For Vapour Barrier Connection"
"a37f4d82-a1c8-46dc-9106-e1364c126956","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Sam's Dayworks","SJ#058 - SMGLTD-SI-V-000627 -  Building E - Additional Packing To Boiler Flue Steel"
"a3fd580b-210f-4557-b347-dd07d81a74bb","","folder-normal","","","step","TRUE","FALSE","Site Instruction/Variations","Peter's Dayworks"
"bfffc098-4918-4acb-8a66-7f7c54329088","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA (no ref) SMGLTD-SI-000276 14/11/22"
"898204ea-0852-4cf3-8691-d6f0fbd5531c","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA (no ref) SI 000299 25/11/22"
"27c1bc99-efa7-48cc-8307-747043ea4b45","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA (no ref) SI 000299 5/12/22"
"a81e7c04-a9a2-4d96-81f4-f569cc8eed90","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA01 SI 000299"
"f2d08d39-6fdd-402f-89f6-e9a227bcc0d4","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA02 SI 000299"
"354842c3-b34c-4ef2-a99a-d74cb2deee3a","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA03 SI 000299"
"415998b4-3e42-4c8e-ab57-2a27eb7cae8a","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA04 SI 000299"
"195b1ec1-1e4c-44ab-8bf7-e293c31106e8","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA05 SI 000299"
"fed8feb4-a2e3-4d7c-9d96-7ee3d90639e3","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA06 SI 000299"
"313ad179-e7e2-42f6-93a8-dd715eb5464d","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA07 SI 000299"
"4ada9fe2-0ddd-4e0e-a65a-4e0124a79198","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA08 SI 000299"
"30ec4a36-d513-4152-af7b-ccff11f1a9d5","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA09 SI 000299"
"7289f226-fdfe-4c1d-8b9d-9b332ba02e28","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA10 SI 000299"
"dcc3d048-990f-48ce-b70a-b34e386acb06","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA11 SI 000299"
"5240b7d9-faa7-4afe-b22e-bd77657f316e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA12 SI 000299"
"c82f8436-53bf-4545-ba08-07b1705c25fd","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA13 SI 000299"
"1bc68879-1317-4ef7-ba38-a680148a9b96","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA14 SI 000299"
"38c3ef9c-d8c1-457e-a71d-8a8ec13df529","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA15 SI 000299"
"26295c8f-5f30-4cdb-8f2a-30456c08ecd8","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA16 SI 000299"
"3b5479bc-de47-471f-8b32-02d7a34d22c0","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA17 SI 000299"
"3ae5966c-45f9-4b57-b66c-a96c70d88d30","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA18 SI000299"
"3559181e-6426-4842-a168-c4f75c619632","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA19 SI 000299"
"e329cfbc-ed10-4095-99af-30c30b86af3d","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA20 SI 000299"
"f8f81667-a593-4b81-8657-4f1e7e91a0e2","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA21 SI  000299"
"7b5b6648-0ea5-4bdc-969d-b75c7e19ac0e","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA23 SI 000299"
"79ccbb1a-a79d-4a25-b727-c5ab60223751","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA24 SI 000299"
"96116c52-8d3f-4535-9b98-88809e8a8a00","","checklist-flat","","Add Dayworks Checklist","checklist-flat","FALSE","FALSE","Site Instruction/Variations","Peter's Dayworks","PA25 SI 000299"
