type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,
label,Category - N/A,,,,,,,,,,,,,,,,,,
label,Responsibility - N/A,,,,,,,,,,,,,,,,,,
label,Verifying Documents - N/A,,,,,,,,,,,,,,,,,,
checkpoint-group,3. Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,,,,,
checkpoint-status,3.1 - Non Dependent,,,,,,,,,,,,,,,,,,
label,Reference - N/A,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - N/A,,,,,,,,,,,,,,,,,,
label,Method - N/A,,,,,,,,,,,,,,,,,,
label,Frequency - N/A,,,,,,,,,,,,,,,,,,
label,Category - N/A,,,,,,,,,,,,,,,,,,
label,Responsibility - N/A,,,,,,,,,,,,,,,,,,
label,Verifying Documents - N/A,,,,,,,,,,,,,,,,,,
checkpoint-group,4. Pre-construction Activities,,,,,,,,,,,,,,,,,,
checkpoint-status,4.1 - Survey Set-Out,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The Area of Excavation has been set out in accordance with the drawings.,,,,,,,,,,,,,,,,,,
label,○ IFC Drawings with work lots marked-up attachment required,,,,,,,,,,,,,,,,,,
label,Method - Verify,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencement of Excavation,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Surveyor,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,
checkpoint-status,4.2 - Material Classified as Silt,,,,,,,,,,,,,,,,,,
label,Reference - Section 204.04 (b) - Table 204.041,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Material classified as silt, either before or after compaction, is not acceptable as Type A material without stabilisation to the satisfaction of the Superintendent.",,,,,,,,,,,,,,,,,,
label,"○ Type A Material shall comply with the requirements of Table 204.041 and shall be free of topsoil, deleterious and/or perishable matter.",,,,,,,,,,,,,,,,,,
label,○ Superintendent satisfied with stabilisation,,,,,,,,,,,,,,,,,,
label,○ Attach: TeamBinder Material Approval Ref No.,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencing,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-group,5. Construction Activities,,,,,,,,,,,,,,,,,,
checkpoint-status,5.1 - Subgrade Material Properties Inspection,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,
label,○ Section 204.06 (c),,,,,,,,,,,,,,,,,,
label,○ Section 204.06 (e),,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Section 204.06 (c),,,,,,,,,,,,,,,,,,
label,"• Prior to commencing excavation in any area and during excavation work, the Superintendent and the Contractor shall inspect each type of material encountered and subject to verification by appropriate laboratory testing, agree on the category of the material in accordance with clause 204.04 and Table 204.041",,,,,,,,,,,,,,,,,,
label,○ Section 204.06 (e),,,,,,,,,,,,,,,,,,
label,• In situ material within 400mm of cut floor level to be consistent with IFC Drawings,,,,,,,,,,,,,,,,,,
label,• Assigned CBR not less than Type A material and shall have swell less than 2.5%.,,,,,,,,,,,,,,,,,,
label,"• If parameters are met, rip and re-compact to a depth of 150mm.",,,,,,,,,,,,,,,,,,
label,"• If assumed design parameters not met, remove 400mm of material and replace with conforming Type A fill.",,,,,,,,,,,,,,,,,,
label,○ Attach: Laboratory testing Verification,,,,,,,,,,,,,,,,,,
text,Type A fill Lot Number:,,,,,,,,,,,,,,,,,,
label,Method - Verify - Document Review,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,5.2 - Acceptance of Rock Subgrade (where applicable),,,,,,,,,,,,,,,,,,
label,Reference - Section 204.06 (f),,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Prior to construction of the regulating layer, the areas of rock subgrade shall be presented to the Superintendent for acceptance.",,,,,,,,,,,,,,,,,,
label,○ Any necessary amendments to the subsurface drainage design including transverse subsurface drainage at the interfaces shall be presented to Superintendent for review.,,,,,,,,,,,,,,,,,,
label,Method - Site Inspection/Document Review,,,,,,,,,,,,,,,,,,
label,Frequency - Prior Construction of the regulating layer,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,5.3 - Unsuitable Material,,,,,,,,,,,,,,,,,,
label,Reference - Section 204.07 (d),,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Where unsuitable material is encountered, proposed in-situ treatment or extent of excavation must be submitted to the Superintendent for review.",,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,5.4 - Groundwater,,,,,,,,,,,,,,,,,,
label,Reference - Section 204.06 (h),,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Where groundwater or seepage is encountered the Contractor shall notify the Superintendent and submit the proposed action to be taken to the Superintendent for review.,,,,,,,,,,,,,,,,,,
label,○ The Contractor shall submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater.,,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,5.5 - Fill Construction,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,
label,○ Section 204.10 (b),,,,,,,,,,,,,,,,,,
label,○ Section 204.11 (b),,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - No Fill to be commenced on prepared areas until area has been reviewed by the Superintendent.,,,,,,,,,,,,,,,,,,
label,"○ As per the notes in the IFC drawings, excavation is required until natural clay is exposed with a minimum shear strength of 75 kPa, to be inspected by CMW prior to fill placement.",,,,,,,,,,,,,,,,,,
label,○ No Fill placed against or within 3m of a structure until the foundation for fill has been reviewed by the Superintendent.,,,,,,,,,,,,,,,,,,
label,Method - Site Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,5.6 - Proof Roll,,,,,,,,,,,,,,,,,,
label,Reference - Section 173,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Proof rolls to be conducted in accordance with Section 173 of the VicRoads Standard Specification,,,,,,,,,,,,,,,,,,
label,Method - Visual inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,5.7 - Compaction Testing,,,,,,,,,,,,,,,,,,
label,Reference - Table 204.131 IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - As per IFC Drawings Notes:,,,,,,,,,,,,,,,,,,
label,7. SCALE A MAY BE ASSUMED FOR THE PURPOSES OF ALL MATERIAL TESTING EXCEPT WHERE APPROVED BY THE DESIGNER,,,,,,,,,,,,,,,,,,
label,○ Attach: Compaction Test Result:,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Test Records, Lot Register",,,,,,,,,,,,,,,,,,
checkpoint-status,5.8 - Post Compaction Material Property Testing,,,,,,,,,,,,,,,,,,
label,"Reference - Table 204,041",,,,,,,,,,,,,,,,,,
label,○ Table 204.141,,,,,,,,,,,,,,,,,,
label,○ Section 204.14 a) or b),,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Material Properties (Not Applicable for Scale C):,,,,,,,,,,,,,,,,,,
label,• CBR ≥ 8% and Swell ≤ 1%,,,,,,,,,,,,,,,,,,
label,• Max Permeability = N/A,,,,,,,,,,,,,,,,,,
label,○ Grading: 75.0mm 100%,,,,,,,,,,,,,,,,,,
label,• 37.5mm 50-100%,,,,,,,,,,,,,,,,,,
label,• 4.75mm 25-65%,,,,,,,,,,,,,,,,,,
label,• 0.425mm 10-25%,,,,,,,,,,,,,,,,,,
label,• 0.075mm <20%,,,,,,,,,,,,,,,,,,
label,"• Max. PI x%Passing 0.425mm = 1000 , PI = <25",,,,,,,,,,,,,,,,,,
label,○ Scale A:,,,,,,,,,,,,,,,,,,
label,• CBR & Swell,,,,,,,,,,,,,,,,,,
label,Initial - 1 Lot Test to determine Assigned CBR and swell,,,,,,,,,,,,,,,,,,
label,Reduced - 1 Single CBR test to confirm Assigned CBR and swell per every 2 lots,,,,,,,,,,,,,,,,,,
label,• Max Permeability,,,,,,,,,,,,,,,,,,
label,Initial - 1 test per 2 lots,,,,,,,,,,,,,,,,,,
label,Reduced - 1 test per 4 lots,,,,,,,,,,,,,,,,,,
label,• Grading:,,,,,,,,,,,,,,,,,,
label,Initial - 1 test for each lot tested for compaction,,,,,,,,,,,,,,,,,,
label,Reduced - 1 test for every second lot tested for compaction,,,,,,,,,,,,,,,,,,
label,• Max. PI x%Passing 0.425mm & PI,,,,,,,,,,,,,,,,,,
label,Initial - 1 test per 2 lots,,,,,,,,,,,,,,,,,,
label,Reduced - 1 test per 4 lots,,,,,,,,,,,,,,,,,,
label,○ Scale B:,,,,,,,,,,,,,,,,,,
label,"• 1 Lot Test to determine: Assigned CBR and swell, Grading & Max. Particle Dimension, PI and PIx%Passing 0.425mm and permeability.",,,,,,,,,,,,,,,,,,
label,"• Where the first lot passes, no further testing required except where changes to the physical properties of the material are observed.",,,,,,,,,,,,,,,,,,
label,• Attach: Post compaction test results:,,,,,,,,,,,,,,,,,,
label,Method - Review Document,,,,,,,,,,,,,,,,,,
label,Frequency - Refer to Section 204,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Sign ITP, Attach Material Property Test Report",,,,,,,,,,,,,,,,,,
checkpoint-group,6. Post-construction Activities,,,,,,,,,,,,,,,,,,
checkpoint-status,6.1 - Survey Conformance,,,,,,,,,,,,,,,,,,
label,"Reference - VicRoads 204.03 (f,g,h) Section 173.05",,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - The level at any point on the subgrade shall not lie more than 20 mm below a 3 m straightedge laid in any direction, except across a crown and water shall not pond at any point.",,,,,,,,,,,,,,,,,,
label,○ Level tolerances (Scale A):,,,,,,,,,,,,,,,,,,
label,"• Range x = +5, -15mm",,,,,,,,,,,,,,,,,,
label,• Max S = 12 mm,,,,,,,,,,,,,,,,,,
label,• 80 measurements per lot,,,,,,,,,,,,,,,,,,
label,○ Level tolerances (Scale B):,,,,,,,,,,,,,,,,,,
label,"• Range x = +5, -25mm",,,,,,,,,,,,,,,,,,
label,• Max S = 15 mm,,,,,,,,,,,,,,,,,,
label,• 40 measurements per lot,,,,,,,,,,,,,,,,,,
label,○ Level tolerances (Scale C):,,,,,,,,,,,,,,,,,,
label,"• Where Scale C is nominated, random levelling is not required; however no point on the subgrade surface shall be more than 10 mm above or 30 mm below the specified level.",,,,,,,,,,,,,,,,,,
label,Method - Review Document,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot,,,,,,,,,,,,,,,,,,
label,Category - SP,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Surveyor,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Sign ITP, Attach Survey Report",,,,,,,,,,,,,,,,,,
checkpoint-status,6.2 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,
label,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed.",,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,
checkpoint-status,Final Inspection,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
checklist-sectioned,ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS,itp,,,,Yes,ITP-023-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS,5135b347-e346-4d44-9786-99f7d9d757f4,,,,,,,,,,,
checkpoint-group,1. Referenced Documentation,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-CIV-BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS,,,,,,,,,,,,,,,,,,
label,ITP Description: BRUNT-TYPE A FILL -GROUND IMPROVEMENT WORKS,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,
label,Revision Date: 28/02/2023,,,,,,,,,,,,,,,,,,
label,ITP created by: Jason Lee,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Jon De Castro,,,,,,,,,,,,,,,,,,
checkpoint-status,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,
checkpoint-status,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 173,,,,,,,,,,,,,,,,,,
checkpoint-status,1.3 - Non Dependent,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 204,,,,,,,,,,,,,,,,,,
checkpoint-status,1.4 - Non Dependent,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 176,,,,,,,,,,,,,,,,,,
checkpoint-group,2. Preliminaries-Materials,,,,,,,,,,,,,,,,,,
checkpoint-status,2.1 - Material Conformance,,,,,,,,,,,,,,,,,,
label,Reference - Section 204.04 (b) Table 204.041,,,,,,,,,,,,,,,,,,
label,○ IFC Drawings (MRP-089-C-ACD-DRG-30-BFD-CBR-2848),,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - REPLACEMENT MATERIAL (Type A) TO MEET THE REQUIREMENTS IN TABLE Note 1 of IFC Drawing MRP-089-C-ACD-DRG-30-BFD-CBR-2848, AND OTHERWISE CONFORMING TO TYPE A FILL REQUIREMENTS IN ACCORDANCE WITH VICROADS STANDARD SPECIFICATION SECTION 204 and Table 204.041",,,,,,,,,,,,,,,,,,
label,○ Table Note 1:,,,,,,,,,,,,,,,,,,
label,• Assigned CBR ≥ 8%,,,,,,,,,,,,,,,,,,
label,• Swell ≤ 1%,,,,,,,,,,,,,,,,,,
label,○ Grading:,,,,,,,,,,,,,,,,,,
label,• 75.0mm 100%,,,,,,,,,,,,,,,,,,
label,• 37.5mm 50-100%,,,,,,,,,,,,,,,,,,
label,• 4.75mm 25-65%,,,,,,,,,,,,,,,,,,
label,• 0.425mm 10-25%,,,,,,,,,,,,,,,,,,
label,• 0.075mm <20%,,,,,,,,,,,,,,,,,,
label,○ Reference: Material approval in Teambinder,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, for each material type",,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-group,3. Preliminaries-Documentations,,,,,,,,,,,,,,,,,,
checkpoint-status,3.1 - Pre-Commencement of Fill Works,,,,,,,,,,,,,,,,,,
label,Reference - Section 204.10 (b),,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Areas upon which fills are to be constructed shall be prepared for test rolling by the Contractor.,,,,,,,,,,,,,,,,,,
label,○ The Contractor shall not commence placing any fill on the prepared areas until the area has been reviewed by the Nominated Authority.,,,,,,,,,,,,,,,,,,
label,○ No fill shall be placed against or within 3 m of a structure until the foundation for the fill has been reviewed by the Nominated Authority,,,,,,,,,,,,,,,,,,
label,○ Reference: Subgrade Preparation Lot Number:,,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to commencement of fill works,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-group,4. Pre-construction / Pre-installation Activities,,,,,,,,,,,,,,,,,,
checkpoint-status,4.1 - Survey Set Out,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Set out pegs in place and clearly mark out limits of works.,,,,,,,,,,,,,,,,,,
label,○ ATTACH: LOT MARKED UP LOCATION ON THE IFC DRAWING (LOT MAP),,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot prior to commencement,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,
label,Responsibility - PE,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,
checkpoint-status,4.2 - Flora and Fauna,,,,,,,,,,,,,,,,,,
label,Reference - Section 176.I1 IFC Drawings,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Prior to removing any vegetation, an on site inspection with the Superintendent and other relevant authorities to confirm, identify and mark trees, vegetation to be removed. Any removal shall be consistent with the IFC drawings and any relevant permits.",,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot prior to commencement,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,
label,Responsibility - PE,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,
checkpoint-group,5. Type A Fill Activities,,,,,,,,,,,,,,,,,,
checkpoint-status,5.1 - Placing of Fill,,,,,,,,,,,,,,,,,,
label,Reference - Section 204.10 (d),,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Type A material shall be spread and compacted in layers not exceeding a compacted thickness of 200 mm.,,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,
label,Category - WP,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,
checkpoint-status,5.2 - Fill at Structures,,,,,,,,,,,,,,,,,,
label,Reference - Section 204.11 (b),,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - No Fill shall be placed against or within 3m of a structure until the foundation for the fill has been reviewed by the Superintendent,,,,,,,,,,,,,,,,,,
label,"○ In addition to the placement of Type A material at bridge abutments as structural material, embankment material or backfilling within 3 metres of retaining walls, wing walls, all crown units, and culverts with an opening height greater than 1200 mm, shall be material of at least Type A material quality.",,,,,,,,,,,,,,,,,,
label,Method - Site Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,
checkpoint-status,5.3 - Test Roll,,,,,,,,,,,,,,,,,,
label,"Reference - Section 173.03, Section 204.12",,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Each Layer shall be test rolled in accordance with Section 173. Where site access is restricted, verify with a pickaxe drop or similar, at the Nominated Authorities discretion.",,,,,,,,,,,,,,,,,,
label,○ Superintendent to be present during all test rolling,,,,,,,,,,,,,,,,,,
label,○ Attach: Test/Proof Roll Checklist,,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot/Layer,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Nominated Authority,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-status,5.4 - Compaction Testing,,,,,,,,,,,,,,,,,,
label,Reference - Table 204.131,,,,,,,,,,,,,,,,,,
label,○ Section 204.14 (c),,,,,,,,,,,,,,,,,,
label,○ Table 204.142,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Testing as per 204.13. Ensure testing is tracked and reports available.,,,,,,,,,,,,,,,,,,
label,○ Standard Compactive Effort,,,,,,,,,,,,,,,,,,
label,"• For work to be tested for compliance with Scale A or Scale B compaction requirements, the number of tests per test lot shall be six.",,,,,,,,,,,,,,,,,,
label,"• For work to be tested for compliance with Scale C compaction requirements, the number of tests per test lot shall be three.",,,,,,,,,,,,,,,,,,
label,○ Compaction and Moisture content,,,,,,,,,,,,,,,,,,
label,• Scale A: Characteristic Density Ratio 99%.,,,,,,,,,,,,,,,,,,
label,• Scale B: Characteristic Density Ratio 98%.,,,,,,,,,,,,,,,,,,
label,• Scale C: Mean Value of Density Ratio: 100%,,,,,,,,,,,,,,,,,,
label,○ Lot size - the leser of one day's production or 4000sqm,,,,,,,,,,,,,,,,,,
label,○ ATTACH: COMPACTION TEST RESULTS,,,,,,,,,,,,,,,,,,
label,Method - Review Document,,,,,,,,,,,,,,,,,,
label,"Frequency - Test the first 3 lots. Reduced min. frequency every 2nd lot of like material and work, subject to Superintendent satisfaction",,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,
checkpoint-status,5.5 - Preparation of final surface,,,,,,,,,,,,,,,,,,
label,Reference - Section 204.15,,,,,,,,,,,,,,,,,,
label,○ Section 204.03 (g),,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - The top of the Type A material, Cut Floor Level and subgrade surfaces shall be prepared to level and shape within the tolerances specified in Clause 204.03 (g) to produce a smooth, hard, tightly bound surface, free from depressions capable of holding water.",,,,,,,,,,,,,,,,,,
label,Method - Measure,,,,,,,,,,,,,,,,,,
label,Frequency - Top layer,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,
checkpoint-status,5.6 - Post Compaction Material Property Testing,,,,,,,,,,,,,,,,,,
label,"Reference - Table 204,041",,,,,,,,,,,,,,,,,,
label,○ Table 204.141,,,,,,,,,,,,,,,,,,
label,○ Section 204.14 (a) or b),,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Material Properties (Not Applicable for Scale C):,,,,,,,,,,,,,,,,,,
label,• CBR ≥ 8% and Swell ≤ 1%,,,,,,,,,,,,,,,,,,
label,• Max Permeability = N/A,,,,,,,,,,,,,,,,,,
