type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - ACRS Certification (for Reinforcement),,,,,,,,,,,,,,,,,,
note,Reference - 611.05 (a),,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Current ACRS certification for materials and for bar processing.,,,,,,,,,,,,,,,,,,
note,"Note: ACRS certificate may cover both aspects or be for each separate portion (e.g 1 for the material supplier and another for the bar processor (bending, cropping and delivery)",,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Once for each supplier, 14 days of award of contract",,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Bar Chairs/Aspros Certification,,,,,,,,,,,,,,,,,,
note,Reference - 610.26 (a),,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - Wheels, and spacers require testing to demonstrate suitability to prevent excessive deformation under loads.",,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Once for each supplier, 14 days prior to placement of reinforcement",,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
section,3. Preliminaries - Procedures & Documentation,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Working Platform certification ,,,,,,,,,,,,,,,,,,
note,Reference - Piling platform design,,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Satisfies minimum plant bearing pressures requirement.,,,,,,,,,,,,,,,,,,
note,ATTACH: Piiling Platform Certificate,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,Frequency - Prior to works commencing & after rain event which there is  >10mm in a 24hr period.,,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Piling Contractor/Geotechnical Engineer/Fulton Hogan Engineer ,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Concrete CFA Pile Design ,,,,,,,,,,,,,,,,,,
note,"Reference - 607.01, IFC Drawings",,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Concrete CFA piles shall not be used in foundations for bridges and other structures on or over roads without the approval of the Superintendent.  ,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Where applicable, once, 4 weeks prior to the commencement of piling",,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.3 - Piling Operations Work Procedure,,,,,,,,,,,,,,,,,,
note,Reference - 606.03 (a),,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Piling operations work procedure to be submitted for review to the Nominated Authority.,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Once, 4 weeks prior to the commencement of piling",,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.4 - Casting Under Water Procedure,,,,,,,,,,,,,,,,,,
note,Reference - 607.04,,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - Where applicable, casting under water procedure using a temporary steel casing to be submitted for review to the Nominated Authority.",,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,
note,"Note: Piling Operations Work Procedure may cover this requirement - if so, use the same Teambinder Approval Number if this is the case.",,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Where applicable, once, prior to placement of concrete",,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.5 - Dynamic Pile Testing Procedure,,,,,,,,,,,,,,,,,,
note,Reference - 607.07,,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - Details of the proposed pile driving rig, hammer size and drop heights to be submitted for review to the Nominated Authority.",,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,
note,Note: Attach Superintendent Dispensation/Approval if not undertaking this test.,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Once, prior to testing",,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.6 - Pre-qualified Pile Testing Consultant,,,,,,,,,,,,,,,,,,
note,Reference - 607.07,,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - All testing shall be undertaken by a Vicroads pre-qualified consultant who is independent of the piling contractor.,,,,,,,,,,,,,,,,,,
note,Details of the consultant to be submitted for review to the Nominated Authority.,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Once, 2 weeks prior to testing",,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,3.7 - Reinforcement Welding Specifications & Qualifications,,,,,,,,,,,,,,,,,,
note,"Reference - 611.13 (a), AS/NZS1554.3, Clauses 3.3.2 & 3.3.3, 611.14 (b)",,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - Where applicable, welded splices shall not commence until the welding specification & qualifications (including macro inspection) have been submitted for review to the Nominated Authority.",,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,"Frequency - Where applicable, once, prior to welding",,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
section,4. Pre-construction Activities,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - IFC Drawings,,,,,,,,,,,,,,,,,,
note,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Check the revision of the IFC drawings are current as per the drawing register (on Teambinder),,,,,,,,,,,,,,,,,,
note,Method - Document Review,,,,,,,,,,,,,,,,,,
note,Frequency - Prior to starting Works and at regular intervals,,,,,,,,,,,,,,,,,,
note,Category - HP*,,,,,,,,,,,,,,,,,,
note,Responsibility - All,,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Survey Set-out / Set-out of Piles,,,,,,,,,,,,,,,,,,
note,Reference - IFC Drawings 607.06 (a),,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Survey activities undertaken to ensure and validate that all Works meet location requirements of ±75mm.,,,,,,,,,,,,,,,,,,
note,• Ensure Pile Set-out is correct and working area is clear.,,,,,,,,,,,,,,,,,,
note,"Attach: Lot Map, Marked drawing to indicate the location of piles in the Lot",,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Protection of Adjacent Piles,,,,,,,,,,,,,,,,,,
note,Reference - 607.05,,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Pile construction shall not result in damage to adjacent newly cast piles due to ground vibration.,,,,,,,,,,,,,,,,,,
note,• Pile excavation shall not commence within 2 metres or three pile diameters (whichever is the greater) of a newly cast pile until the concrete in the newly cast pile has attained a strength of 15 MPa.,,,,,,,,,,,,,,,,,,
note,"Attach: concrete compressive strength test results, and Lot maps to show pile strength, locations and sequence of piling works to ensure pile protection requirements are met in accordance with VR 607.05",,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - HP*,,,,,,,,,,,,,,,,,,
note,Responsibility - SPE/PE,,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
section,5. Construction Activities,,,,,,,,,,,,,,,,,,
checkpoint,5.1 - Reinforcement - Inspection,,,,,,,,,,,,,,,,,,
note,"Reference - IFC Drawings 611.06, 611.09, 611.10, 611.11, 611.12",,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - The correct reinforcement grade, quantity, size, orientation, location and spacing as shown on the structural drawings.",,,,,,,,,,,,,,,,,,
note,• Projecting reinforcement is the correct length and location.,,,,,,,,,,,,,,,,,,
note,• Splice lengths achieve the minimum length and are in contact for this length.,,,,,,,,,,,,,,,,,,
note,"• The reinforcement surface condition is free from dirt, debris and damage.",,,,,,,,,,,,,,,,,,
note,• Bar chairs or wheels used at no greater than 2m centres so that the minimum cover as shown on the structural drawings all around and has been achieved (including tie wire locations).,,,,,,,,,,,,,,,,,,
note,• The resulting reinforcement cage securely held with sufficient ties (or tacks) to limit displacement or deformation during handling.,,,,,,,,,,,,,,,,,,
note,Attach: Prepour Inspection Checklist,,,,,,,,,,,,,,,,,,
note,"Attach: Steel delivery dockets, checked if correct to steel / cage design, fabrication checked as acceptable, cage/splice lengths matches design.",,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual, Document Review",,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,5.2 - Reinforcement - Electrical Continuity,,,,,,,,,,,,,,,,,,
note,"Reference - IFC Drawings 610.29 (d), 610.43",,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Pile reinforcement cage to be made electrically continuous by:,,,,,,,,,,,,,,,,,,
note,i. tack welding 4 no. min. longitudinal bars to all intersections of the helix at 2.0m centres max. (at every intersection is preferable),,,,,,,,,,,,,,,,,,
note,ii. tack welding the selected longitudinal bars at all splices (2 tacks minimum per bar),,,,,,,,,,,,,,,,,,
note,iii. tack welding or fastening the grounding clamps to the longitudinal reinforcement,,,,,,,,,,,,,,,,,,
note,"• Evidence that the resistance across the cage has a maximum value of 0.01Ω / 10,000µΩ is required. ",,,,,,,,,,,,,,,,,,
note,"• Photograph or attach: Ohmmeter reading across the splice or end to end of the reinforcement cage, and Prepour Inspection Checklist.",,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,"Frequency - Where applicable, each pile",,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Earthing Engineer, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,5.3 - Augering Operations,,,,,,,,,,,,,,,,,,
note,Reference - IFC Drawings 607.04,,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Augering performed to the required diameter and depths shown on the IFC Drawings under the instruction of an experienced geotechnical engineer.,,,,,,,,,,,,,,,,,,
note,"• The augering shall be in once continuous operation with boring rate, penetration rate and torque monitored and recorded through-out the entire process.",,,,,,,,,,,,,,,,,,
note,"• Where piles are founded on rock, they shall extend into the rock at a depth shown on the IFC Drawings.",,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,5.4 - Inspection of Excavated Material,,,,,,,,,,,,,,,,,,
note,Reference - 607.04,,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Excavated material to be inspected by the geotechnical engineer to confirm that the geotechnical strength of the materials in the pile wall base have satisfied the design assumptions.,,,,,,,,,,,,,,,,,,
note,Attach: Geotechnical Field Sheet or Report,,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Geotechnical Engineer,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,5.5 - Increase in Depth Beyond Design,,,,,,,,,,,,,,,,,,
note,"Reference - 607.04 (a - d), Piling Operations Work Procedure",,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - Where increasing the pile depth beyond the levels shown on the IFC Drawings is necessary, follow the approved work procedure and obtain confirmation from the geotechnical engineer that the newly bored depth has achieved the required design capacity.",,,,,,,,,,,,,,,,,,
note,• A full account of the changes shall be submitted for approval to the Nominated Authority:,,,,,,,,,,,,,,,,,,
note,Attach: Geotechnical Engineer's Acceptance of the New Pile Depth,,,,,,,,,,,,,,,,,,
note,"Method - Measure, Document Review",,,,,,,,,,,,,,,,,,
note,Frequency - Where applicable,,,,,,,,,,,,,,,,,,
note,Category - HP,,,,,,,,,,,,,,,,,,
note,Responsibility - Geotechnical Engineer,,,,,,,,,,,,,,,,,,
note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,5.6 - Weather Conditions & Evaporation Limits,,,,,,,,,,,,,,,,,,
note,"Reference - Hot and/or Cold Weather Concreting Procedure, 610.17, 610.17 (a) & (e), Table 610.171",,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - All freshly finished concrete surfaces shall be protected where required from the sun, wind or rain, until curing is implemented.",,,,,,,,,,,,,,,,,,
note,"• The temperature of concrete, measured immediately prior to placing, shall not be less than 10°C or greater than 32°C.",,,,,,,,,,,,,,,,,,
note,"• The air temperature, relative humidity, concrete temperature and wind velocity are measured to determine the evaporation rate of water from the concrete.",,,,,,,,,,,,,,,,,,
note,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,5.7 - Concrete Testing - Sampling Frequency,,,,,,,,,,,,,,,,,,
note,"Reference - Site Sampling & Testing Procedure 610.16 (b), Table 610.161",,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Concrete cast in one continuous operation to be tested at a frequency as shown below:,,,,,,,,,,,,,,,,,,
note,• 0m³ to 10m³ = 1 sample,,,,,,,,,,,,,,,,,,
note,• 10m³ to 25m³ = 2 samples,,,,,,,,,,,,,,,,,,
note,• 25m³ to 50m³ = 3 samples,,,,,,,,,,,,,,,,,,
note,• 50m³ to 100m³ = 4 samples + 2 no. VPV cylinders.,,,,,,,,,,,,,,,,,,
note,• For each additional 50m³ and additional sample shall be taken.,,,,,,,,,,,,,,,,,,
note,"• where the time interval between the end of discharge of one truckload of concrete and the beginning of discharge of the next truckload exceeds 45 minutes, the minimum number of test samples shall be one (1) per truckload of concrete",,,,,,,,,,,,,,,,,,
note,• Each sample shall consist of 1 no. slump or spread test and 3 no. compressive strength cylinders minimum.,,,,,,,,,,,,,,,,,,
note,"• Compressive strength cylinders = 1 no. 7 day strength, 2 no. 28 day strength.",,,,,,,,,,,,,,,,,,
note,Note: Additional cylinders may be required for other purposes such as early strength determination of adjacent piles.,,,,,,,,,,,,,,,,,,
note,Attach: Concrete Pour Record,,,,,,,,,,,,,,,,,,
note,Attach: Concrete Dockets,,,,,,,,,,,,,,,,,,
note,Method - Test,,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Concrete Tester, Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,"5.8 - Concrete Testing - Spread, Passability & Viscosity",,,,,,,,,,,,,,,,,,
note,Reference - 610.13 (b),,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Spread range = 550mm to 750mm,,,,,,,,,,,,,,,,,,
note,• T500 = 2 seconds to 5 seconds (to reach a spread of 500mm),,,,,,,,,,,,,,,,,,
note,• Passability = ≤10mm (aggregate height differential) ,,,,,,,,,,,,,,,,,,
note,Attach: Concrete Pour Record,,,,,,,,,,,,,,,,,,
note,Attach: Concrete Dockets,,,,,,,,,,,,,,,,,,
note,Method - Test,,,,,,,,,,,,,,,,,,
note,Frequency - Each sample of Self-compacting Concrete,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,Responsibility - Concrete Tester,,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,5.9 - Concrete Testing - Compressive Strength Cylinders,,,,,,,,,,,,,,,,,,
note,Reference - Site Sampling & Testing Procedure 610.16,,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Correct quantity of cylinders manufactured per sample in accordance with VR 610.16.,,,,,,,,,,,,,,,,,,
note,Attach: Concrete Pour Record,,,,,,,,,,,,,,,,,,
note,Attach: Concrete Dockets,,,,,,,,,,,,,,,,,,
note,Method - Test,,,,,,,,,,,,,,,,,,
note,Frequency - Each sample,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,Responsibility - Concrete Tester,,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,5.10 - Concrete Placement & Compaction,,,,,,,,,,,,,,,,,,
note,"Reference - Piling Operations Work Procedure 610.18 (a) & (b), 610.18 (d) (i), 607.04",,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - All concrete batches are traceable.,,,,,,,,,,,,,,,,,,
note,"• The concrete delivery hose shall be primed, pressurised before the toe of the auger is extracted.",,,,,,,,,,,,,,,,,,
note,"• The concrete flow, positive pressure and over-supply rate shall follow the approved Piling operations work procedure, be continuous and monitored through-out the concrete pumping process to ensure that the excavation is completely filled, leaving no voids or inclusions.",,,,,,,,,,,,,,,,,,
note,• Pile height is to be constructed to ground level or a 300mm above the cut-off level to allow for breaking back of sound concrete.,,,,,,,,,,,,,,,,,,
note,• Concrete shall not be dropped freely from a height exceeding two metres,,,,,,,,,,,,,,,,,,
note,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,,,,,
note,Attach: Concrete Pour Record,,,,,,,,,,,,,,,,,,
note,Attach: Concrete Dockets,,,,,,,,,,,,,,,,,,
note,Method - Visual,,,,,,,,,,,,,,,,,,
note,Frequency - Each load,,,,,,,,,,,,,,,,,,
note,Category - SP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,"Verifying Documents - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,
checkpoint,5.11 - Reinforcement - Placement,,,,,,,,,,,,,,,,,,
note,Reference - IFC Drawings 607.04,,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - The cage to descend into the plastic concrete under its self-weight - care to be taken to centralise the cage so that there is no dislodgement of excavated material contaminating the  concrete.,,,,,,,,,,,,,,,,,,
note,Note: Vibration of the cage shall only be performed under approval from the Nominated Authority along with evidence that the vibration does not segregate the placed concrete.,,,,,,,,,,,,,,,,,,
note,"• If the cage cannot be positioned into its final level, the pile shall be rejected.",,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,Frequency - Each pile,,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,5.12 - Cast-in Items,,,,,,,,,,,,,,,,,,
note,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,
note,"• 610.46 (a), Table 610.462 (November 2018)",,,,,,,,,,,,,,,,,,
note,"• 610.47 (a), Table 610.472 (March/June 2019)",,,,,,,,,,,,,,,,,,
note,• AS3810.1 Table 3.3.6.2,,,,,,,,,,,,,,,,,,
note,"Acceptance Criteria - All cast-in items are the correct type, grade, quantity, size, orientation and location as shown on the structural drawings and are securely fastened during the hardening of the concrete to prevent dislodgement.",,,,,,,,,,,,,,,,,,
note,"• Any exposed threads, conduits, ducts or voids shall be protected by suitable means to prevent concrete or grout ingress.",,,,,,,,,,,,,,,,,,
note,• Tack welding of any cast-in items shall be performed by someone pre-qualified to do so.,,,,,,,,,,,,,,,,,,
note,• Grout tubes shall be fastened at regular intervals to prevent kinking.,,,,,,,,,,,,,,,,,,
note,"• Placement tolerances to comply with the IFC drawings, if not specified, use the following:",,,,,,,,,,,,,,,,,,
note,"i.   Bolts, ferrules, projecting bars & couplers = ±3mm",,,,,,,,,,,,,,,,,,
note,ii.  Running dimensions of a group of the above = ±6mm,,,,,,,,,,,,,,,,,,
note,iii. Ducts and conduit location = ±12mm,,,,,,,,,,,,,,,,,,
note,iv. Diameter of ducts and conduits = ±3mm,,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,"Frequency - Where applicable, each pile",,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
section,6. Post-construction Activities,,,,,,,,,,,,,,,,,,
checkpoint,6.1 - Pile Trimming,,,,,,,,,,,,,,,,,,
note,"Reference - IFC Drawings AS2159 Clause 7.2.2 - 3, 607.04",,,,,,,,,,,,,,,,,,
note,Acceptance Criteria - Piles shall not be broken back until a minimum of 24 hours after completion of the placement of concrete.,,,,,,,,,,,,,,,,,,
note,• Care shall be taken to ensure that the full cross-sectional area of the pile is at the required RL without any cracking or damage.,,,,,,,,,,,,,,,,,,
note,• Any weak or damaged concrete shall be removed back to sound concrete.,,,,,,,,,,,,,,,,,,
note,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,
note,"Frequency - Where applicable, each pile",,,,,,,,,,,,,,,,,,
note,Category - IP,,,,,,,,,,,,,,,,,,
note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,
note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,
checkpoint,6.2 - Compressive Strength Test Results,,,,,,,,,,,,,,,,,,
