Type,Id,Name,Values,Prompting Name,Resource Id
note,a580c396-3e80-56ee-80a7-23385c33e00f,Inspection: visual / setout / laser,,,
dropdown,4e351354-120f-54ec-9813-ddcfe1d015fe,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
section,,5. HOLD POINT,,,
checkpoint,,Waterproofing membrane inspected by Toga and approved to receive screed beds. Check with waterproofer for go ahead,,,
note,7062d763-f98c-51be-9c74-31523b6bdd84,Inspection: site foreman / waterproofing contractor,,,
dropdown,7136c814-ede8-51cc-9963-b5a3dceddc61,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
signoff,,HOLD POINT,,,
section,,6. Sand and Cement Bedding,,,
checkpoint,,Screed mixed by machine ratio1:4,,,
note,880e11fd-36f7-5cff-b8d0-48cb8582989a,Inspection: 100L stand mixer,,,
dropdown,493dce4b-a74d-54fe-a77e-c028e64aa2e8,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Floorwastes protected to prevent debris entering into drains with compressible sponges,,,
note,7b54c8f2-3fde-53b0-88e3-47bc73e98dbd,Inspection: visual,,,
dropdown,e2c5c680-10e3-58fd-a833-6a96e6bca1ba,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Clearout pipework to finish at screed bed level,,,
dropdown,25b49733-df46-56fc-86e0-5f0542a6332d,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
section,,7. HOLD POINT,,,
checkpoint,,Setout and starting point verified with Builder and Drawings,,,
note,d1f74977-6ba4-558c-8bad-7ab77b71bafd,Inspection: laser / visual / chalk line,,,
dropdown,9bce1a4d-21a7-5140-b053-62560e3c52a3,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
signoff,,HOLD POINT,,,
checkpoint,,Ensure standard sceed thickness minimum of 15mm.,,,
note,5c58317b-b512-5050-8a7b-7ecda328a464,Inspection: visual / guage,,,
dropdown,ffcb9118-1610-5811-bce5-634bf7ee8c42,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
signoff,,HOLD POINT,,,
checkpoint,,Screed areas lower than 15mm to minimum 10mm to recieve engineered binder (Keracem ECO in replacement of Grey cement),,,
note,25998d9e-a45f-5a3b-8d5d-d8c4489d64a8,Inspection: visual / guage / markup,,,
dropdown,c7d0c411-bb4e-5d53-89d0-f4eeec5d41a0,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
signoff,,HOLD POINT,,,
checkpoint,,Where screed beds lower than 10mm use Keralevel LR with Universal Primer,,,
note,fb53584d-7dad-595d-964a-b5f03be72d0f,Inspection: visual / guage / markup,,,
dropdown,9cf2a9d9-0b39-52fc-9e65-45335eece19b,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
signoff,,HOLD POINT,,,
checkpoint,,24hrs curing minimum,,,
note,1a780cfe-8dae-5e23-97a3-1cd7af689403,Inspection: visual / guage / markup,,,
dropdown,1f3d6f04-b78e-52b1-b0fc-e7a3c2a05695,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
signoff,,HOLD POINT,,,
section,,8. Acoustic,,,
checkpoint,,Ensure substrate free from loose material to maximise bond to acoustic mat / screed bed,,,
note,4177a373-8c45-51c6-9e01-601cc1e50b67,Inspection: visual,,,
dropdown,aa6ee990-dcf1-5380-b0b8-a072a912bf49,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,4mm notch trowel / bioflex grey adhesive,,,
note,bff15328-3de2-599f-ac14-052d98ee91fa,Inspection: visual,,,
dropdown,5423eea7-ad2c-5dc6-8a8d-a6f56fe828c4,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Ensure acoustic matting has no gaps / weighted roller,,,
note,d66784d8-dd94-535e-81f4-92c66d63b119,Inspection: visual,,,
dropdown,f9be7214-07c5-58ee-9541-67e5a0fe4b3f,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Any gaps to be filled with Polyurethane and finished flush,,,
note,9dadb359-edc0-5474-97fe-61be2095b9d7,Inspection: visual,,,
dropdown,9467e419-69e4-5a9a-b368-1a01e7aadeeb,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
section,,9. Inspect Tile Laying,,,
checkpoint,,"Quality (Set-out, tile cuts, even joints & flatness)",,,
note,aab8532d-4b2a-56ea-b3a0-6538aca4cad8,Inspection: visual / straightedge,,,
dropdown,2483f1a3-d336-53cf-bcf7-61daff02d6f6,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Set-out as per drawing,,,
note,8fd77c76-0e82-5597-9513-a6f9eb4ef778,Inspection: visual,,,
dropdown,402c4119-d2d4-5846-832a-f9be58aca75d,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Verify strip drain size and position of waste outlet,,,
note,87723885-705b-5fa9-9dff-5de99ff57bf6,Inspection: visual,,,
dropdown,1e96b90d-34b7-5c2e-84f6-f579cf6feac9,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Falls to waste as per drawing / isolate falls to waste,,,
note,62545cfc-8d7c-5e10-9662-1902ce4de10b,Inspection: visual,,,
dropdown,6c47179d-8f8c-551d-8b4a-0d290a2a7843,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,No lipping tiles exceeding A.S tolerances 1.5mm,,,
note,3afad3cf-4548-58ac-b2d9-b61c27b5c57b,Inspection: visual,,,
dropdown,d3545ece-eab1-50a5-ab8d-0410816415b9,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
section,,10. Preseal,,,
checkpoint,,General sweep clean of terrazzo floors,,,
note,3309f117-4908-55c6-b1f5-449ee8936d60,Inspection: visual,,,
dropdown,fee66047-5b0b-5682-8132-ed1a3a0721dd,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Wet wipe excess dust off tile surface,,,
note,7b49d7dc-f0e4-5300-aac3-17c42796f99c,Inspection: visual,,,
dropdown,b6fd3da3-d95a-5297-8c7b-11fc157c9dd3,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Lambs wool application of presealer to terrazzo floor surface prior to grouting - 1 coat,,,
note,b5d94f0c-98e0-5457-824a-a79254c644db,Inspection: visual,,,
dropdown,f5bc534c-e9ff-5e60-9891-f1e6cf141324,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering.,,,
note,ec84285b-c4d7-5010-9c8c-f2787dc98261,Inspection: visual,,,
dropdown,42fc9028-5a85-582b-b7c7-ba8ad10744db,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
section,,11. Grouting,,,
checkpoint,,Grout mixed by machine,,,
note,8eefe2f8-c703-5593-ae0f-b69a0652244a,Inspection: visual,,,
dropdown,f332ff09-da0a-5988-a38c-49a95df250e1,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Joints free from debris / spacers,,,
note,5ac36d27-72b5-5445-9605-08d90f9bbcf5,Inspection: visual,,,
dropdown,7cbe8798-b0f0-5baf-9575-26245048d01a,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,Surface is uniform and clean / no grout build up / internal corners free of grout,,,
note,df5bb407-c65e-50d0-83c6-d6c1404d00e8,Inspection: visual,,,
dropdown,3d146264-f327-5567-a8ec-0c5fcd28717b,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
section,,12. Protection,,,
checkpoint,,Corflute taped down (no black corflute) cover entire tiled surface,,,
note,e1dbcf2b-b24b-5c80-ac59-1b913dc204ed,Inspection: visual,,,
dropdown,f4d2d48f-9795-5beb-889e-c02b8619f35d,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,"Make allowance for toilet pans, partitions / glass installation",,,
note,45f82cfb-38e8-54a2-a0c6-1077f57a2782,Inspection: visual,,,
dropdown,9d0f249d-d8ef-520e-a9da-497007ed4fbd,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
section,,13. Repair Any,,,
checkpoint-no-value,,Repair Any,,,
section,,14. Final Inspection,,,
checkpoint-no-value,,Final Inspection,,,
textbox,7b0fb972-c0f9-5334-b9bd-01bbd0ec6ac5,Position:,,,
date,27888008-0d64-57a9-9d5c-18387395c5ab,Date:,,,
signoff,,Prepared By:,,,
,,,,,
checklist,,Waterproofing ITP,,Waterproofing ITP,7e2f745e-19a2-4457-a483-48d4ada29313
section,,Details,,,
checkpoint,,"1. Waterproofer to inspect substrate to confirm acceptability. Ensure clean, dry, devoid of contamination and excess dust removed and vacuumed.",,,
note,9bdf6290-8d7b-5159-abea-7411c74c4d02,Inspection: visual,,,
dropdown,0e8ea806-4589-58a5-b398-69fcb61fdc65,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,2. Fillet bond breaker using Aquastop 70 tape and Nanosil to improve adhesion. Ensure all tape is bonded to the substrate.,,,
note,e0da82ac-5aa3-55ac-b18d-30ee6c8c9965,Inspection: visual,,,
dropdown,c370b75e-14fb-5e5c-87f1-3808071a089a,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,"3. Polyurethane fillet to internal vertical corners in shower, at junction of concrete with puddleflange, clearout, pipework",,,
note,e44b8ba1-950a-585c-bf7c-298671727745,Inspection: visual,,,
dropdown,2c7e41f2-01e2-5172-a71c-4f2919cdeb50,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,4. Primer A Eco to be applied to porous substrate (Data Sheet attached) All concrete and wall linings,,,
note,566d87d0-f07e-532f-96a5-dd178e9baaf1,Inspection: visual,,,
dropdown,840dd0d9-5330-5fb0-9547-16891ff84732,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,"5. Prime Keragrip Eco for non porous primer (Data sheet attached) Angles, puddlefalnges, threaded pipework",,,
note,765f12c5-f1a0-5c0e-ac57-f252e7ea980d,Inspection: visual,,,
dropdown,b1ddf47f-fb74-5f7e-a85c-c034faa3c637,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,"6. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor, 150mm high including perimeter banding and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity.",,,
note,ced7c6d1-587e-5b12-8f25-5130c34e6425,Inspection: visual,,,
dropdown,0c64e9be-81a5-5655-8e38-5d6e3c3ab940,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,"7. 24hr Curing (Typical*) *curing time are typical, refer to manufacturer spec for product curing times",,,
note,b3f85187-ab13-57e3-a814-5b2926d560a5,"*curing time are typical, refer to manufacturer spec for product curing times",,,
note,f39fdbb5-c41a-5480-a5b1-cb985bbe6082,Inspection: visual and touch,,,
dropdown,457cebc4-3a7a-5c39-822b-a8e74c6a6a46,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,8. 2nd Coat Keratrade WPM applied,,,
note,ccd984b9-4190-5aee-88b9-fca4cb71bffa,Inspection: visual and touch,,,
dropdown,7b160cd5-bf99-50e9-b393-82b2ff31e49b,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,9. 48hr Curing (Typical*),,,
note,2ad89966-0978-508b-9791-6beb167e2f5c,"*curing time are typical, refer to manufacturer spec for product curing times",,,
note,f45d3cd0-7369-50d1-861c-fbda48b52a88,Inspection: visual and touch,,,
dropdown,25b9702b-8839-5f52-be19-dff94964069b,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,10. Dry Film Thickness (DFT) Test completed min 1.13mm,,,
note,9a94ca08-23d1-5b99-9238-e748891ca09a,Inspection: electronic testing,,,
dropdown,c732c0c5-4d4d-5901-81e4-615931c5deaa,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,11. 24hr Water Test,,,
note,365778d1-ae72-5890-83eb-5703e1a4bb30,Inspection: visual and marker,,,
dropdown,69aace4b-9ea0-52ec-8775-9fdcf9e10838,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,12. Final Water Test Measure Completed - AS3740-2010,,,
note,1cffe44d-85e4-5b37-aa30-299f2f2cddf7,Inspection: visual,,,
dropdown,dbd87837-0d66-5053-bb8d-2bbb7c13bcee,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
checkpoint,,13. Drain Down by waterproof installer,,,
note,762a48d1-3237-51d6-bd3d-f12d8c4d9d1b,Inspection: visual,,,
dropdown,6cd87419-ae69-5f81-8562-86e1274f5c70,Inspected By:,"Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang,Joe Cho",,
signoff,,14. Waterproof installer to check / provide go ahead,,,
section,,15. RECTIFICATION ITEMS,,,
checkpoint,,RECTIFICATION ITEMS,,,
checkpoint,,16. Area Handover to Tiler,,,
signoff,,Verify with Tiler,,,
section,,18. Quality Assurance from Builder,,,
checkpoint,,Quality Assurance from Builder,,,
section,,19. Final Inspection,,,
checkpoint,,Final Inspection (1),,,
textbox,1edad775-33be-5322-90aa-69d710a4ba23,Position:,,,
date,2a740eae-0a90-5bea-aafd-a08705a22266,Date:,,,
signoff,,Prepared By:,,,
checkpoint,,Final Inspection (2),,,
textbox,c4f50682-cbed-5c75-9f72-b1e48a745922,Position:,,,
signoff,,Approved By:,,,
