"Type","Id","Name","Values","Prompting Name","Usage Count","Resource Id"
"checklist",,"Tiling ITP","","Tiling ITP",42,"c10325bf-6961-4230-af7c-9f185e8272d7"
"section",,"1. CHECK DRAWING",,,,
"checkpoint",,"Confirm current drawing, specification and revision #",,,,
"note","bd9c64e1-3a92-5782-9e79-03c7e31f70f6","Inspection: admin",,,,
"dropdown","c185029d-cf35-5061-911f-48d4b1a8a1cd","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"section",,"2. SUBSTRATE PREP - WALL",,,,
"checkpoint",,"Inspect for wall quality to accept tiles and ensure that substrate free from debris",,,,
"note","4a9f1ff6-8bac-5280-a5e3-8d707b9b3e7b","Inspection: visual",,,,
"dropdown","7ab598c9-0651-5ab2-ae7a-99b797cd0aa5","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Clean and dry",,,,
"note","89c02653-cf6c-5f89-afe3-a046ed38a386","Inspection: visual",,,,
"dropdown","0eab6321-e88a-5db7-ad55-739e215ec53b","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Joints set and sealed",,,,
"note","c7df2387-679d-5b4a-a025-0432e33bbda1","Inspection: visual",,,,
"dropdown","eec84e6d-e662-5951-a7f7-d2efa4657547","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"section",,"3. SUBSTRATE PREP - FLOOR",,,,
"checkpoint",,"Check FFL from substrate",,,,
"note","5835b391-8e86-56ee-8af3-3ccb17983db4","Inspection: laser / visual",,,,
"dropdown","5c6a2be6-2ba6-597f-93fe-15f366657737","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Check angle termination position",,,,
"note","4cdcc87e-0908-5739-b9f6-0cc4a75bad8c","Inspection: visual",,,,
"dropdown","9f061ae1-2153-5c3d-a77d-0385c278416d","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"section",,"4. SAND & CEMENT BEDDING",,,,
"checkpoint",,"Floorwastes protected to prevent debris entering into drains with compressible sponges",,,,
"note","0ea88692-194c-5e8d-91c9-16110125be9e","Inspection: visual",,,,
"dropdown","35c61f09-4ed3-58a2-a1ec-0ba95a79301e","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Falls to waste as per drawing / isolate falls to waste",,,,
"note","ccd5f3ec-0446-5a22-847b-f96ab7d1e2b6","Inspection: visual",,,,
"dropdown","e4201f92-cc8c-536e-8b08-bb6a971a9ad2","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Ensure slurry material is correct and is not dry prior to screeding",,,,
"note","b2ae7929-0839-57eb-abd4-24e048a12411","Inspection: visual",,,,
"dropdown","6196d688-2cc4-5715-97c7-d21ca0f454ee","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Screed mixed by machine ratio1:4",,,,
"note","25283d95-85d0-5d40-aa7c-95f9e6bfe66c","Inspection: 100L stand mixer",,,,
"dropdown","0b423e51-9d21-53b8-a6ac-c2f05a4c56d2","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Ensure minimum screed is 15mm.",,,,
"note","aefca177-096b-56e7-a269-54b78c50a0ca","Inspection: visual / gauge",,,,
"dropdown","cec5b032-f1dc-5946-af23-edf3a5e7cb8c","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"24hrs curing minimum",,,,
"dropdown","370a53ca-1891-53a9-b58d-b541139287f4","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"For large areas - check concrete porosity and de-dust",,,,
"note","d352ee87-5a1a-5331-9d68-a163d161c382","Inspection: visual",,,,
"dropdown","ac307247-960c-5d46-9a3a-66bb183bb070","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"section",,"5. HOLD POINT",,,,
"checkpoint",,"Setout and starting point verified with Builder and Drawings",,,,
"note","abef2689-092f-548c-a2a2-1a28d141cc5d","Inspection: laser / visual / chalk line",,,,
"dropdown","34c9a7f7-2202-563a-8200-a96b67ac52ee","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"signoff",,"HOLD POINT",,,,
"section",,"6. INSPECT TILE LAYING",,,,
"checkpoint",,"Penetrations checked prior to cuts",,,,
"note","303041e3-2e36-53f6-9efe-848d702ee6aa","Inspection: admin / visual",,,,
"dropdown","dce01588-8390-5608-8650-ee6a23cfd25d","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Installation of waste covers",,,,
"note","a77f0395-d3fa-5f15-8968-0163cfd56afd","Inspection: visual",,,,
"dropdown","db64b8c5-2271-52b4-9aaf-dfef347f227b","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"General lipping wall/floor",,,,
"note","57a02551-3f0f-505f-aa63-1baf49ccd321","Inspection: visual",,,,
"dropdown","62839ac2-9abb-5511-ac19-6fa8f36c359c","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Confirmation of removal of floorwaste sponge",,,,
"note","995b3a83-fbc3-5061-be1b-b5735f2b86ef","Inspection: visual",,,,
"dropdown","1178018a-bfe0-5dcd-87a6-fd3ace5b29bc","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"section",,"7. PRESEAL",,,,
"checkpoint",,"Any material to be sealed to be cleaned free of dust",,,,
"note","f51eca14-3e19-5851-938f-7cea14e163a3","Inspection: visual",,,,
"dropdown","e2bc3c42-f65b-5714-a742-54db049a6f39","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Allow preseal to cure minimum 8 hours before grouting. Area to be baricaded off from entering.",,,,
"note","cd118855-66ff-5e8b-9143-9ca38c76a93c","Inspection: visual",,,,
"dropdown","d11eca6a-5554-552f-81ac-05cda519c516","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"section",,"8. GROUTING",,,,
"checkpoint",,"Ensure approved grout colour is used",,,,
"note","c657c238-68b4-5acc-8fc7-0123aef67ac0","Inspection: visual",,,,
"dropdown","8fe45a1d-d738-50e9-803c-d842d6e2ce5d","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Secure watersource and discharge location",,,,
"note","b3e233e5-ccd1-51c3-b803-bd0316e8de11","Inspection: visual",,,,
"dropdown","4000ae15-1149-5990-9914-359f34a3cd2d","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Grout mixed without lumpiness",,,,
"note","7ba9079c-4f40-5bce-a622-f10241779a59","Inspection: Visual",,,,
"dropdown","8b89df1b-2ca9-593a-a2a3-2f4a2e454895","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Joints free from debris / spacers",,,,
"note","48b04d6e-66ef-5538-b439-450507a5db0b","Inspection: visual",,,,
"dropdown","bfdf5c1c-53bb-5fcb-b7fa-901a6b42a289","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Surface is uniform and clean / no grout build up / internal corners free of grout",,,,
"note","8c152343-3609-5106-a697-de25f03f1e87","Inspection: visual",,,,
"dropdown","80d94188-4ed9-54ba-a349-557b6d2f5112","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"section",,"9. PROTECTION",,,,
"checkpoint",,"Corflute taped down (no black corflute) cover entire tiled Surface",,,,
"note","78378f1d-0601-5331-a3cf-f468420f2f1c","Inspection: visual",,,,
"dropdown","0992eb55-c7b3-59ec-9617-5f47f1ef72a9","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Photo record of protection",,,,
"note","1e57b71a-144b-5781-9f9c-6471dacd1cd8","Inspection: admin",,,,
"dropdown","17adce38-bbe6-5285-b678-7ac752411de8","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"Builders acceptance",,,,
"note","9f1bc3cc-a77b-53ae-bf68-83d6097e8df4","Inspection: photo / signature",,,,
"dropdown","6c13ab3d-7a62-5bcc-a58c-952ad4c3aef2","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"section",,"10. Notes",,,,
"checkpoint-no-value",,"Notes",,,,
"textbox","6b74506f-2b6a-590c-93f0-f4fe11a6b1e1","Position:",,,,
"date","cb88e2c4-4e0e-5f99-80e0-e3b16baefd41","Date:",,,,
"signoff",,"Prepared By:",,,,

"checklist",,"Waterproofing ITP","","Waterproofing ITP",34,"d0091b1e-c54a-4015-a106-27a74ef186ea"
"section",,"Details",,,,
"checkpoint",,"1. Waterproofer to inspect substrate to confirm acceptability. Ensure clean, dry, devoid of contamination and excess dust removed and vacuumed.",,,,
"note","5d702f9d-684c-598b-8430-5dc465d6d5eb","Inspection: visual",,,,
"dropdown","db2ddc75-68fa-5485-a748-359cd266fccd","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"2. Polyurethane fillet to internal vertical corners in shower, at junction of concrete with puddleflange, clearout, pipework",,,,
"dropdown","9a24872e-67fc-5d8b-9fb8-ace62e09abcd","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"3. Primer A Eco to be applied to porous substrate (Data Sheet attached) All concrete and wall linings",,,,
"note","04d4893d-d7d5-5b57-b5af-dcbdb07e7258","Inspection: visual",,,,
"dropdown","cfd823df-162c-545c-b645-9ae2286b279b","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"4. Prime Keragrip Eco for non porous primer (Data sheet attached) Angles, puddlefalnges, threaded pipework",,,,
"note","df61755c-5329-529d-83f5-8b0396a434c6","Inspection: visual",,,,
"dropdown","91c691ba-cec6-5dde-bb6e-cd72f1dee922","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"5. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor 150mm high and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity.",,,,
"note","a3e73821-e83c-5336-b7c7-fbcccc2b684b","Inspection: visual",,,,
"dropdown","d83a705e-8bb1-567e-9030-9ce9d2aa537a","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"6. 24hr Curing (Typical*)",,,,
"note","f49180ce-6566-5051-8313-4f33a6d17608","Inspection: visual and touch",,,,
"dropdown","1d7f4e7c-fb9f-57c0-8621-a569b557f2fd","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"7. 2nd Coat Keratrade WPM applied",,,,
"note","7161b771-1ded-5577-9d84-6a488390f599","Inspection: visual",,,,
"dropdown","c989a5c6-4350-5e29-8a9d-4df8e2effccc","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"8. 48hr Curing (Typical*)",,,,
"note","61763c48-5054-53eb-af25-1b6dd6a63911","Inspection: visual and touch",,,,
"dropdown","e9ccea09-06b2-5ffd-b375-1adc8b049ad4","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"9. Dry Film Thickness (DFT) Test completed Wall min 0.6mm",,,,
"note","97dc0b9c-57db-5543-8464-6a3a646b6814","Inspection: electronic testing",,,,
"dropdown","9a726ffa-2e9a-5823-be4a-c7d1ebbaa6d4","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"9. Dry Film Thickness (DFT) Test completed Floor 0.9mm",,,,
"note","7d5a94ef-a5ea-5c95-acc8-dc2ca3ac17e5","Inspection: electronic testing",,,,
"dropdown","6385d37b-d1d8-534a-8fbb-9a7a98dd6177","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"10. 24hr Water Test",,,,
"note","7d5a94ef-a5ea-5c95-acc8-dc2ca3ac17e5","Inspection: visual and marker",,,,
"dropdown","6385d37b-d1d8-534a-8fbb-9a7a98dd6177","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"11. Final Water Test Measure Completed - AS3740-2010",,,,
"note","55f0372a-23cb-5f63-bc31-e8673c37d9c8","Inspection: visual",,,,
"dropdown","6c343cac-1d0e-5a1f-a925-0e606e87f92f","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"checkpoint",,"12. Drain Down by waterproof installer",,,,
"note","0028866e-8d03-554e-8b69-b65218c5f9b2","Inspection: visual",,,,
"dropdown","750c7497-8adc-5eeb-8c43-39a412856d47","Inspected By:","Minjeong Hong,Hwanho Chung,Caspar Chong,Philip Chong,Mario Denaro,Bol Ajak,Ji Kang",,,
"signoff",,"13. Waterproof installer to check / provide go ahead",,,,
"section",,"14. RECTIFICATION ITEMS",,,,
"checkpoint",,"RECTIFICATION ITEMS",,,,
"checkpoint",,"15. Area Handover to Tiler",,,,
"signoff",,"Verify with Tiler",,,,
"section",,"17. QUALITY ASSURANCE FROM BUILDER",,,,
"checkpoint",,"Quality Assurance from Builder",,,,
"section",,"18. FINAL INSPECTION",,,,
"checkpoint",,"Final Inspection (1)",,,,
"textbox","1220de3b-a6dd-5366-a34a-b515a67aa4de","Position:",,,,
"date","018eeac7-da99-577d-bc09-ca896d34d96b","Date:",,,,
"signoff",,"Prepared By:",,,,
"checkpoint",,"Final Inspection (2)",,,,
"textbox","9e4f22b3-1e28-5cee-a37c-8faead718427","Position:",,,,
"signoff",,"Approved By:",,,,

