type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.4 Evaporative Retardant,,,,,,,,,,,,,,
label,"REFERENCE: 703.09, 610.17 (f)",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Details of evaporative retardant, application procedure (including application rates) to be submitted for review to the Nominated Authority.",,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, for each product, prior to placement of concrete",,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.5 Curing Compound,,,,,,,,,,,,,,
label,"REFERENCE: 703.10 (a), 610.23 (d)",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Details of curing compound and NATA test certificate stating compliance with AS3799 no more than 3 years from issue, to be submitted for review to the Nominated Authority.",,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, for each product, prior to placement of concrete",,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Preliminaries - Documents,,,,,,,,,,,,,,
checkpoint,3.1 Survey Set-out,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings MRP-BEC-TRANS-000131-091-CRG, 703.17",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The work shall be constructed in accordance with the confirmed set out to the line and level and cross-sectional profiles as shown on the drawings.,,,,,,,,,,,,,,
label,○ The Nominated Authority will review and confirm the set out.,,,,,,,,,,,,,,
label,Attach: Survey Report,,,,,,,,,,,,,,
label,"METHOD: Document Review, Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.2 Lot Map,,,,,,,,,,,,,,
label,REFERENCE: MRPA Lot Management Plan,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Attach Marked drawing indicating the location of this Lot,,,,,,,,,,,,,,
label,Attach: Lot Map,,,,,,,,,,,,,,
label,METHOD: Document,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Attached Lot Map,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Pre-Construction Activities,,,,,,,,,,,,,,
checkpoint,4.1 Site Clearing & Grubbing,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: If not completed during the site establishment, the work area needs to be cleared and grubbed.",,,,,,,,,,,,,,
label,○ Complete: Site Clearing & Grubbing ITP before proceeding with this ITP.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Where applicable,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.2 IFC Drawings,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Ensure that all employee and sub contractors are:,,,,,,,,,,,,,,
label,– Using the correct and complete set of drawings ,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Prior to starting Works and at regular intervals,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Construction Activities,,,,,,,,,,,,,,
checkpoint,5.1 Excavation,,,,,,,,,,,,,,
label,REFERENCE: 703.20 IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Excavation shall be to a sufficient depth to allow for the required compacted thickness of bedding material under the full width of concrete paving.,,,,,,,,,,,,,,
label,"○ Where it is necessary to excavate existing pavement, the excavation shall not extend more than 150 mm from the edge of the adjacent face.",,,,,,,,,,,,,,
label,○ Existing asphalt or bituminous surfacing shall be saw cut for a sufficient depth to produce a neat vertical face.,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.2 Excavation-Pavement Thickness Increases for Crossings,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings: MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232,,,,,,,,,,,,,,
label,"○ Relevant Council drawings: CoGD SD 308-F, CoGD SD 304-E, CoGD SD 704-B",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where applicable, excavation to allow for increase in the bedding and slab thicknesses at crossing.",,,,,,,,,,,,,,
label,"○ Consult the Relevant Council drawings for dimensional tolerances for thicknesses, grades and ramp lengths.",,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each lot",,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.3 Bedding Material Placement & Compaction,,,,,,,,,,,,,,
label,REFERENCE: 703.21 IFC Drawings: MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232,,,,,,,,,,,,,,
label,"○ Relevant Council drawings: CoGD SD 308-F, CoGD SD 304-E, CoGD SD 704-B",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Place bedding material to the minimum thicknesses (post-compaction) as per the IFC drawings :,,,,,,,,,,,,,,
label,Footpath (Pavement Type 7) / Industrial Vehicle Crossing (Pavement Type 8): ,,,,,,,,,,,,,,
label,– 20mm Class 3 Crushed Rock or Crushed Concrete,,,,,,,,,,,,,,
label,– Bedding shall be 50 mm compacted thickness,,,,,,,,,,,,,,
label,Raised Concrete Median / Traffic Island on Remnant Pavement (Pavement Type 4):,,,,,,,,,,,,,,
label,– Remnant pavement in SGH or minimum 100mm Class 3 Crushed Rock or Crushed Concrete),,,,,,,,,,,,,,
label,"○ Bedding shall be trimmed to the appropriate levels, moistened as necessary, and firmly compacted.",,,,,,,,,,,,,,
label,○ The foundation shall be true to grade and cross section as shown on the drawings by filling and excavating as necessary.,,,,,,,,,,,,,,
label,○ All soft wet or unstable material shall be removed to a depth of not less than 100 mm below the design level of the underside of bedding and filled with bedding material moistened and compacted to form a stable foundation.,,,,,,,,,,,,,,
label,Attach: Bedding Material Delivery Dockets,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.4 Compaction Testing,,,,,,,,,,,,,,
label,"REFERENCE: 703.21, 304.08 (a) & (b), 304.11 (a)",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Compaction shall meet the following requirements:,,,,,,,,,,,,,,
label,○ Scale of Surface Level Measurement = Scale C,,,,,,,,,,,,,,
label,○ Material during compaction shall have a moisture content of not less than 85% of optimum. (1 test),,,,,,,,,,,,,,
label,○ Mean Value of Density Ratio % (3 tests) not less than 100%,,,,,,,,,,,,,,
label,Attach: Moisture Content Test Results,,,,,,,,,,,,,,
label,Attach: Mean Value of Density Ratio,,,,,,,,,,,,,,
label,"METHOD: Document Review, Visual",,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each lot",,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.5 Formwork Construction & Placement,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232, 703.12",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Formwork is designed and constructed in such a manner so it can be removed without damage to the concrete.,,,,,,,,,,,,,,
label,"○ Formwork to be rigid, braced, full depth of the concrete & tied together to restrict movement during concreting operations to maintain dimensional conformance.",,,,,,,,,,,,,,
label,○ Joints in formwork shall be constructed such that loss of mortar is prevented.,,,,,,,,,,,,,,
label,"○ Prior to placing concrete in an earth excavation, formwork shall be erected so that fresh concrete is not placed directly against the sides of the excavation.",,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.6 Construction Joints & Matching Existing Surfaces,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232, 703.24",,,,,,,,,,,,,,
label,"○ Relevant Council Standard DrawingsRelevant Council drawings: CoGD SD 308-F, CoGD SD 304-E, CoGD SD 704-B",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where applicable, construction joints shall be placed where the new construction ties into existing structures.",,,,,,,,,,,,,,
label,"Consult the relevant Council Standard drawings for the joint detail, these may require:",,,,,,,,,,,,,,
label,i. Concrete cutting of a shear-key,,,,,,,,,,,,,,
label,ii. Surface roughening,,,,,,,,,,,,,,
label,iii. Drilling and insertion of dowel bars (may also be galvanised),,,,,,,,,,,,,,
label,iv. Cutting a groove for sealant,,,,,,,,,,,,,,
label,"○ Where it is necessary to join to an existing section of profile different from that being constructed, the change of profile shall be made at a constant rate between 10 and 20 mm per metre.",,,,,,,,,,,,,,
label,○ Transitions between different profiles shall be made in accordance with the drawings.,,,,,,,,,,,,,,
label,○ Matching of new to existing concrete paving shall be such that it appears identical to the existing section. ,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each lot",,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.7 Isolation Joints,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232, 703.26 (c)",,,,,,,,,,,,,,
label,"○ Relevant Council Standard Drawings CoGD SD 308-F, CoGD SD 304-E, CoGD SD 704-B",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where applicable, isolation joints shall be placed:",,,,,,,,,,,,,,
label,"i. around all abutting structures such as pits, utility services, power poles, kerbs and other such features",,,,,,,,,,,,,,
label,ii. at any location marked on the drawings,,,,,,,,,,,,,,
label,○ The joint shall be made with a compressible material extending for the full width and full depth of the paving and secured into position prior to concrete operations.,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each lot",,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.8 Expansion Joints,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232, 703.26 (a) (ii) & (b) (i)",,,,,,,,,,,,,,
label,"○ Relevant Council Standard Drawings CoGD SD 308-F, CoGD SD 304-E, CoGD SD 704-B",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where applicable, expansion joints shall be placed:",,,,,,,,,,,,,,
label,i. on either side of vehicle crossings,,,,,,,,,,,,,,
label,ii. at junctions with existing footpaths and shared use paths,,,,,,,,,,,,,,
label,iii. at junctions with bridges,,,,,,,,,,,,,,
label,iv. at intervals not exceeding the Council maximum spacings (typically 12m).,,,,,,,,,,,,,,
label,○ The joint shall be made with a compressible material extending for the full width and full depth of the paving and secured into position prior to concrete operations.,,,,,,,,,,,,,,
label,○ Dowels shall be installed in accordance with the details and locations as shown on the relevant Council Drawings.,,,,,,,,,,,,,,
label,"○ Alternatively, a proprietary joint system may be used, but ensure that the top of the system is flush with the formwork at each side to prevent future trip-hazards.",,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each lot",,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.9 Reinforcement Placement,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232, 703.13",,,,,,,,,,,,,,
label,"○ Relevant Council Standard Drawings CoGD SD 308-F, CoGD SD 304-E, CoGD SD 704-B",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The correct mesh type and location as shown on the IFC drawings.,,,,,,,,,,,,,,
label,Footpaths (Pavement Type 7): ,,,,,,,,,,,,,,
label,– eMESH (Macro Synthetic) Fibres Applied at 5.6kg/m3,,,,,,,,,,,,,,
label,Industrial Vehicle Crossings (Pavement Type 8):: ,,,,,,,,,,,,,,
label,– SL82 Mesh (Centrally Placed),,,,,,,,,,,,,,
label,○ Minimum cover of 50mm at edges has been achieved (including tie wire locations).,,,,,,,,,,,,,,
label,○ Any splice lengths achieve the minimum length and are in contact for this length.,,,,,,,,,,,,,,
label,"○ The reinforcement surface condition is free from dirt, debris and damage.",,,,,,,,,,,,,,
label,○ The resulting cage securely held with sufficient ties and/or bar chairs to limit displacement or deformation during the concrete pour (typically 900mm crs maximum).,,,,,,,,,,,,,,
label,"○ Wire chairs with or without plastic tips, bricks or pieces of timber or coarse aggregate shall NOT be used to support steel reinforcement.",,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.10 Pre-pour Survey,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings MRP-BEC-TRANS-000131-091-CRG, 703.15",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: A pre-pour survey carried out by a surveyor. Erected formwork and base layer within the tolerances below: ,,,,,,,,,,,,,,
label,○ Departure from RL = ±10mm,,,,,,,,,,,,,,
label,○ Departure from alignment = ±10mm,,,,,,,,,,,,,,
label,○ Rate of change of deviation from RL or alignment = 10mm in 10m,,,,,,,,,,,,,,
label,○ Irregularities in alignment = 5mm in 3m,,,,,,,,,,,,,,
label,○ Section dimensions = ±5mm,,,,,,,,,,,,,,
label,○ Section dimensions (less than 25mm) = ±3mm,,,,,,,,,,,,,,
label,"○ Width of pavement = -5mm, +15mm",,,,,,,,,,,,,,
label,Attach: Survey Report ,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.11 Pre-pour Inspection,,,,,,,,,,,,,,
label,"REFERENCE: Section 703.09, Section 703.21 Section 610.17a), b) & c)",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Inspection to ensure that forms, reinforcement, joints, dowels and other embedments conform to the requirements of the specifications and drawings.",,,,,,,,,,,,,,
label,"○ Immediately before concrete is placed, the bedding shall be moist but shall have no free water on the surface.",,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.12 Weather Conditions & Evaporation Limits,,,,,,,,,,,,,,
label,"REFERENCE: 703.09, 610.17 (a - f) Table 610.171",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete shall not be placed when the air temperature at the point of placement is less than 5°C or greater than 35°C.,,,,,,,,,,,,,,
label,"○ The temperature of concrete, measured immediately prior to placing, shall not be less than 10°C or greater than 32°C.",,,,,,,,,,,,,,
label,"○ The air temperature, relative humidity, concrete temperature and wind velocity are measured to determine the evaporation rate of water from the concrete.",,,,,,,,,,,,,,
label,○ When the evaporation rate exceeds 0.50 kg/m²/hr apply evaporation retardant at the rates specified on the manufacturer’s TDS.,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,"5.13 Concrete Testing - Sampling Frequencies, Footpath, Industrial Driveway, Traffic Island",,,,,,,,,,,,,,
label,"REFERENCE: 703.11, 610.16 (b) AS 1379-2007 Cluse 6.2",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The frequency of sampling and testing shall provide at least one sample at the point of discharge to be tested of each 50 m3 or part thereof of each strength grade placed on any one day. Where less than 50 m³ is provided for any one day then one sample shall be tested of each strength grade,,,,,,,,,,,,,,
label,○ Correct quantity of cylinders manufactured per sample.,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record.,,,,,,,,,,,,,,
label,METHOD: Test,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Concrete Tester, Foreman, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.14 Concrete Testing - Slump,,,,,,,,,,,,,,
label,"REFERENCE: 703.11, 610.16 (c) ",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Slump testing tolerances = ,,,,,,,,,,,,,,
label,<60mm = ±10mm ,,,,,,,,,,,,,,
label,≥60mm to ≤80mm = ±15mm ,,,,,,,,,,,,,,
label,>80mm to ≤110mm = ±20mm ,,,,,,,,,,,,,,
label,>110mm to ≤150mm = ±30mm ,,,,,,,,,,,,,,
label,>150mm = ±40mm ,,,,,,,,,,,,,,
label,Record: Required information on the Concrete Pour Record. ,,,,,,,,,,,,,,
label,METHOD: Test,,,,,,,,,,,,,,
label,FREQUENCY: Each sample,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Concrete Tester,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.15 Placement & Compaction,,,,,,,,,,,,,,
label,REFERENCE: 703.08,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All concrete batches are traceable.,,,,,,,,,,,,,,
label,"○ Concrete shall be transported, handled and placed to prevent segregation, loss or leakage of materials. ",,,,,,,,,,,,,,
label,"○ Where concrete pumps are used, the initial discharge is pumped to waste until a consistent workable mix is discharged.",,,,,,,,,,,,,,
