type,name,values,prefix,postfix,usage count,user addable,template name,,,
note,"– bitumen emulsion at a net bitumen application rate of 0.15 ℓ/m2 or as indicated on the Drawings, or ",,,,,,,,,
note,– surface stabilisation material as specified in 7203(h) at the application rate specified on the Drawings or recommended by the manufacturer.,,,,,,,,,
note,Reference Documents: Appendix J 7209 (e),,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,6.0 Grass Establishment,,,,,,,,,
checkpoint,6.1 - Watering Schedule,,,,,,,,,
note,Frequency: Prior to commencement of watering,,,,,,,,,
note,Acceptance Criteria: Watering of the seeded areas shall be planned by the Contractor in advance to avoid interference with aircraft operations and the times and dates of watering shall be submitted for approval by the Contract Administrator not less than 7 days prior to the day of proposed watering.,,,,,,,,,
note,Reference Documents: Appendix J 7210 (c) (iii) WP 7210-1,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Aconex Approval,,,,,,,,,
note,WP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,6.2 - Watering,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Before Germination:,,,,,,,,,
note,○ Water the seeded area with a fine spray until the topsoil is moistened to its full depth. Continue watering until germination to keep the surface damp and the topsoil moist but not waterlogged.,,,,,,,,,
note,• After Germination:,,,,,,,,,
note,"○ Water the seeded area to maintain a healthy condition, progressively hardened off to the natural climatic conditions.",,,,,,,,,
note,Reference Documents: Appendix J 7210 (c) (i) & (ii),,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,7.0 Post Construction,,,,,,,,,
checkpoint,7.1 - Reinstatement of Disturbed Surfaces,,,,,,,,,
note,Frequency: As Required,,,,,,,,,
note,Acceptance Criteria: Contractor will install and maintain necessary soil erosion restorations as to reinstate disturbed surfaces.,,,,,,,,,
note,Reference Documents: Appendix J 1404 (f),,,,,,,,,
note,Inspection/ Test Method: Inspection Point,,,,,,,,,
note,Record of conformity: This signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,
note,On behalf of Fulton Hogan it is hereby certified that the Works represented by the items of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.,,,,,,,,,
textbox,Print Name:,,,,,,,,,
textbox,Position:,,,,,,,,,
textbox,Date:,,,,,,,,,
