type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed-off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
