type,name,values,prefix,postfix,usage count,user addable,template name,,,,,
label,QC Form: Sample Register,,,,,,,,,,,
section,Off-Site Manufacture,,,,,,,,,,,
checkpoint,Fire pumps and tanks,,,,,,,,,,,
label,Works By: Supplier,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:2941,,,,,,,,,,,
checkpoint,Fire Indicator Panel,,,,,,,,,,,
label,Works By: Supplier,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,"Acceptance Criteria: AS:1670, AS3000",,,,,,,,,,,
section,Incoming Inspection,,,,,,,,,,,
checkpoint,Sprinkler pipe,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:2118,,,,,,,,,,,
label,QC Form: ENT-006 Hydrants and hosereels,,,,,,,,,,,
checkpoint,Fire pumps and tanks,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:2941,,,,,,,,,,,
label,,,,,,,,,,,,
checkpoint,Gaseous Fire Suppression,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:4214,,,,,,,,,,,
label,QC Form: ENT-002 - Gaseous Suppression,,,,,,,,,,,
checkpoint,Fire Electrical,,,,,,,,,,,
label,Works By: Subcontractor,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,"Acceptance Criteria: AS:1670, AS:1668, AS:3000",,,,,,,,,,,
label,QC Form: ENT-013 - Fire Detection,,,,,,,,,,,
section,Installation,,,,,,,,,,,
checkpoint,Fire Hydrant / Hosereels - Rough-In & Fit-Off,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Statutory Authority: Inspect & Review/Approve,,,,,,,,,,,
label,"Acceptance Criteria: AS:2419, AS:2441",,,,,,,,,,,
label,QC Form: ENT-004 - Sprinkler rough in and fit off,,,,,,,,,,,
checkpoint,Gaseous Fire Suppression - Rough-In & Fit-Off,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Statutory Authority: Inspect & Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:4214,,,,,,,,,,,
label,QC Form: ENT-002 - Gaseous Suppression,,,,,,,,,,,
checkpoint,Fire Electrical - Rough-In & Fit-Off,,,,,,,,,,,
label,Works By: Subcontractor,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Statutory Authority: Inspect & Review/Approve,,,,,,,,,,,
label,"Acceptance Criteria: AS:1670, AS:1668, AS:3000",,,,,,,,,,,
label,QC Form: ENT-013 - Fire Detection,,,,,,,,,,,
section,Commissioning,,,,,,,,,,,
checkpoint,Fire Hydrant / Hosereels,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Statutory Authority: Inspect & Review/Approve,,,,,,,,,,,
label,"Acceptance Criteria: AS:2419, AS:2441",,,,,,,,,,,
label,QC Form: ENT-006 - Hydrants & Hosereels,,,,,,,,,,,
checkpoint,Gaseous Fire Suppression,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Statutory Authority: Inspect & Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:4214,,,,,,,,,,,
label,QC Form: ENT-002 - Gaseous Suppression,,,,,,,,,,,
checkpoint,Fire Electrical,,,,,,,,,,,
label,Works By: Subcontractor,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Statutory Authority: Inspect & Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:1670,,,,,,,,,,,
label,QC Form: ENT-015,,,,,,,,,,,
checkpoint,Interface Checks - Mechanical / Fire,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Review/Approve & Submitted,,,,,,,,,,,
label,Consulting Engineer: Review/Approve,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Statutory Authority: Inspect & Review/Approve,,,,,,,,,,,
label,"Acceptance Criteria: AS:1670, AS:1668  ",,,,,,,,,,,
label,QC Form: ENT-015,,,,,,,,,,,
checkpoint,As-Installed Drawings and - Manuals (inc. Test Data),,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Submitted,,,,,,,,,,,
label,Consulting Engineer: Inspected & Review/Approve,,,,,,,,,,,
label,Builder: Inspected & Review/Approve,,,,,,,,,,,
checkpoint,Final Defects List,,,,,,,,,,,
label,Works By: Entire ,,,,,,,,,,,
label,Entire: Inspected,,,,,,,,,,,
label,Consulting Engineer: Inspected & Review/Approve,,,,,,,,,,,
label,Builder: Inspected & Review/Approve,,,,,,,,,,,
section,Defects Liability & Warranty,,,,,,,,,,,
checkpoint,Entire to Provide Servicing information for Defects Liability Period,,,,,,,,,,,
label,Works By: Entire Service Department,,,,,,,,,,,
label,Entire: Provide,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:1851.3,,,,,,,,,,,
checkpoint,Entire to Provide Warranty Information,,,,,,,,,,,
label,Works By: Entire Service Department,,,,,,,,,,,
label,Entire: Provide,,,,,,,,,,,
label,Builder: Review/Approve,,,,,,,,,,,
label,Acceptance Criteria: AS:1851.4,,,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-002 - Gaseous Suppression ,,,,,,ENT-002 - Gaseous Suppression ,,,,,
section,Pre-Start,,,,,,,,,,,
checkpoint,"Pipe, Fittings, Manifolds, Hoses, Nozzles",,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
checkpoint,Cylinders,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
section,Installation Rough-In,,,,,,,,,,,
checkpoint,"Mains, ranges & riser pipes",,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Hangers location & spacing,,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Cylinders mounted as per manufacturer's recommendations,,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Cylinder hoses fitted correctly to discharge manifold,,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Cylinder pressure gauges fitted and indicating correctly,,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Discharge solenoid fitted,,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Manual release device fitted,,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Barometric dampers fitted,,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Penetrations Sealed,,,,,,,,,,,
label,Specification Ref: AS:1530,,,,,,,,,,,
section,Installation Fit-Off,,,,,,,,,,,
checkpoint,Discharge nozzles fitted,,,,,,,,,,,
label,Certification AS:14520,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ENT-003 - Sprinkler control valves,,,,,,ENT-003 - Sprinkler control valves,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ENT-004 - Sprinkler rough in and fit off  ,,,,,,ENT-004 - Sprinkler rough in and fit off  ,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ENT-005 Site works completion summary (sprinklers),,,,,,ENT-005 Site works completion summary (sprinklers),,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Sprinklers rough in (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers fit off (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers control valves (ENT-003) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Sprinklers rough in (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers fit off (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers control valves (ENT-003) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Sprinklers rough in (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers fit off (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers control valves (ENT-003) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Sprinklers rough in (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers fit off (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers control valves (ENT-003) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Sprinklers rough in (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers fit off (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers control valves (ENT-003) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Sprinklers rough in (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers fit off (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers control valves (ENT-003) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Sprinklers rough in (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers fit off (ENT-004) date completed,,,,,,,,,,,
text,Sprinklers control valves (ENT-003) date completed,,,,,,,,,,,
checkpoint,Sign-Off Records completed,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-006 - Hydrants & Hosereels rough in and fit off ,,,,,,ENT-006 - Hydrants & Hosereels rough in and fit off ,,,,,
section,Pre-Start,,,,,,,,,,,
checkpoint,Latest IFC drawings checked & referenced,,,,,,,,,,,
text,Drawing & Revision # (or Attach photo below),,,,,,,,,,,
checkpoint,"Area clear, tidy and accessible ",,,,,,,,,,,
label,Attach Photos/Comments below if any issues & Send report to Builder,,,,,,,,,,,
checkpoint,Pipe + Fittings,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
checkpoint,Hose Reels / Millcocks,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
section,Installation Rough-In,,,,,,,,,,,
checkpoint,Mains & branches installed to drawing,,,,,,,,,,,
label,"Specification Ref: AS:2419, AS:2414",,,,,,,,,,,
checkpoint,Hangers Location,,,,,,,,,,,
label,"Specification Ref: AS:2419, AS:2414",,,,,,,,,,,
checkpoint,Pentrations sealed,,,,,,,,,,,
label,Specification Ref: AS:1530,,,,,,,,,,,
section,Installation Fit-Off,,,,,,,,,,,
checkpoint,Hose Reels (Minimum Clearances),,,,,,,,,,,
label,Specification Ref: AS:2414,,,,,,,,,,,
checkpoint,Millcocks (Minimum Clearances),,,,,,,,,,,
label,Specification Ref: AS:2415,,,,,,,,,,,
checkpoint,Pressure Test,,,,,,,,,,,
label,Specification Ref: QCF-ENT-009,,,,,,,,,,,
text,Test No.,,,,,,,,,,,
checkpoint,Pipe Identification Labelling,,,,,,,,,,,
label,"Specification Ref: AS:2419, AS:2414",,,,,,,,,,,
checkpoint,Statutory Signage,,,,,,,,,,,
label,"Specification Ref: AS:2419, AS:2414",,,,,,,,,,,
label,Completed By Others,,,,,,,,,,,
section,Commissioning,,,,,,,,,,,
checkpoint,Flow Tests,,,,,,,,,,,
label,"Specification Ref: AS:2419, AS:2414",,,,,,,,,,,
label,By Independent Certifier - Attached below as applicable,,,,,,,,,,,
checkpoint,Certification,,,,,,,,,,,
label,"Specification Ref: AS:2419, AS:2414",,,,,,,,,,,
label,By Independent Certifier - Attached below as applicable,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Signature by Builders Site Coordinator - If applicable attach below,"Yes, No",,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ENT-007 Site works completion summary (hydrants and hosereels),,,,,,ENT-007 Site works completion summary (hydrants and hosereels),,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Hydrants/hosereels rough in (ENT-006) date completed,,,,,,,,,,,
text,Hydrants/hosereels fit off (ENT-006) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Hydrants/hosereels rough in (ENT-006) date completed,,,,,,,,,,,
text,Hydrants/hosereels fit off (ENT-006) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Hydrants/hosereels rough in (ENT-006) date completed,,,,,,,,,,,
text,Hydrants/hosereels fit off (ENT-006) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Hydrants/hosereels rough in (ENT-006) date completed,,,,,,,,,,,
text,Hydrants/hosereels fit off (ENT-006) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Hydrants/hosereels rough in (ENT-006) date completed,,,,,,,,,,,
text,Hydrants/hosereels fit off (ENT-006) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Hydrants/hosereels rough in (ENT-006) date completed,,,,,,,,,,,
text,Hydrants/hosereels fit off (ENT-006) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Hydrants/hosereels rough in (ENT-006) date completed,,,,,,,,,,,
text,Hydrants/hosereels fit off (ENT-006) date completed,,,,,,,,,,,
checkpoint,Drawing number,,,,,,,,,,,
text,Hydrants/hosereels rough in (ENT-006) date completed,,,,,,,,,,,
text,Hydrants/hosereels fit off (ENT-006) date completed,,,,,,,,,,,
text,Sprinklers control valves (ENT-003) date completed,,,,,,,,,,,
checkpoint,Sign-Off Records completed,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist,ENT-008 - Fire Service Pumps,,,,,,ENT-008 - Fire Service Pumps,,,,,
section,Pre-Start,,,,,,,,,,,
checkpoint,Pumps,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
checkpoint,Pipe,,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
checkpoint,"Valves, Pressure Switch, Gauge",,,,,,,,,,,
label,PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,,,,,
section,Installation,,,,,,,,,,,
checkpoint,Plinths positioned,,,,,,,,,,,
label,Specification Ref: drawing,,,,,,,,,,,
checkpoint,Pipes installed to drawing,,,,,,,,,,,
label,Specification Ref: drawing,,,,,,,,,,,
checkpoint,Valves located as drawing,,,,,,,,,,,
label,Specification Ref: drawing & AS:2941,,,,,,,,,,,
checkpoint,Hangers location and spacing,,,,,,,,,,,
label,Specification Ref: AS:2118,,,,,,,,,,,
checkpoint,"Pipework, pressure switches and gauges and ancillary valves",,,,,,,,,,,
label,Specification Ref: AS:2941,,,,,,,,,,,
checkpoint,Water Supply Available,,,,,,,,,,,
label,Specification Ref: drawing,,,,,,,,,,,
checkpoint,Power available,,,,,,,,,,,
label,Specification Ref: drawing,,,,,,,,,,,
checkpoint,Pressure Switches Set,,,,,,,,,,,
label,Specification Ref: AS:2941,,,,,,,,,,,
checkpoint,Flow Test,,,,,,,,,,,
label,Specification Ref: AS:2941,,,,,,,,,,,
checkpoint,Statutory Labelling,,,,,,,,,,,
label,Specification Ref: AS:2941,,,,,,,,,,,
section,Sign-Off,,,,,,,,,,,
checkpoint,Work(s) completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ENT-009 - Pressure Test Report,,,,,,ENT-009 - Pressure Test Report,,,,,
checkpoint,Test Details & Results,,,,,,,,,,,
select,Select correct test criteria for Test,"TEST CRITERIA HYDRANT HOSEREELS - HYDROSTATIC TEST – 1700kpa 2 HOURS, TEST CRITERIA FIRE SPRINKLERS - HYDROSTATIC TEST – 1700kpa 2 HOURS, TEST CRITERIA GAS SUPPRESSION - PNEUMATIC TEST – 300kpa 10 MINS - PRESSURE DROP SHALL NOT EXCEED 20% (60kpa), TEST CRITERIA WATER MIST - HYDROSTATIC TEST – 3300kpa 2 HOURS, Other (Specify below)",,,,,,,,,,
text,Other (Specify here),,,,,,,,,,,
text,Test No.,,,,,,,,,,,
text,Gauge Reference (or Attach photo below),,,,,,,,,,,
text,Start Date,,,,,,,,,,,
text,Start Time,,,,,,,,,,,
text,Start Pressure,,,,,,,,,,,
text,Final Pressure,,,,,,,,,,,
text,finish Time,,,,,,,,,,,
checkpoint,Sign-Off Test completed to specification/drawings & Area left clean/tidy,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ENT-010 - Calibration Record x5,,,,,,ENT-010 - Calibration Record x5,,,,,
checkpoint,1.Calibration Details - Pass once entered,,,,,,,,,,,
text,Equipment,,,,,,,,,,,
text,ID Number,,,,,,,,,,,
text,Expiry (If applicable),,,,,,,,,,,
text,Record Number,,,,,,,,,,,
text,Date Calibrated,,,,,,,,,,,
checkpoint,1.Calibration Details - Pass once entered,,,,,,,,,,,
text,Equipment,,,,,,,,,,,
text,ID Number,,,,,,,,,,,
text,Expiry (If applicable),,,,,,,,,,,
text,Record Number,,,,,,,,,,,
text,Date Calibrated,,,,,,,,,,,
checkpoint,1.Calibration Details - Pass once entered,,,,,,,,,,,
text,Equipment,,,,,,,,,,,
text,ID Number,,,,,,,,,,,
text,Expiry (If applicable),,,,,,,,,,,
text,Record Number,,,,,,,,,,,
text,Date Calibrated,,,,,,,,,,,
checkpoint,1.Calibration Details - Pass once entered,,,,,,,,,,,
text,Equipment,,,,,,,,,,,
text,ID Number,,,,,,,,,,,
text,Expiry (If applicable),,,,,,,,,,,
text,Record Number,,,,,,,,,,,
text,Date Calibrated,,,,,,,,,,,
checkpoint,1.Calibration Details - Pass once entered,,,,,,,,,,,
text,Equipment,,,,,,,,,,,
text,ID Number,,,,,,,,,,,
text,Expiry (If applicable),,,,,,,,,,,
text,Record Number,,,,,,,,,,,
text,Date Calibrated,,,,,,,,,,,
checkpoint,Sign-Off Records completed,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ENT-011 - Action Request Form,,,,,,ENT-011 - Action Request Form,,,,,
checkpoint,Action Request Details - Pass once entered,,,,,,,,,,,
text,Action Request Number,,,,,,,,,,,
label,This action request is a result of (Tick below),,,,,,,,,,,
bool,Audit,,,,,,,,,,,
bool,Failure,,,,,,,,,,,
bool,Non-Conformance,,,,,,,,,,,
bool,Process Improvement Idea,,,,,,,,,,,
bool,Customer Complaint,,,,,,,,,,,
bool,Corrective/Preventative Action,,,,,,,,,,,
checkpoint,Description of failure/Non Conformance/Improvement Idea/Customer Complaint,,,,,,,,,,,
label,Send to Quality Manager for allocation of number and passing to appropriate person for action,,,,,,,,,,,
text,Details,,,,,,,,,,,
text,Reported By,,,,,,,,,,,
text,Date,,,,,,,,,,,
checkpoint,Investigate cause and list details,,,,,,,,,,,
label,State action when and if there is a deeper underlying issue or problem,,,,,,,,,,,
text,Details,,,,,,,,,,,
text,Assigned To,,,,,,,,,,,
text,Date of Completion,,,,,,,,,,,
label,Signature Sign-Off attached below,,,,,,,,,,,
checkpoint,List details of deeper underlying issue and corrective action,,,,,,,,,,,
label,This section only applicable if above indicates the need,,,,,,,,,,,
text,Details,,,,,,,,,,,
text,Assigned To,,,,,,,,,,,
text,Date of Completion,,,,,,,,,,,
label,Signature Sign-Off attached below,,,,,,,,,,,
checkpoint,Verification/Follow-up,,,,,,,,,,,
text,Details,,,,,,,,,,,
text,Assigned To,,,,,,,,,,,
text,Date of Completion,,,,,,,,,,,
label,Signature Sign-Off attached below,,,,,,,,,,,
checkpoint,Sign-Off Records completed,,,,,,,,,,,
label,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,,,,,
button,Entire Fire Quality Manager Signature Sign-Off added below,"Yes, No",,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,ENT-012 - Register of Non-Conformance Reports x10,,,,,,ENT-012 - Register of Non-Conformance Reports x10,,,,,
checkpoint,Item 1. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 2. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 3. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 4. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 5. Pass once entered,,,,,,,,,,,
text,Report Number,,,,,,,,,,,
text,Description,,,,,,,,,,,
button,Non-Conformance rectified (Input date below),"Yes, No",,,,,,,,,,
text,Date rectified,,,,,,,,,,,
button,Non-Conformance approved (Input date below),"Yes, No",,,,,,,,,,
checkpoint,Item 6. Pass once entered,,,,,,,,,,,
