type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
section,Installation,,,,,,,,,
checkpoint,insulation to entire roof area,,,,,,,,,
checkpoint,correctly lapped and joined,,,,,,,,,
checkpoint,No over hang into gutters,,,,,,,,,
checkpoint,Manufacturers recommendations.,,,,,,,,,
checkpoint,Thermal Spacer Located correctly,,,,,,,,,
checkpoint,Insulation below box gutter lapped at joins,,,,,,,,,
checkpoint,Insulation cut back at sumps,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition with no tears,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Insulation - Link Bridge,,,,,,Insulation Checklist - Link Bridge,,,
section,Material Inspection,,,,,,,,,
checkpoint,Insulation: 145mm Glasswool on Medium Sarking,,,,,,,,,
checkpoint,Thermal spacer: 120mm thermal spacer,,,,,,,,,
checkpoint,25mm Top Hat,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,insulation to entire roof area,,,,,,,,,
checkpoint,correctly lapped and joined,,,,,,,,,
checkpoint,No over hang into gutters,,,,,,,,,
checkpoint,Manufacturers recommendations.,,,,,,,,,
checkpoint,Thermal Spacer Located correctly,,,,,,,,,
checkpoint,Insulation below box gutter lapped at joins,,,,,,,,,
checkpoint,Insulation cut back at sumps,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition with no tears,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Roof Installation,,,,,,Roof Installation Checklist,,,
section,Material Inspection,,,,,,,,,
checkpoint,Roof Sheets: 0.48mm Kliplok / Speed Deck ,,,,,,,,,
checkpoint,Coating Type: Standard Colorbond,,,,,,,,,
checkpoint,Insulation: 145mm Glasswool on Medium Sarking,,,,,,,,,
checkpoint,Safety Mesh: Galvanised 2mm x 150mm x 300mm,,,,,,,,,
checkpoint,Roof Clip: Galavanised ,,,,,,,,,
checkpoint,Roof Screws: Class 3 Screw without Neo Seal,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Safety Mesh Installed,,,,,,,,,
checkpoint,Insulation installed,,,,,,,,,
checkpoint,Roof clips installed,,,,,,,,,
checkpoint,Roof installed with adequate fall to meet roof profile,,,,,,,,,
checkpoint,Roof installed straight and perpendicular to Roof purlins,,,,,,,,,
checkpoint,Roof has adequate overhang into box gutter / spouting,,,,,,,,,
checkpoint,Roof sheet turned up at high end of roof,,,,,,,,,
checkpoint,Roof sheet turned down at gutter end of roof,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Flashing/Capping Installation,,,,,,Flashing/Capping Installation Checklist,,,
section,Material Inspection,,,,,,,,,
checkpoint,Flashing Material: 0.61mm Colorbond,,,,,,,,,
checkpoint,Capping Material 0.61mm Colorbond to match,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Flashings / Cappings: Straight and in correct plane.,,,,,,,,,
checkpoint,Fixed adequately to hold flashing in place and prevent vibration in strong winds.,,,,,,,,,
checkpoint,Adequate lap at joins.,,,,,,,,,
checkpoint,Silicone sealed under laps and where necessary to make waterproof.,,,,,,,,,
checkpoint,Rivets and fixings sealed where necessary,,,,,,,,,
checkpoint,Adequate support to prevent buckling.,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Eaves Gutter Installation,,,,,,Eaves Gutter Installation Checklist,,,
section,Material Inspection,,,,,,,,,
checkpoint,Metal fascia: 0.61mm Colorbond,,,,,,,,,
checkpoint,Eaves Gutter: Half Round 150mm,,,,,,,,,
checkpoint,Eaves Gutter Brackets: Half Round 150mm,,,,,,,,,
checkpoint,Gutter Flashing: Colorbond to suit,,,,,,,,,
checkpoint,Stop ends: 115mm Quad stop ends,,,,,,,,,
checkpoint,Downpipes: 0.4mm colorbond round 100mm Dia,,,,,,,,,
checkpoint,Downpipes Offset: 0.4mm colorbond round 100mm Dia,,,,,,,,,
checkpoint,Pops: 0.61mm Colorbond,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Spout Brackets installed with fall as per Specification,,,,,,,,,
checkpoint,Spouting installed to sizes shown in spec & drawings.,,,,,,,,,
checkpoint,Outlets installed to correct sizes.,,,,,,,,,
checkpoint,Downpipe installed as shown on drawings and correct,,,,,,,,,
checkpoint,Size and connected to stormwater,,,,,,,,,
checkpoint,Downpipe installed straight and bolted to downpipe clip,,,,,,,,,
checkpoint,Downpipe spreader installed as shown on drawing,,,,,,,,,
checkpoint,Overflow outlets installed at each downpipe location,,,,,,,,,
checkpoint,Outlets installed to correct sizes.,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Wall Cladding,,,,,,Wall Cladding Checklist,,,
section,Material Inspection,,,,,,,,,
checkpoint,Wall Cladding type: 0.48mm Spandek,,,,,,,,,
checkpoint,Sarking: Proctor Wrap HTR,,,,,,,,,
checkpoint,Flashing Material: 0.61mm Colorbond Matt,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Is primary strucutre adequate to support cladding or secondary framing?,,,,,,,,,
checkpoint,Top hats installed at correct spacings to meet Manufacturers recommendations.,,,,,,,,,
checkpoint,Wall cladding fixed to sub frame as per Manufacturer's recommendations.,,,,,,,,,
checkpoint,Wall cladding flashed to make watertight.,,,,,,,,,
checkpoint,Area clean and free of debris,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
checklist,Box Gutter Installation,,,,,,Box Gutter Installation checklist,,,
section,Material Inspection,,,,,,,,,
checkpoint,Insulation under gutter: Aircell,,,,,,,,,
checkpoint,Box Gutter: 0.55mm Zincalume,,,,,,,,,
checkpoint,Gutter Flashing: Zincalume to match,,,,,,,,,
checkpoint,Sumps / Outlets: 0.55mm Zincalume to match,,,,,,,,,
checkpoint,Gutter Expansion Joint,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Gutter Brackets installed correctly,,,,,,,,,
checkpoint,Insulation installed under gutter board,,,,,,,,,
checkpoint,Gutter Board installed,,,,,,,,,
checkpoint,Box gutter installed to sizes as shown in specification and drawings.,,,,,,,,,
checkpoint,Sumps installed to correct locations and sizes as specified and as shown on drawings,,,,,,,,,
checkpoint,Outlets installed to correct sizes.,,,,,,,,,
checkpoint,Overflow outlets installed at each downpipe location and to correct size as indicated.,,,,,,,,,
checkpoint,Rivet spacing for sump / box gutter are adequate,,,,,,,,,
checkpoint,Rivet spacing for pop / sumps are adequate,,,,,,,,,
checkpoint,Area clean and free of debris.,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Plyboard,,,,,,Plyboard Checklist,,,
section,Material Inspection,,,,,,,,,
checkpoint,17mm Structural Plyboard,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Minimal gaps between Plyboard,,,,,,,,,
checkpoint,Screwed onto purlin,,,,,,,,,
checkpoint,Materials in good condition,,,,,,,,,
section,Signoffs,,,,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,,,,
text,Checked and Signed by: ,,,,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,,,,
text,Date:,,,,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,,,,
text,Site Supervisor: ,,,,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,,,,
text,Client Representative:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
