,,"All pipework, material and fittings to be  installed as per approved IFC Drawing No:",,"all pipework, material and fittings to be installed as per approved ifc drawing no:"
,,"All pipework to be checked for correct invert  levels & gradients in accordance to  specifications, requirements & approved IFC  drawings.",,"all pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved ifc drawings."
,,"All pipework to be tested to 1500 kPA for 30 minutes as per AS 3500:1 clause 18.3.1",,"all pipework to be tested to 1500 kpa for 30 minutes as per as 3500:1 clause 18.3.1 & in accordance with specifications and requirements . ensure isolation from authority main, fixtures, tapware and appliances while undertaking testing"
,,"Ensure all excess material is removed from work area & leave clean & tidy.",,"ensure all excess material is removed from work area & leave clean & tidy."

"Rough In Water Services"
,"Scope",,
,"Rows"
,,"Cold Water","dynamic","cold water","rough in water services","installation"
,,"Hot Water","dynamic","hot water","rough in water services","installation"
,"Columns"
,,"All works to be set our as per approved IFC  drawings and penetrations to be installed to  - IFC Drawing No.",,"all works to be set our as per approved ifc drawings and penetrations to be installed to - ifc drawing no."
,,"All pipe work to be as per specifications &  AS3500.2.2015 or alternatively approved and appropriately sized",,"all pipe work to be as per specifications & as3500.2.2015 or alternatively approved and appropriately sized"
,,"All pipework, material and fittings to be  installed as per approved IFC Drawing No:",,"all pipework, material and fittings to be installed as per approved ifc drawing no:"
,,"All pipework to be checked for correct invert  levels & gradients in accordance to  specifications, requirements & approved IFC  drawings.",,"all pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved ifc drawings."
,,"All pipework to be tested to 1500 kPA for 30 minutes as per AS 3500:1 clause 18.3.1",,"all pipework to be tested to 1500 kpa for 30 minutes as per as 3500:1 clause 18.3.1 & in accordance with specifications and requirements . ensure isolation from authority main, fixtures, tapware and appliances while undertaking testing"
,,"Ensure all excess material is removed from work area & leave clean & tidy.",,"ensure all excess material is removed from work area & leave clean & tidy."

"Fit Off"
,"Scope",,
,"Rows"
,,"Sanitary Fixtures","dynamic","installation","fit off","sanitary fixtures"
,"Columns"
,,"All works to be set our as per approved  Architectural Drawing No.",,"all works to be set our as per approved architectural drawing no."
,,"Inspect for product defects.",,"inspect for product defects."
,,"Install as per manufacturer's recommendations and requirements",,"install as per manufacturer's recommendations and requirements"
,,"All sanitary items to be tested in accordance  to specifications and manufacturers  requirements",,"all sanitary items to be tested in accordance to specifications and manufacturers requirements"
,,"Check for leaks",,"check for leaks"
,,"Ensure all excess material is removed from work area & leave clean & tidy",,"ensure all excess material is removed from work area & leave clean & tidy"

"Commissioning"
,"Scope",,
,"Rows"
,,"RPZD's","dynamic","commissioning","rpzd's"
,,"TMV's","dynamic","tmv's","commissioning"
,,"Tempering Valve","dynamic","commissioning","tempering valve"
,,"Dual Check Valve","dynamic","dual check valve","commissioning"
,,"Water meters","dynamic","water meters","commissioning"
,,"HWS","dynamic","hws","commissioning"
,,"Pumps & Equipment","dynamic","pumps & equipment","commissioning"
,"Columns"
,,"Backflow Test Report Completed",,"backflow test report completed"
,,"Permission to shut of water",,"permission to shut of water"
,,"Check Valve No 1",,"check valve no 1"
,,"Check Valve No 2",,"check valve no 2"
,,"Relief Valve",,"relief valve"
,,"Check Valve",,"check valve"
,,"Air Inlet",,"air inlet"
,,"Downstream Isolation Valve",,"downstream isolation valve"
,,"Comment / Take photos of any reasons for failure (NA if not required)",,"comment / take photos of any reasons for failure (na if not required)"
,,"Described Maintenance - Add comments / photos",,"described maintenance - add comments / photos"
,,"Testing signed off",,"testing signed off"
,,"Thermostatic Mixing Valve Test",,"thermostatic mixing valve test"
,,"Shut down test",,"shut down test"
,,"Flush / Clean filters",,"flush / clean filters"
,,"Static Test",,"static test"
,,"Temp of warm water",,"temp of warm water"
,,"Tempering Valve Test",,"tempering valve test"
,,"One outlet in use",,"one outlet in use"
,,"All works to be set out as per approved IFC Drawing No:",,"all works to be set out as per approved ifc drawing no:"
,,"All meter work to be as per specifications & AS3500.2.2015",,"all meter work to be as per specifications & as3500.2.2015 or alternatively approved and appropriately sized"
,,"Ensure that all pipework to meters has been sealed and jointed",,"ensure that all pipework to meters has been sealed and jointed, all capping adequately installed for testing."
,,"Ensure all meters are sufficient supported and installed",,"ensure all meters are sufficient supported and installed in correct location"
,,"Pass an amount of water in a container of known volume",,"pass an amount of water in a container of known volume (bucket) and confirm the volume of water and meter reading are the same or within the required tolerances"
,,"Ensure all excess material is removed from work area & leave clean & tidy",,"ensure all excess material is removed from work area & leave clean & tidy"
,,"All works to be set out as per approved IFC drawings.",,"all works to be set out as per approved ifc drawings. works set out to drawing no."
,,"All pipe work to be as per specifications & AS3500.2.2015",,"all pipe work to be as per specifications & as3500.2.2015 or alternatively approved and appropriately sized"
,,"All pipework to be tested in accordance to specifications",,"all pipework to be tested in accordance to specifications and requirements namely 1500 kpa for 30 minutes"

