"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4477977c-a4ab-4450-bce2-987d677ff259","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"f9366b58-4856-5b03-8891-dbf02abfddbf","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"4768ab25-5472-5d45-9aa2-b61f4a625b7a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"0717c8e3-bf78-5fa8-a7fc-5c36b8a4d3e8","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"87e578da-0ddf-51e7-93c8-81571a9d63b0","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"b86c383b-3528-501e-9724-a143911192e9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"56be1089-bb26-4294-8bea-c4caa208ba8a","","folder-normal","pass","","step","TRUE","FALSE","QA"
"03498ef9-d82e-49b7-b8d7-806ad9e35b10","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems"
"6329662c-2768-4c0a-a171-e00ffc85d632","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","RSC Cable Systems"
"bd1347d2-6330-4083-bd7b-774db3583f27","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","RSC Cable Systems","RSC Cable Systems - Line 01"
"3b9e5075-1b57-5594-ae02-bb5ea584b918","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","RSC Cable Systems","RSC Cable Systems - Line 02","Fit Off Checklist - Line 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"2a1539b9-cb4a-4f2a-9225-37af6caf6a82","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors"
"e016d622-1ba5-4cdb-af9b-afbd5a8095dc","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 15"
"a58f4bdf-3806-59df-ae5d-aec4ef917d16","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 15","Confirm the structure is in accordance with the details supplied by PBI"
"cf3ea65b-fecd-5c18-acb3-be2acdc3b74b","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 15","EMAIL PM"
"e97384f1-af08-56e4-a6d8-efb3564287c0","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 15","Required number of photo(s) taken of installed anchor(s)"
"48680d41-8825-5f83-9a1c-f462b2ec0eea","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 15","Installed as per PBI drawings supplied and manufacturer's requirements"
"120c819d-78b8-4cbe-8a86-bbe44c1eef94","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 16"
"707c5577-6bc8-510c-9a8b-dfc9ba29199f","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 16","Confirm the structure is in accordance with the details supplied by PBI"
"eaede0cd-7aaa-570d-9fb8-531f44caea4d","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 16","EMAIL PM"
"b1be4a13-df4d-553c-9da7-02b391480539","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 16","Required number of photo(s) taken of installed anchor(s)"
"ef6fe1f7-8f5a-5b1e-a42c-fd965cc1a69c","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 16","Installed as per PBI drawings supplied and manufacturer's requirements"
"911d5219-7d37-4e6c-b49b-e6411be8890a","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 17"
"d14c7e07-e176-57a2-92cd-d75b2f1f8995","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 17","Confirm the structure is in accordance with the details supplied by PBI"
"24e416e4-a843-51c7-8d48-1c667e9667ad","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 17","EMAIL PM"
"988983d2-e389-52a4-8824-904ce28096cf","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 17","Required number of photo(s) taken of installed anchor(s)"
"825718a4-6438-5b4d-9edc-58546ce0820a","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 17","Installed as per PBI drawings supplied and manufacturer's requirements"
"ebe8771b-6b55-4604-be49-3d991510286d","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18"
"17233110-191e-53a9-981e-cb6cbab9f19d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18","Confirm the structure is in accordance with the details supplied by PBI"
"8346c379-675b-5282-9151-e5918b7561b9","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18","EMAIL PM"
"18db7e5a-724a-5b66-b6e2-cbc084e91ddf","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18","Required number of photo(s) taken of installed anchor(s)"
"09a01a81-852c-5ec0-b426-65f2d02a08a4","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 18","Installed as per PBI drawings supplied and manufacturer's requirements"
"502dd8af-3824-4288-b138-841e252b7eb7","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19"
"4b0b73db-fdc7-51a2-a585-983e592790f2","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19","Confirm the structure is in accordance with the details supplied by PBI"
"5471e552-58da-56bb-904e-605f03f70442","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19","EMAIL PM"
"14098435-1892-53c8-826d-786ef8f0dc05","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19","Required number of photo(s) taken of installed anchor(s)"
"ade9d72d-ec4a-5107-91bc-cf0d7b65f6a6","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 19","Installed as per PBI drawings supplied and manufacturer's requirements"
"9552e4b1-4f0b-4908-b3a1-e3a2d883989e","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20"
"ebf35b94-630a-5449-a91c-1729ba132287","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20","Confirm the structure is in accordance with the details supplied by PBI"
"a0b13713-b781-5e73-93be-5225e793c0d6","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20","EMAIL PM"
"23d3a273-a2ba-510a-b3a7-22ef030b1050","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20","Required number of photo(s) taken of installed anchor(s)"
"cf8c2009-2a45-54ae-a00f-fde67584d3b6","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 20","Installed as per PBI drawings supplied and manufacturer's requirements"
"5276952b-1d39-4cfc-b685-1ab8a94a02e5","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21"
"f0aadf45-bb58-561c-be79-13618ca6ce30","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21","Confirm the structure is in accordance with the details supplied by PBI"
"1e77fc72-512c-50e7-a53b-e1e3e7df1ec6","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21","EMAIL PM"
"9e8e2fd4-59c8-5628-9b23-e910c548f065","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21","Required number of photo(s) taken of installed anchor(s)"
"115d6130-eb51-522c-ba55-5330fbcd32e5","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 21","Installed as per PBI drawings supplied and manufacturer's requirements"
"880f4e94-0f02-4cdd-87e3-05c53b826313","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22"
"fb426e11-829c-54e8-900d-c7271ae1af5f","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22","Confirm the structure is in accordance with the details supplied by PBI"
"b500d3a6-7b16-5269-ac9e-b96dc5672f94","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22","EMAIL PM"
"87700bd3-cbaf-5bcf-ba4c-a9757805f394","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22","Required number of photo(s) taken of installed anchor(s)"
"a780ff82-82b9-5060-88d1-68bdd10acde3","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 22","Installed as per PBI drawings supplied and manufacturer's requirements"
"e1ba67eb-bc88-4268-a899-29ee50ef9ac9","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23"
"13d9a23a-a583-50df-84cd-fec8bdb4504d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23","Confirm the structure is in accordance with the details supplied by PBI"
"caa06c3f-e394-59ca-947a-3e89c4f74e7b","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23","EMAIL PM"
"05518615-5eb8-5d77-b22a-6bed37e10922","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23","Required number of photo(s) taken of installed anchor(s)"
"8e42273d-4cf6-59e2-be20-52567479aadc","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 23","Installed as per PBI drawings supplied and manufacturer's requirements"
"d913882a-ae5a-4f16-b81e-d0d1c1d9c405","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24"
"684a954b-762d-56ae-9161-15afa00f13ef","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24","Confirm the structure is in accordance with the details supplied by PBI"
"9f932698-b16c-538e-8486-eba8f979bd96","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24","EMAIL PM"
"92e26bf5-95fb-5c30-8e06-960c69c6c76b","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24","Required number of photo(s) taken of installed anchor(s)"
"572b112f-d511-5520-aa91-30e1a42bb11b","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 24","Installed as per PBI drawings supplied and manufacturer's requirements"
"97d10d70-cc22-4595-a770-d8cfdf09258f","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist"
"731cf5c4-f3ed-5d0f-8f1c-49580f53b946","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"b6ca8bce-0bf3-5f2d-8d6f-5cc527fc1f83","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","EMAIL PM"
"e687ffa2-47c3-5220-adad-09080c26e420","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"f0a3f4d4-9b93-5a5a-98ac-80205e81b60c","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","RoofSafe Cable Systems","10No AP Type 04 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Photos taken"
"28501515-612a-4850-8f0c-e448682ad43a","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors"
"6833c0c6-e523-4e11-919a-b8333ea240de","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist"
"d62b089d-28b1-550f-b4b6-9002564d6d32","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"4f65b583-6ac4-57fa-99cd-3536aa968159","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","EMAIL PM"
"b114c5bd-f47e-5a50-a301-df7e342eb5c2","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"9342aae4-4d27-5764-8db4-dde9ab370fab","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Photos taken"
"631859a0-0a24-4a52-95eb-9ff8526ae9d9","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 31"
"f3ded3cc-fcaf-56b4-9fe4-ae690597a219","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 31","Confirm the structure is in accordance with the details supplied by PBI"
"a97fb369-6eed-5dba-9a55-b0fb48544401","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 31","EMAIL PM"
"1bf8aa81-6f73-54cd-8b46-c593a113c309","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 31","Required number of photo(s) taken of installed anchor(s)"
"b07f22e8-a99e-5959-becd-d487f5186aeb","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 31","Installed as per PBI drawings supplied and manufacturer's requirements"
"366f445f-e1f5-42b6-9256-b67b07e9c67f","","checklist-flat","pass","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 32"
"81d1d3df-272f-5eda-a0d3-4b40cf118304","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Cable Systems","7No AP Type 06 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 32","Confirm the structure is in accordance with the details supplied by PBI"
