type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,"Verification Record - Coupler Delivery Docket, Compliance Certificates",,,,,,,,,,,,,,
checkpoint,"4.7 - Formwork/ falsework setup, alignment and integrity (1)",,,,,,,,,,,,,,
label,Acceptance Criteria - Installed as per temp design; design confirmed by survey; forms clean & release agent/oil applied.,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
checkpoint,"4.7 - Formwork/ falsework setup, alignment and integrity (2)",,,,,,,,,,,,,,
label,Acceptance Criteria - Falsework/formwork over 1m high has a temporary design,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - Temp Works Design,,,,,,,,,,,,,,
holdpoint,Project Engineer (HP),,,,,,,,,,,,,,
checkpoint,4.8 - Construction Joints,,,,,,,,,,,,,,
label,Acceptance Criteria - Concrete cast against concrete to be clean & free of laitance. Roughened and coarse aggregate exposed to depth of 3mm,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
checkpoint,"4.11 - Cast-in items, void formers, block-outs and hold down bolts",,,,,,,,,,,,,,
label,"Acceptance Criteria - Type, quantity and location as per design. Checked with survey and relevant stakeholder",,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - Delivery Dockets,,,,,,,,,,,,,,
checkpoint,4.12 - Installation of thermocouples,,,,,,,,,,,,,,
label,Acceptance Criteria - Thermocouples installed as per VR610.22,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - Install Photos,,,,,,,,,,,,,,
checkpoint-no-status,HOLD POINT,,,,,,,,,,,,,,
label,"Concrete pre-pour checks completed in accordance with the applicable ITP, drawings, specifications and approved changes",,,,,,,,,,,,,,
textbox,PROJECT ENGINEER NAME (Vic Civil),,,,,,,,,,,,,,
textbox,PROJECT ENGINEER NAME (Multiplex),,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,,
section,4.0 CONSTRUCTION ACTIVITIES – CONCRETE PLACEMENT,,,,,,,,,,,,,,
checkpoint,4.13 - Concrete Supply & Concrete Testing – Slump Test (1),,,,,,,,,,,,,,
label,Acceptance Criteria - Concrete Mix on Docket Checked. Ensure delivery dockets. Tester onsite. Visual assessment of quality.,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,"Verification Record - Concrete Delivery Dockets, Field Test Docket, Concrete Pour Record (Refer pg 7)",,,,,,,,,,,,,,
checkpoint,4.13 - Concrete Supply & Concrete Testing – Slump Test (2),,,,,,,,,,,,,,
label,Acceptance Criteria - 1 slump test per strength test,,,,,,,,,,,,,,
label,"○ If mix contains superplasticiser, all batches shall be tested. If 5 consecutives batches comply, superintendent may reduce frequency to 1 per strength testing",,,,,,,,,,,,,,
label,"○ Test within 45 mins of adding cement to aggregates, or immediately prior to discharge when actual haul time is >45mins, or after addition of water. All other slumps to be estimated visually.",,,,,,,,,,,,,,
label,VR Tolerances:,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
label,"Specified slump, mm || Tolerance, mm",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
label,<60 || ± 10mm,,,,,,,,,,,,,,
label,≥60mm to ≤80mm || ± 15mm,,,,,,,,,,,,,,
label,>80mm to ≤110mm || ± 20mm,,,,,,,,,,,,,,
label,>110mm to ≤150mm || ± 30mm,,,,,,,,,,,,,,
label,>150mm || ± 40m,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - Concrete Pour Record (Refer pg 7),,,,,,,,,,,,,,
checkpoint,4.14/4.15 - Discharge & Placement of Concrete (1),,,,,,,,,,,,,,
label,"Acceptance Criteria - Each load placed within 60mins of batching, unless approved otherwise",,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - Concrete Pour Record (Refer pg 7),,,,,,,,,,,,,,
checkpoint,4.14/4.15 - Discharge & Placement of Concrete (2),,,,,,,,,,,,,,
label,Acceptance Criteria - No water added once discharge commenced,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - Concrete Pour Record (Refer pg 7),,,,,,,,,,,,,,
checkpoint,4.14/4.15 - Discharge & Placement of Concrete (3),,,,,,,,,,,,,,
label,Acceptance Criteria - Max and min temps:,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
label,MIN (ºC) || MAX (ºC),,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
label,AMBIENT: 5 || 35,,,,,,,,,,,,,,
label,CONCRETE: 10 || 32,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - Concrete Pour Record (Refer pg 7),,,,,,,,,,,,,,
checkpoint,4.14/4.15 - Discharge & Placement of Concrete (4),,,,,,,,,,,,,,
label,Acceptance Criteria - Max. lag between trucks is <=25 mins. If > 25min aliphatic alcohol to be used. Interval between final discharge and start of discharge of next truck is <45 mins for a continuous pour.,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - Concrete Pour Record (Refer pg 7),,,,,,,,,,,,,,
checkpoint,4.14/4.15 - Discharge & Placement of Concrete (5),,,,,,,,,,,,,,
label,Acceptance Criteria - Vertical drop not exceeding 2.0m Placed in not more than 350mm layers.,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - Concrete Pour Record (Refer pg 7),,,,,,,,,,,,,,
checkpoint,4.16 - Concrete Testing – Compressive Strength,,,,,,,,,,,,,,
label,Acceptance Criteria - Compressive Strength Testing => 28 days post-pour,,,,,,,,,,,,,,
label,○ Refer VR 610,,,,,,,,,,,,,,
label,"○ 3 cylinders (1 x 7day, 2 x 28 Day) taken for each sample, minimum no. of samples:",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
label,"Quantity, m3 || # Samples",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
label,0-10 || 1,,,,,,,,,,,,,,
label,10 to 25 || 2,,,,,,,,,,,,,,
label,25 to 50 || 3,,,,,,,,,,,,,,
label,50 to 100 || 4,,,,,,,,,,,,,,
label,>100 || 1 sample for each 50m3 >100,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - Concrete Pour Record (Refer pg 7),,,,,,,,,,,,,,
checkpoint,4.19 - Visual check on formwork,,,,,,,,,,,,,,
label,Acceptance Criteria - Any significant deformation observed?,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
checkpoint,4.20 - Surface Finish,,,,,,,,,,,,,,
label,Acceptance Criteria - Surfaces finished to the class specified in the drawings.,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
checkpoint,4.22 - Curing of exposed surfaces,,,,,,,,,,,,,,
label,Acceptance Criteria - Curing in accordance with BCRC report recommendations,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - Curing Methodology or Compound: BCRC Report (attached),,,,,,,,,,,,,,
checkpoint,4.23 - Removal of falsework and stripping of formwork,,,,,,,,,,,,,,
label,Acceptance Criteria - Falsework and formwork removed as per VR Table 610.251 (See Pg 5),,,,,,,,,,,,,,
label,"○ If early removal or loading is required, relevant approvals and test results to be reviewed by design engineer",,,,,,,,,,,,,,
textbox,Days since pour,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
textbox,Verification Record - RFI Reference #: Maturity Report,,,,,,,,,,,,,,
holdpoint,Project Engineer (HP),,,,,,,,,,,,,,
checkpoint,4.23 - Inspection of stripped surface,,,,,,,,,,,,,,
label,Acceptance Criteria - Stripped surface finish has been achieve in accordance with specifications (VR610.31) and design drawings?,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
textbox,Verification Record - Surface Finish Class:,,,,,,,,,,,,,,
checkpoint,4.25 - Patch Repair (where applicable),,,,,,,,,,,,,,
label,"Acceptance Criteria - Inactive crack and/or Patch repairs conducted as per approved procedure, where required",,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
textbox,Verification Record - Repair method approval- RFI-Repair Product TDS,,,,,,,,,,,,,,
checkpoint,4.26 - Crack Repair & Monitoring (where applicable),,,,,,,,,,,,,,
label,Acceptance Criteria - Cracks greater than acceptable widths as per VR Table 610.241 are mapped and repaired in accordance with VR 687 and approved methodology specific to location. Cracks requiring repairs monitored.,,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
label,Exposure Classification || Maximum Acceptable Crack Widths (mm),,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
label,A || 0.20,,,,,,,,,,,,,,
label,B1 || 0.20,,,,,,,,,,,,,,
label,B2 || 0.15,,,,,,,,,,,,,,
label,"C, U || 0.10",,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
textbox,Verification Record - Repair method approval- RFI-Repair Product TDS,,,,,,,,,,,,,,
holdpoint,Project Engineer (HP),,,,,,,,,,,,,,
section,5.0 TESTING AND COMMISSIONING REQUIREMENTS – POST POUR CHECK & TESTING,,,,,,,,,,,,,,
checkpoint,5.1 - As Built survey complete,,,,,,,,,,,,,,
label,Acceptance Criteria - As-built survey is within tolerance when compared to Design & Specifications,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - As-Built Record – conformance report,,,,,,,,,,,,,,
label,Vic Civil - Site Engineer (R):,,,,,,,,,,,,,,
label,Multiplex - Site Engineer (R):,,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
checkpoint,5.2 - Maturity Testing,,,,,,,,,,,,,,
label,Acceptance Criteria - Concrete has achieved minimum strength prior to the removal of falsework/ formwork,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
textbox,Verification Record - Strength Achieved: Maturity Report,,,,,,,,,,,,,,
label,Vic Civil - Site Engineer (R):,,,,,,,,,,,,,,
label,Multiplex - Site Engineer (R):,,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
checkpoint,5.3 - Concrete Cover,,,,,,,,,,,,,,
label,Acceptance Criteria - For every 25m2 of exterior surface area a 3m2 ‘Test Area’ will be selected. Within this ‘Test Area’ 10 concrete cover checks will be conducted.,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - Cover Checks Record (Refer pg 6),,,,,,,,,,,,,,
label,Vic Civil - Site Engineer (R):,,,,,,,,,,,,,,
label,Multiplex - Site Engineer (R):,,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
checkpoint,5.4 - Temperature Monitoring (VR610.22),,,,,,,,,,,,,,
label,"Acceptance Criteria - Ensure temperature differential across the concrete member being constructed is < 20°C during the period of curing, and internal concrete temperature doesn’t exceed 75°C",,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - Temperature Monitoring Report,,,,,,,,,,,,,,
label,Vic Civil - Site Engineer (R):,,,,,,,,,,,,,,
label,Multiplex - Site Engineer (R):,,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
checkpoint,5.5 - Compressive strength  and slump results,,,,,,,,,,,,,,
label,Acceptance Criteria - 7 and 28 day strength results achieve min requirements as per VR table 610.051. Slump tests with tolerances.,,,,,,,,,,,,,,
button,Check Box,"Yes,No",,,,,,,,,,,,,
label,Verification Record - NATA Test Results,,,,,,,,,,,,,,
label,Vic Civil - Site Engineer (R):,,,,,,,,,,,,,,
label,Multiplex - Site Engineer (R):,,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
section,6.0 SUB-LOT – COMPLETION REQUIREMENTS,,,,,,,,,,,,,,
checkpoint,6.1 - Works Completion Inspection,,,,,,,,,,,,,,
label,"Acceptance Criteria - Ensure works completed in accordance with IFC Dwg & Specifications, Inspection completed & recorded prior to releasing activity",,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - Punch List Items,,,,,,,,,,,,,,
holdpoint,Project Engineer (HP),,,,,,,,,,,,,,
checkpoint,6.2 - Close out NCR(s),,,,,,,,,,,,,,
label,"Acceptance Criteria - NCR(s) raised & closed formally, All out of tolerances notified via Site NCR reporting system",,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - NCR/s related to lot:,,,,,,,,,,,,,,
holdpoint,Project Engineer (HP) / Quality Representative (HP),,,,,,,,,,,,,,
checkpoint,6.3 - RFI(s),,,,,,,,,,,,,,
label,Acceptance Criteria - All RFIs have been closed-out prior to work lot submission,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - RFI & DCN Register relevant to sub-lot only,,,,,,,,,,,,,,
holdpoint,Project Engineer (HP),,,,,,,,,,,,,,
checkpoint,6.4 - Red Line Mark Ups,,,,,,,,,,,,,,
label,Acceptance Criteria - Confirm redline drawings are being progressively marked up,,,,,,,,,,,,,,
button,Check Box,"Yes,No,N/A",,,,,,,,,,,,,
label,Verification Record - Redline Drawings / Summary of Material Quantities,,,,,,,,,,,,,,
holdpoint,Project Engineer (HP),,,,,,,,,,,,,,
checkpoint-no-status,Check List Close Out,,,,,,,,,,,,,,
label,"Concrete pre-pour checks completed in accordance with the applicable ITP, drawings, specifications and approved changes",,,,,,,,,,,,,,
textbox,PROJECT ENGINEER NAME (Vic Civil),,,,,,,,,,,,,,
textbox,PROJECT ENGINEER NAME (Multiplex),,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
holdpoint,SIGN,,,,,,,,,,,,,,
