resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L01-EM4.2,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L01-EM4.3 - Deleted,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L02-DRC4.1,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L02-DRC4.2,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L02-EM4.1,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L03-DRC4.1,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L03-DRC4.2,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L03-DRG4.2,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L03-ES4.1,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L03-ES4.2,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L03-ES4.3,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L04-DRC4.1,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L04-ES4.1,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L04-ES4.3,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L05-DRC4.3,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-L05-DRG4.1,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-LB1-DRC0.4,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-LB1-DRG0.1,,,,,,
AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names),AE-ITCX-018 - DB Fit Off Sheet (Rev 0 +Names),AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0 +Names),AE-ITCX-029 - Rough-In Checklist (Rev 1 +Names),AE-ITCX-030 - Cut-Out Sheet (Rev 1 +Names),AE-ITCX-031 - Fit-Off General Checklist (Rev 1 +Names),AE-ITCX-032 - Electrical Commissioning Checklist (Rev 1 +Names),AE-ITCX-025 AS:3003 - Appendix E Body Protected CL (Rev 0 +Names),AE-ITCX-026 AS:3003- Appendix F Cardiac Protected CL (Rev 0 +Names),AE-ITCX-027 AS:3003-Table B1 Patient Area CL (Rev 0),folder-with-checklists,,,,,DB-2A-LLG-DRC4.1,,,,,,
