"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f81eaaf6-bb8e-4d69-a9cb-6857a4f0cd1c","","folder-normal","work-in-progress","","step","FALSE","FALSE","Colo 1 Cell 1"
"8dc15395-7890-4b51-b368-8d835d7904be","","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1"
"ebb45fcc-08d8-42ac-a5c1-a113999a4d02","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101    COLO 1 CELL 1"
"6cdaf53b-3196-4ddb-b52a-001762668c39","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101    COLO 1 CELL 1","First Fix Checks"
"b3088f55-c2eb-483f-adc5-e7781c682d4f","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101    COLO 1 CELL 1","Second Fix Checks"
"e03f3159-7b90-4625-8f94-db3f3f1359a5","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105    COLO 1 MECH GALLERY 1"
"68538c82-8962-40fa-9080-bd31758448b2","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105    COLO 1 MECH GALLERY 1","First Fix Checks"
"32c3f4a3-6d6f-4e26-ac6b-33bfa793c159","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105    COLO 1 MECH GALLERY 1","Second Fix Checks"
"9ffa301e-c986-4471-8e1b-e48ea59a5df1","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115    COLO1 CELL1 ELECTRICAL"
"cf572a96-0a7e-4721-a383-765921d94f58","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115    COLO1 CELL1 ELECTRICAL","First Fix Checks"
"23943f4c-41b2-42d4-87f4-0da60a2b6cec","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115    COLO1 CELL1 ELECTRICAL","Second Fix Checks"
"5f0f9c8b-9430-4093-8042-74114f686477","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119    COLO 1 CELL 1 BATTERY"
"60dde24d-835e-4fff-a95a-2ebee1ccf4de","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119    COLO 1 CELL 1 BATTERY","First Fix Checks"
"9ded0e38-2df6-4aad-8c70-c2bf79e68826","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119    COLO 1 CELL 1 BATTERY","Second Fix Checks"
"8d44e741-fb39-4a9e-a585-5ff88a55d462","","folder-normal","not-started","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03    FS1"
"98722dbf-5226-4142-bf68-6ad6efd4df85","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03    FS1","First Fix Checks"
"88abcf0b-bf32-4a46-a8f1-52a6381a4e69","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03    FS1","Second Fix Checks"
"16441ccc-470b-4cb7-b675-301fbc6a3c65","","folder-normal","work-in-progress","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1"
"72bf29e8-d4e1-4421-9a60-fe87b3be5f75","","folder-normal","work-in-progress","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Earthing Colo 1 Cell 1"
"78157f58-cb94-4f86-91e2-b3646b9c2fa5","","checklist-flat","not-started","Main Earth Check Sheet","checklist-flat","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Earthing Colo 1 Cell 1","Main Earth System Colo 1 Cell 1"
"6e6831dd-44ee-46bd-988b-0ee227bca7c4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Earthing Colo 1 Cell 1","Earth Connections Colo 1 Cell 1"
"f2bdbbf3-d429-548b-8cb4-f4fabb2707f3","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-2   From - CE1-GPC01 To - CE1-MSB01","Tested"
"9cb80d48-beb9-4bc0-8a9f-fd9fd23e51df","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (37f00c8a-220b-512e-a0b6-5fe35a8c6f6c), checkpoint-no-status Cable Details(05a8a05d-f54c-5240-a701-acf58b6c930f)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-3   From - COLO1-CE1-MSB01 To - CE1-UPS01"
"1706aa16-4929-5fc9-8d91-7ef59171c1ee","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(f83b7ac8-6e29-590a-b7f8-2ea3a1ed0066): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(f83b7ac8-6e29-590a-b7f8-2ea3a1ed0066): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-3   From - COLO1-CE1-MSB01 To - CE1-UPS01","Test Results "
"90f6fba9-14ba-518e-bf8a-f40a15ac1b42","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-3   From - COLO1-CE1-MSB01 To - CE1-UPS01","Tested"
"b4d31d1c-530f-4e4c-b426-5fceaf918c8f","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (0af0c775-f65b-55b8-92fd-cc7bc521d5db), checkpoint-no-status Cable Details(a75b5238-958c-5c53-ac4a-bc0834767ed0)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-4   From - COLO1-CE1-MSB01 To - CE1-UPS02"
"33453305-df30-596c-9149-dfa97a9ec95d","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(3ef5dfff-bd95-54e7-826c-3e776c18ce93): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(3ef5dfff-bd95-54e7-826c-3e776c18ce93): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-4   From - COLO1-CE1-MSB01 To - CE1-UPS02","Test Results "
"0eb93d48-78cd-5523-83df-4f4d7345994b","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-4   From - COLO1-CE1-MSB01 To - CE1-UPS02","Tested"
"6b2b97c7-88d8-4d16-af70-92d09c32a0f1","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (a47cd3d7-72c1-5ca0-8c09-34613c0de35a), checkpoint-no-status Cable Details(215705de-e7c1-5467-98ea-83e1d84500e9)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-5   From - COLO1-CE1-MSB01 To - CE1-ADP01"
"ddfef2e2-d268-54d3-92fb-02a9cb264b61","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(3c5d8366-2b45-5707-8396-a85df4052553): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(3c5d8366-2b45-5707-8396-a85df4052553): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-5   From - COLO1-CE1-MSB01 To - CE1-ADP01","Test Results "
"1f93614b-2523-5ffd-9d1d-2cad64d20a42","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-5   From - COLO1-CE1-MSB01 To - CE1-ADP01","Tested"
"8f4833af-317f-4eb5-b8b6-36d9032c909d","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (262bb48c-8865-5000-b033-da849828fa51), checkpoint-no-status Cable Details(5006e981-c4f3-5d1e-807c-9c61c4c01019)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-6   From - COLO1-CE1-MSB01 To - CE1-UPS02"
"42dbd413-ec3c-5aa3-9e6b-e304c32daf53","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(c58f9112-4b36-51c7-a29f-2240eca2e16c): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(c58f9112-4b36-51c7-a29f-2240eca2e16c): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-6   From - COLO1-CE1-MSB01 To - CE1-UPS02","Test Results "
"75bc0dba-3057-5164-ae57-80ce9b31420b","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-6   From - COLO1-CE1-MSB01 To - CE1-UPS02","Tested"
"3088e3c8-ffda-4681-bd55-fa523a1819a2","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (3355ec0e-d85f-5da3-9a01-3292141585b0), checkpoint-no-status Cable Details(0f290dd9-2790-5590-91ba-4c8a79f4b096)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-7   From - COLO1-CE1-MSB01 To - CE1-UPS01"
"cf0265bc-bd9d-5e1f-854a-ccf884cca306","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(2c641d59-7385-5ff7-9cb3-f413901780ca): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(2c641d59-7385-5ff7-9cb3-f413901780ca): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-7   From - COLO1-CE1-MSB01 To - CE1-UPS01","Test Results "
"ff015610-b2bb-5b76-a23e-232c49228bd1","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-7   From - COLO1-CE1-MSB01 To - CE1-UPS01","Tested"
"194669b5-5394-4866-841a-5e96a3f67580","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (9f2864d0-735a-57a6-b80e-a470a6fa0301), checkpoint-no-status Cable Details(2c4df0b4-8505-5794-ba7b-d22f3ef56626)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-8   From - COLO1-CE1-MSB01 To - CE1-PDU01"
"f74f28b9-40ff-5578-b566-38c952fdb58e","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(ad45c69f-9b6b-5cfa-8cf6-b45c20021541): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(ad45c69f-9b6b-5cfa-8cf6-b45c20021541): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-8   From - COLO1-CE1-MSB01 To - CE1-PDU01","Test Results "
"c347a148-ce8f-5405-882f-bfcea9a0110f","Data not allowed on checklist-flat: Tested By (e38b589d-7804-4cea-aabe-4f472a73fb27)
checklist-flat must be display flat but was undefined","checklist-flat","not-started","dbc6ff5015bc888ca9453a0972bb5e2faf8d2e59b47bcc14498350a4805e38f2","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-8   From - COLO1-CE1-MSB01 To - CE1-PDU01","Tested"
"a632df7b-54b5-4e7d-b914-da786abcb72f","folder-normal must be display normal but was flat
Unsupported Children: checkpoint-no-status Test Conditions (53988e6e-2457-5063-95b1-1930aae3381a), checkpoint-no-status Cable Details(26342edb-54b8-562b-9027-b18a0549af3c)","folder-normal","not-started","","step","FALSE","FALSE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-9   From - COLO1-CE1-MSB01 To - CE4-PDU02"
"6909612e-5d52-5648-bcdc-2c5adf6b0036","checklist-flat must be display flat but was undefined
Child Using a 1000 volt insulation tester test and record the resistance between(395834dc-b129-562d-937e-c98cff709f13): DataPoint Red to Yellow(92af2809-4317-4f95-b0ca-201964f79867) has hidden property width:100
Child Using a 1000 volt insulation tester test and record the resistance between(395834dc-b129-562d-937e-c98cff709f13): DataPoint Yellow to Blue (54dc5d3d-9fca-4760-a89a-8babf9e32d97) has hidden property width:100","checklist-flat","not-started","076f6069242c3ecb24781d1292bd4ebfee790e2649d85557a7fa7a5962a4f56e","checklist-flat","TRUE","TRUE","Colo 1 Cell 1","Level 2 - Electrical Checks Colo 1 Cell 1","Mains & Submain Cabling Colo 1 Cell 1","Cable Ref. C1-9   From - COLO1-CE1-MSB01 To - CE4-PDU02","Test Results "
