type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
checkpoint,Concrete Strength correct as per design,,,,,,,,,,,,,,
tickbox,All Concrete Dockets Attached,,,,,,,,,,,,,,
textbox,Date element was cast,,,,,,,,,,,,,,
section,Post-Pour / Pre Delivery Checks,,,,,,,,,,,,,,
checkpoint,Primary & diagonal dimensions checked and approved,,,,,,,,,,,,,,
checkpoint,Lifting anchors checked and approved,,,,,,,,,,,,,,
checkpoint,Critical fitments / fixtures checked and approved,,,,,,,,,,,,,,
checkpoint,Visual Check - Specified finish achieved,,,,,,,,,,,,,,
tickbox,Does the finish meet class 2 as per AS3610?,,,,,,,,,,,,,,
tickbox,"Chamfers clean, neat and on all required edges",,,,,,,,,,,,,,
tickbox,Openings (formwork removed),,,,,,,,,,,,,,
tickbox,Nailplates / Recesses etc removed,,,,,,,,,,,,,,
checkpoint,Any Strongbacks Installed where required,,,,,,,,,,,,,,
checkpoint,Defects identified and photographed and remedial work completed (if required),,,,,,,,,,,,,,
checkpoint,"All Post Pour Works complete - Element Checked, Approved and Ready for stacking",,,,,,,,,,,,,,
section,Concrete Test Results,,,,,,,,,,,,,,
checkpoint,Concrete Test Result attached (if applicable),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
checklist-flat,Delivery Checklist,,,,,,Delivery Checklist,,,,,,,,
checkpoint,Upload Load list,,,,,,,,,,,,,,
checkpoint,Upload Birth certificate,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
checklist,Installation Checklist,,,,,,Installation Checklist,,,,,,,,
section,Installation Documents,,,,,,,,,,,,,,
checkpoint,Attach IFC Installation Drawings,,,,,,,,,,,,,,
section,Hold Point,,,,,,,,,,,,,,
checkpoint,Has the slab reached the minimum strength required (Builder to confirm),,,,,,,,,,,,,,
label,12MPa for cast-in anchors and 20MPa for post installed anchors,,,,,,,,,,,,,,
checkpoint,Upload copy of builder confirmtion of concrete strength,,,,,,,,,,,,,,
section,Prestart,,,,,,,,,,,,,,
checkpoint,Date of Installation,,,,,,,,,,,,,,
checkpoint,Exclusion Zone is set up (upload photo),,,,,,,,,,,,,,
checkpoint,Plant & Equipment prestart/logbooks filled out (upload photo),,,,,,,,,,,,,,
checkpoint,Toolbox Talk has been completed (upload photo),,,,,,,,,,,,,,
section,Element Install & Grouting,,,,,,,,,,,,,,
checkpoint,Bedding grout placed and finished as per project requirements,,,,,,,,,,,,,,
tickbox,Bedding grout (trowelable) used is as per project specification (upload photo of bag),,,,,,,,,,,,,,
tickbox,Grout mixed in line with manufacturers recommendations,,,,,,,,,,,,,,
tickbox,Grout bed sufficent to ensure full coverage,,,,,,,,,,,,,,
checkpoint,Element installed to survey marks,,,,,,,,,,,,,,
checkpoint,Element installed within 5mm of vertical plumb,,,,,,,,,,,,,,
checkpoint,Element face alignment within 5mm,,,,,,,,,,,,,,
checkpoint,Element propped as per Euro Precast PEDS has minimum two restraint fixings,,,,,,,,,,,,,,
tickbox,Prop bolts installed with tool to ensure locking mechanism can't be removed by hand (upload photo),,,,,,,,,,,,,,
checkpoint,Upload photos of installed element,,,,,,,,,,,,,,
checkpoint,Dowel tube (flowable) grout placed and finished as per project requirements,,,,,,,,,,,,,,
tickbox,Dowel tube grout used is as per project specification (upload photo of bag),,,,,,,,,,,,,,
tickbox,Grout mixed in line with manufacturers recommendations,,,,,,,,,,,,,,
tickbox,Dowel tubes filled to top of tubes,,,,,,,,,,,,,,
checkpoint,Were there any delays or Site Instructions given,,,,,,,,,,,,,,
checkpoint,Is there any transport or erection damage that needs to be fixed (upload photos),,,,,,,,,,,,,,
checkpoint,Area has been cleaned from grout and rubbish,,,,,,,,,,,,,,
checkpoint,Element has been installed as per drawings,,,,,,,,,,,,,,
signoff,Installer Sign Off,,,,,,,,,,,,,,
section,Element Caulking,,,,,,,,,,,,,,
checkpoint,Open or closed cell backing rod used?,,,,,,,,,,,,,,
checkpoint,Element caulked as per project requirements,,,,,,,,,,,,,,
tickbox,Caulking product used as per element/project requirements (upload photo of caulking product used),,,,,,,,,,,,,,
tickbox,Caulking installed and checked (upload photo),,,,,,,,,,,,,,
section,Prop Removal,,,,,,,,,,,,,,
checkpoint,Has the Builder given us written confirmation that props can be removed (upload),,,,,,,,,,,,,,
checkpoint,Have the props been removed (take photo of element after props removed),,,,,,,,,,,,,,
section,Basic Patch,,,,,,,,,,,,,,
checkpoint,Have the lifting anchors been patching as per project requirements,,,,,,,,,,,,,,
checkpoint,Have the prop points been patching as per project requirements,,,,,,,,,,,,,,
checkpoint,Have the grout tubes been patching as per project requirements,,,,,,,,,,,,,,
section,Final Finish,,,,,,,,,,,,,,
checkpoint,Has all outstanding patching been completed (take photo of visbile faces of element),,,,,,,,,,,,,,
checkpoint,Has the builder signed the Euro Precast Level Sign-off sheet (upload copy),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
checklist-flat,Safe Load Declaration Checklist,,,,,,Safe Load Declaration Checklist,,,,,,,,
checkpoint,Details complete,,,,,,,,,,,,,,
textbox,Date:,,,,,,,,,,,,,,
textbox,Job/Delivery Address:,,,,,,,,,,,,,,
textbox,Company name:,,,,,,,,,,,,,,
textbox,Truck Registration # (Trailer A),,,,,,,,,,,,,,
textbox,Truck Registration # (Trailer B),,,,,,,,,,,,,,
dropdown,Trailer Type:,"Drop Deck, Drop Deck No Frame, Flat Top, Layover, Super Layover, Commission",,,,,,,,,,,,,
textbox,Load Number:,,,,,,,,,,,,,,
checkpoint,Photos of loaded truck,,,,,,,,,,,,,,
textbox,Total Units Loaded:,,,,,,,,,,,,,,
label,Trucks are not permitted to leave the Euro Precast factory unless a Safe Load Declaration has been completed.,,,,,,,,,,,,,,
label,"All units\elements have been loaded in a safe manner, with a minimum of one chain used per unit. I understand that the loading of these units is the responsibility of the transport company and should be completed in accordance with the relevant standards and in line with industry best practice.",,,,,,,,,,,,,,
label,All safety rules and client requests on the project site will be adhered to at all times. In signing below you agree to abide by these statements.,,,,,,,,,,,,,,
signoff,Driver Signature,,,,,,,,,,,,,,
