type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Material,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Material for stormwater drainage to comply with requirements of the IFC Drawings,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,2.4 - Bedding material,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R11,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Is the Bedding material placed the full width of the trench and not less than:,,,,,,,,,,,,,,,,,,
label,• 100mm where D<1500mm,,,,,,,,,,,,,,,,,,
label,• 200mm where D>1500mm,,,,,,,,,,,,,,,,,,
label,Where D is the nominal pipe diameter or culvert height.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
section,3.0 Culvert Installation,,,,,,,,,,,,,,,,,,
checkpoint,3.1a - Culvert under paving,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R11,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has trench been backfilled to design subgrade level with select backfill material?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,3.1b - Culvert not under paving,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R11,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has trench been backfilled to 0.3m above the top of the culvert with select backfill material?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Jointing,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R11,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has jointing been installed to specifications?,,,,,,,,,,,,,,,,,,
label,• Have holes provided for lifting and handling purposes been plugged?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,3.3 - Compaction,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R11,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Backfill under pavements shall be compacted to a dry density ratio if not less than 95% modified compactive effort. General Fill shall be compacted to a dry density ratio of not less than 98% using standard compactive effort.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
section,4.0 Drop Inlet Installation,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Drop Inlet Position,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - The drop inlet structure is installed at the correct location, depth, and size per IFC Drawings",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Connection,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The drop inlet structure is properly aligned and connected to the storm drain system.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Drop Inlet Gate,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Drop inlet grate is installed securely and flush with the surrounding pavement surface,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,4.4 - Compaction,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Backfill material is properly compacted in layers per the IFC Drawing / manufacturer specifications. Verify the grading is level and slopes away from the drop inlet structure to ensure proper drainage.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
section,5.0 Rip Rap,,,,,,,,,,,,,,,,,,
checkpoint,5.1 - Rip rap,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The rip rap is installed at the correct location and orientation per the project specifications.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,5.2 - Geotextile,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The geotextile is installed as per the spec.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,5.3 - Shotcrete,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The shotcrete is applied as per the spec.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
section,6.0 Conformance check,,,,,,,,,,,,,,,,,,
checkpoint,6.1 - Survey pick up,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R11,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has an As-constructed survey must be completed by a licenced or competent surveyor of the stormwater drainage system?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
text,Surveyor,,,,,,,,,,,,,,,,,,
text,Date picked up,,,,,,,,,,,,,,,,,,
checkpoint,Works complete,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
checkpoint,Lot Conformance,,,,,,,,,,,,,,,,,,
select,Lot Status,"Awaiting Hold Point Release,Awaiting NCR Closure,Awaiting Test Results,Awaiting Verification,Cancelled,Closed-out,Outstanding,Work In Progress",,,,,,,,,,,,,,,,,
text,Lot opened date:,,,,,,,,,,,,,,,,,,
text,Lot opened by:,,,,,,,,,,,,,,,,,,
text,Date lot closed:,,,,,,,,,,,,,,,,,,
button,NCR raised?,"Yes,No",,,,,,,,,,,,,,,,,
text,NCR Raised Date:,,,,,,,,,,,,,,,,,,
button,NCR closed?,"Yes,No",,,,,,,,,,,,,,,,,
text,NCR Closed Date:,,,,,,,,,,,,,,,,,,
text,NCR Number:,,,,,,,,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
checklist,SYM-0388-ITP-005 Gabions [B],itp,,,,Yes,SYM-0388-ITP-005 Gabions [B],1fafa7f9-598c-41cb-bdce-642e642b6ac2,,,,,,,,,,,
section,1.0 Material,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - Gabions,,,,,,,,,,,,,,,,,,
label,"Ref docs - TfNSW R55 Cl 2.1, IFC Drawing",,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Gabions must have a nominal mesh size of 80 mm x 100 mm. The minimum diameter of mesh wire must be 2.7 mm.,,,,,,,,,,,,,,,,,,
label,"• The minimum diameter of galvanized selvedge wire must be 3.4 mm. The mesh is flexible, woven, galvanized and PVC coated when required as per IFC drawings.",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,
button,Lot map uploaded,"Yes,No,N/A",,,,,,,,,,,,,,,,,
checkpoint,1.2 - Selvedges,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R55 Cl 2.3,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All edges of the gabions must be selvedged with a continuous wire in accordance with ASTM A975-97.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Lacing and Connecting Wire,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R55 Cl 2.5,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Materials must conform to ASTM A975-97.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Alternative fastener systems such as “C” clips in place of lacing and connecting wire are permitted but must conform to the requirements of ASTM A975-97.",,,,,,,,,,,,,,,,,,
checkpoint,1.4 - Rock Fill - Strength,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R55 Cl 2.6,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - At least 100 kN and a maximum wet/dry strength variation of 35% when tested in accordance with Test Method TfNSW T215.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,1.5 - Rock Fill - Size,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R55 Cl 2.6,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - For gabions, the minimum and maximum rock size must be 100 mm and 250 mm respectively",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
section,2.0 Gabion Installation,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Material Inspection,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - The gabions shall be visually inspected to ensure that they are free from defects such as cracks, splits, or punctures.",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Set out,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Setout of gabion location and level.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Foundation Inspection,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Backfill material is compacted in layers to the required density, loose material has been removed.",,,,,,,,,,,,,,,,,,
label,• Geotextile is placed as per the IFC drawings.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint,2.4 - Assembly,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R55 Cl 4.1,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Visual inspection of the gabion boxes to ensure they are free from kinks and bends.,,,,,,,,,,,,,,,,,,
label,• Measurement of the gabion boxes and mattresses to ensure they meet the design specifications.,,,,,,,,,,,,,,,,,,
label,• Lacing are securely fastened.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,2.5 - Erection,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Only assembled boxes or groups of boxes are positioned in the structure.,,,,,,,,,,,,,,,,,,
label,"• The side, or end, from which work is to proceed, must be secured either to the completed work, or by galvanized star pickets driven into the ground at 1 m spacing. The star pickets must be firmly embedded in the ground and reach at least to the top of the gabion box.",,,,,,,,,,,,,,,,,,
label,• Measurement of the gabion boxes and mattresses to ensure they meet the design specifications.,,,,,,,,,,,,,,,,,,
label,• Lacing are securely fastened.,,,,,,,,,,,,,,,,,,
label,• If further gabion boxes positioned in the structure are required.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,2.6 - Stretching,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R55 Cl 4.3,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Verification that the gabion units have been supplied and assembled in accordance with specification requirements.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Carry out final stretching of the gabion boxes using a pull-lift of at least one tonne capacity.",,,,,,,,,,,,,,,,,,
checkpoint,2.7 - Pipe Culvert Within Gabion Structures,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Mesh is cut and laced as per the IFC Drawings.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,2.8 - Filling,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R55 Cl 4.4,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Gabion boxes shall be filled with rocks only while under tension and the rocks shall be placed by hand packing to produce a neat face free from excessive bulges, depressions and voids.",,,,,,,,,,,,,,,,,,
label,• Internal bracing wires shall be provided to prevent distortion of the gabion units during filling and in the completed structure.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Mechanical filling equipment may be used provided that adequate precautions are taken to protect any PVC coating from abrasion during filling operations.",,,,,,,,,,,,,,,,,,
checkpoint,2.9 - Final Lacing,,,,,,,,,,,,,,,,,,
label,Ref docs - TfNSW R55 Cl 4.5,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Gabion boxes and mattresses are finally laced and secured through each mesh along all edges, ends and diaphragms.",,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
section,3.0 Subsoil,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Subsoil Drainage Pipe,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - DN100 Socked Subsoil Drainage Pipe installed at base of wall before backfill.,,,,,,,,,,,,,,,,,,
label,• Discharge through face of wall at 25m centres,,,,,,,,,,,,,,,,,,
label,○ Provide clear out riser to surface,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Subsoil Aggregate,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Install subsoil layer min. 200mm wide from rear face of wall before backfill.,,,,,,,,,,,,,,,,,,
label,• Aggregate to be nominal 20mm in dimension.,,,,,,,,,,,,,,,,,,
label,○ Wrapped in approved Geotextile.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,3.3 - Rock fill material behind the gabion,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Backfill behind the gabions by compacting in 200mm layers to at least 98% of standard maximum dry density,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
section,4.0 Conformance check,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Tolerances,,,,,,,,,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Surface Level: the top surface level must be as per design levels or as approved.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - S,,,,,,,,,,,,,,,,,,
checkpoint,Works complete,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
checkpoint,Lot Conformance,,,,,,,,,,,,,,,,,,
select,Lot Status,"Awaiting Hold Point Release,Awaiting NCR Closure,Awaiting Test Results,Awaiting Verification,Cancelled,Closed-out,Outstanding,Work In Progress",,,,,,,,,,,,,,,,,
text,Lot opened date:,,,,,,,,,,,,,,,,,,
text,Lot opened by:,,,,,,,,,,,,,,,,,,
text,Date lot closed:,,,,,,,,,,,,,,,,,,
button,NCR raised?,"Yes,No",,,,,,,,,,,,,,,,,
text,NCR Raised Date:,,,,,,,,,,,,,,,,,,
button,NCR closed?,"Yes,No",,,,,,,,,,,,,,,,,
text,NCR Closed Date:,,,,,,,,,,,,,,,,,,
text,NCR Number:,,,,,,,,,,,,,,,,,,
text,Comments,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
checklist,SYM-0388-ITP-010 Guardrail [B],itp,,,,Yes,SYM-0388-ITP-010 Guardrail [B],2d4dea37-d3e3-4b36-b1fe-bb428e7a78d3,,,,,,,,,,,
section,1.0 Preliminaries,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - Survey set-out,,,,,,,,,,,,,,,,,,
label,Ref docs - Construction drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has the work area been set out for line and level?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,,,,,,,,,
section,2.0 Installation of guard rail,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Location and length,,,,,,,,,,,,,,,,,,
label,Ref docs - Construction drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has length and location been confirmed with the Superintendent?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - H,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,
button,Lot map uploaded,"Yes,No,N/A",,,,,,,,,,,,,,,,,
checkpoint,2.2 - Material,,,,,,,,,,,,,,,,,,
label,Ref docs - Construction drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Galvanised steel components are compliance with the requirements of AS/NZS 4680.,,,,,,,,,,,,,,,,,,
label,• Manufacturer certificates are provided to the client.,,,,,,,,,,,,,,,,,,
label,• Visual inspection.,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,,,,,,,,,,,,,,
boolean,Material certificates,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Install,,,,,,,,,,,,,,,,,,
label,Ref docs - Construction drawings,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Has the guard rail run been installed as per the relevant specifications and drawings?,,,,,,,,,,,,,,,,,,
button,Acceptance,"Yes, No, N/A",,,,,,,,,,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,,,,,,,,,
label,Shoalhaven City Council: Key - W,,,,,,,,,,,,,,,,,,
