Id,Type,Name,Values,Prompting Name,Resource Id
,button,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4,"YES,NO,N/A",,
,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
,button,Check materials & joining methods,"YES,NO,N/A",,
,button,"Check alignments, levels, grades, etc","YES,NO,N/A",,
,button,"Check pipe clips, hangers, brackets & fixings for correct size, spacing & pipe separation","YES,NO,N/A",,
,button,Check expansion joints and anchor points,"YES,NO,N/A",,
,button,Check in-wall fixture mounting brackets & concealed cisterns,"YES,NO,N/A",,
,button,Check in-wall waste pipes & vents,"YES,NO,N/A",,
,button,Check inspection openings,"YES,NO,N/A",,
,button,Check pipework & traps are clear of debris,"YES,NO,N/A",,
,button,Check open ends are sealed,"YES,NO,N/A",,
,button,Check vents are run to atmosphere and weather proofing is complete,"YES,NO,N/A",,
,,,,,
,checklist,COM Commission Gas Meter,,COM Commission Gas Meter,
,section,Details:,,,
,checkpoint,Commission Gas Meter checked off as below:,,,
,textbox,Serial Number:,,,
,textbox,Location/Lot Number:,,,
,dropdown,Size:,"15mm,20mm,25mm,32mm,40mm,50mm,65mm,80mm,100mm,150mm,225mm",,
,button,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4,"YES,NO,N/A",,
,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
,button,"Check regulatory clearances & distances from building openings, air intakes, etc","YES,NO,N/A",,
,button,Check regulatory ventilation if installed indoors,"YES,NO,N/A",,
,button,Check correct meter spacing if installed in a manifold assembly,"YES,NO,N/A",,
,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
,button,Check materials & joining methods,"YES,NO,N/A",,
,button,Check alignments & levels,"YES,NO,N/A",,
,button,"Check pipe clips, hangers, brackets & fixings for correct size, spacing & pipe separation","YES,NO,N/A",,
,button,"Check isolation valves, pressure regulators, connections, etc","YES,NO,N/A",,
,button,Check analogue display can be read manually,"YES,NO,N/A",,
,,,,,
,checklist,FO Fit-off Hot Water Unit,,FO Fit-off Hot Water Unit,
,section,Details:,,,
,checkpoint,Fit-off Hot Water Unit checked off as below:,,,
,button,"Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4, &/or AS/NZS 5601.1 (2022)","YES,NO,N/A",,
,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
,button,Check materials & joining methods,"YES,NO,N/A",,
,button,Check level & alignment,"YES,NO,N/A",,
,button,"Check all pipework, isolation valves, non-return valves, pressure reduction valves, water filters & connections, etc","YES,NO,N/A",,
,button,Check bold-down & fixing points are secure,"YES,NO,N/A",,
,button,Check thermal pipe lagging,"YES,NO,N/A",,
,button,"Check PTR valve, safe tray & drainage","YES,NO,N/A",,
,button,Check flexible connections are not twisted or kinked,"YES,NO,N/A",,
,button,Check solar panels & mounting brackets,"YES,NO,N/A",,
,button,Check solar connecting pipework & fittings,"YES,NO,N/A",,
,button,Check solar circulation pump,"YES,NO,N/A",,
,button,"Check gas valves, connections, fittings, etc (if applicable)","YES,NO,N/A",,
,button,Check flue system (if applicable),"YES,NO,N/A",,
,,,,,
,checklist,COM Commission Hot Water Unit,,COM Commission Hot Water Unit,
,section,Details:,,,
,checkpoint,Commission Hot Water Unit checked off as below:,,,
,dropdown,Type:,"Domestic Electric Storage,Domestic Gas Storage,Domestic Heat Pump,Domestic Gas Instantaneous",,
,dropdown,Solar Preheat:,"Yes,No",,
,dropdown,Location:,"Indoors,Outdoors,Roof Mounted",,
,button,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS 5601.1 (2022),"YES,NO,N/A",,
,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
,button,Check regulatory clearances & distances from building openings & air intakes (Gas HW Plants),"YES,NO,N/A",,
,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
,button,Check all fixing/hold down points,"YES,NO,N/A",,
,button,Check isolation valves are fully open & non-return valves flow direction,"YES,NO,N/A",,
,button,Check water filters are clean,"YES,NO,N/A",,
,button,Check gas valves & connections (if applicable),"YES,NO,N/A",,
,button,Check flue system & operation (if applicable),"YES,NO,N/A",,
,button,Check hot water delivery temperature,"YES,NO,N/A",,
,button,Check solar panels & mounting brackets,"YES,NO,N/A",,
,button,Check solar connecting pipework & fittings,"YES,NO,N/A",,
,button,Check solar circulation pump,"YES,NO,N/A",,
,,,,,
,checklist,DP Install Roof/Balcony Downpipes & Overflows,,DP Install Roof/Balcony Downpipes & Overflows,
,section,Details:,,,
,checkpoint,Install Roof/Balcony Downpipes & Overflows checked off as below:,,,
,button,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4,"YES,NO,N/A",,
,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
,button,Check materials & joining methods,"YES,NO,N/A",,
,button,"Check alignments, levels, grades, etc","YES,NO,N/A",,
,button,"Check pipe clips, hangers, brackets & fixings for correct size, spacing & pipe separation","YES,NO,N/A",,
,button,"Check connections to roof outlets, overflows, etc","YES,NO,N/A",,
,button,"Check connections to balcony outlets, overflows, etc","YES,NO,N/A",,
,button,"Check connections to gutter sumps, rain heads, overflows, etc","YES,NO,N/A",,
,button,Check inspection openings,"YES,NO,N/A",,
,button,Check pipework is clear of debris,"YES,NO,N/A",,
,button,Check open ends are sealed,"YES,NO,N/A",,
,,,,,
,checklist,WG Install Water/Gas Rough-ins,,WG Install Water/Gas Rough-ins,
,section,Details:,,,
,checkpoint,Install Water/Gas Rough-ins checked off as below:,,,
,button,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4,"YES,NO,N/A",,
,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
,button,Check pipework can not be holed by plaster screws,"YES,NO,N/A",,
,button,Check crimp fittings & joints,"YES,NO,N/A",,
,button,Check for cross connections,"YES,NO,N/A",,
,button,Check alignment & levels,"YES,NO,N/A",,
,button,Check materials & joining methods,"YES,NO,N/A",,
,button,"Check pipe clips, hangers, brackets & fixings for correct size, spacing & pipe separation","YES,NO,N/A",,
,button,Check in-wall mixer bodies & lugged elbows,"YES,NO,N/A",,
,button,Check in-wall fixture mounting brackets & concealed cisterns,"YES,NO,N/A",,
,button,Check fixture fit-off noggins,"YES,NO,N/A",,
,button,Check sharp edge pipe protection,"YES,NO,N/A",,
,button,Check pipe colour coding,"YES,NO,N/A",,
,,,,,
,checklist,COM Commission Water Meter,,COM Commission Water Meter,
,section,Details:,,,
,checkpoint,Commission Water Meter checked off as below:,,,
,dropdown,Service Type:,"Potable Cold Water,Potable Hot Water,Recycled Rain Water,Non-Potable Water",,
,textbox,Serial Number:,,,
,textbox,Location/Lot Number:,,,
,dropdown,Size:,"20mm,25mm,32mm,40mm,50mm",,
,button,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4,"YES,NO,N/A",,
,button,Installation complies with current drawings & specifications,"YES,NO,N/A",,
,button,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions","YES,NO,N/A",,
,button,"Check regulatory clearances & distances from building openings, etc","YES,NO,N/A",,
,button,"Check all, pipework, fittings, connections, etc for damage or leaks","YES,NO,N/A",,
,button,Check materials & joining methods,"YES,NO,N/A",,
,button,Check alignments & levels,"YES,NO,N/A",,
,button,"Check pipe clips, hangers, brackets & fixings for correct size, spacing & pipe separation","YES,NO,N/A",,
,button,"Check isolation valves, pressure reduction valves, water filters, connections, etc","YES,NO,N/A",,
