"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"097924ab-7427-4ede-bb0a-cadbf3792bad","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"d7acb377-81fb-5c97-9d90-92b367c0653a","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"2030642e-f690-55ff-b11c-03a2b244f6a0","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"10479a25-f4ee-574e-8c06-664550697abc","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"b84b64ef-7491-535f-bc6c-34dedae70830","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"ac1a97be-a908-5721-ab80-ca30109d4d1a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"7e4143ad-0b6d-49e7-b718-4a2ff60efa73","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"d7d3a922-827d-41e2-9f80-eaac266d972a","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System "
"30c552b7-ae59-440d-9063-5088cdb8c58d","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 9m - RSRail 01"
"b3637669-f7b2-4fcd-9958-53761c060e7d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 9m - RSRail 01","Pre-Fit Off Checklist"
"ce3bc524-da25-5851-b044-91c728908754","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 9m - RSRail 01","Rail Checklist - RSRail 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"1e024436-d676-4b52-bed1-274992d773f7","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02"
"54fd4c38-3bed-44df-9b4a-35b3c29bbd53","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Pre-Fit Off Checklist"
"d3ad31f5-7a94-587f-b105-1d3cc1c23d4a","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"4368bc98-fb29-5428-89fd-9347f3dcf564","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Pre-Fit Off Checklist","EMAIL PM"
"94d702f5-bec0-51c3-bf5f-e04c94edfbc3","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"85b1b670-c031-5aaf-975c-73bb7f1823dc","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Pre-Fit Off Checklist","Photos taken"
"5da58a75-8bf4-4fc1-8729-d6e51013848a","","checklist-flat","pass","Rail Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Rail Checklist - RSRail 02"
"1fa3c335-473b-5fff-878b-35fc0898c9be","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Rail Checklist - RSRail 02","Confirm the structure is in accordance with the details supplied by PBI"
"6c4386f5-4469-5a79-8ee8-af751b329309","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Rail Checklist - RSRail 02","EMAIL PM"
"76c963b7-be3f-5881-9221-51a3627de4ac","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Rail Checklist - RSRail 02","Photo taken of Engraved Line Plate / ID Tag"
"87cb90c6-8bba-5326-a743-401275c2333d","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Rail Checklist - RSRail 02","Video taken of system"
"f50894bb-0305-532a-85a6-407f6ed1ff54","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Rail Checklist - RSRail 02","Description input of location / person Rail systems shuttle left with"
"9004c08b-acd7-5b9f-bfce-cf6674a1789c","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 21m - RSRail 02","Rail Checklist - RSRail 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"40698940-974b-4a6d-8717-a4d4ca271839","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03"
"b9d57f64-9f65-4fc4-bec9-40b61380206a","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Pre-Fit Off Checklist"
"122f3382-a1a5-53b6-a12e-19a3d62fedd6","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"753d33fd-1125-53b3-9c24-0c167c4f0451","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Pre-Fit Off Checklist","EMAIL PM"
"d094eb41-ed7d-50a9-9ee0-125058ab66b1","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"fdaee2b6-e489-5489-b683-a8fb2571a8ca","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Pre-Fit Off Checklist","Photos taken"
"7fd3e9dc-7037-43f7-9133-864a0b612bd7","","checklist-flat","pass","Rail Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Rail Checklist - RSRail 03"
"c909a6b7-c9ac-5212-855d-2453140081ff","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Rail Checklist - RSRail 03","Confirm the structure is in accordance with the details supplied by PBI"
"34d55ac7-79b1-5558-99e5-725a5e9a6412","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Rail Checklist - RSRail 03","EMAIL PM"
"1911ed4f-4455-5608-bc9c-52a95d7e33ea","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Rail Checklist - RSRail 03","Photo taken of Engraved Line Plate / ID Tag"
"b8e653c0-7db8-57ea-9e29-16ef4c111f25","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Rail Checklist - RSRail 03","Video taken of system"
"48ffb13e-051b-5466-85e9-539edde9497a","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Rail Checklist - RSRail 03","Description input of location / person Rail systems shuttle left with"
"3b40b35b-adee-568f-9592-4cbed2485c2c","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 03","Rail Checklist - RSRail 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"2cb38714-a5cb-4609-b726-6c5d9509d231","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04"
"2bb2d378-ddb5-4352-8362-1a1c984bc036","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Pre-Fit Off Checklist"
"8fb2c34c-67b3-58a1-92bb-f06cd80d54e2","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"5057003a-1494-5581-95cb-ebdc0cf48be6","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Pre-Fit Off Checklist","EMAIL PM"
"03657856-ef0e-5013-8655-e5fbc0bddfa4","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"990095ad-c72f-5a0f-b08f-ae8945a1c0f4","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Pre-Fit Off Checklist","Photos taken"
"39eca77a-e770-4ed6-8e47-48bcd69e95be","","checklist-flat","pass","Rail Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Rail Checklist - RSRail 04"
"62bf96eb-e307-5dfa-bb55-7c506d29d33b","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Rail Checklist - RSRail 04","Confirm the structure is in accordance with the details supplied by PBI"
"03c36291-6a7f-5931-bd6b-3cfb4928688a","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Rail Checklist - RSRail 04","EMAIL PM"
"65e9b3b3-5adb-5594-a929-5c35465643d0","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Rail Checklist - RSRail 04","Photo taken of Engraved Line Plate / ID Tag"
"ca456266-6197-5f30-9856-82f9e4e9ff4b","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Rail Checklist - RSRail 04","Video taken of system"
"958d1c7a-46fc-5f91-9332-9975ca779fe0","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Rail Checklist - RSRail 04","Description input of location / person Rail systems shuttle left with"
"ed9d08af-1f4b-5b1f-a166-e9706a4b6f60","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 20m - RSRail 04","Rail Checklist - RSRail 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"dfdd24dc-a7ff-49c0-804e-ccb4ee9f49f4","","folder-normal","pass","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05"
"597b0937-54ab-439e-8208-224d6634da20","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist"
"67e27210-17a9-5779-aac8-eb4c69cd88b3","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"44362eff-9d6a-513b-8768-1637f899cc2c","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist","EMAIL PM"
"198c5bf1-d87d-5d58-b5bf-93989d9c7565","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"fef54659-ec78-54f2-bbe6-247eb4655a01","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist","Photos taken"
"2cfbb98b-c413-4147-9a74-ed229634c491","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist - RSRail 05"
"7c354227-a1f3-5261-bd6d-4754f0c11f06","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist - RSRail 05","Confirm structure is in accordance to the details provided"
"4bb47b78-58b9-573e-9867-952e9a99a746","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist - RSRail 05","EMAIL PM"
"43e3493d-b68d-5f3f-a7bb-7abe49460c33","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist - RSRail 05","Plinths/ bases/post installed in accordance with details provided"
"b275a260-4efa-5215-ab7c-612161262bc5","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Pre-Fit Off Checklist - RSRail 05","Photos taken"
"7ae22c8b-53d0-4a70-a0bf-6908c357a56c","","checklist-flat","pass","Rail Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Rail Checklist"
"2e1b7f1d-4e49-5dfc-ba6d-f3d858f7b682","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Rail Checklist","Confirm the structure is in accordance with the details supplied by PBI"
"5e291947-b07f-5d6c-97de-94e2cc013595","","holdpoint","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Rail Checklist","EMAIL PM"
"d0be0aa3-6076-5dc9-9609-ac4f8ca4e544","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Rail Checklist","Photo taken of Engraved Line Plate / ID Tag"
"919fa80e-6dd8-5a85-a1b2-dff631a7f2da","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Rail Checklist","Video taken of system"
"d7022636-ca85-552d-9488-7796b743aaec","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Rail Checklist","Description input of location / person Rail systems shuttle left with"
"fff14651-acc5-5310-b2d5-fac310f4f0e4","","checkpoint-status","pass","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","1No Roofsafe Rail Fall Arrest & Abseil System @ 13m - RSRail 05","Rail Checklist","Installed as per PBI drawings supplied and manufacturer's requirements"
"64a64ec0-a503-49f3-a177-ccfb3b54be72","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors"
"7d3bb690-6e36-4ed5-bb5f-309c6e09eb50","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist"
"2471cc8b-ce83-56c2-9edd-bb97e56b7af9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"48c2bdbd-b82f-5581-b88c-779cdfc8a9b8","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","EMAIL PM"
"7efbe00a-00dc-5cab-a869-8bba46959480","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"6927bfd4-d284-5fa4-b37a-1ef009bea2c3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Pre-Fit Off Checklist","Photos taken"
"c7bca355-10d2-483d-923f-975fc12f2d58","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 06"
"019884c4-83e7-5592-af80-12679a6d017c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 06","Confirm the structure is in accordance with the details supplied by PBI"
"fc2bbaf3-ae95-50e9-871c-74e5baa8e227","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 06","EMAIL PM"
"d7aa9a28-54ef-5b09-a715-2f841d7ed2d3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 06","Required number of photo(s) taken of installed anchor(s)"
"8826a0ca-4b2a-514e-b05c-44757a7e0035","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"b899b27c-d04e-4976-b0ed-b0d4d4aa8181","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 07"
"045183e2-77a9-51d1-9871-368b6453ee57","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 07","Confirm the structure is in accordance with the details supplied by PBI"
"c0e64821-1ef5-58d6-bebd-09bdebb2fff7","","holdpoint","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 07","EMAIL PM"
"7329bcb9-fb99-5748-9642-844823b09a15","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 07","Required number of photo(s) taken of installed anchor(s)"
"bf116331-da61-5eda-9dd0-568814dd3d12","","checkpoint-status","not-started","","","TRUE","TRUE","QA","RoofSafe Rail Fall Arrest & Abseil System ","14No AP Type 01 - Fall Arrest & Abseil Anchors","Fit Off Checklist - Anchor 07","Installed as per PBI drawings supplied and manufacturer's requirements"
