"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d994cd8-07c7-4a1f-bb5f-2714a92eb28c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"d95693e0-0971-4eae-8ed0-aa268b356db3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A"
"ce72cf76-2540-4e94-b67b-25587dc32aea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01"
"e7b04c19-31d8-4df8-8f63-ead5ac676094","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01","Inground Plumbing Installation"
"8d538b06-0016-4223-9afa-f1f26645bb81","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"7097afec-6a00-429a-b20f-89a07388b83d","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Shower & Tapware Installation"
"0b5dc58a-c383-40f2-9048-88525382aa1e","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Bath & Tapware Installation"
"03febfa4-dbda-4266-a794-a2077505686e","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"28d7fcd8-5ce4-4c97-8496-a0ca45f4922e","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"4723ecc5-ce9e-462f-8adb-7e8eab627ff6","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"6b48b7f7-171b-4e8d-a067-9683179f07f9","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation"
"72976e04-2ea6-40db-a75b-4d989efc0248","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation"
"669768fe-721e-4f62-a6a4-401257c2cefe","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation"
"6f6acf38-a90b-4d27-8e1a-ee9ae515dd75","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01","Hot Water Unit Installation"
"4547036c-dba9-4600-805d-4cdb296db84c","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Hot Water Unit Installation","Hot Water Unit Installation"
"424cd87b-886e-4697-899b-3b3517b2085b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01","Testing"
"4eae706c-9525-43b8-9ece-064d66496e53","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Testing","Testing Drainage Pipework (Air Test)"
"69bbf90f-314b-4f31-86bb-c2d813c8b70b","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Testing","Testing Drainage Pipework (Water Test)"
"ff5a49c0-85c6-46c1-ba36-afeaf7116594","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Testing","Testing Water Pipework (Water Test)"
"cf81e1f3-d3a0-4ee2-8fe1-a4da621d56e3","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Testing","Testing Gas Service (Air Test)"
"a2bd3c43-5d41-4e83-80a9-a5c135c1e389","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01","Commissioning"
"fec04c4b-9d6c-44c1-a33b-e3a5a1c4c2d7","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Commissioning","Commission Fixture Group"
"04d9d7fb-af64-4dc5-ad30-43d163c68d6b","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Commissioning","Commission Hot Water Generating Plant"
"c3253c91-be77-47b3-ac82-505755126f3d","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Commissioning","Commission Reduced Pressure Zone Device"
"abb64ce2-8d17-4754-b1fe-1cd964a3734a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 02"
"53898126-93b0-4413-aa16-a3b94dcf7c46","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 02","Inground Plumbing Installation"
"5e2c7354-cf83-46cd-8f87-58e5935a1f38","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Inground Plumbing Installation","Authority Main to Meter Installation"
"ff0df0e2-f090-4da2-b8d6-5023509a3510","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Inground Plumbing Installation","Drainage Installation (In-ground)"
"c0d39d02-a676-4f4c-a943-d0d11f0040e8","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Inground Plumbing Installation","Water Service Installation (In-ground)"
"666d7b80-ad9b-4b29-a832-19e3eeb92365","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"3e67f3fd-4b3f-4e36-a522-0f1724879bc1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 02","Rough-in Plumbing Installation"
"2dc969a8-d559-471e-9cce-1938f0a5d76b","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Rough-in Plumbing Installation","Waste & Vent Installation"
"21f8d869-21aa-4f8d-835c-55cbdc94ec56","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"46529844-885e-4bbf-8ba6-8d52a2e6a781","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"ecd69a7b-dbd2-4891-83cc-392a8f65fd76","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation"
"78d733e3-25dc-452b-b335-7bf68d79d69d","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"b60d51e7-5fb6-4f3d-9e5d-dec411dabfe4","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"f67d96f0-962a-46e3-8519-42b14d38d931","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Shower & Tapware Installation"
"ac7084f5-6971-401f-8227-2aa374c3bc3f","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Bath & Tapware Installation"
"7f7db6ab-5c40-4e77-9e54-500289a40340","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"a1081cd1-6779-453c-91b4-4b671eaaaac2","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"e4f31069-b3b6-4bb5-8633-ddfe650d3ec0","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"1ea8b751-5def-46ca-a7bc-03d8509590f9","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Tundish Installation"
"e5f23fed-d13e-4cd0-8a34-38c53b5bee8a","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Hose Tap Installation"
"f44755fc-2003-4d17-826a-dbe63ecad196","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Fit-off Plumbing Installation","Gas Appliance Installation"
"679ac6d3-385d-4136-a647-349680329f81","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 02","Hot Water Unit Installation"
"1d9859d4-f7b3-49f1-b073-6430317871a6","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Hot Water Unit Installation","Hot Water Unit Installation"
"2bdd2b35-e842-4e39-b6a5-2440ba70845b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 02","Testing"
"b7091521-7b9d-43de-b2eb-1a1e257b13bd","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Testing","Testing Drainage Pipework (Air Test)"
"bf73cd89-3d08-4412-a68a-c357adb5d898","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Testing","Testing Drainage Pipework (Water Test)"
"98c3eaa9-22e8-4513-a878-c0003feb0284","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Testing","Testing Water Pipework (Water Test)"
"97a94476-2d74-4817-ba0f-718a082e3288","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Testing","Testing Gas Service (Air Test)"
"140f0bdd-205d-4651-bc99-536badaf8bff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 02","Commissioning"
"905b0cc0-979a-42f4-9ade-bac43aeae119","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Commissioning","Commission Fixture Group"
"f5345357-6465-4d83-8de5-b0d6c94ddb03","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Commissioning","Commission Hot Water Generating Plant"
"f01313e7-09d6-4bbc-ad1a-cad8df82c2eb","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block A","Lot 02","Commissioning","Commission Reduced Pressure Zone Device"
"d3439db3-21e1-404b-9da9-5a16b9724a0b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 03"
"e8c1fd1e-8793-4848-98e5-b43c8c825653","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 03","Inground Plumbing Installation"
"19134ec1-472f-4b7b-843c-9f1e40ec5959","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Inground Plumbing Installation","Authority Main to Meter Installation"
"75c7bd00-b805-4a7f-94fc-358e36061e61","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Inground Plumbing Installation","Drainage Installation (In-ground)"
"7ea83937-e34d-42be-af52-d8ff2684dba3","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Inground Plumbing Installation","Water Service Installation (In-ground)"
"cea2914a-9e70-4213-948b-661df547b379","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"2773e733-515c-4f92-866f-e006b56e8d6a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 03","Rough-in Plumbing Installation"
"703ef57b-20f4-4a4a-924a-27f1647faf16","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Rough-in Plumbing Installation","Waste & Vent Installation"
"ef320ec3-4a52-41c6-9360-03e81b2db395","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"34273435-36cf-4174-917b-563a8fa24f6c","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"3cdef413-5fcc-401e-be90-dd567fe89339","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation"
"e2b4a418-8bb0-4366-bac2-f5e8be33ffb6","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"03a645eb-8fda-4a73-9972-6307318aaf2c","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"1752ba64-7460-4227-95d6-59b4670d22ef","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Shower & Tapware Installation"
"bba9ec59-5fa4-41b5-a085-b2a24d47103e","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Bath & Tapware Installation"
"27df1914-bf52-4cc2-a8d0-e40c25a41014","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"c58a8b54-399b-4679-bc47-e3a612c88aa3","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"d33bdc2a-d8fc-4273-a640-aa96e74f6116","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"e6bf6140-ba38-4052-b210-77276b131484","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Tundish Installation"
"5e1e8a8a-11e9-4196-88cd-00e569871fbe","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Hose Tap Installation"
"74ddf7a6-95dc-4371-8175-f0d0718ed492","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Fit-off Plumbing Installation","Gas Appliance Installation"
"37b046d3-70be-4868-aa48-1c908b1ca427","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 03","Hot Water Unit Installation"
"e24c2570-8271-4e6c-b32e-1906e7c396a9","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Hot Water Unit Installation","Hot Water Unit Installation"
"ccdaa092-bdb0-45ed-b39a-674a124c9df1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 03","Testing"
"f5b87775-91f0-4255-9dd6-2133d58e670a","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Testing","Testing Drainage Pipework (Air Test)"
"e11340f3-ad88-478c-8d1d-9ab37cfb4d9f","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Testing","Testing Drainage Pipework (Water Test)"
"61b29a0d-d5c3-4c99-b96d-ff808579b808","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Testing","Testing Water Pipework (Water Test)"
"1fcf8905-bc04-4874-a05e-fc391b145043","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Testing","Testing Gas Service (Air Test)"
"6f5975f3-315c-47dd-a787-d2df73440964","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 03","Commissioning"
"ed78ac57-9d75-4a52-b98a-5d841fbaa20f","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Commissioning","Commission Fixture Group"
"c5724384-981b-4ddd-ac14-8505fe39597e","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Commissioning","Commission Hot Water Generating Plant"
"06a5b029-3180-4f24-9e86-00cd251558bf","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block A","Lot 03","Commissioning","Commission Reduced Pressure Zone Device"
"c08bedb5-777e-46b0-ab94-6fd539755037","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 04"
"8bde1ca0-7a20-46d3-b4fa-8c9f25fb4a12","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 04","Inground Plumbing Installation"
"8b0a6da5-d70a-4c64-afe1-22687491c06a","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Inground Plumbing Installation","Authority Main to Meter Installation"
"e0dea013-3267-4a15-8477-07be40d012d1","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Inground Plumbing Installation","Drainage Installation (In-ground)"
"0c0dd2fa-7caa-4065-987a-5d816a7e3c2b","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Inground Plumbing Installation","Water Service Installation (In-ground)"
"ecc034b3-0167-4946-9461-ee61994f3b92","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"5aea1b68-e7cb-45c8-9fa3-4ff512bd513e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 04","Rough-in Plumbing Installation"
"e3d748b0-345c-4137-bcb4-cc34fafbe3eb","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Rough-in Plumbing Installation","Waste & Vent Installation"
"37b23c3a-3822-450b-b556-fe59b9895938","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"482dd615-f0e1-4c07-a5b0-fb2cc838121b","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"55683809-e71e-4a6a-85ae-0d157ca12050","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation"
"befb81a1-3c0a-45c7-9590-fb22a0792d7b","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"7020aaeb-4221-4ee9-85c8-c36b98b93bc5","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"f1c70ad5-d9f2-4c27-affe-4c8c1b524f44","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Shower & Tapware Installation"
"51f6f1ec-e1c3-4a4e-a648-469b7c9501e7","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Bath & Tapware Installation"
"e07bdd7a-575b-4c0a-b7f5-e7f735729a8a","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"834daaa4-85bd-4a15-9b50-c5243055420e","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"249b1f32-43ad-4d8f-b24d-7a869927cae9","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"8d8a29b5-e8ea-40da-9326-cd98847ade7f","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Tundish Installation"
"4c7d427c-3b42-4de1-aad9-d9c50da5f9e0","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Hose Tap Installation"
"21c2a82d-40e2-435e-94de-62bffa0064e3","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Fit-off Plumbing Installation","Gas Appliance Installation"
"703e6dd7-80a6-419f-8317-29564da87894","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 04","Hot Water Unit Installation"
"0d9d8128-0ef8-46b6-b860-b1021e3c5cac","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Hot Water Unit Installation","Hot Water Unit Installation"
"c99eb772-ca9f-43f8-b6e4-b2219a59b8a0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 04","Testing"
"82777a58-56bb-40e4-9c3e-02b85c03802d","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Testing","Testing Drainage Pipework (Air Test)"
"c6793a87-fea6-4635-b554-b36b452f8a1d","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Testing","Testing Drainage Pipework (Water Test)"
"4358f929-4467-46ad-a298-b4933b25a843","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Testing","Testing Water Pipework (Water Test)"
"fbff6792-0381-4fb3-97b2-7db6967ae33f","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Testing","Testing Gas Service (Air Test)"
"c0b03489-188c-44cd-b25b-19777fb7bbe7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 04","Commissioning"
"2a62064b-4891-4457-b82a-7d7bf8cfc46c","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Commissioning","Commission Fixture Group"
"1b872a83-0800-439e-8af4-f37ece447804","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Commissioning","Commission Hot Water Generating Plant"
"c9be5dbf-0138-4036-ab3a-56906b060e72","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block A","Lot 04","Commissioning","Commission Reduced Pressure Zone Device"
"f0e5f67a-d6be-474f-9838-41c70f068b95","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 05"
"5c4e2e72-efe7-4346-9a99-2daddcebce08","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 05","Inground Plumbing Installation"
"e8d43295-9598-45d2-9213-54777ff1c403","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block A","Lot 05","Inground Plumbing Installation","Authority Main to Meter Installation"
