"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c2eff460-49cb-43a9-a53e-735e625ae1d4","","pass","","folder","TRUE","FALSE","Level B1"
"46555b23-f9eb-4ec0-827e-9c4772f74522","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P10"
"b5d6cf78-88b1-492a-bc0d-5598fceb4d8e","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P11"
"5be767f6-03d7-475a-bbdb-41fcf861c438","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P12"
"54469327-6de6-4cb7-9539-12cd23b9ff7b","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P13"
"18b5f7fd-c021-49ad-8953-9611c91d4aed","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P14"
"739f27fe-9f63-4dad-a527-15168f9366da","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P15"
"a9b3726c-9359-4ea0-92e8-bdeebabc9fbe","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P16"
"f2c61309-7706-4386-ab9d-31a001ac434f","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P17"
"d1196d96-b5a0-4a93-9a12-f9856acbdbcf","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P18"
"d0763138-e2d6-470f-ad42-4f06f3edc751","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P19"
"ef2faa62-210c-4ddd-85ae-6c92299a1e13","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P20"
"428c3a7a-f1ed-49d2-8541-32fb0ff762dc","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P21"
"cda630a9-6da9-432c-9e93-377ee5eb5529","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P25"
"f1d16053-de3c-4615-b8bf-a894df44fe03","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P26"
"3bc76fac-2777-45d8-8136-ac617a49e9dd","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P28"
"3dcd3792-d2b0-45c3-bf77-b38bd4769db5","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P29"
"ef76b960-6c40-4d2f-8d37-e65c847d688e","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P30"
"0902fa10-5d92-4594-a6d4-e6bdfb61649a","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P32"
"82aa57af-06dc-4d9e-9df6-b1b8f012f7cf","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P33"
"4ab48c4e-bab5-460a-96d0-d6dd3b2aa321","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L05","L05-P36"
"ef8672f5-70cd-48c3-8fb8-12291e3c4ecf","","pass","","folder","TRUE","FALSE","Level L06"
"36604d95-0f5f-4eb6-9c98-d7a1556476d8","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P8"
"5da1afc4-e460-4cf4-a63d-cc82af4ba63a","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P9"
"96501ef4-42eb-4825-9e77-ccecc9276e48","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-C23"
"740978ec-be54-43fc-a46f-6b35871f20b8","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-C24"
"c75c8a16-0178-40f1-b475-6754b2f641e7","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-CP1"
"c68f3acc-9fe9-4de9-8e32-76784f9ba1b4","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-CP3"
"5e99835d-a44f-4c95-8d10-c73125aaaa23","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P12"
"fe8add9e-1efd-44b6-a144-0cd87f3bd9a9","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P13"
"c03ada91-ae87-460e-bd52-17bd7e603a2b","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P18"
"c97cf00f-def0-476c-84f2-366916acc875","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P21"
"4ea540b5-f4f8-4e24-91f1-2c6af45b8438","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P26"
"78f52f49-e9c0-4c6f-852b-5af14e982abf","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P27"
"d9c7cae9-2ee5-4ca7-a7b1-8f14ffc3ce69","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P28"
"96f61895-3405-4134-a0dd-d41fae8a1661","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P30"
"d6f45dc2-fbf3-407a-9393-31c9349763cf","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P31"
"ab681ec4-7107-4702-8d7a-4470d9795f3a","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P32"
"1e6e8289-44aa-4908-8d16-a6ff545953aa","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P33"
"30cf9223-519d-41f9-b73b-8ba20d885941","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P34"
"eeb4bde2-ef67-4487-b107-ca8a2c0c993d","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P35"
"46a2b24a-3771-4102-ad0e-ea34d09b6edb","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L06","L06-P36"
"98ea3f77-bb4f-4890-ab9e-547f70c83d8d","","work-in-progress","","folder","TRUE","FALSE","Level L07"
"f26d1293-11d7-420f-af06-70d946ed164a","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-CP1"
"cceb67e5-3c89-4bc8-a934-87bc76b4f2ca","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-CP2"
"fb2645d9-f02a-4a54-b4b8-f0932f3a76ea","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-CP3"
"a0e2d0a8-5e59-4039-a84c-18ab4e553472","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-CP4"
"c0dc852a-e4e9-4c63-880a-4fc729a6ce0d","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-CP5"
"579efa06-6c8f-4919-9261-73eb59adfb8b","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P4"
"bbcf74f0-b66b-4173-ae03-5826e08a4383","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P5"
"c0bc13dc-a508-47d5-9e88-64b71cf55cac","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P6"
"9a8e4486-8d8a-4a3a-8947-f90870f0bf0a","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P7"
"fbe66d01-d658-47ad-8c0b-c96618016002","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P8"
"ef3c35bc-771e-4543-9c3a-eafabaa2e0ab","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P9"
"902c8ab4-5779-479b-960e-79e2156ea9a7","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P10"
"c4508f19-dc28-4b64-a8c4-888f966f009b","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P11"
"889a109e-e2f6-4cc4-b4dd-b3635075c7f7","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P12"
"8babae81-46cc-4333-9c79-1de841750e76","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P13"
"9090e633-9c13-4200-a71f-a7576c5486c3","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P15"
"0c7db9d7-1521-4552-b5bd-dbb3b0862022","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P16"
"73f113eb-b94b-40cc-9b03-ad7b9a31effd","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P18"
"b9033378-aad4-4725-9d8b-965acb70c0ee","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P19"
"58c254f9-d787-4f0f-8b1d-d403017d9b89","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P20"
"1be1e553-f6ae-49cc-99ce-fec9f3b52abe","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P21"
"07142534-c777-4d8b-8baa-3e5cd7e48cd7","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P25"
"341e8e29-5494-411a-9a13-c312af63f3ae","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P26"
"325e5a35-c383-4ebc-a3c5-6d8503fa7b3c","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P27"
"f2fd65d3-45c4-4e2a-aee0-0971be01edb1","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P28"
"9c3e7240-aea3-4a3d-b1b9-4a30e40cdc61","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P29"
"5dc46fdd-e3a2-4a3f-8a0e-769d1f250fc3","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P30"
"4444ca57-5270-4f87-aebd-91bf5e95f9f3","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P31"
"4a0365ac-0e28-45f8-9187-6f67ac844f86","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P32"
"f0cf2cce-97cf-4d10-a66b-677edb275fe8","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P33"
"64c6d79d-6879-40ae-8484-612a9d941a93","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P34"
"b74fa2ec-6a40-4ab1-b676-408c823b5d8d","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P35"
"baafa329-6792-4bc2-8f9a-d90344f65f33","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L07","L07-P36"
"26d90b55-77c4-4c37-aeef-97e87debc9f9","","work-in-progress","","folder","TRUE","FALSE","Level L08"
"4538e376-43c3-4972-96ab-3f4e3cb965f5","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-C23"
"03aa4a8d-2add-4a47-80f9-aad9a77557de","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-C24"
"4cae4ba6-0d14-46ed-9f40-372a8db89b1b","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-CP1A"
"4a89bd10-5b79-48a8-ad09-117e6d665922","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-CP1B"
"9efd3dbc-9015-4576-964f-59199fb6486e","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-CP3"
"884bab54-9846-44d0-aaf5-6b9de3cfa6fa","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P12"
"2382d6c1-34b7-42d0-b1e2-9ee0c723ef85","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P13"
"ea4e713d-c175-4915-ba77-7873ae2d4754","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P21"
"6b8c4b20-5c00-4fbd-ae3b-1bf72f99ea63","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P28"
"985fe0f8-c28d-4f8d-8447-9a3ac2904fb3","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P32"
"8c0aacac-0079-4589-8b93-97ce5c055603","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P33"
"ae1a8f4e-9795-422f-be3f-45ac3e23df4b","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P34"
"8336820d-7643-47c0-868c-6656563cb689","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P35"
"c21e6d49-68e5-4eba-956c-ec6b8bfa1246","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","Level L08","L08-P36"
