type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
label,FREQUENCY: Prior to starting Works and at regular intervals,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: All,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,4.2 Beam Seating Pads Check,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Beam seating pads shall be inspected after fixing to the abutments and prior to the landing of the precast beams. Ensure the setting and orientaition of the seating pads are correct.,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each Precast Element,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,4.3 Crosshead Tolerances,,,,,,,,,,,,,,
label,"REFERENCE: Survey As-builts, IFC Drawings",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Re-check that the As-built dimensional tolerances comply with the requirements as per IFC drawings.,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Precast Element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,4.4 Precast Beams Estimated Hog Values,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Re-check hog values for each precast beams to ensure within tolerance prior to landing of beams.,,,,,,,,,,,,,,
label,○ Estimated Hog at Transfer (B1-B10) = 30mm,,,,,,,,,,,,,,
label,○ Estimated Hog at Transfer (B11-B20) = 21mm,,,,,,,,,,,,,,
label,○ Estimated Hog at 30 Days (B1-B10) = 54mm,,,,,,,,,,,,,,
label,○ Estimated Hog at 30 Days (B11-B20) = 42mm,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each Precast Element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
section,Construction Activities,,,,,,,,,,,,,,
checkpoint,5.1 Seating Pad Survey Set-out,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Survey activities undertaken to ensure seating pads' locations are in accordance with IFC drawings.,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each Precast Element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,5.2 Install Seating Pads (HDPE),,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: 2 Nos of 200x200x35mm HDPE packers are to be installed in designated recesses on restraining blocks.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Precast Element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,5.3 Precast Beams Handling,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 620.07, Crane Lift Study, Beam Certified Lifting Design",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Unless otherwise specified, precast elements shall be lifted using approved lifting points in accordance with the Crane Lift Study and Precast Beams Certified Lifting Design.",,,,,,,,,,,,,,
label,"○ During storage, transport and handling, precast beams shall be kept in an upright position and supported not more than 400mm from each end.",,,,,,,,,,,,,,
label,○ Beams shall only be lifted by the approved lifting anchords provided.,,,,,,,,,,,,,,
label,○ Sling Angles not to exceed 300 from the vertical,,,,,,,,,,,,,,
label,"METHOD: Visual, Document Review",,,,,,,,,,,,,,
label,FREQUENCY: Each Precast Element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,5.4 Precast Beams Placement,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 610.27,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Precast beams shall be placed onto the seating pads and not released from the crane until sufficiently braced in accordance with the approved temporary works design and/or IFC drawings.,,,,,,,,,,,,,,
label,○ The nominal gap between elements is as per the IFC Drawings.,,,,,,,,,,,,,,
label,○ Girder landing positional tolerance is ±25 mm,,,,,,,,,,,,,,
label,"○ Precast beams shall not be erected and landed until the specified 28 day concrete compressive strength for abutment/pier crossheads have been achieved, and not before 14 days after casting. ",,,,,,,,,,,,,,
label,○ Beams shall be braced in accordance with the approved Temp Works to prevent overturning at all stages of construction.,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual, Document Review",,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,5.5 Precast Traceability,,,,,,,,,,,,,,
label,REFERENCE: Section 620.09,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All manufactured precast elements shall be traced from the completion of manufacture to their final location by a unique identification number.,,,,,,,,,,,,,,
label,"Record: The final location of each precast element, showing individual ID and date installed.",,,,,,,,,,,,,,
label,Attach: Lot Maps showing beam individual IDs,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,5.6 Grout- Formwork Construction & Placement,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawing No.: CBR-5633,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Dimensions in plan as per drawings.,,,,,,,,,,,,,,
label,"○ Formwork rigid, sufficiently braced to support the pressure of the product and sealed to prevent leaks.",,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
checkpoint,5.7 Grout-Pre-pour Inspection,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings 610.20,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Formwork location and dimension comply.,,,,,,,,,,,,,,
label,"○ Area is clean, concrete substrate surface saturated with water for 3 hours minimum prior to pouring product.",,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
checkpoint,5.8 Grout-Mixing Product,,,,,,,,,,,,,,
label,REFERENCE: Product TDS 610.28,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Size of mixer should match the application.,,,,,,,,,,,,,,
label,○ Only whole bags to be mixed with potable water. ,,,,,,,,,,,,,,
label,○ Volume of water matches the required amount for flowable consistency and accurately measured.,,,,,,,,,,,,,,
label,○ Product poured into the mixer slowly.,,,,,,,,,,,,,,
label,"○ Mixing time as per TDS so that a smooth, even consistency is obtained.",,,,,,,,,,,,,,
label,Enter: Required information on the Grout Pour Record,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each batch,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
checkpoint,5.9 Grout-Product Testing - Compressive Strength Cubes,,,,,,,,,,,,,,
label,"REFERENCE: 610.28, 610.33",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Cube moulds to be 75mm x 75mm maximum, made from rigid steel moulds and require lids due to the expansive nature of shrinkage compensating products.",,,,,,,,,,,,,,
label,Testing is be in accordance with the following frequencies:,,,,,,,,,,,,,,
label,"○ First batch = 3 cubes (2 no. 7 day strength, 1 no. 28 day strength)",,,,,,,,,,,,,,
label,"○ Every 100kg of product thereafter = 3 cubes (2 no. 7 day strength, 1 no. 28 day strength)",,,,,,,,,,,,,,
label,Attach Grout pour record,,,,,,,,,,,,,,
label,METHOD: Test,,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Tester, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
checkpoint,5.10 Grout-Placement & Compaction,,,,,,,,,,,,,,
label,REFERENCE: Product TDS,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All batches are traceable.,,,,,,,,,,,,,,
label,○ Product poured from one side of the formwork to eliminate the entrapment of air or surplus pre-soaking water.,,,,,,,,,,,,,,
label,○ Product should flow to all areas and self consolidate.,,,,,,,,,,,,,,
label,○ Product that stiffens or is showing signs of stiffening shall not be used.,,,,,,,,,,,,,,
label,Enter: Attach Grout pour record,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
checkpoint,5.11 Grout-Curing,,,,,,,,,,,,,,
label,"REFERENCE: Curing Methodology 610.23, Table 610.231",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Curing to commence immediately after finishing operations and continue for the duration specified in table 610.231.,,,,,,,,,,,,,,
label,○ Curing methodology to be in accordance with the approved procedure and manufacturer's TDS.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
section,Post-construction Activities,,,,,,,,,,,,,,
checkpoint,6.1 Grout-Compressive Strength Test Results,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings, Product TDS",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: 7 day compressive strength (average of the 2 no. cubes) per sample for early indication that the strength is tracking correctly.,,,,,,,,,,,,,,
label,○ 28 day compressive strength per sample comply with the design strength.,,,,,,,,,,,,,,
label,Attach: Compressive Strength Test Results,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each cube,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
checkpoint,6.2 As-built Survey,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 610.47, VR Table 610.472",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Provide record of dimensional measurements to demonstrate concrete members comply with specified tolerances.,,,,,,,,,,,,,,
label,Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,6.3 Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in CAMs.",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
