Id,Type,Name,Values,Prompting Name,Resource Id
,checkpoint,"IMPORTANT USER NOTES: Only FAIL a checkpoint after reporting the defect to Site Management for approval. If not, mark this checkpoint as 'N/A'. You must still action all the following checkpoints as either PASS, FAIL or N/A.",,,
,checkpoint,Installation complies with latest revision of AS/NZS 5601.1 (2022) & ESV Regulations,,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,Testing Details:,,,
0cd9290f-7e23-5291-bf96-dc8358d2b6e4,textbox,Type:,,,
879f9d92-26a0-55e4-a9f1-3d6bbab48fb6,dropdown,,"Low Pressure,High Pressure",,
5bb0fbee-909c-5864-840a-122e2f3b5ad0,textbox,Pressure:,,,
a5c7604e-e087-5454-b879-93ead5b95b37,dropdown,,"7kPa,10kPa,20kPa,30kPa,40kPa,50kPa,1.5 x MWP,Other",,
,checkpoint,Testing kit & equipment have current certification,,,
,checkpoint,Apply test as per latest revision of AS/NZS 5601.1 (2022) & ESV Regulations (Note: Start & Finish testing photos to be taken only within this Checkpoint),,,
,,,,,
,,,,,
,checklist-flat,Installation Gas Service (In-ground),,Installation Gas Service (In-ground),9edbe792-2bef-4d6d-b0c2-fe4dc8a3948f
,checkpoint,"IMPORTANT USER NOTES: If you think this task should be a variation or is additional works, mark this checkpoint as 'FAIL' and add comment or photo. If not, mark as 'N/A'. You must still action all the following checkpoints as either PASS, FAIL or N/A. Only FAIL a checkpoint after reporting the defect to Site Management for approval.",,,
,checkpoint,Installation complies with latest revision of AS/NZS 5601.1 (2022),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,"This checkpoint is for all photo recording. When finished taking your photos, mark this checkpoint as PASS",,,
,checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,
,checkpoint,Check materials & joining methods,,,
,checkpoint,Check alignments & levels,,,
,checkpoint,Check bedding & clearances,,,
,checkpoint,"Check isolation valves, connections, etc",,,
,checkpoint,Check pipework is clear of debris,,,
,checkpoint,Check open ends are sealed,,,
,checkpoint,Check pipe colour coding,,,
,checkpoint,Check pipe trench marking tape,,,
,checkpoint,Check trench backfill & compaction,,,
,,,,,
,,,,,
,checklist-flat,Installation Gas Service (Rough-ins),,Installation Gas Service (Rough-ins),adf9afa1-64d6-4d76-86fe-cbde9e934039
,checkpoint,"IMPORTANT USER NOTES: If you think this task should be a variation or is additional works, mark this checkpoint as 'FAIL' and add comment or photo. If not, mark as 'N/A'. You must still action all the following checkpoints as either PASS, FAIL or N/A. Only FAIL a checkpoint after reporting the defect to Site Management for approval.",,,
,checkpoint,Installation complies with latest revision of AS/NZS 5601.1 (2022),,,
,checkpoint,Installation complies with current drawings & specifications,,,
,checkpoint,"All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions",,,
,checkpoint,"This checkpoint is for all photo recording. When finished taking your photos, mark this checkpoint as PASS",,,
,checkpoint,"Check all, pipework, fittings, connections, etc for damage or leaks",,,
,checkpoint,Check pipework can not be holed by plaster screws,,,
,checkpoint,Check crimp fittings & joints,,,
,checkpoint,Check for cross connections,,,
,checkpoint,Check alignment & levels,,,
,checkpoint,Check materials & joining methods,,,
,checkpoint,"Check pipe clips, hangers & fixings for correct size, spacing & pipe separation",,,
,checkpoint,"Check isolation valves, pressure regulators, meter assemblies, connections,etc",,,
,checkpoint,"Check lugged elbows & in-wall valves, etc",,,
,checkpoint,Check noggings for future fixture,,,
,checkpoint,Check sharp edge pipe protection,,,
,checkpoint,Check pipe colour coding,,,
,checkpoint,Check pipe labelling,,,
,checkpoint,Check floor/wall penetration fire proofing,,,
,,,,,
