type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,1.10 - Secondary mineral content,,,,,,,,,,,,
label,Frequency: Within 1 month prior to commencement of works,,,,,,,,,,,,
label,Acceptance Criteria: Not more than 20%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5104(b) ,,,,,,,,,,,,
label,"• Table 5104-1, 5130(a) ",,,,,,,,,,,,
label,• HP5130-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.26,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,"1.11 - Weak particles (including clay lumps, soft and friable particles)",,,,,,,,,,,,
label,Frequency: Within 1 month prior to commencement of works,,,,,,,,,,,,
label,Acceptance Criteria: Not more than 0.2%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5104(b) ,,,,,,,,,,,,
label,"• Table 5104-1, 5130(a) ",,,,,,,,,,,,
label,• HP5130-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.32,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,1.12 - Supply of reference samples to the Contract Administrator,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• After acceptance of conformance certification for coarse aggregate properties has been accepted by Contract Administrator. ,,,,,,,,,,,,
label,• Prior notice (minimum 48 hours) of time of inspection of sources provided to Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Three split samples of each aggregate fraction to be bagged and labelled. Minimum quantities for each aggregate fraction:,,,,,,,,,,,,
label,○ 14mm: 50kg,,,,,,,,,,,,
label,○ 10mm: 40kg,,,,,,,,,,,,
label,○ 7mm: 30kg,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5130(b) ,,,,,,,,,,,,
label,• WP5130-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: Receipt of samples by the Contract Administrator,,,,,,,,,,,,
label,WP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,2 Quality Assurance - Production,,,,,,,,,,,,
checkpoint,2.01 - Particle size distribution,,,,,,,,,,,,
label,"Frequency: 1 test per lot, of 1000 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5131(a) ,,,,,,,,,,,,
label,• Table 5131-1 ,,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.11.1,,,,,,,,,,,,
label,Record of conformity: AS 1141.11.1,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.02 - Material finer than 0.075mm in aggregates (by washing),,,,,,,,,,,,
label,"Frequency: 1 test per lot of 1000 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: Not more than 2.0%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5131(a) ,,,,,,,,,,,,
label,"• Table 5131-1, Table 5104-1 ",,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.11.1,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.03 - Flakiness Index (nominal 10mm and larger),,,,,,,,,,,,
label,"Frequency: 1 test per lot, of 500 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: Max 20%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5131(a) ,,,,,,,,,,,,
label,"• Table 5131-1, Table 5104-1 ",,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.15,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,"2.04 - Weak particles (including clay lumps, soft and friable particles) in coarse aggregate",,,,,,,,,,,,
label,"Frequency: 1 test per lot of 500 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: Not more than 0.2%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5131(a) ,,,,,,,,,,,,
label,"• Table 5131-1, Table 5104-1 ",,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.32,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.05 - Apparent particle density,,,,,,,,,,,,
label,"Frequency: 1 test per lot of 1000 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,"Acceptance Criteria: Not less than 2,300 kg/m3",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5131(a),,,,,,,,,,,,
label,"• Table 5131-1, Table 5104-1 ",,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.6.1,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.06 - Water absorption,,,,,,,,,,,,
label,"Frequency: 1 test per lot of 1000 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: Not more than 2.0%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5131(a) ,,,,,,,,,,,,
label,"• Table 5131-1, Table 5104-1 ",,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.6.1,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint-no-status,Notes,,,,,,,,,,,,
label,Note 1: A change in the source rock or face in the quarry will initiate the start of a new lot.,,,,,,,,,,,,
label,Note 2: A change in the crusher plant screens will initiate the start of a new lot.,,,,,,,,,,,,
label,Note 3: A change in crushing plant parameters will initiate the start of a new lot.,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
