type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5104(c) ,,,,,,,,,,,,
label,"• Table 5104-2, 5130(a) ",,,,,,,,,,,,
label,• HP5130-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.66,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,1.05 - Supply of reference samples to the Contract Administrator,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• After acceptance of conformance certification for coarse aggregate properties has been accepted by Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Three split samples of each aggregate fraction to be bagged and labelled. Minimum quantities for each aggregate fraction:,,,,,,,,,,,,
label,○ Crushed fine aggregate: 20kg,,,,,,,,,,,,
label,○ Natural sand: 20kg,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5130(b) ,,,,,,,,,,,,
label,• WP5130-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: Receipt of samples by the Contract Administrator,,,,,,,,,,,,
label,WP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,2 Quality Assurance - Production,,,,,,,,,,,,
checkpoint,2.01 - Particle size distribution,,,,,,,,,,,,
label,"Frequency: 1 test per lot of 500 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(a) ,,,,,,,,,,,,
label,• Table 5131-2 ,,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.11.1,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.02 - Plasticity Index (wet preparation method),,,,,,,,,,,,
label,"Frequency: 1 test per lot of 1000 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(a) ,,,,,,,,,,,,
label,• Table 5131-2 ,,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1289.3.3.1,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.03 - Linear shrinkage (wet preparation method),,,,,,,,,,,,
label,"Frequency: 1 test per lot of 1000 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: Not more than 1%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(a) ,,,,,,,,,,,,
label,"• Table 5131-2, Table 5104-2 ",,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1289.3.4.1,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.04 - Apparent particle density,,,,,,,,,,,,
label,"Frequency: 1 test per lot of 1000 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,"Acceptance Criteria: Not less than 2,300 kg/m3",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(a),,,,,,,,,,,,
label,"• Table 5131-2, Table 5104-2",,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.5,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.05 - Water absorption,,,,,,,,,,,,
label,"Frequency: 1 test per lot of 1000 tonnes aggregate, not less than 5 days prior to use in production of asphalt.",,,,,,,,,,,,
label,Acceptance Criteria: Not more than 2.5% for crushed aggregate; not more than 2.0% for uncrushed aggregate,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(a) ,,,,,,,,,,,,
label,"• Table 5131-2, Table 5104-2 ",,,,,,,,,,,,
label,• HP5131-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.5,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint-no-status,Notes,,,,,,,,,,,,
label,Note 1: A change in crushing plant parameters will initiate the start of a new lot.,,,,,,,,,,,,
label,Note 2: A change in the crusher plant screens will initiate the start of a new lot.,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
