type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 7004(c)(d)(f)(g) ,,,,,,,,,,,,
label,• Table 7007-1,,,,,,,,,,,,
label,• WP7007-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection; random selection in accordance with AS 1289.1.4.2,,,,,,,,,,,,
label,Record of conformity: Conformance report,,,,,,,,,,,,
label,WP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.03 - Grooving of new asphalt surfacing as per specified alignment.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,"• During grooving works, on at least 15 randomly selected grooves within a lot.",,,,,,,,,,,,
label,• Submission of groove lots to be within 48 hours of completion of a lot.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Alignment of grooves reset to truly perpendicular to the runway centreline at 150 m intervals along the runway.,,,,,,,,,,,,
label,• Grooves are cut in parallel straight lines perpendicular to the runway centreline and comply with the requirements of Note 1.,,,,,,,,,,,,
label,• Grooves on rapid exit taxiways are in straight lines and oriented as indicated on Drawings.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 7004(e),,,,,,,,,,,,
label,• Table 7007-1,,,,,,,,,,,,
label,• WP7007-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection; random selection in accordance with AS 1289.1.4.2,,,,,,,,,,,,
label,Record of conformity: Conformance report,,,,,,,,,,,,
label,WP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.04 - Grooving of new asphalt surfacing near inset light fittings.,,,,,,,,,,,,
label,Frequency: During grooving works adjacent to inset light fittings.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Grooving is stopped to leave a regular (rectangular or square) ungrooved area symmetrically surrounding the light fitting.,,,,,,,,,,,,
label,• Grooves are not sawn closer than 150 mm and not more than 900 mm from the edge of any inset light.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7004(h),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.05 - Grooving of new asphalt surfacing near cable slots.,,,,,,,,,,,,
label,Frequency: During grooving works adjacent to cable slots.,,,,,,,,,,,,
label,Acceptance Criteria: Grooves are not sawn closer than 150 mm and not more than 900 mm from the edge of any cable slots.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7004(i),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.06 - Grooving of new asphalt surfacing near cable arrestors.,,,,,,,,,,,,
label,Frequency: During grooving works adjacent to cable arrestors.,,,,,,,,,,,,
label,"Acceptance Criteria: Grooves are not sawn closer than 3,000 mm each side of a cable arrestor system.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7004(j),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,3 Slurry Removal,,,,,,,,,,,,
checkpoint,3.01 - Cleaning of grooved surface.,,,,,,,,,,,,
label,Frequency: Progressively during grooving and at the completion of grooving works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Slurry produced by grooving equipment is flushed from grooves as it is produced and removed by suction into a mobile container.,,,,,,,,,,,,
label,• Residual slurry is removed to produce a clean pavement free from all material arising from the cutting of grooves.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7006,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.02 - Notification of completion of cleaning of pavement surface.,,,,,,,,,,,,
label,Frequency: At the end of each work period in which grooving works have been undertaken.,,,,,,,,,,,,
label,Acceptance Criteria: Contract Administor is notified of completion of cleaning of pavement surface.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 7006,,,,,,,,,,,,
label,• WP7006-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,WP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint-no-status,Notes,,,,,,,,,,,,
label,Note 1: Table 7007-1 Groove Tolerances and compliances requirements.,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
