type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,"• Pavement surface is free of snow, ice or slush, with a surface temperature of at least 5°C and rising at the beginning of operations (except for where shot- or sand-blasting is used for which a lower surface temperature may be accepted).",,,,,,,,,,,,
label,• Work is not occurring during a thunderstorm.,,,,,,,,,,,,
label,"• Work is not occurring during rainfall, except for water-blasting and removal of previously applied chemicals.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7104(e),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,4.03 - Surface texture,,,,,,,,,,,,
label,Frequency: At the completion of paint marking removal work in each work period.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The surface texture of the cleaned removal area is comparable to a standard area of pavement in the removal trial area selected by the Contract Administrator.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7104(f),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,4.04 - Clean  up and waste disposal,,,,,,,,,,,,
label,Frequency: At the completion of paint marking removal work in each work period.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Debris and waste materials have been collected, removed from site and disposed of at an appropriately licensed waste disposal site.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7104(f),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,5 Application of Pavement Markings,,,,,,,,,,,,
checkpoint,5.01 - Setting out of pavement markings,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of setting out and prior to application of pavement markings.,,,,,,,,,,,,
label,• Prior notice (minimum 24 hours) of commencement of setting out is given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Survey for setting out new pavement markings has been completed as shown on the Drawings by a suitably qualified surveyor, to a horizontal accuracy of ± 25 mm.",,,,,,,,,,,,
label,• Spotting indicates the location and extent of new markings in sufficient detail for the painting of the required markings to the tolerances specified.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 7105,,,,,,,,,,,,
label,• HP7105-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,5.02 - Surface preparation,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Prior to the commencement of pavement marking in each work period.,,,,,,,,,,,,
label,• Prior notice (minimum 24 hours) of the commencement of pavement marking is given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• The surface to be painted has been thoroughly cleaned using vacuum sweepers, hand brooming, and/or high pressure water jetting as required, and all existing paint not strongly adhering to the pavement has been removed.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 7106(b),,,,,,,,,,,,
label,• HP7106-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,5.03 - Weather conditions,,,,,,,,,,,,
label,Frequency: Prior to the commencement of pavement marking in each work period.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• The pavement surface is not wet and wet weather conditions are unlikely during the work period, the air and pavement temperatures are not less than 15°C, the relative humidity is not greater than 85%, the wind speed is not greater than 20km/hr, and wind conditions are unlikely to affect the application of the paint.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7106(c),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.04 - Pavement marking adjacent to in-pavement light fittings,,,,,,,,,,,,
label,Frequency: During pavement marking works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Any in-pavement light fittings in the vicinity of pavement marking works have been protected to avoid contamination with paint.,,,,,,,,,,,,
label,• Markings in line with light fittings extend to the edge of the fitting but not on to the fitting.,,,,,,,,,,,,
label,• The gap between the end of painted line and edge of a light fitting is not more than 25 mm.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7106(d),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.05 - Application of paint,,,,,,,,,,,,
label,Frequency: During pavement marking works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Paint is applied by spraying, except for small markings, isolated repairs, and stenciling of letters and numerals where brushing is permitted.",,,,,,,,,,,,
label,• Paint is applied in 2 even coats to give a minimum total dry film thickness of 120 µm.,,,,,,,,,,,,
label,"• The edges of markings are straight or smooth even curves, with crisp even lines wihtout side spatter at the edges and ends of markings.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7106(d),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.06 - Application of glass beads,,,,,,,,,,,,
label,Frequency: During pavement marking works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Glass beads are not used on any pavements with the exception of areas specified within standard MAS-CVL-002 for Pavement & Pavement Markings (Airside).,,,,,,,,,,,,
label,"• Where glass beads are specified on taxiway pavement markings, the minimum application rate is 300 g/m2.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7106(d) SP7103(n),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.07 - Paint application rates,,,,,,,,,,,,
label,Frequency: At the completion of paint marking removal work in each work period.,,,,,,,,,,,,
label,Acceptance Criteria: Paint usage and area of coverage for each work period are recorded.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 7107,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: Shift report,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
