type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,Inspection/ Test Method: AG:PT/T111 (for PMB) or AS 2341.2 (for C320),,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,"2.02 - Torsional recovery at 25°C, 30 s (PMB only)",,,,,,,,,,,,
label,"Frequency: One test prior to each work period, completed no later than 1 hour prior to start of asphalt production.",,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(c),,,,,,,,,,,,
label,• Table SP5131-3 ,,,,,,,,,,,,
label,Inspection/ Test Method: AG:PT/T122,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.03 - Softening point (PMB only),,,,,,,,,,,,
label,"Frequency: One test prior to each work period, completed no later than 1 hour prior to start of asphalt production.",,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(c),,,,,,,,,,,,
label,• Table SP5131-3 ,,,,,,,,,,,,
label,Inspection/ Test Method: AG:PT/T131,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.04 - PG MSCR,,,,,,,,,,,,
label,"Frequency: One test weekly conducted on a Monday sampled from storage tank, regardless of whether work proceeds that day or not.",,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(c),,,,,,,,,,,,
label,• Table SP5131-3 ,,,,,,,,,,,,
label,Inspection/ Test Method: AASHTO T350,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,3 Asphalt properties,,,,,,,,,,,,
checkpoint,3.01 - Mixing efficiency,,,,,,,,,,,,
label,Frequency: Not less than once per work period.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Percentage of coating of particles in the mix, when sampled at the point of loading, must not be less than 97% and a homogeneous mixture must be obtained.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5116(g),,,,,,,,,,,,
label,Inspection/ Test Method: Visual inspection,,,,,,,,,,,,
label,Record of conformity: Inspection record,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Plant Operator,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.02 - Stability,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,
label,Acceptance Criteria: ±3.0 compared to job mix but not less than 12.0 kN,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,
label,• Table 5116-5 ,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (50 blows),,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.03 - Flow,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,
label,Acceptance Criteria: Max 3.0 mm for unmodified binder; max ±1.0 mm compared to job mix for PMB,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,
label,• Table 5116-5 ,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (50 blows),,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.04 - Minimum voids in mineral aggregate,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,
label,Acceptance Criteria: 13.0% (for 20mm NMS) or 14.0% (for 14mm NMS),,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,
label,• Table 5116-5 ,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (50 blows),,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.05 - Minimum and maximum air voids,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,
label,Acceptance Criteria: 3.0-5.0%,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,
label,• Table 5116-5 ,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (50 blows),,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.06 - Minimum and maximum voids filled with bitumen,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,
label,Acceptance Criteria: 65.0-75.0%,,,,,,,,,,,,
label,Reference Documents:,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,
label,• Table 5116-5 ,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (50 blows),,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.07 - Combined aggregate particle size distribution,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Within acceptable range of deviation from job mix aggregate particle size distribution. ,,,,,,,,,,,,
label,○ For 14mm NMS:,,,,,,,,,,,,
label,13.2: ±6 || 1.18: ±4,,,,,,,,,,,,
label,9.5: ±6  || 0.6: ±3,,,,,,,,,,,,
label,6.7: ±6  || 0.3: ±2,,,,,,,,,,,,
label,4.75: ±5  || 0.15: ±2,,,,,,,,,,,,
label,2.36: ±5 || 0.075: ±1.5,,,,,,,,,,,,
label,○ For 20mm NMS:,,,,,,,,,,,,
label,19.0: ±7,,,,,,,,,,,,
label,13.2: ±6 || 1.18: ±4,,,,,,,,,,,,
label,9.5: ±6 || 0.6: ±4,,,,,,,,,,,,
label,6.7: ±6 || 0.3: ±3,,,,,,,,,,,,
label,4.75: ±6 || 0.15: ±2,,,,,,,,,,,,
label,2.36: ±5 || 0.075: ±1.5,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,
label,• Table 5116-7,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.3.3,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.08 - Bitumen content in asphalt,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS/NZS 2891.1.1). See Note 1 for sampling frequency.,,,,,,,,,,,,
label,Acceptance Criteria: Within ±0.3 of job bitumen content by mass.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j) ,,,,,,,,,,,,
label,• Table 5116-7,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.3.3,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.09 - Maximum density,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS/NZS 2891.1.1). See Note 1 for sampling frequency.,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5132(a),,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.7.1,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint-no-status,Note 1: Sampling frequency,,,,,,,,,,,,
label,• Number of test sets on asphalt of each nominal size in work period:,,,,,,,,,,,,
label,Quantity of asphalt produced || Number of sets of tests,,,,,,,,,,,,
label,First 50t (0-50t) || 1,,,,,,,,,,,,
label,Next 100t (50-150t) || 1,,,,,,,,,,,,
label,Next 200t (150-350t) || 1,,,,,,,,,,,,
label,Next 250t (350-600t) || 1,,,,,,,,,,,,
label,Every 250t thereafter || 1,,,,,,,,,,,,
label,• Minimum number of tests per work period regardless of tonnes produced: 3,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
