type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,Inspection/ Test Method: AS 1141.22,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.03 - Aggregates: wet/dry strength variation,,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,Acceptance Criteria: 35% maximum,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-3",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.22,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.04 - Aggregates: sulphate soundness,,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,"Acceptance Criteria: 10% maximum, and 3% maximum for  weighted average percentage loss after 5 cycles",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-3",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.24,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.05 - Aggregates: flakiness index,,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,Acceptance Criteria: 25 maximum,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-3",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.15,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.06 - Aggregates: fractured faces.,,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,Acceptance Criteria: Not less than 100% by mass of particles must have 2 or more fractured faces,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-3",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: RMS NSW Test Method T239 or approved equivalent,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.07 - Aggregates: degradation factor (igneous rock only),,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,Acceptance Criteria: 50 minimum,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-4",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.25.1,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.08 - Aggregates: secondary minerals content (igneous rock only),,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,Acceptance Criteria: 25% maximum,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-4",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.26,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.09 - Aggregates: accelerated soundness index by reflux (igneous rock only),,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,Acceptance Criteria: 94 minimum,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-4",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.29,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.10 - Aggregates: particle size distribution,,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,Acceptance Criteria: The particle size distribution is within the specified range for the relevant nominal size aggregate shown in Note 1.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-5",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1289.3.6.1,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.11 - Aggregates: average least dimension,,,,,,,,,,,,
label,Frequency: Within thirty (30) days of notification of the award of the Contract.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Nominal 10 mm: 5-6 mm,,,,,,,,,,,,
label,• Nominal 7 mm: 3.5-4.5 mm,,,,,,,,,,,,
label,• Nominal 5 mm: Report only,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5003(f), Table 5003-6",,,,,,,,,,,,
label,• HP5013-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.20.1 or AS 1141.20.2,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,2.12 - Proprietary prime products.,,,,,,,,,,,,
label,Frequency: Prior to the use of proprietary prime products.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Proprietary products have proven performance on similar airport or heavy duty pavement applications for at least 5 years.,,,,,,,,,,,,
label,"• Material data sheet, record of proven performance and specification has been submitted to the Contract Administrator.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5003(h),,,,,,,,,,,,
label,• HP5003-1,,,,,,,,,,,,
label,Inspection/ Test Method: Document,,,,,,,,,,,,
label,"Record of conformity: Materials data sheet, record of proven performance",,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Quality Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
section,3 Materials,,,,,,,,,,,,
checkpoint,3.01 - Storage temperature of primer.,,,,,,,,,,,,
label,Frequency: Each delivery of bituminous primer.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Primer has not been held at storage temperatures greater than the limits below for more than 6 hours:,,,,,,,,,,,,
label,– AMC00: 40°C,,,,,,,,,,,,
label,– AMC0: 60°C,,,,,,,,,,,,
label,– AMC1: 80°C,,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-002 5003(d), Table 5003-1",,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.02 - Sand: particle size distribution.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Each stockpile of sand proposed to be used for absorbing excess primer. ,,,,,,,,,,,,
label,• Test certificates to be submitted to Contract Administrator at least fourteen (14) working days before proposed commencement of priming.,,,,,,,,,,,,
label,Acceptance Criteria: Material complies with Item 2.02 of this ITP.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5013(c),,,,,,,,,,,,
label,• HP5013-2,,,,,,,,,,,,
label,"Inspection/ Test Method: AS 1141.3, AS 1289.3.6.1 ",,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.03 - Sand: plasticity index.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Each stockpile of sand proposed to be used for absorbing excess primer.,,,,,,,,,,,,
label,• Test certificates to be submitted to Contract Administrator at least fourteen (14) working days before proposed commencement of priming.,,,,,,,,,,,,
label,Acceptance Criteria: Non-plastic,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5013(c),,,,,,,,,,,,
label,• HP5013-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1289.3.3.1 (wet preparation),,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.04 - Aggregates: particle size distribution,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Each stockpile of aggregates to be used in primer seals.,,,,,,,,,,,,
label,• Test certificates to be submitted to Contract Administrator at least fourteen (14) working days before proposed commencement of priming.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The particle size distribution is within the specified range for the relevant nominal size aggregate shown in Note 1.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5013(d),,,,,,,,,,,,
label,• HP5013-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.11.1,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.05 - Aggregates: apparent particle density.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Each stockpile of aggregates to be used in primer seals.,,,,,,,,,,,,
label,• Test certificates to be submitted to Contract Administrator at least fourteen (14) working days before proposed commencement of priming.,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5013(d),,,,,,,,,,,,
label,• HP5013-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.6.1,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.06 - Aggregates: flakiness index.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Each stockpile of aggregates to be used in primer seals.,,,,,,,,,,,,
label,• Test certificates to be submitted to Contract Administrator at least fourteen (14) working days before proposed commencement of priming.,,,,,,,,,,,,
label,Acceptance Criteria: 25 maximum,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5013(d),,,,,,,,,,,,
label,• HP5013-2,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1141.15,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.07 - Bituminous prime: material properties.,,,,,,,,,,,,
label,Frequency: Each homogenous lot of primer.,,,,,,,,,,,,
label,Acceptance Criteria: Material complies with AS 2157 specification.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5013(f),,,,,,,,,,,,
label,• HP5013-3,,,,,,,,,,,,
label,Inspection/ Test Method: AS 2157,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.08 - Bituminous prime: temperature.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,"• For each delivery of primer, immediately prior to the transfer of primer to storage tanks from the delivery vehicle, and at least once per day that the primer is being stored, or at least once per hour when the primer is being heated.",,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-002 5013(i),,,,,,,,,,,,
label,Inspection/ Test Method: Thermometer,,,,,,,,,,,,
label,Record of conformity: Temperature log,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.09 - Reference samples.,,,,,,,,,,,,
label,Frequency: At least one (1) day prior to commencement of work.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The reference sample is representative of the material to be used in the works and complies in all respects with the requirement of the specification.,,,,,,,,,,,,
label,• The sample is dividied into two representattive portions. Each portion is not less than one litre.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5013(h),,,,,,,,,,,,
label,• HP5013-4,,,,,,,,,,,,
label,Inspection/ Test Method: AS 2157,,,,,,,,,,,,
label,Record of conformity: Sample receipt,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
section,4 Trials,,,,,,,,,,,,
checkpoint,4.01 - Construction trial of primer.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At least three (3) working days prior to the proposed commencement of the initial application of prime coat or primer seal.,,,,,,,,,,,,
label,• Prior notice (minimum two (2) working days) of intention to construct the test area to be given to Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Approximately 1000 L of primer and all necessary plant, labour and equipment is available to perform a construction trial of prime coat and/or primer seal.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5009,,,,,,,,,,,,
label,• HP5009-1,,,,,,,,,,,,
label,Inspection/ Test Method: Notification,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Quality Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
section,5 Application of Primer,,,,,,,,,,,,
checkpoint,5.01 - Surface preparation.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Immediately prior to application of primer.,,,,,,,,,,,,
label,• Prior notice (minimum 2 (two) working days) to be given to Contract Administrator of intention to commence con,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All loose material, excess aggregate, dirt, clay, dust, oil, or any other deleterious substance has been removed from the surface to be primed.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5006(b),,,,,,,,,,,,
label,• WP5006-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,WP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.02 - Moisture content of surface to be primed.,,,,,,,,,,,,
label,Frequency: Immediately prior to application of primer.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The prepared surface is dry and the moisture content within the top 25 mm of the base material is 2% or more below the Modified Optimum Moisture Content.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-002 5007,,,,,,,,,,,,
label,Inspection/ Test Method: AS 1289.5.2.1,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.03 - Weather conditions.,,,,,,,,,,,,
label,Frequency: Immediately prior to application of primer.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The pavement temperature is in excess of 15°C and is likely to remain in excess of 15°C during the entire priming operation.,,,,,,,,,,,,
label,"• The surface is not moist or wet, it is not raining, and rain is not imminent.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-002 5008,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.04 - Temperature of primer.,,,,,,,,,,,,
label,Frequency: Immediately prior to the commencement of each spray run.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The temperature of the primer is at or above the temperatures specified below and has been recorded:,,,,,,,,,,,,
label,– AMC00: 10°C,,,,,,,,,,,,
label,– AMC0: 35°C,,,,,,,,,,,,
label,– AMC1: 60°C,,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-002 5010(a), Table 5010-1",,,,,,,,,,,,
label,Inspection/ Test Method: Thermometer,,,,,,,,,,,,
label,"Record of conformity: Spray run sheet, ITP",,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.05 - Spray nozzle check.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Upon filling or refilling the mechanical sprayer with primer and prior to commencing or recommencing spraying.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Spray nozzles are working correctly and distributing primer evenly when tested on an area other than the pavement to be primed.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-002 5010(a),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.06 - Marking up.,,,,,,,,,,,,
label,Frequency: Before each spray run.,,,,,,,,,,,,
label,Acceptance Criteria: The pavement to be primed has been marked with paint to indicate the line along which the sprayer will drive. ,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-002 5010(a),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,5.07 - Application rate: cutback primer.,,,,,,,,,,,,
label,Frequency: Each spray run.,,,,,,,,,,,,
label,"Acceptance Criteria: The application rate is 1.3 L/m2 of surface area, measured at 15°C.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5010(b)(c)(d), Table 5010-2, 5013(k)",,,,,,,,,,,,
label,• HP5010-1,,,,,,,,,,,,
label,Inspection/ Test Method: Sprayer dippings,,,,,,,,,,,,
label,Record of conformity: Certificates indicating binder application rate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,5.08 - Application and spread rates: primer seals.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• After each spray run and before the commencement of any subsequent spray run.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Dippings of the sprayer tank indicate an average application rate of primer on any spray run not less than 92.5% or more than 107.5% of the application rate specified in Note 2.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-002 5010(b)(c)(d), Table 5010-2, 5013(k)",,,,,,,,,,,,
label,• HP5010-1,,,,,,,,,,,,
label,Inspection/ Test Method: Sprayer dippings,,,,,,,,,,,,
label,Record of conformity: Certificates indicating binder application rate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,5.09 - Location of spray runs.,,,,,,,,,,,,
label,Frequency: Each spray run.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• The location and date of each spray run, together with the actual average application rate of primer, is recorded on a plan of the works and in as-built documentation.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-002 5013(l),,,,,,,,,,,,
label,Inspection/ Test Method: Document,,,,,,,,,,,,
label,Record of conformity: As-built documentation,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint-no-status,Notes,,,,,,,,,,,,
label,Note 1: Table 5003-5 Primer seal Aggregate Particle Size Distribution,,,,,,,,,,,,
label,Note 2: Table 5010-2 Primer Seal Spread Rates,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
