type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
section,3 Texturing,,,,,,,,,,,,
checkpoint,3.01 - Removal of asphalt from the existing asphalt surface by texturing to required depth.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of texturing in each work period and prior to the application of tack coat and asphalt paving. ,,,,,,,,,,,,
label,• Prior notice (60 minutes minumum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: Depth of asphalt removed not less than 7mm and not more than 12mm,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-001 3907(b),(f)",,,,,,,,,,,,
label,• HP3907-4,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.02 - Removal of asphalt from the existing asphalt surface by texturing to achieve sufficiently coarse texture.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of texturing in each work period and prior to the application of tack coat and asphalt paving. ,,,,,,,,,,,,
label,• Prior notice (60 minutes minumum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Textured surface is sufficiently coarse:,,,,,,,,,,,,
label,– Transverse spacing of deepest tooth cuts is 45mm (±15mm),,,,,,,,,,,,
label,– Longitudinal overlap of adjacent teeth of not more than 25% of the average length of two adjacent cuts,,,,,,,,,,,,
label,– No deviation >15mm under a 300mm straight-edge,,,,,,,,,,,,
label,– Irregular surface between deepest tooth cuts; at least one point between cuts deviates >5mm from the deepest point.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-001 3907(c),(f)",,,,,,,,,,,,
label,• HP3907-4,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.03 - Removal of asphalt from the existing asphalt surface by texturing to achieve a uniform surface.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of texturing in each work period and prior to the application of tack coat and asphalt paving.,,,,,,,,,,,,
label,• Prior notice (60 minutes minumum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Texture is uniform, continuous without steps or abrupt changes in grade, free draining apart from water retained in cuts and breaks of textured surface.",,,,,,,,,,,,
label,• There are no visible grooves and all existing pavement markings have been completely removed.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,"• GHD-DD-SPC-001 3907(c),(f)",,,,,,,,,,,,
label,• HP3907-4,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.04 - Removal of delaminated asphalt,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• In the event that asphalt that is delaminated or exhibits evidence of delamination or lack of bond to the underlying layer is observed in the work area after texturing.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All delaminated or debonded asphalt is profiled to a sufficient depth to remove all delaminated or poorly bonded asphalt, and patched with asphalt at least 40mm deep.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 3907(e),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.05 - Removal of cold planing and asphalt paving equipment from site.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,"• At the completion of texturing in areas open to aircraft operations between work periods, prior to the removal of cold planing and asphalt paving equipment from the work area.",,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Absence of any possible deficiencies, delaminations, poor asphalt or any deficiency that may present a risk to aircraft.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3904(b),,,,,,,,,,,,
label,• HP3904-3,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.06 - Reinstatement of pavement markings.,,,,,,,,,,,,
label,Frequency: At the completion of texturing in areas open to aircraft operations between work periods.,,,,,,,,,,,,
label,Acceptance Criteria: All removed pavement marking is reinstated as shown on the Drawings and specified Section 7100.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 3904(b),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,4 Profiling,,,,,,,,,,,,
checkpoint,4.01 - Removal of asphalt from existing asphalt surface by profiling to required depth.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of profiling in each work period and prior to the application of tack coat and asphalt paving.,,,,,,,,,,,,
label,• Prior notice (60 minutes minimum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Depth of asphalt removed not less than depth shown on Drawings and not more than depth shown on Drawings plus 10 mm.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3908(a)(b)(f),,,,,,,,,,,,
label,• HP3908-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.02 - Removal of asphalt from existing asphalt surface by profiling to achieve a uniform surface.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of profiling in each work period and prior to the application of tack coat and asphalt paving.,,,,,,,,,,,,
label,• Prior notice (60 minutes minimum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Surface is uniform, continuous without steps or abrupt changes in grade except at steps and edges of work, and free draining.",,,,,,,,,,,,
label,• There are no visible grooves and all existing pavement markings have been completely removed.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3908(c)(f),,,,,,,,,,,,
label,• HP3908-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.03 - Removal of asphalt from existing asphalt surface to produce neat cut edges.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of profiling in each work period and prior to the application of tack coat and asphalt paving.,,,,,,,,,,,,
label,• Prior notice (60 minutes minimum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,"Acceptance Criteria: Edges of cut are clean, not frayed and asphalt layer is not lifted.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3908(e)(f),,,,,,,,,,,,
label,• HP3908-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.04 - Removal of delaminated asphalt,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• In the event that asphalt that is delaminated or exhibits evidence of delamination or lack of bond to the underlying layer is observed in the work area after texturing.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• All delaminated or debonded asphalt is profiled to a sufficient depth to remove all delaminated or poorly bonded asphalt.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 3908(d),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,5 Milling,,,,,,,,,,,,
checkpoint,5.01 - Removal of asphalt from existing asphalt surfacing by milling to required depth.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of milling in each work period and prior to the application of tack coat and asphalt paving.,,,,,,,,,,,,
label,• Prior notice (60 minutes minimum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Depth of asphalt removed not less than depth shown on Drawings and not more than depth shown on Drawings plus 10 mm.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3909(a)(b)(f),,,,,,,,,,,,
label,• HP3909-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,5.02 - Removal of asphalt from existing asphalt surface by milling to achieve a uniform surface.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of milling in each work period and prior to the application of tack coat and asphalt paving.,,,,,,,,,,,,
label,• Prior notice (60 minutes minimum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Surface is uniform, continuous without steps or abrupt changes in grade except at steps and edges of work, and free draining.",,,,,,,,,,,,
label,• There are no visible grooves and all existing pavement markings have been completely removed.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3909(c)(f),,,,,,,,,,,,
label,• HP3909-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,5.03 - Removal of asphalt from existing asphalt surface to produce neat cut edges.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of milling in each work period and prior to the application of tack coat and asphalt paving.,,,,,,,,,,,,
label,• Prior notice (60 minutes minimum) of inspection to be given to the Contract Administrator.,,,,,,,,,,,,
label,"Acceptance Criteria: Edges of cut are clean, not frayed and asphalt layer is not lifted.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3909(e)(f),,,,,,,,,,,,
label,• HP3909-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,5.04 - Removal of delaminated asphalt,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• In the event that asphalt that is delaminated or exhibits evidence of delamination or lack of bond to the underlying layer is observed in the work area after texturing.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• All delaminated or debonded asphalt is milled to a sufficient depth to remove all delaminated or poorly bonded asphalt.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 3909(d),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,6 Cleaning of cold planed surfaces,,,,,,,,,,,,
checkpoint,6.01 - Commencement of cleaning of cold planed surfaces,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the commencement of cleaning of cold planed surfaces in each work period. Prior notice (30 minutes minimum) of commencement of cleaning to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: Witness the cleaning of the entire cold planed surface of asphalt.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3911,,,,,,,,,,,,
label,• WP3911-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,WP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,6.02 - Cleaning of cold planed surfaces,,,,,,,,,,,,
label,Frequency: At the completion of cleaning of cold planed surfaces.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Cold planed surface is free from all loose material; excess dust, water or slurry; and pieces of milled asphalt.",,,,,,,,,,,,
label,"• Cutting residue fully removed from the recesses in the surface, in corners and at the edges of the cut.",,,,,,,,,,,,
label,"• Areas of oil or fuel spillage cleaned with detergent, flushed with water and dried.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3911,,,,,,,,,,,,
label,• HP3911-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
section,7 Survey of cold planed surfaces,,,,,,,,,,,,
checkpoint,7.01 - Survey of cold planed surfaces,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Progressively as cold planing work is completed in the work period.,,,,,,,,,,,,
label,• Prior notice (30 minutes minimum) of commencement of survey to be given to the Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Compacted thickness of asphalt at each survey grid point location is calculated and inputted into computer controlled thickness control device on the asphalt spreader.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 3913,,,,,,,,,,,,
label,• HP3913-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
