type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - S,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Survey Report,,,,,,,,,,,,,
checkpoint,3.2 Concrete lines primed and in good order,,,,,,,,,,,,,
label,Ref docs - Wagstaff WP-MS-09.3.07 [Cl 6.2.1],,,,,,,,,,,,,
label,Acceptance criteria - Inspect concrete liners have no damage and are primed correctly.,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - S,,,,,,,,,,,,,
checkpoint,3.3 Excavation of bore hole,,,,,,,,,,,,,
label,Ref docs - Spec. 0003 Piling [Cl 3.3] Drawings ,,,,,,,,,,,,,
label,Acceptance criteria - Verify: (via Pile Rig),,,,,,,,,,,,,
label,– Inclination. +/- 4%,,,,,,,,,,,,,
label,– Diameter: 900mm,,,,,,,,,,,,,
label,– Depth: Refer to drawings for min. depth into socket material,,,,,,,,,,,,,
label,"– The tolerances on the level of the bottom of the piles shall be +0, -100mm from the RL nominated on the drawings or as directed by the Superintendent",,,,,,,,,,,,,
label,– Length of pile/pile liner shall not be less than total length shown on drawings,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - S,,,,,,,,,,,,,
label,SHL Key - W,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Pile Log Sheets,,,,,,,,,,,,,
checkpoint,3.4 Excavation conformance,,,,,,,,,,,,,
label,Ref docs - Drawings,,,,,,,,,,,,,
label,Acceptance criteria - Check dimensions and cover are within tolerance refer to below conformance check section for details. Correct toe level as per plan. Material encountered consistent with design. Softened soil shall be removed from the bottom of the drill holes.,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - S,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Pile Log Sheets,,,,,,,,,,,,,
checkpoint,3.5 Examination of borehole,,,,,,,,,,,,,
label,Ref docs - Spec. 0003 Piling [Cl 3.4],,,,,,,,,,,,,
label,"Acceptance criteria - Boreholes excavations shall be inspected as the work proceeds. When the founding level as shown on the drawings or as otherwise directed has been reached, each hole will be subject to a visual examination (or other methods of examination) by a Geotechnical Engineer appointed by the superintendent.",,,,,,,,,,,,,
label,○ The Geotechnical Engineer will advise whether a satisfactory founding level exist or whether further excavation is required.,,,,,,,,,,,,,
label,HOLD POINT,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,
label,UGL Key - H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Geotechnical Engineer Sign Off Sheets,,,,,,,,,,,,,
bool,Pile Log Sheets,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,
checkpoint,3.6 Concrete supply,,,,,,,,,,,,,
label,Ref docs - Spec. 0003 Piling [3.9],,,,,,,,,,,,,
label,Acceptance criteria - Verify: ,,,,,,,,,,,,,
label,○ Concrete mix,,,,,,,,,,,,,
label,– 40 MPa 10mm 220mm TREMMIE [N545526],,,,,,,,,,,,,
label,– 65 MPa 10mm 220mm TREMMIE [N876626],,,,,,,,,,,,,
label,○ A concrete delivery docket to be supplied with each batch delivered.,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - W,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Material dockets,,,,,,,,,,,,,
bool,Concrete Pour Records ,,,,,,,,,,,,,
checkpoint,3.7 Concrete Sampling,,,,,,,,,,,,,
label,"Ref docs - Spec. 0003 Piling [3.9], Spec  0002 Concrete Supply, Construction and Grouting [10.2.3]",,,,,,,,,,,,,
label,Acceptance criteria - The nominal rate of sampling shall be taken after the concrete has been discharged at site prior to handling:,,,,,,,,,,,,,
label,(a) Compressive strength (1 x 7 day and 2 x 28 day cylinders): One set per pour or as otherwise directed by Superintendent;,,,,,,,,,,,,,
label,(b) Slump: One per batch of concrete,,,,,,,,,,,,,
label,○ Acceptance Testing shall be done at a NATA registered laboratory,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - W,,,,,,,,,,,,,
checkpoint,3.8 Concrete Placement,,,,,,,,,,,,,
label,Ref docs - Spec. 0003 Piling [3.9],,,,,,,,,,,,,
label,Acceptance criteria -  All concrete shall be placed continuously and in the dry so as to ensure the exclusion of all harmful materials and provide a well-formed dense unit of full cross-section without voids or segregation.,,,,,,,,,,,,,
label,○ All concrete shall be placed by approved methods to limit free fall of concrete to a maximum of 3.0m,,,,,,,,,,,,,
label,○ Top of 3m of concrete shall be well compacted with a high-capacity vibrator with a min. diameter of 50mm,,,,,,,,,,,,,
label,Notice: 1 working day prior to placing concrete for test pile,,,,,,,,,,,,,
label,WITNESS POINT,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - W,,,,,,,,,,,,,
label,SHL Key - W,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Concrete Pour Records,,,,,,,,,,,,,
checkpoint,3.9 Concrete testing,,,,,,,,,,,,,
label,Ref docs - Drawings,,,,,,,,,,,,,
label,Acceptance criteria - Concrete test reports achieve design requirements,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - S,,,,,,,,,,,,,
label,SHL Key - R,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Test reports,,,,,,,,,,,,,
checkpoint,3.10 Placement of reinforcement cage.,,,,,,,,,,,,,
label,"Ref docs - Spec. 0003 Piling [Cl. 3.2.2, 3.8] Drawings",,,,,,,,,,,,,
label,Acceptance criteria - Ensure that cage is clean and straight. Plunge the cage centrally to pile hole and ensure spacers are attached at correct locations.,,,,,,,,,,,,,
label,○ Reinforcement cages and embedment to conform with drawings and specification.,,,,,,,,,,,,,
label,○ Notice: 1 working day prior to installation of each pile,,,,,,,,,,,,,
label,WITNESS POINT,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - W,,,,,,,,,,,,,
label,SHL Key - W,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Pile Log Sheets,,,,,,,,,,,,,
checkpoint,3.11 Concrete RL and depth,,,,,,,,,,,,,
label,Ref docs - Drawings,,,,,,,,,,,,,
label,"Acceptance criteria - Bored piers depth, size, position and concrete RL as per the Piling Pile Log Sheet and Drawings.",,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,
label,UGL Key - S,,,,,,,,,,,,,
label,SHL Key - R,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Pile Log Sheets,,,,,,,,,,,,,
section,4.0 Integrity Testing - Dynamic,,,,,,,,,,,,,
checkpoint,4.1 Pile Testing ,,,,,,,,,,,,,
label,"Ref docs - AS 2159:2009, Spec. 0003 Piling [Cl 3.13 (5)], WP-MS-09.3.30 Low Strain Dynamic Testing ",,,,,,,,,,,,,
label,Acceptance criteria - Minimum 5% sample size,,,,,,,,,,,,,
label,○ Pile Integrity testing (PIT) as per Wagstaff Procedure WP-MS-09.3.30 Low Strain Dynamic Testing.,,,,,,,,,,,,,
label,○ Notice – 3 working days to commence testing,,,,,,,,,,,,,
label,HOLD POINT,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,
label,UGL Key - H,,,,,,,,,,,,,
label,SHL Key - R,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,Integrity Test Reports,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,
section,5.0 Conformance check,,,,,,,,,,,,,
checkpoint,5.1 Survey,,,,,,,,,,,,,
label,Ref docs - Spec. 0003 Piling [3.10],,,,,,,,,,,,,
label,Acceptance criteria - All piles shall be constructed within the tolerance specified below:,,,,,,,,,,,,,
label,○ The centreline at the top of the piles shall be within 50mm of the specified position,,,,,,,,,,,,,
label,○ The inclination of the pile shaft shall be within ± 4% of the nominated inclination,,,,,,,,,,,,,
label,○ The tolerance on the level of the top of the piles shall be ± 10mm,,,,,,,,,,,,,
label,"○ The tolerances on the level of the bottom of the piles shall be +0, -100mm from the RL nominated on the drawings or as directed by the Superintendent",,,,,,,,,,,,,
label,○ Piles shall be constructed to the minimum diameters specified on the drawings,,,,,,,,,,,,,
label,○ Length of pile/pile liner shall not be less than total length shown on drawings,,,,,,,,,,,,,
label,○ Maximum bow of pile shall be 0.1% of length,,,,,,,,,,,,,
label,○ The projection of the pile cage bars above the cut-off shall be ± 25mm from the nominated level,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,
label,UGL Key - H,,,,,,,,,,,,,
label,SHL Key - H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,,,,
bool,As-Built Surveys,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,
checkpoint,5.2 Acceptance and closure of non-conforming items,,,,,,,,,,,,,
label,Ref docs - Spec. 0161 Quality [CL 3.8],,,,,,,,,,,,,
label,Acceptance criteria - NCRs to be opened for non-conforming items and closed prior to closing construction lot.,,,,,,,,,,,,,
label,HOLD POINT,,,,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,
label,UGL Key - H,,,,,,,,,,,,,
label,SHL Key - H,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,
