type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,• HP5113-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: Daily plant inspection verification checklist,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,2.03 - Weather conditions.,,,,,,,,,,,,
label,Frequency: Prior to the commencement of asphalt placement works in each work period.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Surface to be paved is essentially dry and free from surface water.,,,,,,,,,,,,
label,• It is not raining and no rain is imminent.,,,,,,,,,,,,
label,• The surface temperature is at or above the minimum specified in Note 1.,,,,,,,,,,,,
label,"• If the surface temperature is <15°C, the layer thickness is <30 mm or the winde speed is >20 knots, the cold weather paving plan has been implemented.",,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-001 5115, Table 5115-1",,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.04 - Surface preparation.,,,,,,,,,,,,
label,Frequency: Immediately before applying tack coat.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• All loose and foreign materials have been removed from the surface to be paved to a distance of approximately 300 mm beyond the edge of the area.,,,,,,,,,,,,
label,• Any areas of oil or fuel spillage have been cleaned with detergent and flushed with clean water.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5118,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.05 - Tack coating.,,,,,,,,,,,,
label,Frequency: Prior to the commencement of asphalt placement in each work period.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• A uniform cover of tack coat has been applied to all existing surfaces on or against which asphalt is to be placed, unless the surface is freshly placed asphalt not greater than 3 days old.",,,,,,,,,,,,
label,• Any vertical faces and edges have received 2 full applications.,,,,,,,,,,,,
label,• The residual bitumen is within the range 0.15-0.25 L/m2 and at least 80% of the surface has turned from brown to black. Any pooled tack coat has been brushed out prior to breaking.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5119,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.06 - Commencement of paving.,,,,,,,,,,,,
label,Frequency: Prior to the commencement of asphalt placement in each work period.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• All necessary surface preparation and treatments within the paving lane and adjacent paving lane have been completed and inspected by Contract Administrator.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5120(a),,,,,,,,,,,,
label,• HP5120-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,2.07 - Longitudinal joints.,,,,,,,,,,,,
label,Frequency: During asphalt placement works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Cold joints are kept to a minimum. ,,,,,,,,,,,,
label,"• All joints are smooth, true, dense, free from segregation and have the same texture and smoothness as elsewhere on the finished surface.",,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-001 5120(d), 5122(a), 5124(e)",,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.08 - Delivery of asphalt.,,,,,,,,,,,,
label,Frequency: Each load of asphalt delivered to site.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Asphalt temperature is ≥165°C for PMB or  ≥150°C for residual C320 at point of delivery to paver.,,,,,,,,,,,,
label,"• Load does not contain cold unworkabout material, is not contaminated with foreign material and has not been wetted by rain.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5117(c) Table 5117-1,,,,,,,,,,,,
label,"Inspection/ Test Method: Inspection, infrared thermometer",,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.09 - Layer thickness.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• During asphalt placement works at intervals not exceeding 10 m (except at the commencement of transverse joints where the interval must be not less than 5 m).,,,,,,,,,,,,
label,Acceptance Criteria: Thickness of asphalt layer conforms to asphalt thickness on drawings or specifications.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5120(b),,,,,,,,,,,,
label,Inspection/ Test Method: Dipstick and ruler,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Asphalt Foreman,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.10 - Compaction with vibratory steel wheel roller.,,,,,,,,,,,,
label,Frequency: During asphalt placement works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The temperature of the asphalt mat is ≥125°C for PMB or ≥95°C for residual C320 at the commencement of rolling with steel drum roller.,,,,,,,,,,,,
label,• Rolling is conducted as per defined rolled rolling pattern. The number of roller passes applied to each paving run has been recorded.,,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-001 5121(b), Table 5121-1",,,,,,,,,,,,
label,Inspection/ Test Method: Infrared thermometer,,,,,,,,,,,,
label,"Record of conformity: Shift report, ITP",,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.11 - Compaction with pneumatic tyred roller.,,,,,,,,,,,,
label,Frequency: During asphalt placement works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Six (6) roller passes are completed prior to the temperature of the asphalt mat falling below 115°C for PMB or 70°C for residual C320.,,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-001 5121(b), 5121(f) Table 5121-1",,,,,,,,,,,,
label,Inspection/ Test Method: Infrared thermometer,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.12 - Finished layer thickness.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• As soon as possible or within one working day after the completion of asphalt placement works in each work period and prior to the next work period following completion of the course. ,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• The average thickness of a nominal thickness layer is not more than 10% above or 6% below that specified, and has no part less than 85% of the specified thickness.",,,,,,,,,,,,
label,• The thickness of a variable thickness course complies with the specified finished surface levels.,,,,,,,,,,,,
label,• The average compacted layer thickness of a minimum of 4 cores is within the accepted range of: ,,,,,,,,,,,,
label,"– Minimum of 40 mm and maximum of 85 mm for 14mm NMS asphalt, or",,,,,,,,,,,,
label,– Minimum of 75 mm and maximum of 110 mm for 20mm NMS asphalt.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5124(b),,,,,,,,,,,,
label,• HP5132-1,,,,,,,,,,,,
label,Inspection/ Test Method: AS 2891.1.2,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificate,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,2.13 - Finished surface level.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• As soon as possible after the completion of asphalt placement works in each work period and prior to the next work period following completion of the course.,,,,,,,,,,,,
label,• Record of finished surface levels to be submitted to Contract Administrator within one (1) working day of the completion of the level survey.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• The finished surface coincides with the surface of abutting pavements, except where rolled over edges are specified.",,,,,,,,,,,,
label,• The finished surface level is not more than 7 mm above and 5 mm below the design finished surface levels shown on the Drawings.,,,,,,,,,,,,
label,• The absolute difference between the design surface level and the final surface level between two adjacent survey points in the longitudinal direction is not be more than 7 mm. ,,,,,,,,,,,,
label,• A compliance rate of 97.5% of all the survey points has been achieved and no deviation in excess of 10 mm has been measured.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5124(b),,,,,,,,,,,,
label,"• HP5124-1, HP5132-2",,,,,,,,,,,,
label,Inspection/ Test Method: Inspection and survey,,,,,,,,,,,,
label,Record of conformity: Record of finished surface levels,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,2.14 - Surface smoothness.,,,,,,,,,,,,
label,Frequency: After completion of compaction of asphalt with a pneumatic tyred roller and prior to back rolling.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• The finished surface of all asphalt surfacing courses does not deviate from the testing edge of an approved 3.5 m straight edge by more than 3 mm (longitudinally) and 5 mm (transversely) on aircraft pavements, and 5 mm (longitudinally) and 7 mm (transversely) on shoulders.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5124(c),,,,,,,,,,,,
label,• HP5132-3,,,,,,,,,,,,
label,Inspection/ Test Method: Straight edge,,,,,,,,,,,,
label,Record of conformity: Record of location and extent of any surface irregularities,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,2.15 - Finished surface appearance.,,,,,,,,,,,,
label,Frequency: As soon as possible after the completion of asphalt placement works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• The finished surface is free from roller marks, vertical discontinuities, dragged areas, cracks, segregation, open textured patches and has a tightly bonded closed surface of uniform appearance.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5124(d),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,"Record of conformity: Shift report, ITP",,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.16 - Pavement cleaning.,,,,,,,,,,,,
label,Frequency: Not less than 60 minutes prior to the scheduled time for opening pavements to aircraft operations.,,,,,,,,,,,,
label,Acceptance Criteria: Pavement surfaces are completely free of all loose material.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5126,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,3 Compaction Testing,,,,,,,,,,,,
checkpoint,3.01 - Extraction of cores.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,"• At the completion of asphalt placement works, after the asphalt has cooled to ambient temperature throughout and not more than 24 hours after the lot was constructed.",,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• From each lot of aircraft pavement, cores are cut at a rate of not less than one core per 500 m2 or a minimum of 6 cores within lanes (whichever yields the greater number of cores) and not less than one core every 150 m of joint, or a minimum of 4 cores on joints (whichever yields the greater number of cores).",,,,,,,,,,,,
label,• Cores are not less than 100 mm diameter and are cut from the finished lot after the asphalt has cooled to ambient temperature and not more than 24 hours after construction.,,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-001 5111(c), 5132(b)",,,,,,,,,,,,
label,"Inspection/ Test Method: AS 2891.1.2, AS 1289.1.4.2",,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.02 - Repair of core holes.,,,,,,,,,,,,
label,Frequency: At the completion of core extraction.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All debris, slurry and water has been removed from the core hole and the core walls and floor are completely dry prior to reinstatement.",,,,,,,,,,,,
label,"• Tack coat has been applied to the walls and floor of core hole, and the hole reinstated with hot mix asphalt approved for use in this project and placed and compacted in lifts not more than 50 mm compacted thickness.",,,,,,,,,,,,
label,• The filled hole is flush to the surrounding pavement surface.,,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-001 5111(c), 5132(b)",,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.03 - Compaction testing.,,,,,,,,,,,,
label,Frequency: Within 24 hours after the construction of the lot.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Characteristic value of air voids are within the range of:,,,,,,,,,,,,
label,"– Surfacing layers: 3.0-6.5% inclusive for mat and 3.0-8.0% inclusive for joints, or",,,,,,,,,,,,
label,– Base layers: 3.0-7.0% inclusive for mat.,,,,,,,,,,,,
label,"Reference Documents: GHD-DD-SPC-001 5111(c), 5121(c), 5132(c)(d)",,,,,,,,,,,,
label,Inspection/ Test Method: AS 2891.14.2 (mat locations) or AS 2891.9.2 (joint locations),,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificates,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint-no-status,Notes,,,,,,,,,,,,
label,Note 1: Table 5115-1 Minimum Surface Temperature for Asphalt Placement,,,,,,,,,,,,
label,---------------------------------------------------------------------------------------------,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,
label,Target layer thickness (mm) || Minimum surface temperature for asphalt placement (°C),,,,,,,,,,,,
label,C320 and M1000/320 multigrade bitumen :: Polymer modified bitumen,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,
label,< 30 mm || 20°C :: Specific procedures and an additional roller required regardless of pavement temperature,,,,,,,,,,,,
label,35 mm || 10°C :: Specific procedures and an additional roller required regardless of pavement temperature,,,,,,,,,,,,
label,40 mm || 2°C :: 20°C,,,,,,,,,,,,
label,40 mm || 2°C :: 20°C,,,,,,,,,,,,
label,45 mm || 2°C :: 10°C,,,,,,,,,,,,
label,≥ 50 mm || 2°C :: 2°C,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – –,,,,,,,,,,,,
label,---------------------------------------------------------------------------------------------,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
