resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G14C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G12C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G9C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G16C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G18C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G20C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,SE - Wing,,,,,,,,,
,step,,,,,,,,G21C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G23C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G25C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G34C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G21C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G38C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G40C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G39C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G37C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G36C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G35C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G33C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G32C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G30C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G28C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G27C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G29C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G31C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G26C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G24C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G24C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,G22C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,Level 1,,,,,,,,,,,
,step,,,,,,Common Areas,,,,,,,,,,
,step,,,,,,,Stair,,,,,,,,,
,step,,,,,,,,Stair 1,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 2,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 3,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 4,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 5,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 6,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Stair 7,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Lift,,,,,,,,,
,step,,,,,,,,Lift 1 & 2,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lift 3,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lift 4,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lift 5,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Laundry - North,,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,Cork/ Soundproofing,,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,Waterproofing,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Tiling,,,,,,,,
,step,,,,,,,Laundry - South,,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,Cork/ Soundproofing,,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,Waterproofing,,,,,,,,
POST - S - Tiling,checklist,,,,,,,,Tiling,,,,,,,,
,step,,,,,,,Care Center,,,,,,,,,
,step,,,,,,,,ACC WC - South,,,,,,,,
,step,,,,,,,,,Toilet/WC ,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,AC WC - North,,,,,,,,
,step,,,,,,,,,Toilet/WC,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,Treatment Room,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Dining/Lounge,,,,,,,,,
,step,,,,,,,,Dining  - Sluice ,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Lounge - Fireplace ,,,,,,,,
,step,,,,,,,,,Fireplace Hearth,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Fireplace Front,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,,Waterproofing,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,Service Areas,,,,,,,,,,
,step,,,,,,,Cleaner Rooms,,,,,,,,,
,step,,,,,,,,Cleaner Room - NE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Cleaner Room - SE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,Sluice Rooms,,,,,,,,,
,step,,,,,,,,Sluice Room - NE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,,,Sluice Room - SE Wing,,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,Cork/ Soundproofing,,,,,,,
POST - S - Waterproofing,checklist,,,,,,,,,Waterproofing,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,Tiling,,,,,,,
,step,,,,,,Apartments,,,,,,,,,,
,step,,,,,,,NW - Wing,,,,,,,,,
,step,,,,,,,,160A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,159A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,, 157A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,151A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,152A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,153A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,154A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,155A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,156A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,158A,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
Post - S - Screeding ,checklist,,,,,,,,,,Screeding,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,NE - Wing,,,,,,,,,
,step,,,,,,,,119C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,117C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,115C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,106C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,104C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,102C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,101C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,103C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,105C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,107C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,108C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,110C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,111C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,113C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
POST - S - Cork/ Soundproofing,checklist,,,,,,,,,,Cork/ Soundproofing,,,,,,
POST - S - Internal Waterproofing & Tiling - Bathrooms & WC,checklist,,,,,,,,,,Internal Waterproofing & Tiling - Bathrooms & WC,,,,,,
,step,,,,,,,,114C,,,,,,,,
,step,,,,,,,,,Kitchen,,,,,,,
POST - S - Tiling,checklist,,,,,,,,,,Tiling,,,,,,
,step,,,,,,,,,Bathroom,,,,,,,
