type,name,values,prefix,postfix,usage count,user addable,template name,,,
checkpoint,Components installed in the locations and in accordance with the details as shown on the drawings,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.1,,,,,,,,,
checkpoint,Excavations completed as per MRTS04,,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Visual, MRTS04 ITP",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,"Reference - MRTS03 Cl12.3.1, MRTS04",,,,,,,,,
checkpoint,Foundation bedding and Haunch zone material placed in Accordance with MRTS04,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.2,,,,,,,,,
checkpoint,Components are assembled as per manufaturers specifications,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.3,,,,,,,,,
checkpoint,"If Possible, Contruction commenced at outlet Ends of components free from foreign matter",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.4,,,,,,,,,
checkpoint,Placed with external groove or spigot end facing outlet with minimum of 50mm bedding material,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.5,,,,,,,,,
checkpoint,"Pipes laid with the word 'TOP', where marked, or lifting hole facing the top. Lifting holes plugged after the pipe is installed.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.5,,,,,,,,,
checkpoint,"CCTV inspection undertaken, report submitted and accepted by administrator.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Hold Point 3,,,,,,,,,
label,Reference - MRTS03 Cl11.3.5,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,"Where RCP's are required to be cut, the cut surface shall be given two coats of a surface tolerant epoxy.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl. 11.3.9,,,,,,,,,
checkpoint,Backfilling of culverts shall be carried out in accordance with Clauses 15 and 20 of MRTS04,,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Visual, MRTS04 ITP",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl. 11.3.10,,,,,,,,,
checkpoint,Backfilling of culverts shall not commence until all the conformance and As Constructed Survey requirements have been met.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Hold Point 4,,,,,,,,,
label,Reference - MRTS03 Cl. 11.3.10,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,Survey Requirements: All points (inlets and outlets) shown on the drawings.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03.1 Cl. 1,,,,,,,,,
checkpoint,Final Verification,,,,,,,,,
label,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
label,Client Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
holdpoint,Signature,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,03.05 - Supply and Installation of Precast Box Culverts,itp,,,,,03.05 - Supply and Installation of Precast Box Culverts,,,
section,Details,,,,,,,,,
checkpoint,Contractor shall set out installation as shown on the drawings. The Administrator will determine the design appropriateness of the set out with regard to the actual site conditions.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Hold Point 1,,,,,,,,,
label,Reference - MRTS01 Cl. 8,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,"Concrete Pipe culvert components comply with MRTS25/26, Box Culverts Comply with MRTS24",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Manufacture and Test Certificates,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,"Reference - MRTS03 Cl10.2, MRTS25, MRTS26, MRTS24",,,,,,,,,
checkpoint,"Component size, wall thickness and class is as specified in the drawings",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.2,,,,,,,,,
checkpoint,"Procedure for excavation, installation and backfill submitted 14 days prior to works.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Written,,,,,,,,,
label,Check Item - Milestone,,,,,,,,,
label,Reference - MRTS03 Cl11.3.1,,,,,,,,,
checkpoint,Culvert Construction Procedures accepted prior to commencement of Installation,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Written,,,,,,,,,
label,Check Item - Hold Point 2,,,,,,,,,
label,Reference - MRTS03 Cl11.3.1,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,Components installed in the locations and in accordance with the details as shown on the drawings,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.1,,,,,,,,,
checkpoint,Excavations completed as per MRTS04,,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Visual, MRTS04 ITP",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl12.3.1,,,,,,,,,
checkpoint,"Where material on or against which culvert bases are to be constructed is other than rock, the material is compacted as per bottom of excavations in accordance with MRTS04 General Earthworks.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl14.3.1,,,,,,,,,
checkpoint,"Cast in-situ concrete bases, footings, infill floors and box culverts constructed without a foundation bedding unless specified otherwise in the drawings",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl14.3.1,,,,,,,,,
checkpoint,"Construction of bases, footings, infill floors and box culverts include the construction of nibs and integral cut-off walls",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl14.3.1,,,,,,,,,
checkpoint,Components are assembled as per manufaturers specifications,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.3,,,,,,,,,
checkpoint,"If Possible, Contruction commenced at outlet, Ends of components free from foreign matter",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.4,,,,,,,,,
checkpoint,Box culverts installed in accordance with Standard Drawings 1250 and 1260 or project drawings.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.6,,,,,,,,,
checkpoint,"Holding down anchors installed to retain the units, where specified, as per the details on STD DWG 1250 and 1260.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.6,,,,,,,,,
checkpoint,"Where spanning slabs are installed, locating dowels installed in the tops of the units and the spanning slabs seated on continuous cement mortar pads on the adjacent unit.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.6,,,,,,,,,
checkpoint,"In multiple cell culverts, the gaps between the lines of installed cells shall be a minimum of 40mm wide and filled with 1:10 leanmix with max 10mm aggregate.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.6,,,,,,,,,
checkpoint,"Where spanning slabs are installed, the space between the slabs is filled with lean mix concrete.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.6,,,,,,,,,
checkpoint,Lean mix backfill cured for 24 hours before any other backfill material is placed over the culvert.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl11.3.6,,,,,,,,,
checkpoint,Backfilling of culverts shall be carried out in accordance with Clauses 15 and 20 of MRTS04,,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Visual, MRTS04 ITP",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl. 11.3.10,,,,,,,,,
checkpoint,Backfilling of culverts shall not commence until all the conformance and As Constructed Survey requirements have been met.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Hold Point 4,,,,,,,,,
label,Reference - MRTS03 Cl. 11.3.10,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,Survey Requirements: All points (inlets and outlets) shown on the drawings.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03.1 Cl. 1,,,,,,,,,
checkpoint,Final Verification,,,,,,,,,
label,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
label,Client Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
holdpoint,Signature,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,03.03 - Culvert Component/End Structure Insitu Cast,itp,,,,,03.03 - Culvert Component/End Structure Insitu Cast,,,
section,Details,,,,,,,,,
checkpoint,"Concrete Conforms with Cl 6.1 (MRTS 70), Concrete Mortar conforms to Cl6.2, Steel Reinforcing conforms to MRTS71, Rock Masonry conforms to Cl33, Grouted Rock Pitching complies with Cl 34, Steel Wire Matresses comply with Cl 37",,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Visual, MRTS70 ITP",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,"Reference - MRTS03 Cl 14.2, Cl 15.2, Cl16.2",,,,,,,,,
checkpoint,"Cast-in-situ end structures such as headwalls, wingwalls, aprons and kerbs to culverts constructed in the locations specified on the project drawings and comply with standard drawings 1304, 1305 for pipe culverts and 1240, 1250 & 1260 for box culverts as applicable",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 15.3,,,,,,,,,
checkpoint,"Where material on or against which culvert bases are to be constructed is other than rock, the material is compacted as per bottom of excavations in accordance with MRTS04 General Earthworks.",,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Visual, ITP",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 15.3,,,,,,,,,
checkpoint,"Endwalls, wingwalls and concrete aprons constructed without a foundation bedding unless specified otherwise in the drawings.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 15.3,,,,,,,,,
checkpoint,Endwalls and wingwalls seperated with an expansion gap unless otherwise specified on the drawings.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 15.3,,,,,,,,,
checkpoint,"Construction of culvert base, walls or endwalls shall include the construction of integral nib or cutoff walls where relevant",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,"Reference - MRTS03 Cl 17.3, Cl 18.3",,,,,,,,,
checkpoint,Final Verification,,,,,,,,,
label,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
label,Client Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
holdpoint,Signature,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,03.04 - Pre Cast End Structure,itp,,,,,03.04 - Pre Cast End Structure,,,
section,Details,,,,,,,,,
checkpoint,"Precast end structure conforms to Cl6.6, Concrete Mortar conforms to Cl6.2",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 16.2,,,,,,,,,
checkpoint,Constructed in the locations specified on the project drawings,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 16.3,,,,,,,,,
checkpoint,"Where material on or against which end structures are to be constructed is other than rock, the material is compacted as per bottom of excavations in accordance with MRTS04 General Earthworks.",,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Visual, ITP",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 16.3,,,,,,,,,
checkpoint,End Structures laid on foundation bedding which provides continuous even support,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 16.3,,,,,,,,,
checkpoint,Joints between end structure and culvert in addition to any holes and recesses are filled with cement mortar and finished smooth and uniform and cured for 48hrs,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 16.3,,,,,,,,,
checkpoint,Backfilling operations not undertaken during curing period and complies with MRTS04,,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Visual, ITP",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 16.3,,,,,,,,,
checkpoint,Geometrics All points for which levels are shown on the drawings,,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Horizontal: ±100mm, Vertical Invert: ±10mm",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03.1 Cl. 1,,,,,,,,,
checkpoint,Final Verification,,,,,,,,,
label,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
label,Client Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
holdpoint,Signature,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,03.20 - Kerb - Cast Insitu/Extruded,itp,,,,,03.20 - Kerb - Cast Insitu/Extruded,,,
section,Details,,,,,,,,,
checkpoint,Supplied Concrete complies with MRTS70/71. MRTS70 and MRTS71 ITP completed.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - ITP 70.01,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 18.2,,,,,,,,,
checkpoint,Cast-in-place concrete kerb / channel constructed in the locations shown on the Drawings and in accordance with the details shown on Standard Drawings (1033),,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl18.3,,,,,,,,,
checkpoint,Excavations / foundation preparation in accordance with the requirements of MRTS04 General Earthworks. The ground surface moistened just prior to placing concrete.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl18.3,,,,,,,,,
checkpoint,Exposed surfaces of manually placed concrete to be steel-trowel finished.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl18.3,,,,,,,,,
checkpoint,Expansion Joints shall be installed at regular intervals not exceeding 20m. The joints shall have a compressible packing with maximum thickness of 6mm covering the full cross section.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl18.3,,,,,,,,,
checkpoint,Contraction Joints shall be installed at regular intervals not exceeding 5m. They shall be constructed be forming grooves 40mm deep and not more that 6mm wide.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl18.3,,,,,,,,,
checkpoint,Concrete shall be cured at least 7 days before any other roadworks operations are carried out adjacent to the kerb / channel.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl18.3,,,,,,,,,
checkpoint,The Horizontal and Vertical alignments shall vary by no more than ±10mm from those specified. Alignments exhibit smooth lines. Overall dimensions are at least equal to that shown on the Drawings.,,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - ±10mm from Drawings, 1 test per 10m (invert levels)",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl18.4,,,,,,,,,
checkpoint,WATER TEST: (on channels where the longitudinal grade is less than 1%). The test carried out as soon as possible after the concrete in the channel has hardened and water shall not pond to a depth of more than 5mm,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Witness Point,,,,,,,,,
label,Reference - MRTS03 Cl18.5,,,,,,,,,
checkpoint,Final Verification,,,,,,,,,
label,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
label,Client Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
holdpoint,Signature,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,03.27 - Subsoil Drains,itp,,,,,03.27 - Subsoil Drains,,,
section,Details,,,,,,,,,
checkpoint,"Subsoil Drains constructed to appropriate dimensions, Geotextile surround and Pipe perforated with textile suround (Inspect trench prior to backfill)",,,,,,,,,
label,"Acceptance Criteria and Frequency (Project Specific) - Type B: 700x300mm Trench, 100mm Pipe - 50mm off base",,,,,,,,,
label,"○ Type D: 100mm Wide Trench, 40mm Strip Drain",,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Fig 22.1,,,,,,,,,
checkpoint,Type B subsoil drains backfilled with either 10mm/20mm drainage agregate or 20mm no fines concrete. Type D subsoil drains backfilled with either course sand or 20mm no fines concrete.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl22.2.5,,,,,,,,,
checkpoint,Minimum cover over strip filter drains comply with Table 22.3.1 of MRTS03 for the relevant compactor size used for construction.,,,,,,,,,
label,○ Hand Held Unit - 100mm,,,,,,,,,
label,○ < 15 tonnes - 200mm,,,,,,,,,
label,○ > 15 tonnes - 300mm,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl22.3,,,,,,,,,
checkpoint,Minimum grades for subsoil drains comply with Table 22.3.2 of MRTS03. ,,,,,,,,,
label,○ Type B - 0.5%,,,,,,,,,
label,○ Type D - 1.0%,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl22.3,,,,,,,,,
checkpoint,Clean outs installed at head of all subsoil drains and at 60m intervals (Type B - pipe drain) / 50m (Type D - strip drain). Clean outs in accordance with standard drawing 1116,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl22.3 TMR SD 1116,,,,,,,,,
checkpoint,Backfill material dampened when placed in trench. Placed in 200mm layers and tamped.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) -,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl22.3,,,,,,,,,
checkpoint,"Concrete outlets, surrounds ,chicken wire cones, pest proof flaps, cast iron/PVC caps, rock pitching in accordance with standard drawings.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl22.3 TMR SD 1116,,,,,,,,,
checkpoint,Marker posts installed where and when required as shown in the project drawings or standard drawings.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl22.3 TMR SD 1116,,,,,,,,,
checkpoint,Subsoil Drains Flushed when complete until outlet water is clean and flows consistently,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Witness Point 4,,,,,,,,,
label,Reference - MRTS03 Cl22.3,,,,,,,,,
checkpoint,Final Verification,,,,,,,,,
label,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
label,Client Verify that the Above has been Constructed according to Specification,,,,,,,,,
textbox,Print Name:,,,,,,,,,
date,Date:,,,,,,,,,
holdpoint,Signature,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,03.28 - Sheet or Strip Filter Drains,itp,,,,,03.28 - Sheet or Strip Filter Drains,,,
section,Details,,,,,,,,,
checkpoint,"Sheet filter drains shall be a suitable proprietary product, compromising a plastic core of thickness not less than 18mm, encased by a non-woven geotextile which complies with MRTS27 Geotextiles.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 23.2,,,,,,,,,
checkpoint,"Strip filter drains shall be a suitable proprietary product, compromising a plastic core of thickness not less than 40mm, designed to allow the drainage of water along the drain and encased by a non-woven geotextile which complies with MRTS27 Geotextiles.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 23.2,,,,,,,,,
checkpoint,"The plastic core shall permit the passage of high water flows, and shall have a crush strength not less than 200kPa",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 23.2,,,,,,,,,
checkpoint,"Drainage pipes, fittings, and joining materials/procedures shall comply with the relevant requirements as specified.",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 23.2,,,,,,,,,
checkpoint,"Concrete, where required, shall be grade N20/20 in accordance with clause 6.1",,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 23.2,,,,,,,,,
checkpoint,Materials shall not be exposed to heat or direct sunlight or stored directly on the ground.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 23.3,,,,,,,,,
checkpoint,Sheet/Strip filter drains shall be constructed in the locations and in accordance with the drawings and manufacturer's recommendations.,,,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,,,
label,Check Item - Check Item,,,,,,,,,
label,Reference - MRTS03 Cl 23.4,,,,,,,,,
