"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"72edf4d9-3354-5f33-a7e2-7859277ed6d1","","folder-normal","fail","","step","TRUE","FALSE","Health and Safety"
"c6a48486-ca27-5106-b77d-53be215bdaf0","","folder-normal","fail","","step","TRUE","FALSE","Health and Safety","Pre-Start"
"45031145-3f01-5db3-b1b7-db723f7d0fba","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Pre-Start","December 2023"
"53f96056-6ae7-5794-bc92-ff712bcf63ee","","folder-normal","pass","","step","TRUE","FALSE","Health and Safety","Toolbox"
"ed73007d-0c90-5674-9127-3c63cdb9bfa2","","folder-normal","pass","","step","TRUE","FALSE","Health and Safety","Toolbox","March 2023"
"b7414b18-a216-5c2e-a8d6-ba34c3e78ed7","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 1/3/23"
"53a6091d-1898-56c8-9b21-4c41d1bfaabc","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 2/3/23"
"4ff3e4eb-76dc-5f1d-bbbe-f598c1e1e4b4","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 3/3/23"
"154502ac-1078-5d02-9b94-3f0cf3298df5","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 4/3/23"
"4e48ec3d-0a95-55e2-813d-c01871ba6a03","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 5/3/23"
"a76afe4f-650e-5435-8bfc-3e7adb307e67","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 8/3/23"
"712e6c29-f808-551f-bffe-42bf7af66b72","","checklist-sectioned","pass","H&S - Toolbox Meeting Minutes","checklist","FALSE","FALSE","Health and Safety","Toolbox","March 2023","Toolbox Meeting - 9/3/23"
"3d35985c-d2d0-5c59-a21d-3d82e4222bdc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","April 2023"
"9a662b30-fea1-5f6b-b405-582b5d558e90","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","May 2023"
"ab285c13-cb19-5429-9669-44727ee32b91","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","June 2023"
"0dcc79da-0b4c-5197-af2a-d63825fb8a83","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","July 2023"
"97f23c6e-cd0b-5f0e-b203-44e5ff6d0dc7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","August 2023"
"fc14dfa8-c381-5d43-8974-3cdcba420119","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","September 2023"
"9b69603d-ae14-5501-bcbd-2e3557183097","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","October 2023"
"36e69e78-20f6-50e2-8e14-f285c12a8918","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","November 2023"
"29fbed63-f1f4-5765-a40c-f372e95a597f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Toolbox","December 2023"
"3d7df408-3a6f-5d54-b57c-48886e0ea1ac","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection"
"72bf6ce0-9822-5d33-b4f6-9e6b0686796e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","March 2023"
"14a2b965-43d5-51ca-82ab-7104d3cb2a9e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","April 2023"
"2ba0110a-b255-5dea-ba7b-d553fd6477af","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","May 2023"
"0705750d-4c02-5bc8-85cb-4f71467ccebc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","June 2023"
"42c15fa9-2790-5a9e-b510-647b1d1ef7a4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","July 2023"
"38cfd242-72a0-5060-8f03-885a9b49ec71","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","August 2023"
"68ec6e8e-acd0-51d8-8ca8-bd0cc1bdd045","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","September 2023"
"141d6847-5db7-5158-86c9-5147d743e1df","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","October 2023"
"da979ce2-e367-5ac2-91cb-78da8352ac3e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","November 2023"
"3a015ea4-d719-5af1-ac9c-ccc546a631c8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Site Inspection","December 2023"
"0fe3cb4d-3bc7-54de-876b-b6b1fb22d1d3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation"
"d59aed29-c861-5292-b674-e2ccd99a21e1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","March 2023"
"f3e9e1a8-90e6-55ff-9688-921c4b80aeec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","April 2023"
"a083a048-4da4-5e30-b683-f3bb342af3b5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","May 2023"
"62c97234-d0bf-5a59-8034-5e323d6358d0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","June 2023"
"e7c3a101-c00b-5490-9561-7f7ac6068272","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","July 2023"
"87433f0f-9c80-5cbb-9239-e4b2c97b5b8e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","August 2023"
"8c8937a8-2129-5815-aaa8-644a54054bd8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","September 2023"
"2e792c52-5473-59d1-978f-b2aeb7c3fc8c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","October 2023"
"a9f4f29b-908b-5d84-ba6f-0a6d78703e85","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","November 2023"
"b3459ed4-8e22-5d62-99a3-4fe2d98d22c1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Accident & Incident Investigation","December 2023"
"75f59aab-3b5d-5717-b8a4-777c971aab64","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping"
"891ef1dd-581d-5db0-a64c-b609d1b24c45","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","March 2023"
"75cf104b-e8c6-5397-a099-3f6d5f749615","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","April 2023"
"a16ce28b-959b-5d9b-9f66-f431db686c07","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","May 2023"
"d1768ed8-bb01-5c46-90d5-a32c9137d74f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","June 2023"
"ab99cf31-4666-5639-be54-d85e7e08b272","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","July 2023"
"70612c4a-41ec-5d53-b5c6-8ba92078944d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","August 2023"
"43c70af1-abbd-57d0-a59d-06cc85a66ba5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","September 2023"
"012fed49-cdcf-5f1b-98a4-296ed1a8c7cd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","October 2023"
"916ba922-b65a-5cb3-b033-2595dfb7e388","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","November 2023"
"95001c35-cb0f-57ea-993f-51daa35edd27","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Scaffolding and Propping","December 2023"
"c28a4806-17f8-53a1-8717-dc34df7a8164","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA"
"4befdbd3-007c-544a-b11c-efa127dfcca9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","March 2023"
"41282d62-a143-53ae-bcb3-546e153c3e07","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","April 2023"
"7968b0b2-55e7-5b21-a2cf-c951c26a6978","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","May 2023"
"d64fc18c-708a-586f-bfbd-fdb29c9a9c14","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","June 2023"
"402f7bc1-bb59-566a-aca0-fd0a459a5248","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","July 2023"
"c9effb50-ccd0-5671-ac7f-b030db658d2d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","August 2023"
"1893ac1a-8376-5cc2-8150-9de1785def29","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Health and Safety","TA/JSEA","September 2023"
"c5944483-09b9-5ab4-966e-f3050cd298b0","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Health and Safety","TA/JSEA","October 2023"
"e40a6814-9367-5054-8d32-5cf781923c3d","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Health and Safety","TA/JSEA","November 2023"
"2fe5d71f-7ccd-5732-aa99-0cc211b86bfd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","TA/JSEA","December 2023"
"4b35ca35-8f60-555b-830d-8662f4135336","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Stand Down"
"1dc4c192-b4ac-5299-b09c-47f6d5fc01e4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Health and Safety","Documents"
"4b68d7d6-f88f-4789-9085-3b04a3591ede","","folder-normal","fail","","step","TRUE","FALSE","Checklists to duplicate"
"bd72130e-1ee6-4157-bc25-37094d2147fd","","checklist-flat","pass","QA - Rough In","checklist-flat","FALSE","FALSE","Checklists to duplicate","QA - Rough In - levels ground to 4, unit 4b"
"dec952e6-520e-515a-aa53-81176bc70ae7","","checklist-flat","pass","QA - Rough In","checklist-flat","FALSE","FALSE","Checklists to duplicate","QA - Rough In all of level 5"
"5b40dd7e-c770-481f-bc4a-9a69d60856f5","","checklist-flat","fail","QA - Rough In","checklist-flat","FALSE","FALSE","Checklists to duplicate","QA - Rough In unit 4c - 4g"
