type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,Responsibility: All,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,3.2 - Materials Inspection Checklist,,,,,,,,,,,,,,
label,Reference:,,,,,,,,,,,,,,
label,IFC Drawings,,,,,,,,,,,,,,
label,Fulton Hogan Quality Management Plan,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: General inspection of railing components for defects including cracks, handling and storage damage & distortion.",,,,,,,,,,,,,,
label,"Bolts, nuts and washers shall be the size, material, strength grade and coating as noted on the IFC Drawings.",,,,,,,,,,,,,,
label,"Galvanised coating - no loss of adhesion, damage, blisters, roughness, sharp points and flux residues.",,,,,,,,,,,,,,
label,Complete: Materials Inspection Checklist in ConQA,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Each component,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
section,4 - Installation Activities,,,,,,,,,,,,,,
checkpoint,4.1 - Bearing / Mounting Surface Preparation ,,,,,,,,,,,,,,
label,Reference:,,,,,,,,,,,,,,
label,Manufacturer's Drawings & Installation Recommendations,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: As a minimum, ensure that the bearing surface is clean and free from loose particles and laitance.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Method: Visual,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Each post location,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,4.2 - Railing Handling,,,,,,,,,,,,,,
label,Reference:,,,,,,,,,,,,,,
label,Manufacturer's Drawings & Installation Recommendations,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: The method of handling and erection of the steel railing shall ensure that the components are not stressed or deformed beyond the design limit and that there is no damage to the protective coating during these operations.,,,,,,,,,,,,,,
label,"Where damage exists, it shall be repaired using an approved repair procedure for both steelwork and coatings.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Method: Visual,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Each component,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,4.3 - Railing Erection,,,,,,,,,,,,,,
label,Reference:,,,,,,,,,,,,,,
label,Manufacturer's Drawings & Installation Recommendations,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Place steel component into position, ensuring that it is plumb, level, square and within tolerances shown on the IFC drawings or Manufacturer's Drawings and installation recommendations.",,,,,,,,,,,,,,
label,"Where mounting to supports or foundations, adjust RL accordingly using suitably sized shims, levelling or jacking nuts (where applicable).",,,,,,,,,,,,,,
label,"Where steel to steel connections exist, holes shall be aligned so that a drift pin equal in diameter of the bolts can pass through freely.",,,,,,,,,,,,,,
label,"Where a misalignment is found, heating of bolts, hand flame-cutting of holes or (heat) drifting of holes shall not be permitted, only reaming, milling, drilling or machine flame or plasma cut. Internal surface of the hole to remain smooth and free from burrs.",,,,,,,,,,,,,,
label,Holes shall not exceed the greater of:,,,,,,,,,,,,,,
label, 1.25 x bolt dia. OR bolt dia. + 8mm,,,,,,,,,,,,,,
label,Slots shall not exceed the greater of:,,,,,,,,,,,,,,
label, 1.33 x (bolt dia. + 10mm) OR 2.5 x bolt dia ,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Each component,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,4.4 - Fastener Tightening - Snug Tight Condition (4.6/S & 8.8/S),,,,,,,,,,,,,,
label,Reference:,,,,,,,,,,,,,,
label,IFC Drawings,,,,,,,,,,,,,,
label,Manufacturer's Drawings & Installation Recommendations,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Place bolts, washers and nuts as detailed on the drawings.",,,,,,,,,,,,,,
label,Washers shall cover the hole or slotted hole completely by 0.5 x bolt diameter.,,,,,,,,,,,,,,
label,Tapered washers shall be positioned if the surfaces are on a slope of 1:20 or greater.,,,,,,,,,,,,,,
label,Tighten from the stiffest section working towards the free edges with a few impacts of an impact wrench or the full effort of a person using a podger spanner.,,,,,,,,,,,,,,
label,Protrusion to be at least 1 clear thread shows beyond the nut but no greater than 12mm.,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Frequency: Where applicable, each bolted connection",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
section,5 - Post-installation Activities,,,,,,,,,,,,,,
checkpoint,5.1 - Inspection of Coating,,,,,,,,,,,,,,
label,Reference:,,,,,,,,,,,,,,
label,IFC Drawings,,,,,,,,,,,,,,
label,Manufacturer's Drawings & Installation Recommendations,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: After installation Works are complete, inspect the steel element for damage to the coatings.",,,,,,,,,,,,,,
label,"Where damage exists, it shall be repaired using an approved repair procedure.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Method: Visual,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Each component,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,5.2 - As-built Survey ,,,,,,,,,,,,,,
label,Reference:,,,,,,,,,,,,,,
label,IFC Drawings,,,,,,,,,,,,,,
label,Manufacturer's Drawings & Installation Recommendations,,,,,,,,,,,,,,
label,AS5100.2,,,,,,,,,,,,,,
label,"AGRD, Part 6A, Clause 5.5.3",,,,,,,,,,,,,,
label,Fulton Hogan Quality Management Plan,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: Provide record of dimensional measurements to demonstrate that all Works meet level and location requirements within the tolerances below:,,,,,,,,,,,,,,
label,Mounted on SUPs and veloways:,,,,,,,,,,,,,,
label, i. height to rail between 1.2m & 1.4m,,,,,,,,,,,,,,
label,Mounted on bridges and culverts:,,,,,,,,,,,,,,
label, ii. height to rail 1.4m minimum (on bridges and culverts),,,,,,,,,,,,,,
label,Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Method: Document Review,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Each component,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Responsibility: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,5.3 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,
label,Reference:,,,,,,,,,,,,,,
label,Fulton Hogan Quality Management Plan,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Method: Document Review,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Frequency: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
note,"On behalf of Fulton Hogan, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
textbox,Print Name:,,,,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
date,Work Completed On,,,,,,,,,,,,,,
