type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,DESCRIPTION - Hold point - Review meeting with NZTA National & Regional Leads and Downer NOC Managers & Pavement Designers/Reviewers,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - NZTA Network Manager & Accreditied Designer,,,,,,,,,,,,,,
label,RECORDS / REMARKS - NZTA Approval to Proceed NTC No.,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,1.6 - Seal Design Approval,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Confirmation,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Review and Sign off by Downer Regional Sealing Manager,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Downer  Regional Sealing Manager reviews and signs off on Seal Design proposed.,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold point - Review and approval of seal design completed,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Regional Sealing Manager ,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,1.7 - Project Manager Handover,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Confirmation,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Review and Sign off by Downer Designer to PM,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Downer Technical Services Team Designer reviews and signs off on Handover.,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold point - Handover completed,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Regional Engineering Team Designer,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,1.8 - Crew Pack,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Items to be included:,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - ,,,,,,,,,,,,,,
label,○ Approved TMP,,,,,,,,,,,,,,
label,○ Services location plans / Marked out,,,,,,,,,,,,,,
label,○ Approved RQP,,,,,,,,,,,,,,
label,○ Approved for Construction drawings & Pavement Design,,,,,,,,,,,,,,
label,○ Ramm data,,,,,,,,,,,,,,
label,○ Approved ITP,,,,,,,,,,,,,,
label,○ Crew Briefing Plan,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Downer PM,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,2 - Setout / Site Preparation,,,,,,,,,,,,,,
checkpoint,2.1 - Setout,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Survey,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - As per approved drawings,,,,,,,,,,,,,,
label,FREQUENCY - Per installation / Site,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Design strings /design surface model loaded for machine control,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,DESCRIPTION - Machine control requirement. Downer surveyor required for MC upload and verification of model operation,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Downer Approved Surveyor,,,,,,,,,,,,,,
checkpoint,2.2 - Services (includes Traffic Count Loops and Traffic Signal Detector Loops),,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual plan BeforeUDig Cable locate  (electronic or pothole for line & depth),,,,,,,,,,,,,,
label,METHODS OR REFERENCE - NZAUAG Guide to Working on the Road,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Zero service strikes,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold point -  No excavation is to be commenced until services are located and accounted for ,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Construction Supervisor,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.3 - Cultural/Heritage Risk Assessment,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Notification,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - NZTA Cultural & Heritage Risk Model,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Local iwi has been notified of intent to start work,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Where risk of cultural discovery,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals Engineer / Manager,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.4 - Archaeological Risk,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Toolbox meeting ,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - NZTA Cultural & Heritage Risk Model,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Toolbox meeting held covering accidental discovery protocol,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold point -  No excavation is to be commenced until toolbox meeting is held,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Construction Supervisor,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.5 - Traffic Management - Signs Setup,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual check,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Traffic Management Plan,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences each day,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Traffic management complies with TMP,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold point -  No physical works are to be commenced until necessary traffic management is in place ,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - STMS,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Daily site record sheet,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.6 - Pre-Construction walkover,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual check,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Approved Crew pack on site 2 weeks prior to work comencing,,,,,,,,,,,,,,
label,FREQUENCY - Before work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Principal / Highways / Downer Acceptance,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,"DESCRIPTION - Hold point -  Walkover required ahead of Highways establishment, Hold point - No physical works are to be commenced until walkover completed",,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals Manager / Highways PM / MCM,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Invite for NZTA to carry out joint site visit to complete visual inspection,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,3 - Preliminary Works,,,,,,,,,,,,,,
checkpoint,3.1 - Shoulder Stripping / Vegetation clearing,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual check,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - On site,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Shoulder stripping as per drawings completed,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Construction Supervisor / NZTA,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Invite for NZTA to carry out joint site visit to complete visual inspection,,,,,,,,,,,,,,
checkpoint,3.2 - Site pavement A/C digouts,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual check,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Check RAMM records for depths,,,,,,,,,,,,,,
label,FREQUENCY - Before Stabilisation work commences,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Work completed prior to stablisation contractor onsite,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,DESCRIPTION - A/C Mill & Fills to be cut to waste & replaced with M/4 AP40 compacted & sealed ,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site Foreman,,,,,,,,,,,,,,
section,4 - Culvert extensions / Headwalls / Flumes,,,,,,,,,,,,,,
checkpoint,4.1 - Excavation Inlet / Outlet Gradients,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Survey,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - NZTA F/3,,,,,,,,,,,,,,
label,FREQUENCY - Once,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Consistent gradient in and out,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – Visual check prior to pipe placement,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,4.2 - Pipe materials / class,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual Check,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - NZTA F/3 2.1,,,,,,,,,,,,,,
label,FREQUENCY - Once,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Meets appropriate AS/NZ standard reletive to specified type,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,4.3 - Bedding contact,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual Check,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - NZTA F/3 5.1,,,,,,,,,,,,,,
label,FREQUENCY - continuous,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - uniform contact over full length of pipe,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,5 - Subsoil drainage,,,,,,,,,,,,,,
checkpoint,5.1 - Trench,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual,,,,,,,,,,,,,,
label,FREQUENCY - each site,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA - Depth minimum 1.0m Width minimum 300mm,  fall > 1:100, free from rocks etc. Position as per the design drawings +/- 100mm",,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – Visual check prior to pipe placement,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,5.2 - Drainage material,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual,,,,,,,,,,,,,,
label,FREQUENCY - each site,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - 7-12mm clean filter material ( grade 2 - 4 Sealing chip,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – Visual check prior to pipe placement,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,5.3 - Pipe type,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Diameter as per the design drawings,,,,,,,,,,,,,,
label,"FREQUENCY - Use outside traffic Lane, Under traffic lane",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Docket to confirm,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,"DESCRIPTION - ""Nova flow"", Nexus",,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
checkpoint,5.4 - Filter Fabric,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA - 150mm lap, top of fabric minimum 150mm below FSL",,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – Visual check prior to reinstatement,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,5.5 - Outlet,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA - Connect to sump barrel, culvert of construct Concrete Apron",,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – Visual check prior to reinstatement,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,5.6 - Flushing / Cleaning eyes,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - To be placed & constructed as per Approved Drawings,,,,,,,,,,,,,,
label,FREQUENCY - Each free end,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
checkpoint,5.7 - Reinstatement,,,,,,,,,,,,,,
label,"VERIFICATION ACTIVITY - Sealed Pavement, Berms and shoulder",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Top min 150mm impermiable backfill,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Site foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Required Yes / No,,,,,,,,,,,,,,
section,6 - Preteatment of Insitu Materials,,,,,,,,,,,,,,
checkpoint,6.1.1 - Pretreatment Stabilising Agent (where applicable) - Quick / Hydrated Lime or KOBM,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Mat Test 1m² canvas,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Pavement design report ,,,,,,,,,,,,,,
label,FREQUENCY - Every 400m²,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Within ±0.5kg/m² of the specified rate,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,"DESCRIPTION - Tonnage/m² records shall be kept, including mat results",,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Highways Site Foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Daily Job Record,,,,,,,,,,,,,,
checkpoint,6.1.2 - Pretreatment Stabilising Agent (where applicable) - Quick / Hydrated Lime or KOBM,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Average usage test,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Pavement design report,,,,,,,,,,,,,,
label,FREQUENCY - Upon emptying the spreader and bulk tanker,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Withn ±2.5% of the specified rate,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,"DESCRIPTION - Tonnage/m² records shall be kept, including mat results",,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Highways Site Foreman,,,,,,,,,,,,,,
checkpoint,6.2 - Stabilising Depth,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Depth measurement,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Design drawings,,,,,,,,,,,,,,
label,FREQUENCY - At both ends & sides of cut and every 200m,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - -5mm +15mm of design depth,,,,,,,,,,,,,,
label,TYPE - W,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Highways Site Foreman,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Daily Job Record,,,,,,,,,,,,,,
checkpoint,6.3.1 - Pre-Hoe,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual Inspection,,,,,,,,,,,,,,
label,FREQUENCY - Each Subsection,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - No unsuitable material found to be sampled,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,"DESCRIPTION - Hold point -  Hoed material to be checked to ensure consistencey and no unsuitable material found, Sample to be taken for future testing if required",,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals Manager / Highways Site Foreman ,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,6.3.2 - Visual Inspection post Hoe - Proof Roll and Joint Inspection,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual Inspection,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - 6x4 truck fully loaded or similar equivalent,,,,,,,,,,,,,,
label,FREQUENCY - Each Subsection,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA - No significant movement of the pavement under proof rolling and/or trafficing, for subgrade contamination  ",,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,DESCRIPTION - Testing to be carried out imediately after compaction,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Highways Site Foreman / Downer PM,,,,,,,,,,,,,,
checkpoint,6.3.3 - Visual Inspection post Hoe - Material FBS Suitability,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual Inspection,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Particle size to be 50mm or less,,,,,,,,,,,,,,
label,"FREQUENCY - Each Subsection, as required",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - No large slabs of existing wearing course or strongly bound base,,,,,,,,,,,,,,
label,TYPE - V,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Highways Site Foreman / Downer PM,,,,,,,,,,,,,,
checkpoint,6.3.4 - Undercut unsuitable areas,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Visual Inspection/ measurements,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Depth to be determined on site from investigations as per fig 15 Undercut & Reconstruct table,,,,,,,,,,,,,,
label,FREQUENCY - Where required,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - All unsuitable material removed. Excavated hole to be backfilled with M/4 AP40 & compacted to,,,,,,,,,,,,,,
label,TYPE - H,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals Manager,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,6.3.5 - Shape & Compact Hoed layer,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Check for 75mm overlay,,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Shape to correct as per the existing surface,,,,,,,,,,,,,,
label,FREQUENCY - Every 20m,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Max 200mm layer depth to achieve compaction & trimmed to match existing shape and trafficable,,,,,,,,,,,,,,
label,DESCRIPTION - Verified min 75mm overlay depth with no removal of pre hoed material in the traffic lane,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Highways Site Foreman / Downer PM /Downer Surveyor,,,,,,,,,,,,,,
label,RECORDS / REMARKS - Joint inspection,,,,,,,,,,,,,,
section,7 - Imported Basecourse Materials Testing,,,,,,,,,,,,,,
checkpoint,7.1.1 - Imported Basecourse Materials Source Property Testing - Crushing Resistance,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - NZTA M/4 Crushing Resistance (CR130) Test,,,,,,,,,,,,,,
label,"METHODS OR REFERENCE - NZS 4407 Test 3.10, NZTA M/4",,,,,,,,,,,,,,
label,"FREQUENCY - 1 test per 10,000 m3 of source material per source, or when a variation occurs in the rock geology e.g. new seam of rock ",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Crushing resistance must reach 130 kN with less than 10% fines passing 2.36mm sieve,,,,,,,,,,,,,,
label,"TYPE - V, H",,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – All source testing results to be provided prior to placement of material on road for a source <2 years old,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals PM,,,,,,,,,,,,,,
label,RECORDS / REMARKS - All source aggregate test results to be submitted to NZTA for review and verification,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,7.1.2 - Imported Basecourse Materials Source Property Testing - Weathering Quality,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Weathering Quality Index (WQI) Test,,,,,,,,,,,,,,
label,"METHODS OR REFERENCE - NZS 4407 Test 3.11, NZTA M/4",,,,,,,,,,,,,,
label,"FREQUENCY - 1 test per 10,000 m3 of source material per source, or when a variation occurs in the rock geology e.g. new seam of rock ",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA - Must have quality index of AA, AB, AC, BA, BB or CA",,,,,,,,,,,,,,
label,"TYPE - V, H",,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – All source testing results to be provided prior to placement of material on road for a source <2 years old,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals PM,,,,,,,,,,,,,,
label,RECORDS / REMARKS - All source aggregate test results to be submitted to NZTA for review and verification,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,7.1.3 - Imported Basecourse Materials Source Property Testing - Bearing Strength,,,,,,,,,,,,,,
label,VERIFICATION ACTIVITY - Californian Bearing Ratio (CBR),,,,,,,,,,,,,,
label,"METHODS OR REFERENCE - NZS 4407 T3.15, NZS 4402 T4.1.3, NZTA M/4",,,,,,,,,,,,,,
label,"FREQUENCY - 1 test per 10,000 m3 of source material per source, or when a variation occurs in the rock geology e.g. new seam of rock ",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Soaked CBR ≥ 80% when compacted/tested in accordance with both tests,,,,,,,,,,,,,,
label,"TYPE - V, H",,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – All source testing results to be provided prior to placement of material on road for a source <2 years old,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals PM,,,,,,,,,,,,,,
label,RECORDS / REMARKS - All source aggregate test results to be submitted to NZTA for review and verification,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,7.2 - Imported Basecourse Materials Production Property Testing,,,,,,,,,,,,,,
label,"VERIFICATION ACTIVITY - Comply with project specification, PSD, Broken Faces, Quality of Fines (QoF)",,,,,,,,,,,,,,
label,METHODS OR REFERENCE - Refer project specification and NZTA M/4,,,,,,,,,,,,,,
label,FREQUENCY - ,,,,,,,,,,,,,,
label,○ 1 - 400m3 – 2 tests,,,,,,,,,,,,,,
label,○ 400 - 1500m3 - 3 tests,,,,,,,,,,,,,,
label,○ 1500 - 4000m3 – 4 tests,,,,,,,,,,,,,,
label,○ >4000m3 – 1 test per 1000m3,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA - Refer project specification,,,,,,,,,,,,,,
label,"TYPE - V, H",,,,,,,,,,,,,,
label,DESCRIPTION - Hold Point – All production testing results to be provided prior to placement of material on road for a source <1 years old ,,,,,,,,,,,,,,
label,RESPONSIBLE PERSON - Renewals PM,,,,,,,,,,,,,,
