"Warnings","Id","Type","Name","Values","Prompting Name","Postfix","Usage Count","Resource Id"
"",,"checkpoint","2.1 Material Procurement",,,,,
"","32558947-7922-4310-a683-ecd8a26ddc9c","note","Frequency: Prior to works commencing",,,,,
"","c1cb5499-2aaf-4683-b4c3-4b770903f806","note","Acceptance Criteria: All fencing materials to be procured in accordance with the requirements of 3402-15/P5-3 and relevant accomodation agreements. Intermediate posts and strainers to be made from steel options.",,,,,
"","e4da3392-374c-4201-9a41-0e901339af7c","note","Reference Documents: DSG 3402-15/P5-3 707.03",,,,,
"","1704e956-e92f-4c74-9988-f7bea43f53f2","note","Inspection/Test Method: Verify",,,,,
"","60a9975c-7b09-4e35-86e6-b225765af7b1","note","Record of Conformity: This ITP signed off",,,,,
"","3028ab5f-a90e-4c19-a9b1-7eadb4c5af38","note","HP*",,,,,
"","c892bbad-da07-4ee6-b335-3814fd85cc57","note","Responsibility: FH Engineer / Fencing Contractor / Ind. QA Verifier",,,,,
"","b14f9ecd-d989-4dae-9167-3a3279cba50f","textbox","Date Completed:",,,,,
"Invalid dependant",,"signoff","Sign off requested from Independent QA Verifier",,,,,
"",,"checkpoint","2.2 Certificate of Compliance",,,,,
"","186bd727-fe5c-4e02-96ee-aa85cc1185f7","note","Frequency: Prior to works commencing",,,,,
"","b4523ccf-aeec-4dda-bd30-86164c0ea007","note","Acceptance Criteria: All materials intended for use must be submitted to the client not less than 14 days prior to the proposed use, including all fencing and gates materials required for use.",,,,,
"","f7cb27f5-ceac-4738-a3f4-591a0deeef12","note","Reference Documents: DSG 3402-15/P5-3 707.03",,,,,
"","7e02e7a7-13ef-425b-b424-a3b3b2499471","note","Inspection/Test Method: Verify",,,,,
"","92829edf-06e2-40d8-862e-c81f9cfaa902","note","Record of Conformity: This ITP signed off",,,,,
"","849807d6-7ab9-4b7e-a6b4-5ccedb095f32","note","AP",,,,,
"","e5e9073c-0103-40dc-b3cd-bba07441b7f9","note","Responsibility: Client / FH Engineer / Ind. QA Verifier",,,,,
"","ce6a22da-f228-4e90-887d-2e6f26049029","textbox","Date Completed:",,,,,
"Invalid dependant",,"signoff","Sign off requested from Independent QA Verifier",,,,,
"",,"checkpoint","3.1 Removal of Existing Fencing ",,,,,
"","9950cd14-8ed3-4610-a04a-aa573307f14a","note","Frequency: During Works",,,,,
"","71db72d8-db3b-4042-8f58-3b661d1d5f83","note","Acceptance Criteria: Fencing to be removed as per the standard drawings and not to be removed until after the installation of new fencing or upon prior approval with the property owner. All fencing to be stock proof before, during or after fencing works. Some fencing is required to be retained as per accomodation agreement.",,,,,
"","e164ea5b-055b-4309-91e9-84e126cfaf9e","note","Reference Documents: 707.01",,,,,
"","85a73f9c-f8f7-49bf-a86b-b6ec490d4046","note","Inspection/Test Method: Verify",,,,,
"","15743570-3e7b-40f7-baf8-345d346af560","note","Record of Conformity: This ITP signed off",,,,,
"","3f77a81e-530b-46f3-b8e5-d2ec54e2956a","note","WP",,,,,
"","f2230156-805d-4372-b2dc-d72c366a2f47","note","Responsibility: Fencing Contractor",,,,,
"",,"checkpoint","3.2 Installation of Fencing",,,,,
"","57fe4963-8a4d-4dcf-a111-74ccffd60005","note","Frequency: During Works",,,,,
"","ce814e2c-e257-4bbc-b213-7ef2fdded747","note","Acceptance Criteria: All fencing is to be completed to the required standard and specification, with daily productions and workings recorded on the Daily Field Sheet to document quality control of each lot.",,,,,
"","d1d38a99-78e7-41fd-94e5-1b37b5492310","note","Reference Documents: 707.04 CL007A",,,,,
"","753ff7e4-b223-42a4-8198-95dfe1d4fd96","note","Inspection/Test Method: Verify",,,,,
"","8eeae116-b93c-4a71-999b-42a43073e4c6","note","Record of Conformity: Completion of Daily Field Sheet",,,,,
"","779b3f81-89f0-4619-80c8-e722e30a0daa","note","IP",,,,,
"","05662d14-c164-48f9-a1f6-1549573040cc","note","Responsibility: Fencing Contractor / Ind. QA Verifier",,,,,
"","0e58266b-a8e4-4df0-91f5-fe5c41e41944","textbox","Date Completed:",,,,,
"Invalid dependant",,"signoff","Sign off requested from Independent QA Verifier",,,,,
"",,"checkpoint","3.3 Construction to Tolerances",,,,,
"","383409ad-1be8-4079-a66e-767b5bf394fb","note","Frequency: During Works",,,,,
"","0ff5e1b7-483c-41b1-9632-662501c52e4f","note","Acceptance Criteria: Fencing to be installed to a vertical tolerance of +-20mm and a longitudinal tolerance of +-20mm. The tolerance on the verticality of the fencing shall be 1 in 50.",,,,,
"","51819a95-04cc-4de5-b685-a1ab4f45e20a","note","Reference Documents: 707.08",,,,,
"","fb47f826-3246-4711-b292-72ba4bff5c47","note","Inspection/Test Method: Verify",,,,,
"","47410abb-9336-443c-b3fd-8c8d236db5a4","note","Record of Conformity: This ITP Signed off",,,,,
"","6f50e5c9-6d84-405e-9840-1920edde6399","note","IP",,,,,
"","f68566ac-004a-4e84-b7cc-44c9784e581f","note","Responsibility: Fencing Contractor",,,,,
"",,"checkpoint","4.1 Installation of Gates",,,,,
"","58dd9cec-8cda-433b-9af0-fb5d39811534","note","Frequency: During Works",,,,,
"","cd196167-2976-43dc-b9af-742551a98971","note","Acceptance Criteria: All gate installation completed to required standard and specification as per daily record sheet.",,,,,
"","bf7cedda-4a4b-4ec7-9e8e-62154286e49a","note","Reference Documents: 707.04 CL007B",,,,,
"","f723464e-0e8e-4bee-aafb-de630c41f807","note","Record of Conformity: Completion of Daily Field Sheet",,,,,
"","731bbd4f-55e8-49f2-bcef-e1af02bd1e61","note","IP",,,,,
"","00d5d50c-f0e2-411e-abdc-b1b9ad1beed9","note","Responsibility: Fencing Contractor / Ind. QA Verifier",,,,,
"","ebbbce0c-12d9-48ff-a885-6f2e77f665da","textbox","Date Completed:",,,,,
"Invalid dependant",,"signoff","Sign off requested from Independent QA Verifier",,,,,
"",,"checkpoint","4.2 Strainer Assemblies",,,,,
"","eb1076bf-ce0c-4260-b124-9c7a82b0eeb1","note","Frequency: During Works",,,,,
"","43410fcc-7eb8-40d6-b7eb-cd0e91722843","note","Acceptance Criteria: Strainers shall be installed on gate posts and braced in one direction only.",,,,,
"","fea14f06-69e9-45b2-b409-ed66fc80082c","note","Reference Documents: DSG 3402-15/P5-3 707.04",,,,,
"","c544b016-7093-4f67-b365-0d424f8bea89","note","Record of Conformity: Completion of Daily Field Sheet",,,,,
"","54c4dd54-2923-4194-ab54-c60eb21799e8","note","IP",,,,,
"","ae586639-490a-463a-b76f-8afc69df4687","note","Responsibility: Fencing Contractor / Ind. QA Verifier",,,,,
"","0edf0a92-d875-4593-8c13-7509e1fddbc6","textbox","Date Completed:",,,,,
"Invalid dependant",,"signoff","Sign off requested from Independent QA Verifier",,,,,
"",,"checkpoint","This verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.",,,,,
"","63187f52-f0ec-4e83-aa0a-fd87c236ab45","note","Fulton Hogan ",,,,,
"","37d6ea51-7ac3-4538-a6a3-99b0cec754e7","textbox","By Whom:",,,,,
"","6cb21fe3-73b5-4758-874f-498cccf82a27","textbox","Position:",,,,,
"",,"section-nested-checklists","Receival and Inspection Checklist",,,,,
"",,"section-nested-checklists","Fencing Daily Production Sheet ",,,,,
"",,"section-nested-checklists","Gate Daily Production Sheet ",,,,,

"",,"checklist","Add ITP 010 - Stock Underpass and Culvert Installation","","ITP 010 - Lot ",,0,"19f42d27-0e89-4ae0-8679-1b480c2c764a"
"",,"section","Preliminary Works",,,,,
"",,"checkpoint","1.1 Check for correct documentation",,,,,
"","0e9f1a6e-3820-4ee1-87df-2505098a6b46","note","Frequency: Prior to commencing any activity",,,,,
"","c4dee9f5-7324-4ab6-9749-756b760e9899","note","Acceptance Criteria: Ensure that all employees and subcontractors are: - using the correct and complete set of drawings  -all drawings are the latest revision -Conflicting documents will be referenced to the heirarcy of documents listed in Section 175.03",,,,,
"","b6bc58e3-d989-4152-944c-4e91940ecbb6","note","Reference Drawings: Drawings and drawing registers - 175.03",,,,,
"","664e4a78-8f2e-47e2-9212-79d2a8d534a5","note","Inspection/Test Method: Visual Inspection",,,,,
"","2077af1c-7550-4dd9-a4ba-086c453b59f1","note","Record of conformity: This ITP signed",,,,,
"","ee2a163c-94e1-4931-85a8-6763fa391832","note","HP*",,,,,
"","0ec5d85c-4f01-4ac4-a22e-d47c7736f83d","note","Responsibility: FH Engineer",,,,,
"","7e334b8d-9f46-4c04-8c46-02202b6af94c","textbox","Date Completed:",,,,,
"",,"checkpoint","1.2 Implementation of all measures and controls",,,,,
"","f6d8b8cc-7bb1-4139-9ec2-f2c6e4618ca5","note","Frequency: Prior to commencing any activity",,,,,
"","8e6be286-913f-43ce-a1d9-b9f431434a7d","note","Acceptance Criteria: All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, SWMS & WP",,,,,
"","4b3efcef-6568-4497-a337-d3b35a2f17ae","note","Reference Documents: PSP, EMP, TMP, JSEA, SWMS, WP",,,,,
"","905b523a-2f53-492a-8d14-546ad9d77eea","note","Inspection/Test Method: Visual Inspection",,,,,
"","bbb9401b-8fe3-4f33-9c7e-a6893752e337","note","Record of conformity: This ITP signed",,,,,
"","bf6a9e99-882c-42ff-bbcc-e56bc255ae1e","note","HP*",,,,,
"","86e282c9-7e61-4c68-be8e-d963ff7cf602","note","Responsibility: FH Engineer",,,,,
"","d2460934-5a26-4a51-a1c6-ad8d90ba66bb","textbox","Date Completed:",,,,,
"",,"checkpoint","1.3 Clear and grub trees and vegetation",,,,,
"","3ad894b7-3662-409c-a096-4f87a58c4c96","note","Frequency: Prior to commencing any activity",,,,,
"","b015348c-e74f-416f-a9d4-cec3e939365e","note","Acceptance Criteria: Trees and stumps within 10m of any portion of a proposed culvert having a waterway area of greater than 6m2 shall be cleared and grubbed.",,,,,
"","a2a6ddf7-678e-407c-93ea-bff0495a8d27","note","Reference Documents: 201.06",,,,,
"","89f08f4c-b3c9-42ba-9a81-0d089969f52b","note","Inspection/Test Method: Visual Inspection",,,,,
"","e2d06c59-33d4-45ea-9971-51ed5bcec401","note","Record of conformity: This ITP signed",,,,,
"","a7e26ee3-dcaa-491b-9ba6-e37398297ffc","note","IP",,,,,
"","a2591f43-3b21-4e69-95cf-bc95529e1a66","note","Responsibility: FH Engineer",,,,,
"","44f1e99c-82a9-4159-907c-b2546582f4cb","textbox","Date Completed:",,,,,
"",,"checkpoint","1.4 Design of Culvert",,,,,
"","5c07867e-1c54-4720-add0-da9c3818c92e","note","Frequency: Prior to commencing any activity",,,,,
"","f8faa9c7-13e6-4b8e-be98-bc694d0c1c9c","note","Acceptance Criteria: Precast culverts shall be designed to AS1597 for the lodas and durability of the drawing specifications. The Certificate of Design and design drawings shall be submitted to the Superintendent, who has a period of 5 days to allow for the Superintendents' review.",,,,,
"","452d765e-c81b-4c6f-a75d-e697aee0b6e2","note","Reference Documents: AS1597. Contract Drawings",,,,,
"","b308ded5-e46e-41b9-a0a6-e4776fa3ac3a","note","Inspection/Test Method: Verify",,,,,
"","4d24059f-718a-40c6-b56f-95f904ae007a","note","Record of conformity: This ITP signed",,,,,
"","ab86873b-5648-4f01-90e0-1218c6b3f433","note","HP",,,,,
"","7cb27635-e98a-458a-842c-a60eded299c1","note","Responsibility: Client, FH Engineer, Independent QA Verifier",,,,,
"","b3842c0d-59d4-43e1-8a9f-d331cc3b2f70","textbox","Date Completed:",,,,,
"",,"signoff","Request Hold Point Sign Off",,,,,
"",,"checkpoint","1.5 Material Submission - External Joints",,,,,
"","c6e5241a-93c3-4faf-8b7f-dadd1f0f25cc","note","Frequency: Prior to using materials",,,,,
"","590a89e4-09f3-4b8d-abcb-dcc333ea71a6","note","Acceptance Criteria: Material type including test certificates for the supply of fabric cover material is to be submitted to the superintendent 14 days prior to the intended use for approval.",,,,,
"","5ebb3886-a583-4b8a-bc88-15bd13502376","note","Reference Documents: 626.09",,,,,
"","8f9c3b5e-3f4a-45fc-8c0e-3b87318dd139","note","Inspection/Test Method: Verify",,,,,
"","9df76a2e-4558-4dc5-b281-e2dbba25702f","note","Record of conformity: This ITP signed",,,,,
"","bb4aa277-0cf2-445f-b380-ad5d221af6c7","note","HP",,,,,
"","52d9a52f-ddff-4a6e-bd61-472b2816731d","note","Responsibility: Client, FH Engineer, Independent QA Verifier",,,,,
"","9611fbf9-d408-4dc9-91ef-66bc912842a2","textbox","Date Completed:",,,,,
"",,"signoff","Request Hold Point Sign Off",,,,,
"",,"checkpoint","2.1 Demolition ",,,,,
"","8caa9ac1-4bb3-49bb-9871-fb96a6902fe4","note","Frequency: During Construction",,,,,
"","fcd4f8c5-276f-42a8-bb22-91904555d78e","note","Acceptance Criteria: he existing headwalls and footings shall be demolished in the vicinity of all stock underpass extensions. Care shall be taken to ensure no damage is done to the existing stock underpass culverts.",,,,,
"","1406ad76-5595-4433-83da-b691b2f37dca","note","Reference Documents: Works Procedure",,,,,
"","713e8a3c-3451-4764-a16a-26e62cac0fea","note","Inspection/Test Method: Visual Inspection",,,,,
"","54200ae1-bb1e-4e8a-aff3-9a29f93ad843","note","Record of conformity: This ITP signed",,,,,
"","5f939611-8535-4530-a70f-0c55f6251759","note","IP",,,,,
"","a4834288-55d9-459b-b0de-08a9c9bc550d","note","Responsibility: FH Engineer",,,,,
"","07a7dfb3-161b-4ff8-b198-7094ac88f71d","textbox","Date Completed:",,,,,
"",,"checkpoint","2.2 Excavation",,,,,
"","6fdaf6a8-ac9b-4e0c-a00b-758b125923bc","note","Frequency: During Construction",,,,,
"","da353e70-8f50-4cea-bc33-13c4350130ab","note","Acceptance Criteria: All material is to be excavated to floor level, with the subgrade ripped and recompacted for a bearing pressure test. All unsuitable material below the underside of the base slab and apron shall be remove to a founding material capable of supporting loads of required bearing pressure. All unsuitable material is to be removed from site. The replacement material shall be A6 fill in accordance with Specification Section 702 and placed in accordance with 204.",,,,,
"","256cc8a9-b82c-489a-98cb-915cd645e563","note","Reference Documents: 204 602.1",,,,,
"","a96c17e6-1a4b-4299-90e3-7d03806f834f","note","Inspection/Test Method: Visual inspection",,,,,
"","430eb04d-5eb8-41ea-a090-c2ddd8bad8ee","note","Record of conformity: This ITP signed",,,,,
"","7301f0d2-cdc3-4fd7-ba3d-62aadda6883d","note","IP",,,,,
"","5e5d21ed-8b5a-4c76-9dd6-b66b25d96f86","note","Responsibility: FH Engineer",,,,,
"","7c0bf692-6ea0-42c6-a68f-ddfec3aa842b","textbox","Date Completed:",,,,,
"",,"checkpoint","2.3 Allowable Bearing Pressure",,,,,
"","0d41c9da-a6c3-4c41-b617-734906f6076e","note","Frequency: During Construction",,,,,
"","22aa367f-ae9c-4868-a175-e687048ab134","note","Acceptance Criteria: All unsuitable material below the underside of the base slab and apron shall be remove to a founding material capable of supporting a load of 120kPa at Farifield, Forton South and Forton North and 150kPa at Powranna.",,,,,
"","146601d7-f200-460a-800d-8327325bcf05","note","Reference Documents: 602.1",,,,,
"","5febe26c-841f-40af-8a03-37cb02b93b3a","note","Inspection/Test Method: Verify",,,,,
"","1a9788d1-9253-472e-ac61-3474dd5b32f7","note","Record of conformity: Test Result",,,,,
"","2a5d5727-548e-46c1-bd14-965b32fe8a0e","note","WP",,,,,
"","7b9e50e9-5605-4262-8f5e-ce0b84b37ae8","note","Responsibility: Client, FH Engineer, Independent QA Verifier",,,,,
"","629e39dd-bee2-459b-bae4-a2cfb6c4fff6","textbox","Date Completed:",,,,,
"",,"checkpoint","2.4 Test Roll",,,,,
"","77d66ac6-ce61-4c01-a11f-e8d7c5814b2f","note","Frequency: During Construction",,,,,
"","ffb6312c-e7a7-4aaf-a212-668edc8a0f2d","note","Acceptance Criteria: The sugrade shall undergo a test roll in accordance with Specification Section 173. The foundation must be inspected and approved by the superintendent prior to the bedding materials being placed.",,,,,
"","c46f0029-9e39-4a02-9d71-06d37878324d","note","Reference Documents: 173 204.12 626.06",,,,,
"","c6181f60-5e7f-437f-83bd-b8c3deb79627","note","Inspection/Test Method: Verify",,,,,
"","6f7f656a-7e78-4b38-bf0f-2bd854b4a3cf","note","Record of conformity: This ITP signed",,,,,
