Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id,,,,,,,,,,,,,,,,
label,c9346dbf-42c2-522b-a5c5-a844f22f63f0,,note,Verifying Document - Survey Records,,,,,,,,,,,,,,,,,,,,,,,
label,784bd7d6-8066-5051-96d5-60c27e61ec7d,,note,Frequency - Prior to Works,,,,,,,,,,,,,,,,,,,,,,,
label,b5baa110-ce04-5652-baac-551d39ab9b5b,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,5b53953f-2c31-5fd0-8607-970330fede66,,note,By - SV,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.01.03 - Service Location,,,,,,,,,,,,,,,,,,,,,,,
label,ceaee4d9-9688-5bb7-bf41-9f902b2d2a4a,,note,"Acceptance / Conformance Criteria - Complete the Excavation permit process to identify, locate and protect all services.",,,,,,,,,,,,,,,,,,,,,,,
label,edcda89c-2832-5719-bd0a-76a73353fb6e,,note,Standard / Specification - Downer,,,,,,,,,,,,,,,,,,,,,,,
label,21415d5e-a8e9-5dcc-8dee-79f8db443782,,note,Verifying Document - Excavation Permit,,,,,,,,,,,,,,,,,,,,,,,
label,bab3922f-f4d9-57f8-86de-440efcec3383,,note,Frequency - Prior to Excavation,,,,,,,,,,,,,,,,,,,,,,,
label,18a0c0d2-2373-5c11-a3c4-2a140570d1f4,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,f9df1c23-86c9-5eaf-a8b1-9210579b922c,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.01.04 - Internal Permits,,,,,,,,,,,,,,,,,,,,,,,
label,ac32e5df-96d6-506c-807d-e80019975099,,note,"Acceptance / Conformance Criteria - Complete internal Permits as required to complete works including but not limited to: Hot works, concrete saw, lift, confined space, working at height etc.",,,,,,,,,,,,,,,,,,,,,,,
label,25a77f73-cd42-59aa-8273-5b64c482720f,,note,Standard / Specification - Downer,,,,,,,,,,,,,,,,,,,,,,,
label,eb503008-74e3-5ca7-b76a-e19ee9764813,,note,Verifying Document - Internal Permits,,,,,,,,,,,,,,,,,,,,,,,
label,e4024ce9-197a-5297-8488-c0e7b6a9f1ec,,note,Frequency - Prior to Excavation,,,,,,,,,,,,,,,,,,,,,,,
label,877580bc-3c93-53d0-817c-372bfc42e8c4,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,29bc361a-8df4-54c6-b037-15c630f9947b,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.01.05 - External Permits,,,,,,,,,,,,,,,,,,,,,,,
label,53eda759-f00a-571f-a79e-54e7a423a9fb,,note,"Acceptance / Conformance Criteria - Obtain External Permits as required to complete works including but not limited to: Close approach, Worksafe Notice etc.",,,,,,,,,,,,,,,,,,,,,,,
label,46e4b246-1e0f-5ac3-98d3-0e79ae6bbbc7,,note,Standard / Specification - Downer,,,,,,,,,,,,,,,,,,,,,,,
label,e72699a1-b323-5ce9-8ce1-42161c16e7cd,,note,Verifying Document - External Permits,,,,,,,,,,,,,,,,,,,,,,,
label,2e62c864-e283-561b-bfb7-3bc75b593fcb,,note,Frequency - Prior to Excavation,,,,,,,,,,,,,,,,,,,,,,,
label,17edb625-c4f9-55e1-a6a7-a42911267d30,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,77cfb2fd-0b74-5634-afee-02aef15fdf47,,note,By - PE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.01.06 - Approved Construction Drawings,,,,,,,,,,,,,,,,,,,,,,,
label,2b89715d-6149-512d-a21b-7594581a9ec7,,note,"Acceptance / Conformance Criteria - Prior to starting works, Ensure that the construction drawings are both IFC and the Current Version.",,,,,,,,,,,,,,,,,,,,,,,
label,68b84372-18c4-53e6-83e7-84c88dd91af5,,note,Standard / Specification - Downer,,,,,,,,,,,,,,,,,,,,,,,
label,71ae5c5d-9898-5767-9058-9e7bb0552f5a,,note,Verifying Document - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,
label,8f35e786-ae9e-526b-823b-0473ed1399bc,,note,Frequency - Prior to works start,,,,,,,,,,,,,,,,,,,,,,,
label,9d8397d7-6e49-5ae2-b9bc-8259224adb95,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,a6d7bae0-f529-5c26-b0f1-a0795fb6747b,,note,By - PE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,3.02 Hold Points,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.02.03 - Diversion Notice,,,,,,,,,,,,,,,,,,,,,,,
label,fbe5d9d8-247c-5c43-8295-87c116dbee63,,note,Acceptance / Conformance Criteria - The Consent Holder shall inform a Compliance Officer of the Consent Authority at least five working days prior to any diversion taking place to allow an inspection of the works to be undertaken.,,,,,,,,,,,,,,,,,,,,,,,
label,1bd2fe70-9624-5ab9-9d03-5f72fb1e6113,,note,Standard / Specification - P&G 14,,,,,,,,,,,,,,,,,,,,,,,
label,8dd367bd-0641-5e13-9062-d50fb99b0db6,,note,Verifying Document - Notice,,,,,,,,,,,,,,,,,,,,,,,
label,87dd76f8-83d4-565a-a661-a1ebd2722641,,note,Frequency - At least five working days prior to any diversion,,,,,,,,,,,,,,,,,,,,,,,
label,5f29809c-66b1-5fc4-a9b3-3cd8a5677d73,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,6828183c-16fc-5a93-810c-f0732b6170a8,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,5.01 Erosion and Sediment Controls,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.01.01 - Certification,,,,,,,,,,,,,,,,,,,,,,,
label,b7461ef0-2c74-57c5-ab9e-50b5d451a885,,note,"Acceptance / Conformance Criteria - Prior to bulk earthworks commencing, the nominated Contractor shall submit asbuilt drawings to the Engineer for approval, and to confirm the erosion and sediment controls have been constructed in accordance with the approved E&SCP and Resource Consent conditions.",,,,,,,,,,,,,,,,,,,,,,,
label,6b21c888-94ab-56d8-a81f-6594e7e6df4f,,note,Standard / Specification - 14AED/AD4-C - 020.5.7,,,,,,,,,,,,,,,,,,,,,,,
label,9311060b-d1f8-53b6-b76a-f4b0e51a1def,,note,Verifying Document - Jet-Grouting Asbuilt Drawings,,,,,,,,,,,,,,,,,,,,,,,
label,b933ab9f-4675-5bbc-b711-03f6c6c4a8dc,,note,Frequency - Prior to Bulk Earthworks,,,,,,,,,,,,,,,,,,,,,,,
label,e61fbb3e-3518-50d4-a149-1f44215b1c3f,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,26dc9d90-78f4-5ce9-8223-9a861ab942c7,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.01.02 - Seasonal Restriction,,,,,,,,,,,,,,,,,,,,,,,
label,5456fdd7-6068-57dc-b73f-aa536affd957,,note,"Acceptance / Conformance Criteria - No vegetation removal or earthworks on the site shall be undertaken between 30 April and 1 October in any year, without the written approval of the Engineer. Earthworks in this regard refers to bulk earthworks (cut/fill/waste) associated with the site.",,,,,,,,,,,,,,,,,,,,,,,
label,1fd54a40-5fc3-54da-b781-678dedd0de9d,,note,Standard / Specification - 14AED/AD4-C - 020.5.9,,,,,,,,,,,,,,,,,,,,,,,
label,02b9abf6-dc7f-51e9-b4f4-1749128b69f8,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,4d36a25c-725a-5f7b-a387-4a1318f926e0,,note,Frequency - Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,e74c00d7-bd80-5cb9-8c65-8904237ee19a,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,5f15e967-f428-5b3e-9701-9a83836c8429,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,5.02 Diversion,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.02.01 - Diversion Management Plan,,,,,,,,,,,,,,,,,,,,,,,
label,881b5da7-4549-51f2-b329-2685d99c0056,,note,Acceptance / Conformance Criteria - The nominated contractor shall prepare a management plan covering all work below river level and submit it to the Engineer for review.,,,,,,,,,,,,,,,,,,,,,,,
label,531a2c6a-1b91-5d85-9c8c-7c2850081fcf,,note,Standard / Specification - 14AED/AD4-C - 030.4,,,,,,,,,,,,,,,,,,,,,,,
label,ce1293d4-63ce-5667-bd1c-6fec69a29316,,note,Verifying Document - Management Plan,,,,,,,,,,,,,,,,,,,,,,,
label,c99dda97-184d-58aa-88db-8167e0734373,,note,Frequency - Prior to Works,,,,,,,,,,,,,,,,,,,,,,,
label,cd2e4c6e-2b01-5cf9-b765-dcdd5361c5f8,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,95c31e6d-5371-5d86-acb9-31e1890ca85a,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.02.02 - Diversion Bund Methodology,,,,,,,,,,,,,,,,,,,,,,,
label,243adcdf-95eb-58f7-9c34-00359e6295b1,,note,"Acceptance / Conformance Criteria - The Diversion bund shall be constructed using site-derived granular soils, with rock rip-rap on both the upstream and downstream shoulders. The nominated Contractor shall provide a method statement for construction of the bund for the approval of the Engineer.",,,,,,,,,,,,,,,,,,,,,,,
label,eec43e6a-37e3-52c3-a0ae-9aac49039444,,note,Standard / Specification - 14AED/AD4-C - 030.13.6,,,,,,,,,,,,,,,,,,,,,,,
label,c4ca0299-c499-59ca-9657-9c0b2f006541,,note,Verifying Document - Methodology,,,,,,,,,,,,,,,,,,,,,,,
label,3de41b38-2f94-5c85-84ca-9d14a3579bb6,,note,Frequency - Prior to Works,,,,,,,,,,,,,,,,,,,,,,,
label,20089a8f-17cc-5b28-8d82-ec3c98175b7e,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,bd82f7d3-6956-5e22-8a85-b274d527b19c,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.02.03 - Completed spillway strengthening works,,,,,,,,,,,,,,,,,,,,,,,
label,14cdffb8-cb0d-56a3-bd86-5bfdca768db8,,note,Acceptance / Conformance Criteria - Completed spillway strengthening works (by others) prior to commencement of diversion works must be inspected by the Engineer prior to further work being carried out in the area.,,,,,,,,,,,,,,,,,,,,,,,
label,f8860e6f-676a-586b-99a8-836f80034b01,,note,Standard / Specification - 14AED/AD4-C - 030.3,,,,,,,,,,,,,,,,,,,,,,,
label,01d1dd1e-ab83-5cab-9090-7a79befff412,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,3f49506d-f45e-57d0-ba6c-249fc3f4570d,,note,Frequency - 48 Hours Notice Prior to Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,d865a06d-6e8f-52d1-9de5-5425c97e3b8e,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,ee0e4ce6-d824-56d1-b92b-784684343b0e,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,10.01 Site Post Construction Activities,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,10.01.01 - Construction Record Compilation,,,,,,,,,,,,,,,,,,,,,,,
label,06635f71-6f33-5a17-8932-82cca3cef837,,note,"Acceptance / Conformance Criteria - Compile construction records for final submission ensuring defects (NCRs) / Snags / missing records are captured or closed out, all tests have been received and passed, and changes / omissions have been noted.",,,,,,,,,,,,,,,,,,,,,,,
label,69826344-3550-5731-99c4-e3c0f58aa2b7,,note,Standard / Specification - Downer,,,,,,,,,,,,,,,,,,,,,,,
label,25eac490-124b-5117-b33d-503b4b0f4f17,,note,Verifying Document - Records,,,,,,,,,,,,,,,,,,,,,,,
label,80edfc19-c428-5a92-9f4f-1ae91d477ce9,,note,Frequency - Post construction,,,,,,,,,,,,,,,,,,,,,,,
label,7d31dc59-31e8-548b-ade4-37fb11b9c45c,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,38c176d6-7564-5d9b-aca4-c9283668b1b9,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,10.01.02 - Survey Records,,,,,,,,,,,,,,,,,,,,,,,
label,315685ab-e375-53e1-a9b7-3b6eb8f356e4,,note,Acceptance / Conformance Criteria - Ensure all items have been surveyed and records are assembled for asbuilting,,,,,,,,,,,,,,,,,,,,,,,
label,2dacf141-fb0d-5525-a1d2-159fff2c7230,,note,Standard / Specification - Downer P&G 20.1,,,,,,,,,,,,,,,,,,,,,,,
label,e7945523-886d-5a03-ba41-665720a59b8e,,note,Verifying Document - Records,,,,,,,,,,,,,,,,,,,,,,,
label,0d1caf63-0465-512e-ab2e-86c42f621499,,note,Frequency - Post construction,,,,,,,,,,,,,,,,,,,,,,,
label,3bb8bf62-1350-5137-a3af-4b75636ca97d,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,f47cd56c-a768-5836-9d0d-2c4d1f5fd50a,,note,By - SV,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,10.01.03 - Redline Drawings,,,,,,,,,,,,,,,,,,,,,,,
label,5af66e83-1232-575d-a15a-0262d64330e0,,note,Acceptance / Conformance Criteria - Create a set of Redline Drawings for Asbuilt creation noting all changes and departures in red pen. Red-pen mark-up copies of the Drawings and Specifications and other design documentation showing any deviations from the specified details and requirements produced in accordance with industry good practice.,,,,,,,,,,,,,,,,,,,,,,,
label,52fb12b2-126c-5132-8751-9948b97c2595,,note,Standard / Specification - Downer P&G 20.1,,,,,,,,,,,,,,,,,,,,,,,
label,03ffca0d-4c61-5543-8235-3d237eaab522,,note,Verifying Document - Redlines,,,,,,,,,,,,,,,,,,,,,,,
label,c8d39087-e6e8-5262-8cc2-623d266d410f,,note,Frequency - Post construction,,,,,,,,,,,,,,,,,,,,,,,
label,ba6aaa93-c246-5678-9c50-46ddb26246b8,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,581784bd-fbb4-5b77-ad17-5fd08d5d19e6,,note,By - PE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,"10.01.04 - Defect, Snag and Punch List",,,,,,,,,,,,,,,,,,,,,,,
label,b5109874-20e3-5d1a-a6fe-9476acd38dbd,,note,"Acceptance / Conformance Criteria - Update the project Defect, Snag and Punch List Register",,,,,,,,,,,,,,,,,,,,,,,
label,c5d5a9b0-f1d5-5f9d-81f5-6c60bcd3653e,,note,Standard / Specification - Downer,,,,,,,,,,,,,,,,,,,,,,,
label,0c7ffdea-a37e-5918-9a50-95165781109d,,note,Verifying Document - Register,,,,,,,,,,,,,,,,,,,,,,,
label,90b0cefd-b80b-5720-91b7-06157e92e4d6,,note,Frequency - Post construction,,,,,,,,,,,,,,,,,,,,,,,
label,5a38b1c4-a271-5184-b51d-607c7b8e9ec5,,note,Activity - H,,,,,,,,,,,,,,,,,,,,,,,
label,12674aed-91a0-5df3-a7a1-bfea05b3a018,,note,By - PE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
checklist-sectioned,,,checklist,DS2672-ITP-S111 - Drainage Inspection and Test Plan - Rev 2,itp,,,,Yes,DS2672-ITP-S111 - Drainage Inspection and Test Plan - Rev 2,347ef522-2e21-4ca6-a5cf-748a9da40536,,,,,,,,,,,,,,,,
checkpoint-group,,,section,5.04 Placement and Compaction of Fill General,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.04.02 - Surface Water Control,,,,,,,,,,,,,,,,,,,,,,,
label,30c36450-acdd-51cc-8ffc-cc265f7f67fb,,note,"Acceptance / Conformance Criteria - Cut and fill areas shall be sloped and graded adequately so that they do not pond stormwater, and drains shall be installed as necessary on a regular basis to deflect run off from the areas of operation, or to drain ponded water as soon as ponds are seen to develop.",,,,,,,,,,,,,,,,,,,,,,,
label,db007c98-01f1-54bb-8c72-559356caaa7f,,note,Standard / Specification - 14AED/AD4-C - 034.14.1,,,,,,,,,,,,,,,,,,,,,,,
label,0f00d324-b88c-5246-bfc7-532e6b27a5a5,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,d1819a55-1242-5d07-891f-72fa1714e950,,note,Frequency - Daily,,,,,,,,,,,,,,,,,,,,,,,
label,41dd0a47-b5fc-55cc-9fe2-a4cf6128c681,,note,Activity - R,,,,,,,,,,,,,,,,,,,,,,,
label,b8ebe630-302a-5996-95e8-1d5d696c0916,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.04.03 - Wet Weather,,,,,,,,,,,,,,,,,,,,,,,
label,65f8dd07-6809-5238-aa26-e2230b787c41,,note,Acceptance / Conformance Criteria - No fill shall be placed during periods of wet weather.,,,,,,,,,,,,,,,,,,,,,,,
label,2ffc6911-21db-520e-b6f3-55b50f0c27ef,,note,Standard / Specification - 14AED/AD4-C - 034.14.1,,,,,,,,,,,,,,,,,,,,,,,
label,31a6b1c0-cc04-5b3e-bf67-77cd0da9082f,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,c19f0aae-12f9-5c88-9473-9582966a3aa3,,note,Frequency - Daily,,,,,,,,,,,,,,,,,,,,,,,
label,dba1577d-b758-515f-8793-53b43d14ca49,,note,Activity - M,,,,,,,,,,,,,,,,,,,,,,,
label,59e2093a-0b26-5eb7-bc12-48576d87ef5c,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.04.04 - Extended Wet Weather Resumption Approval,,,,,,,,,,,,,,,,,,,,,,,
label,ccebc2f2-751f-5425-9aa2-746cdd26211c,,note,"Acceptance / Conformance Criteria - In the event of fill operations ceasing in any area on account of wet weather or for more than one week for any reason, the nominated Contractor shall obtain the Engineer’s approval of the conditions of the fill surface before recommencing fill operations.",,,,,,,,,,,,,,,,,,,,,,,
label,93405217-2004-50b5-bae2-0a421d8f2acc,,note,Standard / Specification - 14AED/AD4-C - 034.14.1,,,,,,,,,,,,,,,,,,,,,,,
label,8445f3f4-341a-572c-870d-850e99032c18,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,b7d67654-a2bb-5564-9ff7-65fc85968d3f,,note,Frequency - Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,fb867989-6c49-5a84-a219-39d422e386b9,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,d237d094-a29d-59b0-a078-834b6a3f8777,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.04.05 - Compaction Adjacent to Retaining Structures,,,,,,,,,,,,,,,,,,,,,,,
label,19aeac2e-d4bd-53d8-a683-f0de12d42f14,,note,Acceptance / Conformance Criteria - Rollers shall not be operated within 2m of retaining walls with placement of fill in 200mm maximum thickness lifts and compaction shall be via hand equipment or a small roller without vibration.,,,,,,,,,,,,,,,,,,,,,,,
label,8852e983-d904-5f82-83e3-c791f414170b,,note,Standard / Specification - 14AED/AD4-C - 034.14.3,,,,,,,,,,,,,,,,,,,,,,,
label,fa9379d3-a311-56f6-b6bd-1d5574147146,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,67e449fa-a483-5a1b-b840-e06b4129ae44,,note,Frequency - Each Structure,,,,,,,,,,,,,,,,,,,,,,,
label,292dccf9-bd25-5754-bfdc-02a6364dbfea,,note,Activity - V,,,,,,,,,,,,,,,,,,,,,,,
label,88ce0d69-1b64-5494-aff3-3cfcb374850e,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,"5.05 F1, F2 and F3 Placement and Compaction",,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.05.01 - Preparation of stripped ground surface inspection,,,,,,,,,,,,,,,,,,,,,,,
label,ec004073-162f-5599-8264-d1036edcc700,,note,Acceptance / Conformance Criteria - Preparation of stripped ground surface prior to placement of site concrete must be inspected by the Engineer prior to further work being carried out in the area.,,,,,,,,,,,,,,,,,,,,,,,
label,88c4dc4c-2fbc-5ee2-9925-f6827a63e37f,,note,Standard / Specification - 14AED/AD4-C - 030.3,,,,,,,,,,,,,,,,,,,,,,,
label,94f70e59-ae42-56f0-a6f2-7ecde96b87b0,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,e4d098aa-8a94-570b-a4f1-b1f986e9eddb,,note,Frequency - 48 Hours Notice Prior to Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,d2d6293e-8c40-5907-baf6-a3b2dc8b8385,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,c284aec8-9aa7-5eb7-9bca-a4a5f10bd97a,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.05.02 - Excavated lower dam shoulder / foundation Inspection,,,,,,,,,,,,,,,,,,,,,,,
label,64528ed6-2415-59d2-a999-8d8e3dffb82a,,note,"Acceptance / Conformance Criteria - Excavated lower dam shoulder/foundation, each 20m wide section prior to placement of filter and drainage materials must be inspected by the Engineer prior to further work being carried out in the area.",,,,,,,,,,,,,,,,,,,,,,,
label,48f381e4-e41d-5fae-b22a-5ad3900a9850,,note,Standard / Specification - 14AED/AD4-C - 030.3,,,,,,,,,,,,,,,,,,,,,,,
label,098644b6-bb5c-5368-b7ce-7b16a1bd6387,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,3c2c33b6-a728-573f-b59c-d1ae83469a86,,note,Frequency - 48 Hours Notice Prior to Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,3b5c7ab9-9805-5ee3-a195-b779242cea26,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,606cf143-fb27-5ce9-a329-946a83668a4c,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.05.03 - Placement of filter and drainage material Inspection at Upper dam shoulder,,,,,,,,,,,,,,,,,,,,,,,
label,aa0dbf94-f441-5868-8c64-845c0150a724,,note,"Acceptance / Conformance Criteria - Placement of filter and drainage material, a full-time designer site presence must be inspected by the Engineer prior to further work being carried out in the area.",,,,,,,,,,,,,,,,,,,,,,,
label,28fbc966-d2f0-5b7a-8bb7-109e8714ed8d,,note,Standard / Specification - 14AED/AD4-C - 030.3,,,,,,,,,,,,,,,,,,,,,,,
label,cc4e0093-606f-5a71-833e-03d7018bfd82,,note,Verifying Document - Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,
label,d66958d9-9b23-540d-9052-875eb1882e87,,note,Frequency - 48 Hours Notice Prior to Each Occurrence,,,,,,,,,,,,,,,,,,,,,,,
label,1858c793-51ea-5c16-9eff-51fb525114d7,,note,Activity - HP,,,,,,,,,,,,,,,,,,,,,,,
label,81319ec4-1a5a-58c8-9fa4-8d17d6d4de9f,,note,By - ENG,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.05.04 - Placement of Drainage Material,,,,,,,,,,,,,,,,,,,,,,,
label,1193fc84-0317-5a81-8cf0-5353c16cd62d,,note,"Acceptance / Conformance Criteria - Filter/drainage material shall be placed in a way which prevents segregation, contamination or breakdown of particles with the maximum loose lift thickness for filter/drainage materials is 200mm.",,,,,,,,,,,,,,,,,,,,,,,
label,21c35091-36ed-5648-8299-77b70c98baad,,note,Standard / Specification - 14AED/AD4 -C -034.14.5,,,,,,,,,,,,,,,,,,,,,,,
label,21c3304b-0a6f-5da3-9055-5941dc9d15a5,,note,Verifying Document - Site Records / Photos,,,,,,,,,,,,,,,,,,,,,,,
label,5f1fca08-d89c-5fb8-baf9-fac438c9d142,,note,Frequency - Each Layer,,,,,,,,,,,,,,,,,,,,,,,
label,246eddf3-1a60-5d9d-9be1-7992c4dd06a6,,note,Activity - C,,,,,,,,,,,,,,,,,,,,,,,
label,874c5a9c-4dca-5d6a-9e99-7d9df3f1d08d,,note,By - SE,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.05.05 - Compaction of Drainage Material,,,,,,,,,,,,,,,,,,,,,,,
label,f33798e1-ed37-5744-8981-4ab628665cdb,,note,"Acceptance / Conformance Criteria - Where space constraints allow, compaction shall comprise two passes with a self-propelled smooth-drum roller without vibration. In areas where space constraints prevent the use of a roller, compaction shall comprise two passes with a vibrating plate compactor or similar.",,,,,,,,,,,,,,,,,,,,,,,
label,02c740d3-d741-5442-856c-e27bc7ec608b,,note,Standard / Specification - 14AED/AD4 -C -034.14.5,,,,,,,,,,,,,,,,,,,,,,,
