type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.4 - Isolating valve 1 - Off position,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pressure test,,,,,,,,,
label,Acceptance Criteria - Ensure all isolating valves are in the off position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/CR,,,,,,,,,
checkpoint,4.5 - Security,,,,,,,,,
label,Inspection Point: Quality Control Activity - Reinstate valve cover for safety & security,,,,,,,,,
label,Acceptance Criteria - Valve covers are replaced and securely in position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Air vent 1 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-001.2 - Air Valves - Delivery & Installation,itp,,,,,561483-ITP-001.2 - DRAFT - Installation of Stoney Knowe Air Valve2 - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of air valve 2,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3.2 - Inspection of Air valve for any sign of transit damage,,,,,,,,,
label,Inspection Point: Quality Control Activity - Visual check for paint coating damage and or any mechanical damage,,,,,,,,,
label,Acceptance Criteria - No chips to protective coating od any mechanical damage,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.3 - Fitment - Spatial constraints,,,,,,,,,
label,Inspection Point: Quality Control Activity - Verify air valves will physically fit into existing locations,,,,,,,,,
label,Acceptance Criteria - Measure & Check,,,,,,,,,
label,Verifying Document - This ITP. Notify Engineer of any locations where this is not achievable,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photograph + Written (if applicable)",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - CR,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,It was observed during our inspection that potentially there will be a spatial issue (height) with a least 1No air valve.,,,,,,,,,
label,Downer to notify Engineer once confirmed.,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Remove redundant Air Valve & Isolating Valve - Valves 2,,,,,,,,,
label,Inspection Point: Quality Control Activity - Inspect condition of BSP50mm thread to accept new valve & air vent,,,,,,,,,
label,Acceptance Criteria - Thread is in good condition,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs + docket",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.2 - Isolating Valve Installation - Valve 2,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new Stainless Steel 50mm BSP Nipple & Ball Valve 2,,,,,,,,,
label,Acceptance Criteria - Ensure valve is installed so that it can be isolated with out interference,,,,,,,,,
label,Verifying Document - As per drawings/Specifications & Best Practice,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.3 - Stainless Steel 50mm BSP Nipple & Air Valve 2,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new Stainless Steel 50mm BSP Nipple & Air Valve 2,,,,,,,,,
label,Acceptance Criteria - Ensure that Air Valve is installed free of obstruction and is not sitting proud of road surface and steel cover can be installed,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.4 - Isolating valve 2 - Off position,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pressure test,,,,,,,,,
label,Acceptance Criteria - Ensure all isolating valves are in the off position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/CR,,,,,,,,,
checkpoint,4.5 - Security,,,,,,,,,
label,Inspection Point: Quality Control Activity - Reinstate valve cover for safety & Security,,,,,,,,,
label,Acceptance Criteria - Valve covers are replaced and securely in position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Air vent 2 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-001.3 - Air Valves - Delivery & Installation,itp,,,,,561483-ITP-001.3 - DRAFT - Installation of Stoney Knowe Air Valve3 - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of air valve 3,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3.2 - Inspection of Air valve for any sign of transit damage,,,,,,,,,
label,Inspection Point: Quality Control Activity - Visual check for paint coating damage and or any mechanical damage,,,,,,,,,
label,Acceptance Criteria - No chips to protective coating od any mechanical damage,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.3 - Fitment - Spatial constraints,,,,,,,,,
label,Inspection Point: Quality Control Activity - Verify air valves will physically fit into existing locations,,,,,,,,,
label,Acceptance Criteria - Measure & Check,,,,,,,,,
label,Verifying Document - This ITP. Notify Engineer of any locations where this is not achievable,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photograph + Written (if applicable)",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - CR,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,It was observed during our inspection that potentially there will be a spatial issue (height) with a least 1No air valve.,,,,,,,,,
label,Downer to notify Engineer once confirmed.,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Remove redundant Air Valve & Isolating Valve - Valves 3,,,,,,,,,
label,Inspection Point: Quality Control Activity - Inspect condition of BSP50mm thread to accept new valve & air vent,,,,,,,,,
label,Acceptance Criteria - Thread is in good condition,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs + docket",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.2 - Isolating Valve Installation - Valve 3,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new Stainless Steel 50mm BSP Nipple & Ball Valve 3,,,,,,,,,
label,Acceptance Criteria - Ensure valve is installed so that it can be isolated with out interference,,,,,,,,,
label,Verifying Document - As per drawings/Specifications & Best Practice,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.3 - Stainless Steel 50mm BSP Nipple & Air Valve 3,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new Stainless Steel 50mm BSP Nipple & Air Valve 3,,,,,,,,,
label,Acceptance Criteria - Ensure that Air Valve is installed free of obstruction and is not sitting proud of road surface and steel cover can be installed,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.4 - Isolating valve 3 - Off position,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pressure test,,,,,,,,,
label,Acceptance Criteria - Ensure all isolating valves are in the off position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/CR,,,,,,,,,
checkpoint,4.5 - Security,,,,,,,,,
label,Inspection Point: Quality Control Activity - Reinstate valve cover for safety & Security,,,,,,,,,
label,Acceptance Criteria - Valve covers are replaced and securely in position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Air vent 3 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-001.4 - Air Valves - Delivery & Installation,itp,,,,,561483-ITP-001.4 - DRAFT - Installation of Stoney Knowe Air Valve4 - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of air valve 4,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3.2 - Inspection of Air valve for any sign of transit damage,,,,,,,,,
label,Inspection Point: Quality Control Activity - Visual check for paint coating damage and or any mechanical damage,,,,,,,,,
label,Acceptance Criteria - No chips to protective coating or any mechanical damage,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.3 - Fitment - Spatial constraints,,,,,,,,,
label,Inspection Point: Quality Control Activity - Verify air valve will physically fit into existing locations,,,,,,,,,
label,Acceptance Criteria - Measure & Check,,,,,,,,,
label,Verifying Document - This ITP. Notify Engineer of any locations where this is not achievable,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photograph + Written (if applicable)",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - CR,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,It was observed during our inspection that potentially there will be a spatial issue (height) with a least 1No air valve.,,,,,,,,,
label,Downer to notify Engineer once confirmed.,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Remove redundant Air Valve & Isolating Valve - Valves 4,,,,,,,,,
label,Inspection Point: Quality Control Activity - Inspect condition of BSP50mm thread to accept new valve & air vent,,,,,,,,,
label,Acceptance Criteria - Thread is in good condition,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs + docket",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.2 - Isolating Valve Installation - Valve 4,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new Stainless Steel 50mm BSP Nipple & Ball Valve 4,,,,,,,,,
label,Acceptance Criteria - Ensure valve is installed so that it can be isolated with out interference,,,,,,,,,
label,Verifying Document - As per drawings/Specifications & Best Practice,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.3 - Stainless Steel 50mm BSP Nipple & Air Valve 4,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new Stainless Steel 50mm BSP Nipple & Air Valve 4,,,,,,,,,
label,Acceptance Criteria - Ensure that Air Valve is installed free of obstruction and is not sitting proud of road surface and steel cover can be installed,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.4 - Isolating valve 4 - Off position,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pressure test,,,,,,,,,
label,Acceptance Criteria - Ensure all isolating valves are in the off position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/CR,,,,,,,,,
checkpoint,4.5 - Security,,,,,,,,,
label,Inspection Point: Quality Control Activity - Reinstate valve cover for safety & Security,,,,,,,,,
label,Acceptance Criteria - Valve covers are replaced and securely in position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Air vent 4 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-001.5 - Air Valves - Delivery & Installation,itp,,,,,561483-ITP-001.5 - DRAFT - Installation of Stoney Knowe Air Valve5 - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of air valve 5,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3.2 - Inspection of Air valve for any sign of transit damage,,,,,,,,,
label,Inspection Point: Quality Control Activity - Visual check for paint coating damage and or any mechanical damage,,,,,,,,,
label,Acceptance Criteria - No chips to protective coating and any mechanical damage,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,3.3 - Fitment - Spatial constraints,,,,,,,,,
label,Inspection Point: Quality Control Activity - Verify air valves will physically fit into existing locations,,,,,,,,,
label,Acceptance Criteria - Measure & Check,,,,,,,,,
label,Verifying Document - This ITP. Notify Engineer of any locations where this is not achievable,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Inspection + Photograph + Written (if applicable)",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - CR,,,,,,,,,
checkpoint-no-status,Note:,,,,,,,,,
label,It was observed during our inspection that potentially there will be a spatial issue (height) with a least 1No air valve.,,,,,,,,,
label,Downer to notify Engineer once confirmed.,,,,,,,,,
section,SECTION 4 – IN-PROCESS INSPECTIONS,,,,,,,,,
checkpoint,4.1 - Remove redundant Air Valve & Isolating Valve - Valves 5,,,,,,,,,
label,Inspection Point: Quality Control Activity - Inspect condition of BSP50mm thread to accept new valve & air vent,,,,,,,,,
label,Acceptance Criteria - Thread is in good condition,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs + docket",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.2 - Isolating Valve Installation - Valve 5,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new Stainless Steel 50mm BSP Nipple & Ball Valve 5,,,,,,,,,
label,Acceptance Criteria - Ensure valve is installed so that it can be isolated with out interference,,,,,,,,,
label,Verifying Document - As per drawings/Specifications & Best Practice,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.3 - Stainless Steel 50mm BSP Nipple & Air Valve 5,,,,,,,,,
label,Inspection Point: Quality Control Activity - Install new Stainless Steel 50mm BSP Nipple & Air Valve 5,,,,,,,,,
label,Acceptance Criteria - Ensure that Air Valve is installed free of obstruction and is not sitting proud of road surface and steel cover can be installed,,,,,,,,,
label,Verifying Document - Visual Assessment,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
checkpoint,4.4 - Isolating valve 5 - Off position,,,,,,,,,
label,Inspection Point: Quality Control Activity - Pressure test,,,,,,,,,
label,Acceptance Criteria - Ensure all isolating valves are in the off position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photographs",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP/CR,,,,,,,,,
checkpoint,4.5 - Security,,,,,,,,,
label,Inspection Point: Quality Control Activity - Reinstate valve cover for safety & Security,,,,,,,,,
label,Acceptance Criteria - Valve covers are replaced and securely in position,,,,,,,,,
label,Verifying Document - This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
section,SECTION 5 – FINAL INSPECTION AND HANDOVER,,,,,,,,,
checkpoint,5.1 - Red pen Mark up,,,,,,,,,
label,Inspection Point: Quality Control Activity - Record Serial Numbers (if applicable) in comments section below,,,,,,,,,
label,Acceptance Criteria - At completion of all items on this ITP identifying Air vent 5 make & Model at each location,,,,,,,,,
label,Verifying Document - Red line mark up drawing / This ITP,,,,,,,,,
label,Frequency - once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + Document + Photograph",,,,,,,,,
label,Inspection: Key - I,,,,,,,,,
label,Inspection: By - IP,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,561483-ITP-001.6 - Air Valve - Delivery & Installation,itp,,,,,561483-ITP-001.6 - DRAFT - Installation of Wingatui Chamber Air Valve1 - HOLD POINT,,,
section,SECTION 3 – RECEIVING INSPECTIONS,,,,,,,,,
checkpoint,3.1 - Take delivery of air valve 1,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct,,,,,,,,,
label,Acceptance Criteria - Matches Design Drawings/Documents,,,,,,,,,
label,Verifying Document - Drawings & Specifications,,,,,,,,,
label,Frequency - Once,,,,,,,,,
label,"Inspection Type (Visual, other) - Visual + electronic",,,,,,,,,
label,Inspection: Key - H,,,,,,,,,
label,Inspection: By - IP/PM,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3.2 - Take delivery of valve position inticator 1,,,,,,,,,
label,Inspection Point: Quality Control Activity - Check that Make/Model/Dimensions are correct,,,,,,,,,
