resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
Shotcrete ,checklist,,,,,,,Sheet Pile Wall 9,,,,,,,
,step,,,,,,Anchors,,,,,,,,
Rock Anchoring ,checklist,,,,,,,Shoring Wall 1,,,,,,,
Rock Anchoring ,checklist,,,,,,,Shoring Wall 2,,,,,,,
Rock Anchoring ,checklist,,,,,,,Shoring Wall 3,,,,,,,
Rock Anchoring ,checklist,,,,,,,Shoring Wall 4,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 1,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 2,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 3,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 4,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 5,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 6,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 7,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 8,,,,,,,
Rock Anchoring ,checklist,,,,,,,Sheet Pile Wall 9,,,,,,,
Rock Anchoring ,checklist,,,,,,,Crane Base 1,,,,,,,
Rock Anchoring ,checklist,,,,,,,Crane Base 2,,,,,,,
Rock Anchoring ,checklist,,,,,,,Lift Pit,,,,,,,
Bulk Excavation,checklist,,,,,,Bulk Excavation ,,,,,,,,
,step,,,,,,Tanking,,,,,,,,
Basement Tanking,checklist,,,,,,,Shoring Wall 1,,,,,,,
Basement Tanking,checklist,,,,,,,Shoring Wall 2,,,,,,,
Basement Tanking,checklist,,,,,,,Shoring Wall 3,,,,,,,
Basement Tanking,checklist,,,,,,,Shoring Wall 4,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 1,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 2,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 3,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 4,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 5,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 6,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 7,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 8,,,,,,,
Basement Tanking,checklist,,,,,,,Sheet Pile Wall 9,,,,,,,
,step,,,,Structure ,,,,,,,,,,
,step,,,,,West Tower,,,,,,,,,
,step,,,,,,Footings - Shotcrete,,,,,,,,
,step,,,,,,Slab on Ground,,,,,,,,
Capping Beam (V140421),checklist,,,,,,,Capping Beams ,,,,,,,
Bulk Excavation,checklist,,,,,,,Bulk Excavation,,,,,,,
,step,,,,,,Basement 1 ,,,,,,,,
Detailed Excavations,checklist,,,,,,,Detailed Excavation,,,,,,,
Formwork & Reinforcing ,checklist,,,,,,,Formwork & Reinforcing ,,,,,,,
"Pad Footings, Strip Footings, Lift Pits & Piles (V140421)",checklist,,,,,,,Lift Pit,,,,,,,
Pad Footings,checklist,,,,,,,Pad footings,,,,,,,
"Pad Footings, Strip Footings, Lift Pits & Piles (V140421)",checklist,,,,,,,Strip footings,,,,,,,
Ground Beams,checklist,,,,,,,Ground Beams,,,,,,,
Pad Footings,checklist,,,,,,,Pad footings,,,,,,,
SOG,checklist,,,,,,,SOG,,,,,,,
Columns ,checklist,,,,,,,Columns,,,,,,,
Hydraulic Groundwork ,checklist,,,,,,,Hydraulic Groundwork,,,,,,,
,step,,,,,,Ground ,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 1,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 2,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 3,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 4,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 5,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 6,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 7,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 8,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 9,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 10,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 11,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 12,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 13,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 14,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 15,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 16,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 17,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 18,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 19,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 20,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 21,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 22,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 23,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 24,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 25,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 26,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 27,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Roof,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,East Tower,,,,,,,,,
,step,,,,,,Level 6,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 7,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 8,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 9,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 10,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 11,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 12,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 13,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 14,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 15,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 16,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 17,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 18,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 19,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 20,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 21,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 22,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 23,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 24,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 25,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 26,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 27,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Level 28,,,,,,,,
Precast,checklist,,,,,,,Precast,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
Columns ,checklist,,,,,,,Columns ,,,,,,,
Jump Form,checklist,,,,,,,Jump Form ,,,,,,,
,step,,,,,,Roof,,,,,,,,
Suspended Slab ,checklist,,,,,,,Concrete Pour,,,,,,,
,step,,,,Fit Out,,,,,,,,,,
,step,,,,,Basement 1,,,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 01, 02, 03",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 04, 05, 06",,,,,,,,
KONE - Lifts,checklist,,,,,,"Lift 07, 08, 09",,,,,,,,
KONE - Lifts,checklist,,,,,,Lift 10,,,,,,,,
KONE - Lifts,checklist,,,,,,Lift 11,,,,,,,,
Stairs ,checklist,,,,,,FS01,,,,,,,,
Stairs ,checklist,,,,,,FS02,,,,,,,,
Stairs ,checklist,,,,,,FS03,,,,,,,,
Carpark & Line Markings,checklist,,,,,,Carpark & Line Markings,,,,,,,,
OSD,checklist,,,,,,Rainwater Tank,,,,,,,,
OSD,checklist,,,,,,Stormwater Tank,,,,,,,,
Grease Arrestor Room (v040521),checklist,,,,,,Grease Arrestor,,,,,,,,
Cold Water Pump Room,checklist,,,,,,CW Booster Pump Set,,,,,,,,
Storage Room,checklist,,,,,,Pub Storage,,,,,,,,
Mechanical Fan Room,checklist,,,,,,Fan Room,,,,,,,,
Garbage Room (V90421),checklist,,,,,,Residential Garbage,,,,,,,,
Garbage Room (V90421),checklist,,,,,,Hotel Bin Room,,,,,,,,
Storage Room,checklist,,,,,,Hotel Storage,,,,,,,,
Storage Room,checklist,,,,,,Hotel Linen & Housekeeping ,,,,,,,,
Bike Rack,checklist,,,,,,Bike Rack,,,,,,,,
Plumbing Rough-In,checklist,,,,,,Plumbing,,,,,,,,
Electrical Rough In,checklist,,,,,,Electrical,,,,,,,,
Mechanical Rough In ,checklist,,,,,,Mechanical,,,,,,,,
Basement Fire System,checklist,,,,,,Fire Services,,,,,,,,
,step,,,,,Ground Floor,,,,,,,,,
,step,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
,step,,,,,,"Hotel Lobby, Lift, Stairs",,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Fire Pump Room (V90421),checklist,,,,,,Fire Pump Room,,,,,,,,
Garbage Room (V90421),checklist,,,,,,Waste Room,,,,,,,,
Garbage Room (V90421),checklist,,,,,,Bulky Waste,,,,,,,,
Grease Arrestor Room (v040521),checklist,,,,,,Grease Arrestor Access,,,,,,,,
Gas Connection,checklist,,,,,,Gas Meter,,,,,,,,
,step,,,,,,CW Water/Gas Plant,,,,,,,,
Water Connection,checklist,,,,,,,Water ,,,,,,,
Gas Connection,checklist,,,,,,,Gas,,,,,,,
,step,,,,,,Commercial Pub,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
,step,,,,,,Commercial Pub Kitchen,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
Joinery Fit Out ,checklist,,,,,,,Joinery Fit-Out,,,,,,,
Services Fit Out,checklist,,,,,,,Services Fit-Out,,,,,,,
Internal Painting,checklist,,,,,,,Internal Painting,,,,,,,
Floor Wastes ,checklist,,,,,,,Floor Wastes,,,,,,,
,step,,,,,,Commercial Staff Cafeteria/Lunchroom ,,,,,,,,
Framing,checklist,,,,,,,Framing,,,,,,,
Plumbing Rough-In,checklist,,,,,,,Plumbing Rough-In,,,,,,,
Apartment Fire System,checklist,,,,,,,Fire Rough-In,,,,,,,
Electrical Rough In,checklist,,,,,,,Electrical Rough-In,,,,,,,
Mechanical Rough In ,checklist,,,,,,,Mechanical Rough-In,,,,,,,
,step,,,,,,,Linings,,,,,,,
Pre Wall Linings,checklist,,,,,,,,Pre-Lining,,,,,,
Post Wall Linings,checklist,,,,,,,,Post-Lining,,,,,,
Bathroom & Laundry Waterproofing,checklist,,,,,,,Internal Waterproofing,,,,,,,
,step,,,,,,,Floor Coverings,,,,,,,
Tiling ,checklist,,,,,,,,Tiling,,,,,,
Carpet,checklist,,,,,,,,Carpet ,,,,,,
