"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3966c556-b915-4f12-9318-04dc48c0a5bc","","folder-normal","pass","","step","TRUE","FALSE","OH&S"
"184da180-799e-4130-9a4e-d256a5a9d063","","checklist-flat","pass","a115f2b353910b847b41ad6b30652fba7ddaa41c2a70f56c07270eab7c2ed62a","checklist-flat","FALSE","FALSE","OH&S","27/8/22 Transurban"
"e1f2913d-300e-538d-98d6-8c7ce5c19932","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Task details entered below"
"a5a2b8af-cae7-5c39-83f1-4aea832e3f3b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If any of the below are 'Fail' (no) - make yourself aquainted with site requirements before starting work"
"55d848ab-23c4-5744-aa94-f8dc7f36d6f5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you completed a site induction?"
"ca7b4522-f0e4-5691-89eb-8c08ce3e6792","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you know the site’s health and safety rules?"
"53ba3d4f-aa87-5bc7-9a21-9cd322b5257a","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"159ab7f1-b746-54e5-ba65-a46e7b9b107b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"18b9ce3e-1c42-596d-9466-7f163154efe5","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you have access to appropriate emergency and first aid equipment?"
"43c591ec-5af1-5111-ad1d-b29b42c8852f","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you asked the person in charge about all relevant hazards?"
"4924741d-33b8-5357-96ff-f05f4ece2370","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"0d895440-f047-5026-9d7a-5ce9cb16d8b7","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","If the work involves a high risk task (such as work at heights, hot-work, confined spaces), has a safe work method statement or job safety analysis been completed?"
"01066906-5f1c-578a-85ed-d740c4981a87","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Do you have the correct procedures, equipment and PPE to do the work safely?"
"6b71d5bd-74ed-5b12-98a6-ce08045f567b","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"0f090819-186d-528d-8106-626086e13054","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Is there appropriate separation of vehicles and people during the proposed work?"
"ac7fe57f-47c9-5be0-9340-0049139a7bb7","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Is all required electrical/mechanical equipment in a safe condition?"
"3e113f82-ad02-5e44-9432-5166c47a6664","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"6d3958e6-0a62-52e0-a5d2-52851180e8cf","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"c38ee08a-d0da-5d3a-87be-4863b039ed95","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have you got a safe way of getting in and out of your work area?"
"ce0bf310-ced2-59fa-99f7-4603da07f8c2","","checkpoint-status","pass","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Have any manual handling risks been identified and assessed?"
"32ec33bb-3531-56da-b97e-809cd1255e5b","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","OH&S","27/8/22 Transurban","Any additional site specifc hazards or requirements commented below"
"d852bd42-6d0c-4787-b3af-8d037b711f9b","","folder-normal","fail","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2"
"f188dba5-7419-401a-8c11-63e22f51263a","","folder-normal","pass","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 "
"b53ef24b-eb46-4eea-a0a9-f39f970e8c04","","folder-normal","pass","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock"
"90a45d1d-6046-4d1d-a26a-c59aa699bba9","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 18/6/2023"
"230e88bb-1be5-57e5-8775-bdb11d890200","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 18/6/2023","Have any manual handling risks been identified and assessed?"
"49df130d-f40f-57e8-b4fa-7b040ea8cb6f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 18/6/2023","Any additional site specific hazards or requirements commented below"
"6f7b2569-1f33-58ca-bdca-c28d79f28c19","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 18/6/2023","Sign off attached below"
"dc970555-d131-4835-aa57-190bc8e173aa","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023"
"8a9b22c2-ebed-5929-9c7b-71ba8b8442f0","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Task details entered below"
"1cc0aa54-c26c-5c3b-97f1-d18c53170adb","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"4386c4f1-32ff-583d-8674-45eb73c99fce","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Have you completed a site induction?"
"81ea6d19-435f-5d56-b9fa-4d6106a5f27f","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Do you know the site’s health and safety rules?"
"fb404144-3cda-5af1-aa7d-c9122e715429","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"09fc6d01-773b-57a1-a56d-5383c703d42c","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"0e063bd8-6862-51db-a9c5-5fbe2dbf1934","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Do you have access to appropriate emergency and first aid equipment?"
"44bc9e8c-cb31-5d7e-905f-b190fffb1e73","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Have you asked the person in charge about all relevant hazards?"
"31a4cbbb-6a2b-53fd-864c-ef4b70535cd7","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"db0d10f3-1ef8-5089-9bc8-850c3d610e0a","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Has a safe work method statement or job safety analysis been completed?"
"fb2ff7cd-342e-587c-b9de-273cac9637b8","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Do you have the correct procedures, equipment and PPE to do the work safely?"
"b9482317-b0ef-5654-957c-632ad1a739e7","","checkpoint-status","not-applicable","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"1f4222ff-44d4-5ea0-9629-7f2451687fc9","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Is there appropriate separation of vehicles and people during the proposed work?"
"06d2c1f7-4c7f-5bab-bc6a-d496494b351a","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Is all required electrical/mechanical equipment in a safe condition?"
"3eeb7720-76d0-5258-9f17-2b44affe6073","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"3a84e613-e26c-588f-9979-7dce4c64b4d2","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"9a18c5c8-1ed4-5629-8db5-6875d96b6303","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Have you got a safe way of getting in and out of your work area?"
"fd7426c1-4757-519d-b438-5b13e83fd33f","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Have any manual handling risks been identified and assessed?"
"0a79e688-7139-55dc-8229-be3eb68747ac","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Any additional site specific hazards or requirements commented below"
"22452c9f-f64b-521a-a222-0622155c3f86","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Jackson Pollock","Take 5 Checklist 19/6/2023","Sign off attached below"
"6c3bf4a9-a4ba-4be5-a317-69aa12cdc9dd","","folder-normal","pass","","step","TRUE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight "
"60e16525-349c-49db-ba61-adb5e632e778","","checklist-flat","pass","a6ee8082c085b8dbf5a442247f4751a249ce2d71c172b2238a54ce173c1f3153","checklist-flat","FALSE","FALSE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist"
"b74c6a60-cba0-5e92-86de-eac0796d191b","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Task details entered below"
"bdbd47d3-3c6d-51d2-a1ea-e73b0680f296","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"3c498231-8c99-5400-8ea5-95963cfa1098","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Have you completed a site induction?"
"1e7996be-8da6-5a8d-8862-967a9b03e0fb","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Do you know the site’s health and safety rules?"
"0e58448c-c77b-5e19-b868-4e2934d77655","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"a56a3178-8305-536b-b51a-444650aac4f0","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"5575371c-bc98-5819-8cb2-6a13eeeaf48a","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Do you have access to appropriate emergency and first aid equipment?"
"771fb915-94dd-5991-9492-4759af0f9ebf","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Have you asked the person in charge about all relevant hazards?"
"2543453d-6a87-5366-988d-acd6b8e0b90d","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"beef75e2-5ffc-5495-9635-532606fb83f3","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Has a safe work method statement or job safety analysis been completed?"
"8306c6cc-1301-5e8d-adb6-45c123a9dcd3","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Do you have the correct procedures, equipment and PPE to do the work safely?"
"a4e6cd11-3455-545f-a726-b8ea08483222","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"88a437a7-b86a-5dc3-bc3a-c0d09579ba1f","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Is there appropriate separation of vehicles and people during the proposed work?"
"3e8cd58f-9c07-56ad-9a45-40284821b4dc","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Is all required electrical/mechanical equipment in a safe condition?"
"a1987d59-e94f-53b2-9695-490d496ce5da","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"b24b2f06-e415-5b80-b6a9-b549155a7055","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"430f08db-d94a-5c61-bdad-4aaa345a3212","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Have you got a safe way of getting in and out of your work area?"
"96f98609-072a-578e-97aa-c0603c16adee","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Have any manual handling risks been identified and assessed?"
"be94c016-784f-5d31-93b4-f8047c41432d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Any additional site specific hazards or requirements commented below"
"b24a327d-4711-5f86-bd4e-3a841bcf3550","","checkpoint-status","pass","","","TRUE","TRUE","TE00792 FIRE PLUG UPGRADE WORKS 2023 REV 2","TAKE 5 ","Will Knight ","Take 5 Checklist","Sign off attached below"
