"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"362ab3b7-2706-4a09-a8ea-e5dec31bf6e9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Auckland"
"6913abf7-f364-4200-b6f0-2947d290cecc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Auckland","Arvida - Refurbs"
"86a6a9af-8e09-4b9c-9054-21be2607f3af","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens"
"cb50841b-5802-44f3-b935-83403db8c8dc","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs"
"8856474f-b433-4489-816c-6fca445ae17d","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495"
"a369e193-5e0c-4e3a-9109-ee560145ed1b","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495","Aria Gardens - Kowhai Room 50 - Refurb Checklist"
"338f84ce-afc4-5ef3-b51e-c3a86dfdf31e","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495","Aria Gardens - Kowhai Room 50 - Refurb Checklist","Disconnection/Isolation"
"2c099091-b5e7-5c0b-b16a-0231a04dbf8c","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:7c50d736-20d3-4423-b22b-33122aba89ca","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495","Aria Gardens - Kowhai Room 50 - Refurb Checklist","Second Fix","Nurse Call tested through Edge/Displays and Pagers"
"344db448-f437-5de6-b50a-15ffc6020a67","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:a296aab2-c52c-494e-a96c-74a40e5734d5","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495","Aria Gardens - Kowhai Room 50 - Refurb Checklist","Second Fix","MATV/Data tested and commissioned"
"e4bacc06-05bf-5eff-847d-b362e77f13ce","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:c444518b-35b0-4b14-8ec5-0a9878968c93","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495","Aria Gardens - Kowhai Room 50 - Refurb Checklist","Second Fix","Smoke Alarms installed and tested (Attach Photos)"
"0dbb698c-0074-513b-976a-393903a0bbd6","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:6a98d8ce-68df-4653-86c0-8e6ba880582d","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 50 - Job #58495","Aria Gardens - Kowhai Room 50 - Refurb Checklist","Second Fix","Area is left clean and tidy (Attach Photos)"
"6d52c904-17de-45f2-91bc-d2104121f85d","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588"
"b8a05bf4-f7e5-4c8a-8b5a-bb495e7f0723","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist"
"bf39866f-8a22-5790-9e02-039ae860857d","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Disconnection/Isolation"
"e1985b64-2a8a-5934-b78e-96ef0270f711","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3562b5a0-3482-4ab5-9263-cc5ff2fdf7ae","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Disconnection/Isolation","Current locations of Plates and Cabling (Attach Photos)"
"462e34e7-31a1-528d-a4c6-24ea4b177f78","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:41754dfa-e029-4912-aa54-378825f4c5bb","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Disconnection/Isolation","Disable Nurse Call in the Edge/ECall System"
"088d13af-7730-5240-b9ac-efe55de2356a","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3d20a5bc-6693-4054-bd15-c2fe8729f087","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Disconnection/Isolation","Area is left clean and tidy (Attach Photos)"
"5c1cda6d-a4a9-5caa-a971-9885f8c2f11e","","checkpoint-group","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","First Fix"
"8d955269-8377-52c7-bd07-385f62ae3f80","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:b9f757d0-f366-43a5-bb88-6ac80da6fd98","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","First Fix","Approval to start work is obtained"
"cd7c2434-ca03-5d3e-b728-a30ea29d4e06","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:1e92dbda-9c7e-475d-bc6b-7e73c82a3b7b","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","First Fix","Install/Re-route cabling to new positions (Attach Photos)"
"53e76398-d9f4-53fd-bb7f-bee53bdf0aaf","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:56f8dcc9-46bb-45bf-ab5b-d7443bc4706e","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","First Fix","Area is left clean and tidy (Attach Photos)"
"b507aaa7-5213-5350-a611-fce717e81da0","","checkpoint-group","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Second Fix"
"53a1315b-e8ec-50e0-842b-039606e16462","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:5bf467d1-99cb-466b-9758-4131fd9bdccd","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Second Fix","Approval to start work is obtained"
"f8a30823-c9e3-5dcd-bc14-0dd9f765dff3","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:74c62291-121f-476d-9d6d-1e81ec42bd95","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Second Fix","Install Call Points/TV/Data Plates (Attach Photos)"
"e2e2d5a4-03eb-51b5-b7aa-142c74c5ec02","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:7c50d736-20d3-4423-b22b-33122aba89ca","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Second Fix","Nurse Call tested through Edge/Displays and Pagers"
"eb681964-2a63-5f70-801a-fe69b62484c6","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:a296aab2-c52c-494e-a96c-74a40e5734d5","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Second Fix","MATV/Data tested and commissioned"
"0cee9b43-a8c6-51fb-99df-692545b85655","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:c444518b-35b0-4b14-8ec5-0a9878968c93","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Second Fix","Smoke Alarms installed and tested (Attach Photos)"
"fe0f9425-bbbe-56b4-b02f-ed2a29a8bce0","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:6a98d8ce-68df-4653-86c0-8e6ba880582d","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Room 58 - Job #58588","Aria Gardens - Kowhai Room 58 - Refurb Checklist","Second Fix","Area is left clean and tidy (Attach Photos)"
"5d64203e-0cbd-4239-85b3-a592884b15f2","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957"
"5a8ea6e4-4dfd-4421-8979-2c2a3a7fa4ff","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist"
"f7dce9d3-a147-5a94-b84a-0fcdd872cf0b","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Disconnection/Isolation"
"2cfb8c18-fa1e-5607-9b62-88ae7da6a370","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3562b5a0-3482-4ab5-9263-cc5ff2fdf7ae","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Disconnection/Isolation","Current locations of Plates and Cabling (Attach Photos)"
"3a43e702-ebb0-5ac1-9086-67b7690af0fb","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:41754dfa-e029-4912-aa54-378825f4c5bb","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Disconnection/Isolation","Disable Nurse Call in the Edge/ECall System"
"98a89028-2cd2-550c-a220-83ab81f55f12","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3d20a5bc-6693-4054-bd15-c2fe8729f087","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Disconnection/Isolation","Area is left clean and tidy (Attach Photos)"
"e64b2987-15e0-5e52-bb0e-bb3ebe4a7e5a","","checkpoint-group","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","First Fix"
"fc8c4ed7-6ddb-540a-9b73-ed054f4eb253","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:b9f757d0-f366-43a5-bb88-6ac80da6fd98","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","First Fix","Approval to start work is obtained"
"457df190-4bb6-5118-a2fd-669fbb943cf6","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:1e92dbda-9c7e-475d-bc6b-7e73c82a3b7b","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","First Fix","Install/Re-route cabling to new positions (Attach Photos)"
"ff52a7df-7f96-5a61-b539-a08b5b3222c1","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:56f8dcc9-46bb-45bf-ab5b-d7443bc4706e","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","First Fix","Area is left clean and tidy (Attach Photos)"
"30264977-e2b1-5792-a9bc-6fb6f153188b","","checkpoint-group","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Second Fix"
"6c3e18bd-0d9a-52d2-8287-ccb0168fcdb5","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:5bf467d1-99cb-466b-9758-4131fd9bdccd","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Second Fix","Approval to start work is obtained"
"9d86d216-0c2b-575e-81e4-b6f5224bd161","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:74c62291-121f-476d-9d6d-1e81ec42bd95","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Second Fix","Install Call Points/TV/Data Plates (Attach Photos)"
"e63a6058-ac61-5ee0-824b-225881bbaa04","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:7c50d736-20d3-4423-b22b-33122aba89ca","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Second Fix","Nurse Call tested through Edge/Displays and Pagers"
"a71e12d5-3bb0-5e03-ba04-fb9b3656827e","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:a296aab2-c52c-494e-a96c-74a40e5734d5","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Second Fix","MATV/Data tested and commissioned"
"2482cd2d-670d-590f-9be2-46072e7d2527","","checkpoint-status","not-applicable","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:c444518b-35b0-4b14-8ec5-0a9878968c93","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Second Fix","Smoke Alarms installed and tested (Attach Photos)"
"81ec5bd7-1acd-5859-9342-2f1047e51aa4","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:6a98d8ce-68df-4653-86c0-8e6ba880582d","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Kowhai Shower - Job #59957","Aria Gardens - Kowhai Shower - Refurb Checklist","Second Fix","Area is left clean and tidy (Attach Photos)"
"8af934b6-82ac-4c48-ad90-40612d2aa9b9","","folder-normal","pass","","step","TRUE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331"
"f7ee2a2b-6e7e-4140-8689-9bc50191e0c1","","checklist-sectioned","pass","Refurb Checklist","checklist","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist"
"f5796f81-60f1-5934-93a6-2e9d724c0439","","checkpoint-group","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","Disconnection/Isolation"
"6ed7b47d-8923-526d-b474-ac96966ec58b","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3562b5a0-3482-4ab5-9263-cc5ff2fdf7ae","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","Disconnection/Isolation","Current locations of Plates and Cabling (Attach Photos)"
"34ca5772-f02b-586f-b2b2-60c5eb7dc4d7","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:41754dfa-e029-4912-aa54-378825f4c5bb","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","Disconnection/Isolation","Disable Nurse Call in the Edge/ECall System"
"44a0cdf4-1190-5f8e-a603-704011e904ee","","checkpoint-status","pass","Refurb Checklist:5173db59-4602-49a9-9dab-73d0d58ef68e:3d20a5bc-6693-4054-bd15-c2fe8729f087","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","Disconnection/Isolation","Area is left clean and tidy (Attach Photos)"
"d1115f1e-92c3-53b4-9e3f-9ad459f4a563","","checkpoint-group","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","First Fix"
"21777af4-ff86-5a3a-88e5-5660579df13e","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:b9f757d0-f366-43a5-bb88-6ac80da6fd98","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","First Fix","Approval to start work is obtained"
"bdb9e7c3-2c38-5483-86f8-e3b9987c984b","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:1e92dbda-9c7e-475d-bc6b-7e73c82a3b7b","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","First Fix","Install/Re-route cabling to new positions (Attach Photos)"
"86da5cae-366d-5e18-8e18-8c3c31d8a3aa","","checkpoint-status","pass","Refurb Checklist:e937c98d-1c18-41f5-b132-3e424aa248d9:56f8dcc9-46bb-45bf-ab5b-d7443bc4706e","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","First Fix","Area is left clean and tidy (Attach Photos)"
"8ac32ca5-410a-5962-9f3e-cbfd83ded7ed","","checkpoint-group","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a","","FALSE","FALSE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","Second Fix"
"53de2293-59be-511b-9641-11895566d0e8","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:5bf467d1-99cb-466b-9758-4131fd9bdccd","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","Second Fix","Approval to start work is obtained"
"ed4219db-529a-565d-a695-d36d4a8d99ac","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:74c62291-121f-476d-9d6d-1e81ec42bd95","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","Second Fix","Install Call Points/TV/Data Plates (Attach Photos)"
"a23cbf33-e191-5998-b859-903e512a0b5b","","checkpoint-status","pass","Refurb Checklist:98e0a017-b6ad-4c55-8333-21a938b5707a:7c50d736-20d3-4423-b22b-33122aba89ca","","TRUE","TRUE","Auckland","Arvida - Refurbs","Aria Gardens","1. Completed Refurbs","Room 61 - Job #63331","Aria Gardens - Room 61 - Refurb Checklist","Second Fix","Nurse Call tested through Edge/Displays and Pagers"
