"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fe662a26-083b-4221-bb1a-177ed932b7e8","","pass","","folder","TRUE","FALSE","ITP-000 - Client Pre-Construction Checklist"
"bba8e843-c821-42a6-b96c-33d1cfd70456","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Drainage","ITP-004a - Lot 06 -  Class 2 Base Course Placement - Existing Pit to D602-4"
"b414e0fd-e5be-48b6-9670-ce2039cc8259","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Drainage","ITP-004a - Lot 07 - Class 2 Base Course Placement - D602-4 to D602-5"
"b6e962e6-5870-4db1-9075-c562102e6659","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Drainage","ITP-004a - Lot 08 - Class 2 Base Course Placement - D602-5A to D602-5"
"7b6a2ce7-7e75-4d58-b1b1-374eb1eadebd","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Drainage","ITP-004a - Lot 09 - Class 2 Base Course Placement - D602-5A to D602-6"
"5481d82f-d31a-402d-a647-827c0ac8bdc1","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Drainage","ITP-004a - Lot 10 - Class 2 Base Course Placement - D803-1 to Existing Pit"
"8f6dd2d2-f116-456a-b66e-5dcdad5a04d6","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Drainage","ITP-004a -  Lot 11 -  Class 2 Base Course Placement - Existing Pit to D804-2"
"076d860f-650a-41c3-8bf9-dd06cd043dd4","","pass","","folder","TRUE","FALSE","ITP-004a - Class 2 Base Course Placement ","Platforms"
"5d7db194-8bf3-4920-9ecb-85f8d64c9605","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Platforms","ITP-004a - Lot 01 - Class 2 Base Course Placement - William Platforms"
"1c61fc09-7eaa-424c-9490-988881b5e837","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Platforms","ITP-004a - Lot 02 - Class 2 Base Course Placement - Spencer Platforms"
"51d91ca4-b4c4-4ea6-9356-89ed4f889717","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Platforms","ITP-004a - Lot 03 - Class 2 Base Course Placement - Stadium Platforms"
"861f7982-6c61-480d-b55f-c4db217f43a8","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Platforms","ITP-004a - Lot 04 - Class 2 Base Course Placement - Elizabeth Platforms"
"a607c4f9-8289-4289-af89-be24a9fd25ec","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Platforms","ITP-004a - Lot 05 - Class 2 Base Course Placement - Swanston Platforms"
"949adae3-8e03-4507-a559-f92c1c55efd2","","pass","ITP-004a - Class 2 Base Course Placement","checklist","FALSE","FALSE","ITP-004a - Class 2 Base Course Placement ","Platforms","ITP-004a - Lot 06 - Class 2 Base Course Placement - Exhibition Platforms"
"5aa2885a-760d-4692-988c-27636f1d75f0","","pass","","folder","TRUE","FALSE","ITP-004b - Cement Treated Crushed Rock"
"ab2990e3-b997-4c15-ac60-2f5ac38af74a","","pass","ITP-004b - Cement Treated Crush Rock Sub Base","checklist","FALSE","FALSE","ITP-004b - Cement Treated Crushed Rock","ITP-004b - Lot 01 - CTCR Stadium Track Renewal"
"281fe3fe-14f4-451e-a3e7-8fac537ce2e4","","pass","","folder","TRUE","FALSE","ITP-005 - Track Drains Reinstatement"
"22638418-127b-45e0-b8e1-09c883097529","","pass","ITP-005 - Track Drains","checklist","FALSE","FALSE","ITP-005 - Track Drains Reinstatement","ITP-005 - Track Drains - Stadium - Lot 01 - 15/07"
"5adcd5b0-2576-4e12-9243-e731a811ad79","","pass","ITP-005 - Track Drains","checklist","FALSE","FALSE","ITP-005 - Track Drains Reinstatement","ITP-005 - Track Drains - Elizabeth - Lot 02 - 17/08"
"bf260cd9-41e8-4634-92e5-cc635e3e8740","","pass","ITP-005 - Track Drains","checklist","FALSE","FALSE","ITP-005 - Track Drains Reinstatement","ITP-005 - Track Drains - Exhibition Lot 03 - 18/08"
"5c4a1fac-1832-47b6-8ff2-a8be181d29fe","","pass","","folder","TRUE","FALSE","ITP-006 - Track Placement"
"46686297-8c21-4ec1-8dab-56e75c1b444c","","pass","ITP-006 - Track Placement","checklist","FALSE","FALSE","ITP-006 - Track Placement","ITP-006 - Track Placement - Stadium Stop - Lot 1 - 13/07"
"6b10d330-a9b2-4da0-b819-51b9c14d4f8c","","work-in-progress","","folder","TRUE","FALSE","ITP-007 - Concrete Track Slab Pour"
"de42d172-e88c-4d3b-b83f-76ddfb63e44b","","pass","ITP-007 - Concrete Track Slab Pour","checklist","FALSE","FALSE","ITP-007 - Concrete Track Slab Pour","ITP-007 - Concrete Track Slab Pour - Stadium - Lot 01 - 14/07"
"24fc741d-ccac-4d67-8f3d-6a3bf296fd14","","work-in-progress","ITP-007 - Concrete Track Slab Pour","checklist","FALSE","FALSE","ITP-007 - Concrete Track Slab Pour","[SUPERSEDED DO NOT USE] ITP-007 - Concrete Track Slab Pour - Stadium - Lot 02 - 15/07"
"6a9ecdbd-8d41-4839-bd86-a67e03e5838d","","pass","","folder","TRUE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt"
"a48313e9-3c7c-4f6e-a441-08865e0708b7","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 001 -7KW0480-240713N-BC - William Platform EB & Queen Approach"
"c9b51889-46cb-410b-bc7c-fd9a609b5cef","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 002 - 7KW0480-240714N-BC - William Platform WB"
"bc02d1fe-65df-4e9a-841b-6e8a8aec2733","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 003 -7KW0480-240714N-ICL - William Patching & EB Queen Approach"
"2b87cbeb-a984-4596-b7e5-3faaf1c62533","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 004 -7KW0480-240714N-ICU - William Patching"
"89b54fb7-e35b-4315-9da0-349563c82837","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 005 -7KW0480-240716N-BC - William Platform EB"
"c9e2c64b-1098-4d16-8502-08c94682b1f8","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 006 -7KW0480-240716N-ICL - William Platform EB + Queen Patching"
"dee03836-68b1-48a1-8275-01b0e34bf9d0","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 007 -7KW0480-240716N-ICU - William Platform EB + Queen Patching"
"a002effd-a253-4614-a943-dde812cc6228","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 008 -7KW0480-240717N-ICL - William Patching & EB Queen Approach"
"aecc93ad-35ae-41ae-a012-4fc8242b955c","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 009 -7KW0480-240717N-ICU - Latrobe St (King/Queen)"
"398b5682-1d22-41b2-95db-6d9c679d0657","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 010 -7KW0480-240717N-WC - WIlliam St (Patching)"
"b407c505-df2c-424e-a644-9f805c6b51cc","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 011 -7KW0480-240718D-ICL - Latrobe (William / Queen)"
"da64d9cc-69dc-4ee0-b5a8-d9c159f1c59e","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 012 -7KW0480-240718D-ICU - Latrobe St WB (William / Queen)"
"9d5af5cb-ac81-4f1d-8bc4-8f67dff32e58","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 013 -7KW0480-240718D-BC - Latrobe St Stadium Platform WB"
"e4374875-90ef-41c9-ab19-f55676cbb0db","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 014 -7KW0480-240718N-ICL - WB King Approach"
"84df5f7a-0f36-4038-bf41-b6b8fc8bad06","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 015 -7KW0480-240718N-ICU - WB King Approach"
"44aba19d-419c-47fa-bb92-5974c2d146a2","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 016 -7KW0480-240718N-WC - Latrobe St (William to Queen)"
"838c9c0b-9e99-499b-b4f9-dca812c9df46","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 017 -7KW0480-240719D-IC - EB Spencer Approach Bike Lane"
"398dbec3-26da-4d15-a6ef-7fe1d143011f","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 018 -7KW0480-240719D-WC - William Platform BL, WB King Approach"
"72f924e4-4aa8-4d80-88df-256e86b85246","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 019 -7KW0480-240721D-IC - Latrobe St (William / Spencer)"
"a1b5908d-aa3f-403d-8c02-90640fc38cc5","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 020 -7KW0480-240722D-WC - William Platform BL, WB King Approach"
"d79d4c59-61bd-4aed-97d3-8ab270ec0e68","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 021 -7KW0480-240723D-WC - Latrobe WB Spencer St"
"a9a089f3-8e98-44ee-89af-886b7f8602f3","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 022 -7KW0480-240723N-WC - Spencer platform Both Directions, William EB Approach"
"9abea35e-c254-4d28-8bd1-f0b8a28071a1","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 023 -7KW0480-240724D-WC - Spencer platform Bike Lanes"
"096ecd1b-4b63-4fc4-b648-2974c4b080d6","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 024 -7KW0480-240725D-IC - Latrobe St - Stadium Platform"
"f2714dd2-0bbc-429d-a925-9fd41b64cd1a","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 025 -7KW0480-240725D-WC - Latrobe St (Spencer Platforms)"
"915778b2-bf98-4dc0-8ab1-4b972a605d12","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 026 -7KW0480-240725N-WC - Stadium Platform Both Directions"
"46e4041c-aef3-475a-a1c2-a6e2c724210e","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - West - 027 -7KW0480-240726D-WC - Stadium Platform BLs & Side Street"
"0c21985d-b61b-446c-a4ab-f75a0bfc246a","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - East - 028 -7KW0481-240824N-WC - Queen St End"
"0f8f3278-4a47-41e1-94c1-f60c3ec61af1","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - East - 029 -7KW0481-240825N-WC - Russell St End"
"94136a86-e17c-416d-a3d1-9a89761d7249","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - East - 030 -7KW0481-240826N-WC - Russell to Exhibition St"
"bdd9f36b-d030-450e-9ea1-1bf3afb4a203","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - East - 031 -7KW0481-240827N-WC - Swanston to Russell Bike Lanes, EB Exhibition St"
"38779e2a-2ec8-42d7-8e81-8bcf17709ba7","","pass","ITP-008 - Hot Mix Asphalt","checklist","FALSE","FALSE","Subcontract - ITP-008 - Hot Mix Asphalt","ITP-008 - Hot Mix Asphalt - East - 032 -7KW0481-240828N-WC - Swanston St to Russell St"
"72fa2842-d622-421f-8f2d-3219f65b9a0d","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)"
"1c3bb8ac-1ceb-415c-810b-84e2b9428154","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","William to Queen - Lot 01 - 16/07"
"7323d56c-6092-40df-ae88-cd9cc4bf1f94","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","William to Queen - Lot 01 - 16/07","ITP-014 - Bluestone Kerb Installation William to Queen - Lot 01 - 16/07"
"4a10621f-37ad-4a2c-81b0-4929e7961732","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","King to William - Lot 02 17/07"
"7d49412f-5890-46f9-abc4-bd373409165c","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","King to William - Lot 02 17/07","ITP-014 - Bluestone Kerb Installation King to William - Lot 02 - 17/07"
"107b5fdf-a70a-4e94-9931-9842f8c33d9c","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Spencer to King - Lot 03 - 18/07"
"be475572-cc19-4d71-9cbe-308c82cc43fe","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Spencer to King - Lot 03 - 18/07","ITP-014 - Bluestone Kerb Installation Spencer to King - Lot 03 - 18/07"
"ca12f9f3-d18d-476c-9fc5-de6462eb8962","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Harbour Esp to Spencer (Stadium Stop) - Lot 04 - 19/07"
"e9076168-423f-40a1-9943-fb9e95bd581b","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Harbour Esp to Spencer (Stadium Stop) - Lot 04 - 19/07","ITP-014 - Bluestone Kerb Installation Stadium - Lot 04 - 19/07"
"70c9331a-a86d-4bb9-9b97-1f055eebccdb","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Russell to Exhibition St - Lot 05 - 17/08"
"ee254e86-947c-4bce-b25d-ad6a92b717df","","pass","ITP-014 - Bluestone Kerb Installation (MCC)","checklist","FALSE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Russell to Exhibition St - Lot 05 - 17/08","ITP-014 - Bluestone Kerb Installation Russell to Exhibition - Lot 05 - 17/08"
"a039b568-6e7c-42ba-ba30-e28926f37c22","","pass","","folder","TRUE","FALSE","ITP-014 - Bluestone Kerb Installation (MCC)","Exhibition to Victoria St - Lot 06 - 18/08"
