Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,
,,Level 05 - Zone 4 - Non-Potable Cold Water BG (NPCW) - ,,QA,Hydraulics,New,Level 05,Zone 4,Non-Potable Cold Water BG (NPCW),,
,,Level 05 - Zone 5 - Pump Line AG (PL),,QA,Hydraulics,New,Level 05,Zone 5,Pump Line AG (PL),,
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, Z3-Z1)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, Z3-Z1)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, Z1-02)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, Z1-02)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, 02-04)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, 02-04)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, 04-06)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, 04-06)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, 06-08)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, 06-08)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZD, 08-09)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZD, 08-09)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, 02-04)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, 02-04)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (AA-ZA, Z3-Z1)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (AA-ZA, Z3-Z1)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (AA-ZA, Z1-02)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (AA-ZA, Z1-02)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (AA-ZA, 02-03)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (AA-ZA, 02-03)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZA-ZB, 02-03)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZA-ZB, 02-03)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, 02-04)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, 02-04)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, 04-06)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, 04-06)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, 06-08)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, 06-08)",
,,"Level 05 - Zone 5 - 150mm Cold Water BG (CW) - Grid (ZB-ZC, 08-09)",,QA,Hydraulics,New,Level 05,Zone 5,150mm Cold Water BG (CW),"Grid (ZB-ZC, 08-09)",
,,"Level 05 - Zone 5 - 100mm Cold Water BG (CW) - Grid (AA-ZA, 02-04)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Cold Water BG (CW),"Grid (AA-ZA, 02-04)",
,,"Level 05 - Zone 5 - 100mm Cold Water BG (CW) - Grid (AA-ZA, 04-07)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Cold Water BG (CW),"Grid (AA-ZA, 04-07)",
,,"Level 05 - Zone 5 - 50mm Cold Water BG (CW) - Grid (ZB-ZC, 02-03)",,QA,Hydraulics,New,Level 05,Zone 5,50mm Cold Water BG (CW),"Grid (ZB-ZC, 02-03)",
,,"Level 05 - Zone 5 - 50mm Cold Water BG (CW) - Grid (ZA-ZB, 02-03)",,QA,Hydraulics,New,Level 05,Zone 5,50mm Cold Water BG (CW),"Grid (ZA-ZB, 02-03)",
,,"Level 05 - Zone 5 - 50mm Cold Water BG (CW) - Grid (AA-ZA, 02-03)",,QA,Hydraulics,New,Level 05,Zone 5,50mm Cold Water BG (CW),"Grid (AA-ZA, 02-03)",
,,"Level 05 - Zone 5 - 50mm Cold Water BG (CW) - Grid (AA-ZA, 03-05)",,QA,Hydraulics,New,Level 05,Zone 5,50mm Cold Water BG (CW),"Grid (AA-ZA, 03-05)",
,,"Level 05 - Zone 5 - 50mm Cold Water BG (CW) - Grid (AA-ZA, 05-07)",,QA,Hydraulics,New,Level 05,Zone 5,50mm Cold Water BG (CW),"Grid (AA-ZA, 05-07)",
,,"Level 05 - Zone 5 - 20mm Cold Water BG (CW) - Grid (AA-ZA, 06-08)",,QA,Hydraulics,New,Level 05,Zone 5,20mm Cold Water BG (CW),"Grid (AA-ZA, 06-08)",
,,"Level 05 - Zone 5 - 20mm Cold Water BG (CW) - Grid (AA-ZA, 08-09)",,QA,Hydraulics,New,Level 05,Zone 5,20mm Cold Water BG (CW),"Grid (AA-ZA, 08-09)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (ZB-ZC, Z3-Z1)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (ZB-ZC, Z3-Z1)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (ZB-ZC, Z1-02)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (ZB-ZC, Z1-02)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (ZB-ZC, 02-04)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (ZB-ZC, 02-04)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (ZB-ZC, 04-06)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (ZB-ZC, 04-06)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (ZB-ZC, 06-08)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (ZB-ZC, 06-08)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (ZB-ZC, 08-09)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (ZB-ZC, 08-09)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (ZA-ZB, 02-03)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (ZA-ZB, 02-03)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (AA-ZA, 02-03)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (AA-ZA, 02-03)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (AA-ZA, 02-04)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (AA-ZA, 02-04)",
,,"Level 05 - Zone 5 - 100mm Non-Potable Cold Water BG (NPCW) - Grid (AA-ZA, 04-07)",,QA,Hydraulics,New,Level 05,Zone 5,100mm Non-Potable Cold Water BG (NPCW),"Grid (AA-ZA, 04-07)",
,Columns,,,,,,,,,,
,,Employee trained for task & reviewed installation instructions,,Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual),,,,,,,
,,Notify & gain permit from principal contractor/client for inspection,,Notify and gain permit from principal contractor / client for inspection (hold point),,,,,,,
,,Setout & alignment as per drawing,,Setout & alignment as per drawing (include revision below),,,,,,,
,,Drawing & revision number(s),Drawing & revision number(s),Setout & alignment as per drawing (include revision below),,,,,,,
,,Correct material as per sample register,,Correct material as per sample register,,,,,,,
,,Bedding material installed correctly,,Bedding material installed correctly,,,,,,,
,,Fittings & joints correctly installed to manufacturer's requirements,,Fittings & joints correctly installed to manufacturer's requirements,,,,,,,
,,Satisfactory welding/pressing of copper pipe,,Satisfactory welding/pressing of copper pipe,,,,,,,
,,Witness marks visible,,Witness marks visible,,,,,,,
,,Pipework layed correctly & to AS 3500,,Pipework layed correctly and to AS 3500,,,,,,,
,,Inspection & Testing Prior to Concealment to AS 3500,,Inspection and Testing Prior to Concealment to AS 3500,,,,,,,
,,Seal open ends with caps & high light to avoid damage,,Seal open ends with caps & high light to avoid damage,,,,,,,
,,Identification of services via I.D tape,,Identification of services via I.D tape,,,,,,,
,,Backfill & compaction to specification in 300mm layers,,Backfill & compaction to specification in 300mm layers,,,,,,,
,,Final sign off,,Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below),,,,,,,
,,Area clean,Area clean,Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below),,,,,,,
,,,,,,,,,,,
Cold Water Checklist,,,,,,,,,,,
,Scope,,,QA,,,,,,,
,Rows,,,,,,,,,,
,,Hydraulics - New,grouping,Hydraulics - New,,,,,,,
,,Level 02 - Zone 5 - Cold Water AG (CW),,QA,Hydraulics,New,Level 02,Zone 5,Cold Water AG (CW),,
,,Level 02 - Zone 6 - Cold Water AG (CW),,QA,Hydraulics,New,Level 02,Zone 6,Cold Water AG (CW),,
,,Level 02 - Zone 6 - Pump Line & Vent (PL),,QA,Hydraulics,New,Level 02,Zone 6,Pump Line & Vent (PL),,
,,Level 03 - Zone 1 - Pump Line (PL),,QA,Hydraulics,New,Level 03,Zone 1,Pump Line (PL),,
,,"Level 03 - Zone 1 - Grid (AD-AE, 6-7) - Cold Water AG (CW)",,QA,Hydraulics,New,Level 03,Zone 1,"Grid (AD-AE, 6-7)",Cold Water AG (CW),
,,"Level 03 - Zone 1 - Grid (AD-AE, 7-8) - Cold Water AG (CW)",,QA,Hydraulics,New,Level 03,Zone 1,"Grid (AD-AE, 7-8)",Cold Water AG (CW),
,,Level 03 - Zone 2 - Pump Line (PL),,QA,Hydraulics,New,Level 03,Zone 2,Pump Line (PL),,
,,Level 04 - Zone 1 - Pump Line (PL),,QA,Hydraulics,New,Level 04,Zone 1,Pump Line (PL),,
,,Level 04 - Zone 1 - Cold Water AG (CW),,QA,Hydraulics,New,Level 04,Zone 1,Cold Water AG (CW),,
,,"Level 04 - Zone 5 - Grid (AA-ZA, 4-5) - Pump Line 1 (PL)",,QA,Hydraulics,New,Level 04,Zone 5,"Grid (AA-ZA, 4-5)",Pump Line 1 (PL),
,,"Level 04 - Zone 5 - Grid (AA-ZA, 4-5) - Pump Line 2 (PL)",,QA,Hydraulics,New,Level 04,Zone 5,"Grid (AA-ZA, 4-5)",Pump Line 2 (PL),
,,Level 04 - Zone 6 - Cold Water AG (CW),,QA,Hydraulics,New,Level 04,Zone 6,Cold Water AG (CW),,
,,"Level 05 - Zone 1 - Grid (AA-AD, 6-7) - Pump Line (PL)",,QA,Hydraulics,New,Level 05,Zone 1,"Grid (AA-AD, 6-7)",Pump Line (PL),
,,"Level 05 - Zone 1 - Grid (AC-AD, 7-8) - Pump Line (PL)",,QA,Hydraulics,New,Level 05,Zone 1,"Grid (AC-AD, 7-8)",Pump Line (PL),
,,Level 05 - Zone 2 - Cold Water AG (CW),,QA,Hydraulics,New,Level 05,Zone 2,Cold Water AG (CW),,
,,"Level 05 - Zone 6 - 150mm Cold Water AG (CW) - Grid (ZC-ZD, 09-11)",,QA,Hydraulics,New,Level 05,Zone 6,150mm Cold Water AG (CW),"Grid (ZC-ZD, 09-11)",
,,"Level 05 - Zone 6 - 150mm Cold Water AG (CW) - Grid (ZB-ZD, 11-12)",,QA,Hydraulics,New,Level 05,Zone 6,150mm Cold Water AG (CW),"Grid (ZB-ZD, 11-12)",
,,"Level 05 - Zone 6 - 150mm Cold Water AG (CW) - Grid (ZB-ZC, 09-11)",,QA,Hydraulics,New,Level 05,Zone 6,150mm Cold Water AG (CW),"Grid (ZB-ZC, 09-11)",
,,"Level 05 - Zone 6 - 100mm Non-Potable Cold Water AG (NPCW) - Grid (ZB-ZD, 11-12)",,QA,Hydraulics,New,Level 05,Zone 6,100mm Non-Potable Cold Water AG (NPCW),"Grid (ZB-ZD, 11-12)",
,,"Level 05 - Zone 6 - 100mm Non-Potable Cold Water AG (NPCW) - Grid (ZB-ZC, 09-11)",,QA,Hydraulics,New,Level 05,Zone 6,100mm Non-Potable Cold Water AG (NPCW),"Grid (ZB-ZC, 09-11)",
,,Level 05A - Zone 1 - Pump Line AG (PL),,QA,Hydraulics,New,Level 05A,Zone 1,Pump Line AG (PL),,
,,Level 05A - Zone 1 - Cold Water AG (CW),,QA,Hydraulics,New,Level 05A,Zone 1,Cold Water AG (CW),,
,,Level 05A - Zone 1 - Non-Potable Cold Water AG (NPCW),,QA,Hydraulics,New,Level 05A,Zone 1,Non-Potable Cold Water AG (NPCW),,
,,Level 05A - Zone 2 - Pump Line AG (PL),,QA,Hydraulics,New,Level 05A,Zone 2,Pump Line AG (PL),,
,,Level 05A - Zone 2 - Cold Water AG (CW),,QA,Hydraulics,New,Level 05A,Zone 2,Cold Water AG (CW),,
,,Level 05A - Zone 6 - Cold Water AG (CW),,QA,Hydraulics,New,Level 05A,Zone 6,Cold Water AG (CW),,
,,Level 05A - Zone 6 - Non-Potable Cold Water AG (NPCW),,QA,Hydraulics,New,Level 05A,Zone 6,Non-Potable Cold Water AG (NPCW),,
,,Level 06 - Zone 2 - Cold Water AG (CW),,QA,Hydraulics,New,Level 06,Zone 2,Cold Water AG (CW),,
,,Level 06 - Zone 5 - Cold Water AG (CW),,QA,Hydraulics,New,Level 06,Zone 5,Cold Water AG (CW),,
,,Level 06 - Zone 6 - Cold Water AG (CW),,QA,Hydraulics,New,Level 06,Zone 6,Cold Water AG (CW),,
,,Level 07 - Zone 2 - Cold Water AG (CW),,QA,Hydraulics,New,Level 07,Zone 2,Cold Water AG (CW),,
,,Level 10 - Zone 2 - Cold Water AG (CW),,QA,Hydraulics,New,Level 10,Zone 2,Cold Water AG (CW),,
,,Misc Issues,grouping,Misc Issues,,,,,,,
,,Cold Water freeze and pipe alter,,QA,Misc Issues,Cold Water freeze and pipe alter,,,,,
,Columns,,,,,,,,,,
,,Employee trained for task & reviewed installation instructions,,Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual),,,,,,,
,,Notify & gain permit from principal contractor/client for inspection,,Notify and gain permit from principal contractor / client for inspection (hold point),,,,,,,
,,Setout & alignment as per drawing,,Setout & alignment as per drawing (include revision below),,,,,,,
,,Drawing & revision number(s),Drawing & revision number(s),Setout & alignment as per drawing (include revision below),,,,,,,
,,Material type (as per sample submission),,Material type (as per sample submission),,,,,,,
,,"Pipework fittings, bends, joints etc (as per AS 3500.1 section 2.6)",,"Pipework fittings, bends, joints etc (as per AS 3500.1 section 2.6)",,,,,,,
,,Welding/pressfit/push fit (as per AS 3500.1),,Welding / pressfit / push fit (as per AS 3500.1),,,,,,,
,,Support & fixings (acoustic/seismic/water hammer),,Support & fixings (acoustic / seismic / water hammer),,,,,,,
,,Pipework installation (as per AS 3500.1),,Pipework installation (as per AS 3500.1),,,,,,,
,,Check no cross connection,,Check no cross connection,,,,,,,
,,Pressure test (1500kpa pressure test),,Pressure test (1500kpa pressure test),,,,,,,
,,3rd Party Inspection,,3rd Party Inspection (Including the below as applicable),,,,,,,
,,Name,Name,3rd Party Inspection (Including the below as applicable),,,,,,,
,,Company,Company,3rd Party Inspection (Including the below as applicable),,,,,,,
,,Final sign off,,Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below),,,,,,,
,,Area clean,Area clean,Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below),,,,,,,
,,,,,,,,,,,
Commissioning Pump / Macerator Station,,,,,,,,,,,
,Scope,,,QA,,,,,,,
,Rows,,,,,,,,,,
,,Hydraulics - New,grouping,Hydraulics - New,,,,,,,
,,Level 01 - Zone 1 - Pump Station - Commissioning Pump / Macerator Station,,QA,Hydraulics,New,Level 01,Zone 1,Pump Station,Commissioning Pump / Macerator Station,
,,"Level 02 - Zone 2 - Grid (AA-AD, 14-16) - Pump Station - Commissioning Pump / Macerator Station",,QA,Hydraulics,New,Level 02,Zone 2,"Grid (AA-AD, 14-16)",Pump Station,Commissioning Pump / Macerator Station
,,"Level 02 - Zone 6 - Pump Station (ZA-ZB, 14-15) - Commissioning Pump / Macerator Station",,QA,Hydraulics,New,Level 02,Zone 6,"Pump Station (ZA-ZB, 14-15)",Commissioning Pump / Macerator Station,
,Columns,,,,,,,,,,
,,Employee trained for task & reviewed installation instructions,,Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual),,,,,,,
,,Condition as when it was installed (report any changes),,Condition as when it was installed (report any changes),,,,,,,
,,Control panel installed,,Control panel installed,,,,,,,
,,"Electrical wiring connected between pumps, controller & level sensing system installed correctly",,"Electrical wiring connected between pumps, controller & level sensing system installed correctly",,,,,,,
,,Connected to BMS,,Connected to BMS,,,,,,,
,,Connected to power supply,,Connected to power supply,,,,,,,
,,BMS faults in working order,,BMS faults in working order (specify faults),,,,,,,
,,High level alarm in working order,,High level alarm in working order,,,,,,,
,,Supplier commissioning sheet,,Supplier commissioning sheet,,,,,,,
,,Area clean,Area clean,Supplier commissioning sheet,,,,,,,
,,,,,,,,,,,
Decommissioning / Demolition,,,,,,,,,,,
,Scope,,,QA,Decommissioning / Demolition,,,,,,
,Rows,,,,,,,,,,
,,Level 01,dynamic,Decommissioning / Demolition,Level 01,,,,,,
,,Level 02,dynamic,Decommissioning / Demolition,Level 02,,,,,,
,,Level 03,dynamic,Decommissioning / Demolition,Level 03,,,,,,
,,Level 05,dynamic,Decommissioning / Demolition,Level 05,,,,,,
,,Level 07,dynamic,Decommissioning / Demolition,Level 07,,,,,,
,Columns,,,,,,,,,,
,,Employee trained for task,,Employee trained for task,,,,,,,
,,Drawing & revision number(s),Drawing & revision number(s),Employee trained for task,,,,,,,
,,Notify & gain permit from principal contractor/client for inspection,,Notify and gain permit from principal contractor / client for inspection (hold point),,,,,,,
,,Service/object to be decommissioned/demolished located,,Service / object to be decommissioned / demolished located,,,,,,,
,,Identify & locate any dependant & affected areas/stakeholders/items,,Identify and locate any dependant and affected areas/stakeholders/items,,,,,,,
,,Locate & identify any hazards that may occur when decommissioning/demolishing,,Locate and identify any hazards that may occur when decommissioning / demolishing,,,,,,,
,,Service/object locked out for decommissioning/demolition,,Service / object locked out for decommissioning / demolition,,,,,,,
,,Service/object isolated & ready for safe decommissioning/demolition,,Service / object isolated and ready for safe decommissioning / demolition,,,,,,,
,,Service/object isolated safely decommissioned/demolished,,Service / object isolated safely decommissioned / demolished (testing if applicable),,,,,,,
,,Clean,,Clean,,,,,,,
,,Final sign off,,Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below),,,,,,,
,,,,,,,,,,,
Fire Collars,,,,,,,,,,,
,Scope,,,QA,,,,,,,
,Rows,,,,,,,,,,
,,Hydraulics - New,grouping,Hydraulics - New,,,,,,,
,,Level 02 - Zone 1,,QA,Hydraulics,New,Level 02,Zone 1,Fire Collars,,
,,Level 02 - Zone 2,,QA,Hydraulics,New,Level 02,Zone 2,Fire Collars,,
,,Level 02 - Zone 3,,QA,Hydraulics,New,Level 02,Zone 3,Fire Collars,,
,,Level 03 - Zone 1,,QA,Hydraulics,New,Level 03,Zone 1,Fire Collars,,
,,Level 03 - Zone 2,,QA,Hydraulics,New,Level 03,Zone 2,Fire Collars,,
,,Level 03 - Zone 5,,QA,Hydraulics,New,Level 03,Zone 5,Fire Collars,,
,,Level 03 - Zone 6,,QA,Hydraulics,New,Level 03,Zone 6,Fire Collars,,
,,Level 04 - Zone 1,,QA,Hydraulics,New,Level 04,Zone 1,Fire Collars,,
,,Level 04 - Zone 2,,QA,Hydraulics,New,Level 04,Zone 2,Fire Collars,,
,,Level 04 - Zone 5,,QA,Hydraulics,New,Level 04,Zone 5,Fire Collars,,
,,Level 05 - Zone 1,,QA,Hydraulics,New,Level 05,Zone 1,Fire Collars,,
,,Level 05 - Zone 2,,QA,Hydraulics,New,Level 05,Zone 2,Fire Collars,,
,,Level 05 - Zone 6,,QA,Hydraulics,New,Level 05,Zone 6,Fire Collars,,
,,Level 05A - Zone 1,,QA,Hydraulics,New,Level 05A,Zone 1,Fire Collars,,
,,Level 05A - Zone 2,,QA,Hydraulics,New,Level 05A,Zone 2,Fire Collars,,
,,Level 05A - Zone 5,,QA,Hydraulics,New,Level 05A,Zone 5,Fire Collars,,
,,Level 05A - Zone 6,,QA,Hydraulics,New,Level 05A,Zone 6,Fire Collars,,
,,Level 06 - Zone 1,,QA,Hydraulics,New,Level 06,Zone 1,Fire Collars,,
,,Level 06 - Zone 2,,QA,Hydraulics,New,Level 06,Zone 2,Fire Collars,,
,,Level 06 - Zone 4,,QA,Hydraulics,New,Level 06,Zone 4,Fire Collars,,
,,Level 06 - Zone 5,,QA,Hydraulics,New,Level 06,Zone 5,Fire Collars,,
,,Level 06 - Zone 6,,QA,Hydraulics,New,Level 06,Zone 6,Fire Collars,,
,,Level 07 - Zone 1,,QA,Hydraulics,New,Level 07,Zone 1,Fire Collars,,
,,Level 07 - Zone 2,,QA,Hydraulics,New,Level 07,Zone 2,Fire Collars,,
,,Level 07 - Zone 5,,QA,Hydraulics,New,Level 07,Zone 5,Fire Collars,,
,,Level 07 - Zone 6,,QA,Hydraulics,New,Level 07,Zone 6,Fire Collars,,
,,Level 08 - Zone 1,,QA,Hydraulics,New,Level 08,Zone 1,Fire Collars,,
,,Level 10 - Zone 2,,QA,Hydraulics,New,Level 10,Zone 2,Fire Collars,,
,Columns,,,,,,,,,,
,,Employee trained for task & reviewed installation instructions,,Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual),,,,,,,
,,Notify & gain permit from principal contractor/client for inspection,,Notify and gain permit from principal contractor / client for inspection (hold point),,,,,,,
,,Setout & alignment as per drawing,,Setout & alignment as per drawing (include revision below),,,,,,,
,,Drawing & revision number(s),Drawing & revision number(s),Setout & alignment as per drawing (include revision below),,,,,,,
,,Installation as per manufacturer's requirements,,Installation as per manufacturer's requirements,,,,,,,
,,Correct fire collar location (as per drawing),,Correct fire collar location (as per drawing),,,,,,,
,,Location,Location,Correct fire collar location (as per drawing),,,,,,,
,,Fire tags as per fire matrix installed,,Fire tags as per fire matrix installed,,,,,,,
,,Structurally correct (Engineers Approval required),,Structurally correct (Engineers Approval required),,,,,,,
,,Engineers Approval attached,Engineers Approval attached,Structurally correct (Engineers Approval required),,,,,,,
,,Fire sealant installed correctly,,Fire sealant installed correctly,,,,,,,
,,Final Inspection - 3rd Party,,Final Inspection - 3rd Party (Including the below as applicable),,,,,,,
,,Name,Name,Final Inspection - 3rd Party (Including the below as applicable),,,,,,,
,,Company,Company,Final Inspection - 3rd Party (Including the below as applicable),,,,,,,
,,Final sign off,,Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below),,,,,,,
,,,,,,,,,,,
Fix 1 Checklist,,,,,,,,,,,
,Scope,,,QA,,,,,,,
,Rows,,,,,,,,,,
,,Hydraulics - New,grouping,Hydraulics - New,,,,,,,
,,"Level 02 - Zone 1 - Grid (AA-AE, 07-09) - Toilet (02.504) + Cleaner's Sink, Drinking Fountain & Paint Collection Tank",,QA,Hydraulics,New,Level 02,Zone 1,"Grid (AA-AE, 07-09)","Toilet (02.504) + Cleaner's Sink, Drinking Fountain & Paint Collection Tank",Fix 1 Checklist
,,"Level 02 - Zone 1 - Grid (AD-AE, 08-09) - Scenery Dock (02.040)",,QA,Hydraulics,New,Level 02,Zone 1,"Grid (AD-AE, 08-09)",Scenery Dock (02.040),Fix 1 Checklist
,,"Level 02 - Zone 2 - Grid (AA-AD, 14-16) - Drinking Fountain (AC-AD, 13-14) drink fountain West",,QA,Hydraulics,New,Level 02,Zone 2,"Grid (AA-AD, 14-16)","Drinking Fountain (AC-AD, 13-14) drink fountain West",Fix 1 Checklist
