type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,"○ Crushed Rock Working Platform: +0, -10mm",,,,,,,,,,,,,
label,• Pavement layer thickness tolerances as follows; ,,,,,,,,,,,,,
label,○ Class 3/4 rock/profiling (Base):  -10mm. The average thickness over every 100m shall be no less than the specified thickness. Max thickness of any base layer shall not exceed 200mm and be no less than 80mm. ,,,,,,,,,,,,,
label,○ Class 3/4 rock/profiling (subbase): -15 mm. Max thickness of any subbase layer shall not exceed 150mm and be no less than 80mm. ,,,,,,,,,,,,,
label,○ The combined thickness of subbase and base course shall be no less than the specified thickness by more than 15mm. ,,,,,,,,,,,,,
label,Reference Documents: VicRoads section 304 ,,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,,
label,Record of conformity: Survey day and Visual inspection,,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,,
label,Responsibility: Fulton Hogan,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,2.3 - Compaction and Post Compaction Testing,,,,,,,,,,,,,
label,Frequency: Each Individual Location,,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,,
label,• Full compaction of each course shall be achieved in all areas including the interfaces between successively placed lanes and sections; Compaction is achieved whilst material is within desired moisture range.,,,,,,,,,,,,,
label,• Compaction to be completed with a 16T smooth roller.,,,,,,,,,,,,,
label,• Compaction testing requirements and frequency as per Table 304.082.,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,Table 304.082 Acceptance Limits for Scale C Standard of Compaction,,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,Compaction Scale || Mean Value of Density Ratio % (three tests),,,,,,,,,,,,,
label,C || Subbase Layers (Not less than 98.0) || Base Layers (Not less than 100.0),,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,
label,"• Material requirements as per Tables 820.072, 820.041.",,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,Table 820.072 Grading Requirements for Class CC4 Crushed Concrete,,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,Sieve Size AS (mm) || Limits of Grading - Test Value before Compaction (% Passing),,,,,,,,,,,,,
label,Nominal Size (mm) :: 50 || 40 || 30 || 25 || 20 || 14,,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,75.0 || 50mm :: 100%,,,,,,,,,,,,,
label,53.0 || 40mm :: 100%,,,,,,,,,,,,,
label,"37.5 || 30mm :: 100%, 25mm :: 100%",,,,,,,,,,,,,
label,26.5 || 20mm :: 100%,,,,,,,,,,,,,
label,"19.0 || 50mm :: 54-75%, 40mm :: 64-90%, 14mm :: 100%",,,,,,,,,,,,,
label,"9.50 || 30mm :: 48-70%, 25mm :: 54-75%",,,,,,,,,,,,,
label,"4.75 || 20mm :: 42-76%, 14mm :: 54-75%",,,,,,,,,,,,,
label,"0.425 || 50mm :: 7-21%, 40mm :: 7-23%, 30mm :: 9-24%, 25mm :: 10-26%, 20mm :: 10-28%, 14mm :: 15-32%",,,,,,,,,,,,,
label,"0.075 || 50mm :: 2-10%, 40mm :: 2-12%, 30mm :: 2-12%, 25mm :: 2-13%, 20mm :: 2-14%, 14mm :: 6-17%",,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,Table 820.041 Physical Properties,,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,"Test || Test Value (Class CC2, Class CC3, Class CC4)",,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,"Liquid Limit % (max) || 35, 35, 40",,,,,,,,,,,,,
label,"Plasticity Index (max) || 6, 10, 20",,,,,,,,,,,,,
label,"California Bearing Ratio (%) (min) || 100, 80, 20",,,,,,,,,,,,,
label,"Los Angeles Abrasion Loss (max) || 35, 40, 45",,,,,,,,,,,,,
label,"Flakiness Index || 35, - , -",,,,,,,,,,,,,
label,¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,
label,"• Nominated frequency of testing for Compaction, Post-compaction Grading and PI, once per individual location (section 304.11).",,,,,,,,,,,,,
label,• Result requirements to conform to VicRoads section 304.,,,,,,,,,,,,,
label,"Reference Documents: VicRoads section 304, 820",,,,,,,,,,,,,
label,Inspection/ Test Method: Testing,,,,,,,,,,,,,
label,Record of conformity: Test result certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Fulton Hogan,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,2.4 - Proof rolling,,,,,,,,,,,,,
label,Frequency: Each Lot,,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,,
label,"• Proof Roll will occur once compaction has been completed, as part of the final sequence of compaction.",,,,,,,,,,,,,
label,• Proof Roll to be systematic and in a manner that covers the entire area.,,,,,,,,,,,,,
label,• Vibrating Plant travel at speed less than 4km/h and less than 6 km/h for pneumatic rollers;,,,,,,,,,,,,,
label,• Rollers operated as close as practicable to unsupported edges.,,,,,,,,,,,,,
label,• Contractor shall provide for the Principal's Representative to be present after all test rolling.,,,,,,,,,,,,,
label,• Proof rolling of the Crushed Rock Working Platform to be completed with a watercart or smooth drum. ,,,,,,,,,,,,,
label,Reference Documents: VicRoads section 173,,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,,
label,Record of conformity: Visual inspection and mapping data,,,,,,,,,,,,,
label,WP / HP*,,,,,,,,,,,,,
label,Responsibility: ,,,,,,,,,,,,,
label,• Fulton Hogan,,,,,,,,,,,,,
label,• Principal’s Representative,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,2.5 - Identification and treatment of unsuitable areas. ,,,,,,,,,,,,,
label,Frequency: Each Lot,,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,,
label,"• Should any area crushed rock be disturbed or become unstable during proof rolling, the Principal’s Representative should be advised immediately and proof rolling of the area ceased. ",,,,,,,,,,,,,
label,"• Any areas of crushed rock layer that rut, yield or become unstable under the proof rolling must be investigated in the presence of the Principal’s Representative.",,,,,,,,,,,,,
label,Reference Documents: Spec cl 3.6.3. & VicRoads Section 204,,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,,
label,Record of conformity: Site Inspection,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,
label,Responsibility: ,,,,,,,,,,,,,
label,• Fulton Hogan,,,,,,,,,,,,,
label,• Principal’s Representative,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,
label,On behalf of Fulton Hogan it is hereby certified that the Works represented by the items of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract. ,,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,,
