type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,WP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,3.04 - Submission of results for production mix trial.,,,,,,,,,,,,
label,Frequency: After each production mix trial for each nominal mix size produced in the trial.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All test results on each nominal mix size produced in the production mix trial submitted to Contract Administrator, and written advice to the Contract Administrator of any adjustments to the mix which are necessary to achieve the properties of the submitted mix design.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5110(e) HP5110-2,,,,,,,,,,,,
label,Inspection/ Test Method: N/A,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificates,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,3.05 - Submission of results of verification testing of asphalt mixing plant devices against direct measurement of bitumen tank with production trial test results.,,,,,,,,,,,,
label,Frequency: After each production mix trial.,,,,,,,,,,,,
label,Acceptance Criteria: Acceptance of verification test results by Contract Administrator,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5112(g) HP5112-1,,,,,,,,,,,,
label,Inspection/ Test Method: N/A,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
section,4 Construction Trial,,,,,,,,,,,,
checkpoint,4.01 - Bitumen emulsion.,,,,,,,,,,,,
label,Frequency: Not less than ten (10) days prior to the commencement of construction trial.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Submission of source, name and address of manufacturer(s), manufacture information and test certificates for bitumen emulsion.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5130(c) HP5130-3,,,,,,,,,,,,
label,Inspection/ Test Method: N/A,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.02 - Mixing plant calibration charts.,,,,,,,,,,,,
label,Frequency: Prior to each construction trial.,,,,,,,,,,,,
label,Acceptance Criteria: Submission of mixing plant calibration charts to Contract Administrator.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5111(b) HP5111-2,,,,,,,,,,,,
label,Inspection/ Test Method: N/A,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Technical Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.03 - Commencement of construction trial.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• Not less than five (5) days prior to the scheduled commencement of asphalt paving works.,,,,,,,,,,,,
label,• Prior notice (minimum 48 hours) of commencement of trial to be given to Contract Administrator.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All resources required for a trial of minimum tonnage 40 t of each nominal mix size, placed in a minimum of two paving runs, with a joint suitable for testing, are available and all arrangements for the trial have been made.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5111(a) HP5111-1,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.04 - Extraction of cores from construction trial sections.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,"• At the completion of each construction trial, after the asphalt has cooled to ambient temperature and not more than 24 hours after construction.",,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• A minimum of six (6) cores are cut from within lanes, and six (6) cores are cut over a joint. Cores are not less than 100 mm diameter and are cut from the finished asphalt construction trial section.",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5111(c),,,,,,,,,,,,
label,• 5132(b),,,,,,,,,,,,
label,Inspection/ Test Method: ,,,,,,,,,,,,
label,• AS 2891.1.2,,,,,,,,,,,,
label,• AS 1289.1.4.2,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,4.05 - Repair of core holes in construction trial sections.,,,,,,,,,,,,
label,Frequency: At the completion of core extraction.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All debris, slurry and water has been removed from the core hole and the core walls and floor are completely dry prior to reinstatement.",,,,,,,,,,,,
label,"• Tack coat has been applied to the walls and floor of core hole, and the hole reinstated with hot mix asphalt approved for use in this project and placed and compacted in lifts not more than 50 mm compacted thickness.",,,,,,,,,,,,
label,• The filled hole is flush to the surrounding pavement surface.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5111(c),,,,,,,,,,,,
label,• 5132(b),,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,4.06 - Layer thickness of construction trial section.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of each construction trial and prior to the commencement of full scale production and placement of asphalt.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• The average compacted layer thickness of a minimum of 4 cores is within the accepted range of: ,,,,,,,,,,,,
label,"– Minimum of 40 mm and maximum of 85 mm for 14mm NMS asphalt, or",,,,,,,,,,,,
label,– Minimum of 75 mm and maximum of 110 mm for 20mm NMS asphalt.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5111(c),,,,,,,,,,,,
label,• Table 5120-1,,,,,,,,,,,,
label,• 5132(e),,,,,,,,,,,,
label,Inspection/ Test Method: AS 2891.1.2,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificates,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,4.07 - Compaction of construction trial section.,,,,,,,,,,,,
label,Frequency: Within 24 hours after the completion of each construction trial.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Characteristic value of air voids are within the range of:,,,,,,,,,,,,
label,"– Surfacing layers: 3.0-6.5% inclusive for mat and 3.0-8.0% inclusive for joints, or",,,,,,,,,,,,
label,– Base layers: 3.0-7.0% inclusive for mat.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5111(c),,,,,,,,,,,,
label,• 5121(c),,,,,,,,,,,,
label,• 5132(c)(d),,,,,,,,,,,,
label,Inspection/ Test Method:,,,,,,,,,,,,
label,• AS 2891.9.1,,,,,,,,,,,,
label,• AS 2891.9.2,,,,,,,,,,,,
label,Record of conformity: NATA accredited test certificates,,,,,,,,,,,,
label,TP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,4.08 - Finished surface levels of construction trial sections.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of each construction trial and prior to the commencement of full scale production and placement of asphalt.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• All finished surface levels have been surveyed to an accuracy of 2 mm with readings to 1 mm by a licensed surveyor. ,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5111(c),,,,,,,,,,,,
label,• 5132(f),,,,,,,,,,,,
label,Inspection/ Test Method: Survey,,,,,,,,,,,,
label,Record of conformity: Record of finished surface levels,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,4.09 - Surface smoothness of construction trial sections.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of each construction trial and prior to the commencement of full scale production and placement of asphalt.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Surface smoothness has been tested in each placing lane in longitudinal direction parallel to the centreline, and in the transverse direction at intervals not exceeding 10 m using a mobile straight edge operated at a speed not exceeding 5km/hr.",,,,,,,,,,,,
label,• The finished surface complies with Item 3.14 of this ITP.,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5111(c),,,,,,,,,,,,
label,• 5132(g),,,,,,,,,,,,
label,Inspection/ Test Method: Straight edge,,,,,,,,,,,,
label,Record of conformity: Record of location and extent of any surface irregularities,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Site Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,4.10 - Completion of construction trial.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• At the completion of each construction trial and prior to the commencement of full scale production and placement of asphalt.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Submission of all test results and written advice to Contract Administrator regarding any alterations in procedures or adjustments to plant and equipment as necessary to produce asphalt in accordance with specified requirements.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5111(c) HP5111-3,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Quality Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.11 - Selection of reference area for surface finish.,,,,,,,,,,,,
label,Frequency: After the completion of construction trials.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Agreement with Contract Administrator of reference area/s for each nominal size mix and photographs of each reference area.,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5111(e) HP5111-5,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection,,,,,,,,,,,,
label,Record of conformity: Photographs of reference areas,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Quality Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,4.12 - Supply of asphalt as per job mix.,,,,,,,,,,,,
label,Frequency: ,,,,,,,,,,,,
label,• After the completion of construction trials and not less than two (2) working days prior to the planned commencement of full scale asphalt works.,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Submission of the complete details of the job mix, job aggregate particle size distribution, job bitumen content, and job mix temperature for each nominal mix size.",,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5111(e) HP5111-4,,,,,,,,,,,,
label,Inspection/ Test Method: Document,,,,,,,,,,,,
label,Record of conformity: Job mix report,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Quality Manager,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,
