type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,Acceptance Criteria: Temperature to be not more than 10°C above or more than 15°C below the temperature of the bitumen.,,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5116(f),,,,,,,,,,,,,
label,Inspection/ Test Method: Asphalt plant temperature probe,,,,,,,,,,,,,
label,Record of conformity: Production records,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,
label,Responsibility: Plant Operator,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,1.04 - Temperature of asphalt,,,,,,,,,,,,,
label,Frequency: Not less than once per work period.,,,,,,,,,,,,,
label,Acceptance Criteria: Temperature to be within 10oC of the job mix temperature,,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5116(f),,,,,,,,,,,,,
label,Inspection/ Test Method: Asphalt plant temperature probe,,,,,,,,,,,,,
label,Record of conformity: Production records,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,
label,Responsibility: Plant Operator,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,1.05 - Daily bitumen usage,,,,,,,,,,,,,
label,Frequency: Once per work period for each production run for each nominal size of asphalt mix.,,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5131(e),,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection of plant digital readouts before and after each production run,,,,,,,,,,,,,
label,Record of conformity: Production records,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,
label,Responsibility: Plant Operator,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,1.06 - Supplementary bitumen content determination,,,,,,,,,,,,,
label,Frequency: Once per work period for each nominal size of asphalt mix.,,,,,,,,,,,,,
label,Acceptance Criteria: Not less than the job bitumen content.,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5131(e),,,,,,,,,,,,,
label,• Table 5116-7,,,,,,,,,,,,,
label,Inspection/ Test Method: Calculation: Daily bitumen usage divided by mass of asphalt produced for each mix type.,,,,,,,,,,,,,
label,Record of conformity: Production records,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,
label,Responsibility: Plant Operator,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,1.07 - Mass of asphalt produced,,,,,,,,,,,,,
label,Frequency: Once per work period for each nominal size of asphalt mix.,,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5131(e),,,,,,,,,,,,,
label,Inspection/ Test Method: Inspection of plant digital readouts,,,,,,,,,,,,,
label,Record of conformity: Production records,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,
label,Responsibility: Plant Operator,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
section,2 Bitumen properties,,,,,,,,,,,,,
checkpoint,2.01 - Sampling of bitumen deliveries.,,,,,,,,,,,,,
label,Frequency: Prior notice (minimum 24 hours) of the time of bitumen delivery to mixing plant and the taking of samples to be given to Contract Administrator.,,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,,
label,• One sample of not less than two (2) litres taken from each separate delivery vessel of bitumen delivered to the mixing plant.,,,,,,,,,,,,,
label,"• Containers are labelled appropriately so that samples are traceable to asphalt lots, manufacturing batch records and conformance reports. Samples are provided to Contract Administrator immediately after sampling.",,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5131(c) WP5131-1,,,,,,,,,,,,,
label,Inspection/ Test Method: AS 2008 (Appendix B),,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,,
label,WP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,2.02 - Sampling from storage tank at the asphalt mixing plant.,,,,,,,,,,,,,
label,Frequency: Not more than four hours prior to the scheduled production start time for each work period.,,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,,
label,• Duplicate samples are taken from the storage tank at the asphalt mixing plant.,,,,,,,,,,,,,
label,"• Containers are labelled appropriately so that samples are traceable to asphalt lots, manufacturing batch records and conformance reports.",,,,,,,,,,,,,
label,• One sample is provided to Contract Administrator immediately after sampling; one sample is tested as per Section 2 of this ITP.,,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5131(c) ,,,,,,,,,,,,,
label,Inspection/ Test Method: AS 2008 (Appendix B),,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,2.03 - Viscosity at 165°C,,,,,,,,,,,,,
label,"Frequency: One test prior to each work period, completed no later than 1 hour prior to start of asphalt production.",,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(c),,,,,,,,,,,,,
label,• Table SP5131-3 ,,,,,,,,,,,,,
label,Inspection/ Test Method: AG:PT/T111,,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,"2.04 - Torsional recovery at 25oC, 30 s",,,,,,,,,,,,,
label,"Frequency: One test prior to each work period, completed no later than 1 hour prior to start of asphalt production.",,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(c),,,,,,,,,,,,,
label,• Table SP5131-3 ,,,,,,,,,,,,,
label,Inspection/ Test Method: AG:PT/T122,,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,2.05 - Softening point,,,,,,,,,,,,,
label,"Frequency: One test prior to each work period, completed no later than 1 hour prior to start of asphalt production.",,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(c) ,,,,,,,,,,,,,
label,• Table SP5131-3 ,,,,,,,,,,,,,
label,Inspection/ Test Method: AG:PT/T131,,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,2.06 - PG MSCR,,,,,,,,,,,,,
label,"Frequency: One test weekly conducted on a Monday sampled from storage tank, regardless of whether work proceeds that day or not.",,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-002 5131(c) ,,,,,,,,,,,,,
label,• Table SP5131-3 ,,,,,,,,,,,,,
label,Inspection/ Test Method: AASHTO T350,,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,2.07 - Submission of binder test results.,,,,,,,,,,,,,
label,Frequency: No later than 1 hour prior to the scheduled start of asphalt production for each work period.,,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,,
label,• Completion of the specified set of tests on polymer modified binder. ,,,,,,,,,,,,,
label,• Submission of test results and a statement to the Contract Administrator regarding the compliance of the binder in the tank.,,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5131(c) HP5131-2,,,,,,,,,,,,,
label,Inspection/ Test Method: N/A,,,,,,,,,,,,,
label,Record of conformity: ITP,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,
section,3 Asphalt properties,,,,,,,,,,,,,
checkpoint,3.01 - Mixing efficiency,,,,,,,,,,,,,
label,Frequency: Not less than once per work period.,,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,,
label,"• Percentage of coating of particles in the mix, when sampled at the point of loading, must not be less than 97% and a homogeneous mixture must be obtained.",,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5116(g),,,,,,,,,,,,,
label,Inspection/ Test Method: Visual inspection as per ASTM D2489 methodology,,,,,,,,,,,,,
label,Record of conformity: Inspection record,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,
label,Responsibility: Plant Operator,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,3.02 - Stability,,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,,
label,Acceptance Criteria: ±3.0 compared to job mix but not less than 12.0 kN (for 14mm NMS) or not less than 10.0 kN (for 10mm NMS),,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,,
label,• Table 5116-4 ,,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (75 blows),,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,3.03 - Flow,,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,,
label,Acceptance Criteria: Max 3.0 mm for unmodified binder; max ±1.0 mm compared to job mix for PMB,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,,
label,• Table 5116-4 ,,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (75 blows),,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,3.04 - Minimum voids in mineral aggregate,,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,,
label,Acceptance Criteria: 14.0% (for 14mm NMS) or 15.0% (for 10mm NMS),,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,,
label,• Table 5116-4 ,,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (75 blows),,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,3.05 - Minimum and maximum air voids,,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,,
label,Acceptance Criteria: 3.0-5.0%,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,,
label,• Table 5116-4 ,,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (75 blows),,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,3.06 - Minimum and maximum voids filled with bitumen,,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,,
label,Acceptance Criteria: 70.0-80.0% (for 14mm NMS) or 75.0-85.0% (for 10mm NMS),,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,,
label,• Table 5116-4 ,,,,,,,,,,,,,
label,• HP5116-2,,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.5 (75 blows),,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,3.07 - Combined aggregate particle size distribution,,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,,
label,• Within acceptable range of deviation from job mix aggregate particle size distribution:,,,,,,,,,,,,,
label,13.2: ±6 || 1.18: ±4,,,,,,,,,,,,,
label,9.5: ±6 || 0.6: ±3,,,,,,,,,,,,,
label,6.7: ±6 || 0.3: ±2,,,,,,,,,,,,,
label,4.75: ±5 || 0.15: ±2,,,,,,,,,,,,,
label,2.36: ±5 || 0.075: ±1.5,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j) ,,,,,,,,,,,,,
label,• Table 5116-7,,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.3.3,,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,3.08 - Bitumen content in asphalt,,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,,
label,Acceptance Criteria: Within ±0.3 of job bitumen content by mass.,,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,,
label,• GHD-DD-SPC-001 5116(j),,,,,,,,,,,,,
label,• Table 5116-7,,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.3.3,,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint,3.09 - Maximum density,,,,,,,,,,,,,
label,Frequency: Each test set sampled from asphalt delivery trucks (as per AS 2891.1). See Note 1 for sampling frequency.,,,,,,,,,,,,,
label,Acceptance Criteria: To be reported.,,,,,,,,,,,,,
label,Reference Documents: GHD-DD-SPC-001 5132(a),,,,,,,,,,,,,
label,Inspection/ Test Method: AS/NZS 2891.7.1,,,,,,,,,,,,,
label,Record of conformity: NATA-accredited test certificate,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,
label,Responsibility: Laboratory Technician,,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,,
checkpoint-no-status,Note 1: Sampling frequency,,,,,,,,,,,,,
label,• Number of test sets on asphalt of each nominal size in work period:,,,,,,,,,,,,,
label,Quantity of asphalt produced || Number of sets of tests,,,,,,,,,,,,,
label,First 50t (0-50t) || 1,,,,,,,,,,,,,
label,Next 100t (50-150t) || 1,,,,,,,,,,,,,
label,Next 200t (150-350t) || 1,,,,,,,,,,,,,
label,Next 250t (350-600t) || 1,,,,,,,,,,,,,
label,Every 250t thereafter || 1,,,,,,,,,,,,,
label,• Minimum number of tests per work period regardless of tonnes produced: 3,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,,
