"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"46640e4b-7c06-47fd-899a-d5fd53d9a582","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"f9bd2934-4554-4d61-99a8-41dce02f57e8","","checklist-sectioned","not-started","Preliminary Activities and Materials Approval Checklist","checklist","FALSE","FALSE","Site QA","Prelim Activities"
"c5302932-ac01-5029-a069-567f62872ad5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)"
"ad98d6aa-e4a6-56a9-94b9-36c84fe808b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Compliance to AS/NZ ISO 9001:2015"
"5de7c072-6132-5d7c-8dda-907cc8572771","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Permacast Project Quality Management Plan"
"128e5c84-2333-5c3e-b9b5-cb5ef092000b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Inspection & Test Plan"
"0ae78849-eee6-57a0-8b71-bbabaf63b7e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","MDR Index"
"2e677fed-6e9a-5d80-a3db-d13a9ae89558","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Work Method Statement (WMS) - Prestress"
"bb7eba22-6158-5311-ae65-a48f446df2fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Work Method Statement (WMS) - Curing"
"11bd8f05-f60e-5a08-bab7-b2ee408dbbd5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Concrete Repair Methodology"
"95a75d31-888d-5447-b534-fa5f7c6fb1ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Shop Drawings"
"b1bb6f33-d6a7-5129-a2ea-9d3f687f988b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","Test Panel Prepared and Inspected by Client"
"30dc05fa-cedc-5690-9f65-0cad66e91d73","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Preliminary Activities (Approved by Client)","All Technical Query Forms (TQs) Reviewed and Approved for Works"
"380b1763-c15b-5774-b9cd-45da346d316f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Concrete"
"9a8d7fc6-45ab-5478-b7ff-cf131310b3c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Concrete","S65 Concrete Mix Design Approved by Client"
"3153ac07-d54d-5afb-841f-4c4edcc9dafd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Steel Reinforcement"
"df56df7e-fc13-521f-9783-0468aead1147","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Steel Reinforcement","Inspection of Delivery to Confirm Compliance with Order and Drawings"
"e490c381-694e-5f46-82db-c4617454f5ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Steel Reinforcement","Cut Bar Length Tolerance +0mm -10mm, Bends in Plane, Correct Cog Lengths etc."
"135f8123-2d93-5207-87aa-7d37837e4f9a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Prestressing Tendons"
"405d3387-3cae-5448-a15b-1178b5c71936","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Prestressing Tendons","Inspection of Delivery to Confirm Compliance with Order and Drawings"
"6021d487-9137-5541-810f-768379d1bfc6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Prestressing Tendons","Ensure that all Coil Numbers are recorded"
"54e081ee-e9c5-56ab-b9a7-a7763c0a6585","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Prestressing Tendons","Stressing Calculations Submitted and Approved by Client for Works"
"83d392e4-56a5-575d-9b8c-65471effc1f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Prestressing Tendons","Stressing Jack Calibration Certificates"
"a12e94d7-4f34-5b2e-a45c-d98766cb5d57","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Lifting Anchors"
"b4aa6b48-9edf-5a12-b3f9-208b7d242e37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Lifting Anchors","Lifting Design Approved by Client"
"8b28fa75-f12f-52a6-8c8d-a860de90c1df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Lifting Anchors","Lifting Devices Approved by Client"
"8f5d588a-22be-5c7c-844d-4e500cce3c82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Lifting Anchors","Inspection of Delivery for Completeness and Quality"
"f585a980-968d-594b-9a34-5d698f16d456","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Prelim Activities","Cast-in Items and Ferrules"
"ad6a6f8d-c018-5ef9-ac32-32ab5fbae3c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Cast-in Items and Ferrules","All Cast in Materials Approved"
"e5126b07-90c3-541f-8439-cbddfff0c5cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Prelim Activities","Cast-in Items and Ferrules","Inspection of Delivery for Completeness and Quality"
"ae73c350-c09c-4fde-9040-93d2cc136b0c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Beam 46-E&W"
"cb71466e-9982-4d38-b28a-51b6bc3a7202","","checklist-sectioned","work-in-progress","Byford U-Beam Stage-1 Casting Checklist","checklist","FALSE","FALSE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E"
"c16beb81-3a62-5327-889e-7c102b46466d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Pre-Pour Checklist"
"def4327b-7df4-594f-8351-86fa4d3788aa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Casting Information"
"277d611f-647b-549a-a6d2-22f364900dec","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Concrete Delivery Dockets"
"5d3697bb-4c27-591e-92dc-60597167a065","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Total Concrete Volume"
"b1136b76-4e4d-591a-88ee-c05afa3995a3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Mix Design Verified"
"614ce3eb-14fb-554b-9f1b-3d560af313c6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Ambient Temperature within Limits"
"9cbe7690-3047-59f7-842f-1fdcdf166ec4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Concrete Temperature"
"61c90abc-e1e7-5c11-92a7-2fcc066f3575","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Slump within Allowable Tolerance (180+/-40) (Tested 1st truck and subsequently for every 20m3)"
"49608b2c-a14d-546c-b4fc-e6e7b83eaa18","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Trucks Tested for strength"
"3d688ae9-eca2-5343-93d5-bbfcc861666f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Time Lag Between Trucks not exceeded 20 minutes"
"21b34ba3-6ff6-54df-8771-268375ca811e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Concrete Placed within allowable time from Batching Plant"
"b113e6d8-a250-592e-b4af-1fb83889d808","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","No Free Fall During Pour (not more than 2 metres from ground)"
"8ce4beab-f5d1-557e-9e95-026ef1daed61","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Required Finish Applied as per Drawings"
"46279ff8-59a8-5f6f-81ad-794da1b9eaf2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Retarders applied on Green Cut areas as shown in drawings"
"fa75fc9c-05d8-51d9-beb7-aee34f23719e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Concrete Covered Overnight"
"59ca13c7-f5b2-593b-8c2a-1ffccfdb051d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Casting Checklist","Cylinders Stored next to Bed"
"a52408be-02b2-598f-9c89-dd0435282d79","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist"
"e16eaacc-2171-5544-855a-c4a481af9780","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Date Stripped"
"0a013371-8b49-516e-8a88-2a164841f5e3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Concrete Cylinders Crushed and Checked for stripping strength"
"bf860e20-0cb1-5084-a5aa-4b63619a37ea","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Verify Destressing/Transfer of stress required strength"
"80c597fd-905b-55ed-8216-55575b8e9cf2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Lifting Strength Achieved"
"37c0dcbb-ccb2-5fb7-9d6a-9fc905ac185e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Curing strength (Stage-1 Casting)"
"ec7b0e38-0e62-56a6-a432-c7e97314b8df","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Lifted and Handled as per Drawings"
"8c0892d1-0cb9-5561-80a5-95930f396f29","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Product Clearly Labelled"
"0039d043-829c-5d21-acb7-5e7bcc94d076","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Storage as per Approved Temporary Works Drawings"
"5d4b2b96-6194-52c5-b54b-3d2e520d484e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Secondary Curing as per Approved Methodology if required"
"225f8a50-67c6-5707-b2c0-4bc7019f6624","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Product Dimensions Achieved and are within Specified Tolerance"
"49387fd5-8983-56dc-b376-eb7997868d80","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Specified Finish Achieved"
"51240216-c811-5589-add5-f13c467c4423","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Cast-in Items are all in Place and within Specified Tolerance"
"a00c567b-2b9c-51ff-b40f-84354165343f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Post-Pour Works Completed (As Required)"
"6c7a9e85-61d7-5a3a-b56f-a0ef888c7d23","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Survey Hog of Beams (Dumpy)"
"04242a80-0b80-5a15-86c8-e88a13325713","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Stripping Checklist","Temperature Logging Completed and Conforming. Attach Results"
"c7653de7-e3f3-5078-b6af-9ca6cafdd44e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Any Defect Identified"
"5cefec49-942d-50c0-9435-825dd13e86ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Any Defect Identified","Punchlist Completed"
"d92a3081-497f-52df-97a5-28c12fa9aba5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Any Defect Identified","Repairs Required (if applicable)"
"94c3e50b-364a-518a-b552-8333d53b5ef0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Any Defect Identified","Repairs Completed as per approved WMS (if applicable)"
"592d09c7-6fdc-56f0-9ab5-814634616fab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Any Defect Identified","Crack Map Completed"
"c5a7e017-89bb-5cce-9246-56f2086cfe83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Any Defect Identified","Any NCR Required (if applicable)"
"b59b7585-5356-52a4-85a6-9b3a4d72ba43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Any Defect Identified","NCR Approved by Client and Repairs Completed (if applicable)"
"3f6c3cae-2215-5922-9664-af70f2873262","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","As-Built Drawings"
"616680ef-729e-57dc-9252-a611a98a885d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","As-Built Drawings","As-Built Drawings Completed, Stamped and Attached"
"d0fb1c2e-92cd-5840-a3e0-922568ba26c4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Beam 46-E&W","Byford U-Beam Stage-1 Casting 46-E","Concrete Strength Test Report"
