resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,
Fit Off,checklist,,,,,Cafe C0503,,,,,,,,,,,
Fit Off,checklist,,,,,Cafe C0516,,,,,,,,,,,
Fit Off,checklist,,,,,Cafe Seating C0502,,,,,,,,,,,
Fit Off,checklist,,,,,DB C0684,,,,,,,,,,,
Fit Off,checklist,,,,,Fan Room C0681,,,,,,,,,,,
Fit Off,checklist,,,,,Fire Control Room C0582,,,,,,,,,,,
Fit Off,checklist,,,,,Fire Pump Room C0580,,,,,,,,,,,
Fit Off,checklist,,,,,Foyer C0505,,,,,,,,,,,
Fit Off,checklist,,,,,Hair Salon C0506,,,,,,,,,,,
Fit Off,checklist,,,,,Hoist Lift C0570,,,,,,,,,,,
Fit Off,checklist,,,,,Holding Bay C0581,,,,,,,,,,,
Fit Off,checklist,,,,,Lobby C0640,,,,,,,,,,,
Fit Off,checklist,,,,,Mail Room C0511,,,,,,,,,,,
Fit Off,checklist,,,,,Meeting C0513,,,,,,,,,,,
Fit Off,checklist,,,,,Office C0517,,,,,,,,,,,
Fit Off,checklist,,,,,Plenum C0586,,,,,,,,,,,
Fit Off,checklist,,,,,Plenum C0680,,,,,,,,,,,
Fit Off,checklist,,,,,Pump Room - 1 C0682,,,,,,,,,,,
Fit Off,checklist,,,,,Pump Room - 2 C0683,,,,,,,,,,,
Fit Off,checklist,,,,,RAC Lift Lobby C0540,,,,,,,,,,,
Fit Off,checklist,,,,,Reception C0504,,,,,,,,,,,
Fit Off,checklist,,,,,RL Lobby C0510,,,,,,,,,,,
Fit Off,checklist,,,,,Site Comms Room C0584,,,,,,,,,,,
Fit Off,checklist,,,,,Store C0692,,,,,,,,,,,
Fit Off,checklist,,,,,Switch Room C0585,,,,,,,,,,,
,step,,,,Upper Ground,,,,,,,,,,,,
Fit Off,checklist,,,,,Parish Hall Storage & Comms,,,,,,,,,,,
Fit Off,checklist,,,,,ACC WC C0708,,,,,,,,,,,
Fit Off,checklist,,,,,Admin Hot Desk C0703,,,,,,,,,,,
Fit Off,checklist,,,,,Airlock C0707,,,,,,,,,,,
Fit Off,checklist,,,,,CM & CCO C0702,,,,,,,,,,,
Fit Off,checklist,,,,,Comms Room C0780,,,,,,,,,,,
Fit Off,checklist,,,,,DB C0786,,,,,,,,,,,
Fit Off,checklist,,,,,Fan Room C0784,,,,,,,,,,,
Fit Off,checklist,,,,,Fan Room C0880,,,,,,,,,,,
Fit Off,checklist,,,,,GM Office C0705,,,,,,,,,,,
Fit Off,checklist,,,,,Interview Room B0706,,,,,,,,,,,
Fit Off,checklist,,,,,Lifestyle Office C0709,,,,,,,,,,,
Fit Off,checklist,,,,,Lift Lobby C0763,,,,,,,,,,,
Fit Off,checklist,,,,,Lobby C0841,,,,,,,,,,,
Fit Off,checklist,,,,,Plant Room C0781,,,,,,,,,,,
Fit Off,checklist,,,,,Plenum C0881,,,,,,,,,,,
Fit Off,checklist,,,,,Printer C0704,,,,,,,,,,,
Fit Off,checklist,,,,,Retail C0711,,,,,,,,,,,
Fit Off,checklist,,,,,Retail Waste C0790,,,,,,,,,,,
Fit Off,checklist,,,,,Substation C0782,,,,,,,,,,,
Fit Off,checklist,,,,,Team Room C0710,,,,,,,,,,,
Fit Off,checklist,,,,,Wellness Centre C0701,,,,,,,,,,,
,step,,,,School,,,,,,,,,,,,
Fit Off,checklist,,,,,Lower Ground,,,,,,,,,,,
,step,,,,,Level 1,,,,,,,,,,,
Fit Off,checklist,,,,,,ACC S0109,,,,,,,,,,
Fit Off,checklist,,,,,,ACC S0115,,,,,,,,,,
Fit Off,checklist,,,,,,Administration S102,,,,,,,,,,
Fit Off,checklist,,,,,,Circulation S0108,,,,,,,,,,
Fit Off,checklist,,,,,,FS S0183,,,,,,,,,,
Fit Off,checklist,,,,,,Interview Room S0104,,,,,,,,,,
Fit Off,checklist,,,,,,Principal's Office S0105,,,,,,,,,,
Fit Off,checklist,,,,,,Reception S0103,,,,,,,,,,
Fit Off,checklist,,,,,,Services S0180,,,,,,,,,,
Fit Off,checklist,,,,,,Sick Bay S0110,,,,,,,,,,
Fit Off,checklist,,,,,,Staff & Student Entry S0111,,,,,,,,,,
Fit Off,checklist,,,,,,Store S0190,,,,,,,,,,
Fit Off,checklist,,,,,,Uni S0106,,,,,,,,,,
Fit Off,checklist,,,,,,Uni S0107,,,,,,,,,,
Fit Off,checklist,,,,,,Uni S0112,,,,,,,,,,
Fit Off,checklist,,,,,,Uni S0113,,,,,,,,,,
Fit Off,checklist,,,,,,Waiting S0101,,,,,,,,,,
,step,,,,,Level 2,,,,,,,,,,,
Fit Off,checklist,,,,,,ACC S0203,,,,,,,,,,
Fit Off,checklist,,,,,,Circulation S0241,,,,,,,,,,
Fit Off,checklist,,,,,,Cleaner S0290,,,,,,,,,,
Fit Off,checklist,,,,,,Exploration Lab S0217,,,,,,,,,,
Fit Off,checklist,,,,,,Fem S0202,,,,,,,,,,
Fit Off,checklist,,,,,,Games & Construction S0206,,,,,,,,,,
Fit Off,checklist,,,,,,Home Base Grade 2 S0207,,,,,,,,,,
Fit Off,checklist,,,,,,Home Base Kinder S0212,,,,,,,,,,
Fit Off,checklist,,,,,,Kinder Outdoor Learning S0214,,,,,,,,,,
Fit Off,checklist,,,,,,Male S0201,,,,,,,,,,
Fit Off,checklist,,,,,,Media Hub S0205,,,,,,,,,,
Fit Off,checklist,,,,,,Media Hub S0216,,,,,,,,,,
Fit Off,checklist,,,,,,Nook S0204,,,,,,,,,,
Fit Off,checklist,,,,,,Outdoor Learning S0209,,,,,,,,,,
Fit Off,checklist,,,,,,Services S0280,,,,,,,,,,
Fit Off,checklist,,,,,,ST S0291,,,,,,,,,,
Fit Off,checklist,,,,,,Studio Lab & Learning Commons S0208,,,,,,,,,,
Fit Off,checklist,,,,,,Uni S0215,,,,,,,,,,
,step,,,,,Level 3,,,,,,,,,,,
Fit Off,checklist,,,,,,ACC S0303,,,,,,,,,,
Fit Off,checklist,,,,,,Circulation S0341,,,,,,,,,,
Fit Off,checklist,,,,,,Circulation S0342,,,,,,,,,,
Fit Off,checklist,,,,,,Circulation S0343,,,,,,,,,,
Fit Off,checklist,,,,,,Cleaner S0390,,,,,,,,,,
Fit Off,checklist,,,,,,Exploration Lab S0321,,,,,,,,,,
Fit Off,checklist,,,,,,Fem S0302,,,,,,,,,,
Fit Off,checklist,,,,,,FS S0383,,,,,,,,,,
Fit Off,checklist,,,,,,Games & Construction S0306,,,,,,,,,,
Fit Off,checklist,,,,,,Games & Construction S0317,,,,,,,,,,
Fit Off,checklist,,,,,,Home Base Grade 3 S0307,,,,,,,,,,
Fit Off,checklist,,,,,,Home Base Grade 4 S0310,,,,,,,,,,
Fit Off,checklist,,,,,,Home Base Grade 5 S0312,,,,,,,,,,
Fit Off,checklist,,,,,,Home Base Grade 6 S0316,,,,,,,,,,
Fit Off,checklist,,,,,,Incubator S0320,,,,,,,,,,
Fit Off,checklist,,,,,,Incubator S0322,,,,,,,,,,
Fit Off,checklist,,,,,,Male S0301,,,,,,,,,,
Fit Off,checklist,,,,,,Media Hub S0305,,,,,,,,,,
Fit Off,checklist,,,,,,Media Hub S0318,,,,,,,,,,
Fit Off,checklist,,,,,,Nook S0304,,,,,,,,,,
Fit Off,checklist,,,,,,Nook S0311,,,,,,,,,,
Fit Off,checklist,,,,,,Nook S0319,,,,,,,,,,
Fit Off,checklist,,,,,,Outdoor Learning S0309,,,,,,,,,,
Fit Off,checklist,,,,,,Outdoor Learning S0315,,,,,,,,,,
Fit Off,checklist,,,,,,Services S0380,,,,,,,,,,
Fit Off,checklist,,,,,,Studio Lab & Learning Commons S0308,,,,,,,,,,
Fit Off,checklist,,,,,,Studio Lab & Learning Commons S0314,,,,,,,,,,
,step,,,,,Level 4,,,,,,,,,,,
Fit Off,checklist,,,,,,ACC S0403,,,,,,,,,,
Fit Off,checklist,,,,,,ACC S0404,,,,,,,,,,
Fit Off,checklist,,,,,,Covered Area S0402,,,,,,,,,,
Fit Off,checklist,,,,,,Outdoor Learning S0401,,,,,,,,,,
Fit Off,checklist,,,,,,Plant S0405,,,,,,,,,,
,step,,,,,Lifts,,,,,,,,,,,
Fit Off,checklist,,,,,,Lift S-L1 C0871,,,,,,,,,,
Fit Off,checklist,,,,,,Lift S-L1 S0170,,,,,,,,,,
Fit Off,checklist,,,,,,Lift S-L1 S0270,,,,,,,,,,
Fit Off,checklist,,,,,,Lift S-L1 S0370,,,,,,,,,,
Fit Off,checklist,,,,,,Lift S-L1 S0470,,,,,,,,,,
,step,,,,,Stairs,,,,,,,,,,,
Fit Off,checklist,,,,,,Stair 8 S0360,,,,,,,,,,
Fit Off,checklist,,,,,,Stair 9 S0261,,,,,,,,,,
Fit Off,checklist,,,,,,Stair 9 S0361,,,,,,,,,,
Fit Off,checklist,,,,,,Stair C0850,,,,,,,,,,
,step,,,,,Upper Ground,,,,,,,,,,,
Fit Off,checklist,,,,,,School Comms Room C0783,,,,,,,,,,
Fit Off,checklist,,,,,,School Lobby UG C0741,,,,,,,,,,
Fit Off,checklist,,,,,,School Lobby UG Mezz C0640,,,,,,,,,,
Fit Off,checklist,,,,,,School Storage C0791,,,,,,,,,,
,step,,,,Parish Hall,,,,,,,,,,,,
Fit Off,checklist,,,,,Lower Ground,,,,,,,,,,,
Fit Off,checklist,,,,,Upper Ground,,,,,,,,,,,
,step,,,,,Level 1,,,,,,,,,,,
Fit Off,checklist,,,,,,ACC P0102,,,,,,,,,,
Fit Off,checklist,,,,,,Airlock P0141,,,,,,,,,,
Fit Off,checklist,,,,,,CLNR P0108,,,,,,,,,,
Fit Off,checklist,,,,,,FEM P0103,,,,,,,,,,
Fit Off,checklist,,,,,,Lettable Space P0101,,,,,,,,,,
Fit Off,checklist,,,,,,Lobby P0140,,,,,,,,,,
Fit Off,checklist,,,,,,Male P0104,,,,,,,,,,
Fit Off,checklist,,,,,,Meter Room RB146,,,,,,,,,,
,step,,,,,Level 2,,,,,,,,,,,
Fit Off,checklist,,,,,,ACC P0203,,,,,,,,,,
Fit Off,checklist,,,,,,AV Store P0292,,,,,,,,,,
Fit Off,checklist,,,,,,Elec P0293,,,,,,,,,,
Fit Off,checklist,,,,,,Family Room P0205,,,,,,,,,,
Fit Off,checklist,,,,,,Foyer P0209,,,,,,,,,,
Fit Off,checklist,,,,,,Foyer P0240,,,,,,,,,,
Fit Off,checklist,,,,,,Hall P206,,,,,,,,,,
Fit Off,checklist,,,,,,Kitchen & Servery P0208,,,,,,,,,,
Fit Off,checklist,,,,,,Lobby P0241,,,,,,,,,,
Fit Off,checklist,,,,,,Meeting P0202,,,,,,,,,,
Fit Off,checklist,,,,,,Reception P0201,,,,,,,,,,
Fit Off,checklist,,,,,,Stage P0207,,,,,,,,,,
Fit Off,checklist,,,,,,ST P0290,,,,,,,,,,
Fit Off,checklist,,,,,,ST P0291,,,,,,,,,,
,step,,,,,Level 3,,,,,,,,,,,
Fit Off,checklist,,,,,,ACC P0302,,,,,,,,,,
Fit Off,checklist,,,,,,Assistant Priest's Office P0303,,,,,,,,,,
Fit Off,checklist,,,,,,Elec/Comms,,,,,,,,,,
Fit Off,checklist,,,,,,Meeting Room P0305,,,,,,,,,,
Fit Off,checklist,,,,,,Priest's Office P0304,,,,,,,,,,
,step,,,,,Level 4,,,,,,,,,,,
Fit Off,checklist,,,,,,Plant P0484,,,,,,,,,,
,step,,,,RAC (Residential Aged Care),,,,,,,,,,,,
,step,,,,,Level 1,,,,,,,,,,,
Fit Off,checklist,,,,,,ACC WC B0142,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0101,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0102,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0103,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0104,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0105,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0106,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0107,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0108,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0109,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0110,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0111,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0112,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0113,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0114,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0115,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0116,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0117,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0118,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0119,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0120,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0121,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0122,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0123,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0124,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0125,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0126,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0127,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0128,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0129,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0130,,,,,,,,,,
Fit Off,checklist,,,,,,BOH B0134,,,,,,,,,,
Fit Off,checklist,,,,,,Chute Room B0190,,,,,,,,,,
Fit Off,checklist,,,,,,Cleaners B0193,,,,,,,,,,
Fit Off,checklist,,,,,,Comms Room B0181,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 1 B0140,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 2 B0141,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 3 B0144,,,,,,,,,,
Fit Off,checklist,,,,,,Dining B0145,,,,,,,,,,
Fit Off,checklist,,,,,,DU B0194,,,,,,,,,,
Fit Off,checklist,,,,,,Elec B0180,,,,,,,,,,
Fit Off,checklist,,,,,,EQ Store B0191,,,,,,,,,,
Fit Off,checklist,,,,,,Medication B0132,,,,,,,,,,
Fit Off,checklist,,,,,,MPR Cup'd B0150,,,,,,,,,,
Fit Off,checklist,,,,,,MPR Store B0195,,,,,,,,,,
Fit Off,checklist,,,,,,Multi Purpose Room B0150,,,,,,,,,,
Fit Off,checklist,,,,,,Nurse Station B0131,,,,,,,,,,
Fit Off,checklist,,,,,,RL Corridor B0143,,,,,,,,,,
Fit Off,checklist,,,,,,Servery B0133,,,,,,,,,,
Fit Off,checklist,,,,,,Trolley Store B0192,,,,,,,,,,
Fit Off,checklist,,,,,,WC B0147,,,,,,,,,,
,step,,,,,Level 2,,,,,,,,,,,
Fit Off,checklist,,,,,,Airlock B0224.1,,,,,,,,,,
Fit Off,checklist,,,,,,Balcony B0243,,,,,,,,,,
Fit Off,checklist,,,,,,Balcony B0247,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0201,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0202,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0203,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0204,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0205,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0206,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0207,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0208,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0209,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0210,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0211,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0212,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0213,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0214,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0215,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0216,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0217,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0218,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0219,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0220,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0221,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0222,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0223,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0224,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0225,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0226,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0227,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0228,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0229,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0230,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0231,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0232,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0233,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0234,,,,,,,,,,
Fit Off,checklist,,,,,,BOH B0238,,,,,,,,,,
Fit Off,checklist,,,,,,Chute Room B0290,,,,,,,,,,
Fit Off,checklist,,,,,,Cleaner B0293,,,,,,,,,,
Fit Off,checklist,,,,,,Comms & Elec B0280,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 1 B0240,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 2 B0241,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 3 B0245,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 4 B0249,,,,,,,,,,
Fit Off,checklist,,,,,,Dining B0247,,,,,,,,,,
Fit Off,checklist,,,,,,DU B0292,,,,,,,,,,
Fit Off,checklist,,,,,,Equipment ST - 1 B0291,,,,,,,,,,
Fit Off,checklist,,,,,,Equipment Store - 2 B0294,,,,,,,,,,
Fit Off,checklist,,,,,,Nurse Station B0235,,,,,,,,,,
Fit Off,checklist,,,,,,Servery B0237,,,,,,,,,,
Fit Off,checklist,,,,,,WC B0248,,,,,,,,,,
Fit Off,checklist,,,,,,WCC B0244,,,,,,,,,,
,step,,,,,Level 3,,,,,,,,,,,
Fit Off,checklist,,,,,,Airlock B0324.1,,,,,,,,,,
Fit Off,checklist,,,,,,Balcony B0343,,,,,,,,,,
Fit Off,checklist,,,,,,Balcony B0347,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0301,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0302,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0303,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0304,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0305,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0306,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0307,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0308,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0309,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0310,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0311,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0312,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0313,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0314,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0315,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0316,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0317,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0318,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0319,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0320,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0321,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0322,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0323,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0324,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0325,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0326,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0327,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0328,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0329,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0330,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0331,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0332,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0333,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0334,,,,,,,,,,
Fit Off,checklist,,,,,,BOH B0338,,,,,,,,,,
Fit Off,checklist,,,,,,Chute Room B0390,,,,,,,,,,
Fit Off,checklist,,,,,,Cleaner B0393,,,,,,,,,,
Fit Off,checklist,,,,,,Comms & Elec B0380,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 1 B0340,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 2 B0341,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 3 B0345,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 4 B0349,,,,,,,,,,
Fit Off,checklist,,,,,,Dining B0347,,,,,,,,,,
Fit Off,checklist,,,,,,DU B0392,,,,,,,,,,
Fit Off,checklist,,,,,,Equipment ST - 1 B0391,,,,,,,,,,
Fit Off,checklist,,,,,,Equipment Store - 2 B0394,,,,,,,,,,
Fit Off,checklist,,,,,,Medication B0336,,,,,,,,,,
Fit Off,checklist,,,,,,Nurse Station B0335,,,,,,,,,,
Fit Off,checklist,,,,,,Servery B0337,,,,,,,,,,
Fit Off,checklist,,,,,,WC B0348,,,,,,,,,,
Fit Off,checklist,,,,,,WCC B0344,,,,,,,,,,
,step,,,,,Level 4,,,,,,,,,,,
Fit Off,checklist,,,,,,Airlock B0424.1,,,,,,,,,,
Fit Off,checklist,,,,,,Balcony B0443,,,,,,,,,,
Fit Off,checklist,,,,,,Balcony B0447,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0401,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0402,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0403,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0404,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0405,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0406,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0407,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0408,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0409,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0410,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0411,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0412,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0413,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0414,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0415,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0416,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0417,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0418,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0419,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0420,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0421,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0422,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0423,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0424,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0425,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0426,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0427,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0428,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0429,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0430,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0431,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0432,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0433,,,,,,,,,,
Fit Off,checklist,,,,,,Bed B0434,,,,,,,,,,
Fit Off,checklist,,,,,,BOH B0438,,,,,,,,,,
Fit Off,checklist,,,,,,Chute Room B0490,,,,,,,,,,
Fit Off,checklist,,,,,,Cleaner B0493,,,,,,,,,,
Fit Off,checklist,,,,,,Comms & Elec B0480,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 1 B0440,,,,,,,,,,
Fit Off,checklist,,,,,,Corridor - 2 B0441,,,,,,,,,,
