type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Avoid clash with stormawater pipe as per IFC drawings,,,,,,,,,,,,,,,,,,,,,,
label,– RW02 column 1-27 and 30-41: Top layer of grid strips to pass over stormwater pipe. Other locations to pass underneath.,,,,,,,,,,,,,,,,,,,,,,
label,"– RW03 column 1-23 Deflect top layers of grid-strips below stormwater pipe at maxmum 1:3 slope, column 24 pass over stormwater pipe.",,,,,,,,,,,,,,,,,,,,,,
label,– Set Out invert levels of stormwater pipe before commencing straps and fill placement for RW02 and RW03.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - RW02 and RW03 stormwater and grid-strip interface,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,8 - Cobble-Placement,,,,,,,,,,,,,,,,,,,,,,
label,Reference - MRP-080-C-RFL-DRG-33-CPV-CSW-1955,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Cobble to be placed a minum of 300mm from face of wire basket,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each fill layer,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,9 - Geotextile-Placement,,,,,,,,,,,,,,,,,,,,,,
label,Reference - MRP-080-C-RFL-DRG-33-CPV-CSW-1955,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Lay geotextile between cobble and select fill for full length of wall. ,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each fill layer,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,10 - Fill-Placement,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR204.10 ,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Select backfill shall be placed in accordance with Vicroads section 204.,,,,,,,,,,,,,,,,,,,,,,
label,○ Fill layers to be spread and compacted in layers not exceeding a compacted thickness of 200mm. ,,,,,,,,,,,,,,,,,,,,,,
label,○ Fill dispensation to be granted by superintendent to increase thickness layers. ,,,,,,,,,,,,,,,,,,,,,,
label,○ All RSS fill layers to be spread from face of panel to tail of soil reinforcing straps.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each fill layer,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,11 - Fill-Placement compaction,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 204.111,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - 0 - 0.15 m Light weight hand operated DPU,,,,,,,,,,,,,,,,,,,,,,
label,○ 0.15 - 0.30 m Less than 5T Roller,,,,,,,,,,,,,,,,,,,,,,
label,○ 0.3 - 1.2 m Less than 10T Roller,,,,,,,,,,,,,,,,,,,,,,
label,○ >1.2 m Less than 35T Roller,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each fill layer,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,12 - Fill Test roll,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VR 204.12,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - All layers of fill shall be test rolled in accordance with VR 173. The contractor Shall provide for the superintendent to be present during all test rolling,,,,,,,,,,,,,,,,,,,,,,
label,○ Static Smooth drum roller with a mass >12T; or,,,,,,,,,,,,,,,,,,,,,,
label,○ Tandem truck or water cart with a mass >20T.,,,,,,,,,,,,,,,,,,,,,,
label,○ No visible deformation or springing during test roll.,,,,,,,,,,,,,,,,,,,,,,
label,○ Unstable areas rectified as per agreed method.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Every Fill Layer,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,13 - Select back fill-Compaction Testing ,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings VR 204.14, VR 682.16",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Testing frequency shall be in accordance with Vicroad Specification section 204.14,,,,,,,,,,,,,,,,,,,,,,
label,○ Moisture content shall achieve minimum characteristic value of density ratio: 98%,,,,,,,,,,,,,,,,,,,,,,
label,○ Moisture content of backfill shall be maintained evenly at all times. Moisture content shall be +0%/-2% of the optimum moisture content. Any backfill material exceeding the optimum moisture content must be allowed to dry.,,,,,,,,,,,,,,,,,,,,,,
label,Attach: Compaction test results ,,,,,,,,,,,,,,,,,,,,,,
label,Method - Documet review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Fill Layer or every second layer as agreed ,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Attached Test Results ,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,14 - Select back fill-Test frequency,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings VR 204.14, VR 682.16",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - After three consecutive lots of like material have achieved the specified requirement, reduce frequency of testing of subsequent lots to the minimum requirement specified in table 204.142:",,,,,,,,,,,,,,,,,,,,,,
label,Method - Documet review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Fill Layer or every second layer as agreed ,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority/PE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Referenced Lots in This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,15 - Survey Conformance Asbuilt,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Section 204.03 (d, g & h), 206.16",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Scale B:,,,,,,,,,,,,,,,,,,,,,,
label,○ Min. No. of Measurements Per Lot: 40,,,,,,,,,,,,,,,,,,,,,,
label,○ Tolerance: mean value of readings +5mm to -25mm and Maximum Standard Deviation to be 15mm,,,,,,,,,,,,,,,,,,,,,,
label,Method - Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
label,Attach: Survey Conformance As Built,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,,,,,
