type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,13 - D2.5,,,,,,,,,
label,Inspection / Test Point - Joints,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - Material to comply with contract specification,,,,,,,,,
label,Frequency / When? - Prior to installation,,,,,,,,,
label,"Inspection / Test Method - Material approval, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Data sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,14 - D18.2,,,,,,,,,
label,Inspection / Test Point - Precast manhole elements,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - min. 25 Mpa,,,,,,,,,
label,○ 1050 mm nominal diameter,,,,,,,,,
label,○ 150 mm lid (HO loading),,,,,,,,,
label,Quantity - 11,,,,,,,,,
label,Frequency / When? - Prior to installation,,,,,,,,,
label,"Inspection / Test Method - Material approval, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Data sheet",,,,,,,,,
label,"Standard - ICC STANDARD SPECIFICATIONS NZS 4058, NZS 3107",,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,15 - D15.2,,,,,,,,,
label,Inspection / Test Point - Manhole covers,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,"Conformance Criteria (What's Required) - Heavy Duty Ductile iron, HN-HO-72 hinged, 600 mm clear opening, gas seal",,,,,,,,,
label,Quantity - 11,,,,,,,,,
label,Frequency / When? - Prior to installation,,,,,,,,,
label,"Inspection / Test Method - Material approval, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Data sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,16 - D15.2 Fig. D9,,,,,,,,,
label,Inspection / Test Point - Cleaning eye cover,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - Warrior Surface box clear opening of 380mm x 224mm,,,,,,,,,
label,Quantity - 1,,,,,,,,,
label,Frequency / When? - Prior to installation,,,,,,,,,
label,"Inspection / Test Method - Material approval, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Data sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,17 - D11.4,,,,,,,,,
label,Inspection / Test Point - Membrane seal,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - CRS2 High Bitumen Content Emulsion Binder or Polymer Modified Emulsion Binder,,,,,,,,,
label,"Quantity - 730 m (main), 700 m (lateral)",,,,,,,,,
label,Frequency / When? - Prior to installation,,,,,,,,,
label,"Inspection / Test Method - Material approval, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Data sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS Other Binders will only be considered should the Contractors Design prove that it is as effective as or more effective than the specified binder for the given site.,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,18 - D2.8.3 D12.3.1,,,,,,,,,
label,Inspection / Test Point - Asphalt (carriageways),,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - mix type: DG10 80/100 penetration grade bitumen,,,,,,,,,
label,"Quantity - 730 m (main), 700 m (lateral)",,,,,,,,,
label,Frequency / When? - Prior to installation,,,,,,,,,
label,"Inspection / Test Method - Material approval, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Data sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,19 - D13.3.4,,,,,,,,,
label,Inspection / Test Point - Asphalt (footpath),,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,"Conformance Criteria (What's Required) - mix type: DG7, 180/200 penetration grade bitumen",,,,,,,,,
label,Quantity - 58 x 1 m,,,,,,,,,
label,Frequency / When? - Prior to installation,,,,,,,,,
label,"Inspection / Test Method - Material approval, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Data sheet",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,20,,,,,,,,,
label,Inspection / Test Point - Removal of existing pipelines and manholes,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,"Conformance Criteria (What's Required) - Excavation will include the removal of existing redundant mains, manholes and property connections",,,,,,,,,
label,Quantity - 273 m D300 ,,,,,,,,,
label,○ 378 m D225 ,,,,,,,,,
label,○ 780 m D100,,,,,,,,,
label,○ 8 manholes,,,,,,,,,
label,Frequency / When? - Continuous during excavation,,,,,,,,,
label,"Inspection / Test Method - Visual inspection, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP, Disposal register",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,21 - C1.11,,,,,,,,,
label,Inspection / Test Point - Disposal of Surplus Materials,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - The Contractor shall dispose of any surplus materials in a safe and sustainable manner,,,,,,,,,
label,Quantity - 3500 m3,,,,,,,,,
label,Frequency / When? - Continuous during excavation,,,,,,,,,
label,Inspection / Test Method - Document,,,,,,,,,
label,"Records / evidence, WCL form - Sign this ITP, Disposal register",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
section,Completion,,,,,,,,,
checkpoint,22 - D17,,,,,,,,,
label,Inspection / Test Point - As-built information,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - Encountered Services Record Sheet,,,,,,,,,
label,○ Detailed Water Connection Sheet,,,,,,,,,
label,○ As-built drawings as per D17,,,,,,,,,
label,Frequency / When? - Following/during completion of works,,,,,,,,,
label,Inspection / Test Method - Document,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, DWCS, ESRS, As-built",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS KiwiRail specifications,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,23,,,,,,,,,
label,Inspection / Test Point - Works Completion Notice,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - KiwiRail + myWorksites,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,24,,,,,,,,,
label,Inspection / Test Point - Site walkover,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,"Conformance Criteria (What's Required) - Snag list to be compiled, and completed",,,,,,,,,
label,Frequency / When? - At Completion,,,,,,,,,
label,Inspection / Test Method - Review,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, SNAG List",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,Signoff,,,,,,,,,
note,Wilsons Engineer,,,,,,,,,
note,Signed By : Norbert Jacsek,,,,,,,,,
note,Wilsons Contract Manager,,,,,,,,,
note,Accepted By : Hamish Lindsay,,,,,,,,,
note,ICC Engineers Representative,,,,,,,,,
note,Accepted By : Tom Andersen,,,,,,,,,
signoff,Signature:,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,ITP - Bay Road FS (1-10 blocks),itp,,,,,ITP - Bay Road FS (1-10 blocks),,,
section,Pre Construction,,,,,,,,,
checkpoint,1 - D1.5,,,,,,,,,
label,Inspection / Test Point - Pre-work site inspection,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,"Conformance Criteria (What's Required) - Video or photos near the construction zone to determine their pre construction condition. (landowners property, public area)",,,,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,,,
label,"Inspection / Test Method - Inspection, Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, Video, Photo",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,2 - D1.18,,,,,,,,,
label,Inspection / Test Point - Temporary traffic management set up,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,"Conformance Criteria (What's Required) - Signs set up as per TMP, with a copy on site with STMS. TMP monitored for practicality. If changes are required these are to be agreed upon with the engineer.",,,,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,,,
label,"Inspection / Test Method - Engineer's inspection, Visual inspection Document",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, TM Check daily on-site record, Photo",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS CoPTTM,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,3 - D2.7.1,,,,,,,,,
label,Inspection / Test Point - Set out,,,,,,,,,
label,"ACTION (W, M, H) - W",,,,,,,,,
label,"Activity by - ICC, WCL",,,,,,,,,
label,Conformance Criteria (What's Required) - Mark out of alignment for mains and laterals,,,,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,,,
label,Inspection / Test Method - Surface marking,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,4 - D1.8,,,,,,,,,
label,Inspection / Test Point - Protection and identification of other Services,,,,,,,,,
label,"ACTION (W, M, H) - H",,,,,,,,,
label,"Activity by - WCL, asset owners",,,,,,,,,
label,Conformance Criteria (What's Required) - Mark out on site of all services. Services to be potholed for as per Wilsons company policy,,,,,,,,,
label,Frequency / When? - Prior to commencement,,,,,,,,,
label,"Inspection / Test Method - Surface marking, Visual inspection, Potholing",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS Wilson's prior to excavate policy,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,
checkpoint,5 - D1.11 D9.5,,,,,,,,,
label,Inspection / Test Point - Notification to residents and businesses,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - Letter drop / business visits,,,,,,,,,
label,Frequency / When? - Prior to commencement (min. two working days prior to access restriction),,,,,,,,,
label,Inspection / Test Method - Document delivered,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP Notification letter",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,6 - D1.32.7,,,,,,,,,
label,Inspection / Test Point - Railway survey,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,"Activity by - WCL, SUR",,,,,,,,,
label,"Conformance Criteria (What's Required) - survey monitoring for track settlement: 1 m increments along the track, 20 m either side of the work centreline, / 3 m of progress of the pipe’s installation under the track.",,,,,,,,,
label,Frequency / When? - Before and after the works,,,,,,,,,
label,Inspection / Test Method - Surveying,,,,,,,,,
label,"Records / evidence, WCL form - Survey record",,,,,,,,,
label,Standard - KiwiRail Civil Specification Installation of Utility Structures on Railway Land (C-SP-AE-64322),,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
section,Foul Sewer renewal,,,,,,,,,
checkpoint,7 - D2.7.2,,,,,,,,,
label,Inspection / Test Point - Excavation,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - The finished excavation surface shall be a smooth consistent surface at the appropriate grade. No tolerance on the excavation base level that reduces the depth of the bedding will be allowed.,,,,,,,,,
label,"Quantity - 743 m main, 780 m lateral",,,,,,,,,
label,Frequency / When? - continuous,,,,,,,,,
label,"Inspection / Test Method - Visual inspection, Levelling",,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,8 - D2.7.2,,,,,,,,,
label,Inspection / Test Point - Subgrade inspection,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - To determine if improvements are required,,,,,,,,,
label,Quantity - 713 m,,,,,,,,,
label,Frequency / When? - prior to placement of bedding,,,,,,,,,
label,Inspection / Test Method - Visual inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,9 - D2.4.2,,,,,,,,,
label,Inspection / Test Point - Free draining material,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,Activity by - WCL,,,,,,,,,
label,Conformance Criteria (What's Required) - shelly gravel wrapped in a suitable geotextile up to 100 mm over the trench bed,,,,,,,,,
label,Quantity - max 713 m,,,,,,,,,
label,"Frequency / When? - continous, in accordance with observed groundwater conditions",,,,,,,,,
label,Inspection / Test Method - Visual inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP, NTE, NTC",,,,,,,,,
label,Standard - ICC STANDARD SPECIFICATIONS Secific approval should be given by the Engineer,,,,,,,,,
label,"Print, sign and date: Wilson - YES",,,,,,,,,
label,"Print, sign and date: ICC - YES",,,,,,,,,
checkpoint,10 - C1.4 D2.4.1,,,,,,,,,
label,Inspection / Test Point - Pipe material,,,,,,,,,
label,"ACTION (W, M, H) - M",,,,,,,,,
label,"Activity by - WCL, ICC",,,,,,,,,
label,Conformance Criteria (What's Required) - DN300 uPVC SN16 RESTRAIN,,,,,,,,,
label,○ DN300 uPVC SN8,,,,,,,,,
label,○ DN225 uPVC SN8,,,,,,,,,
label,○ DN150 uPVC SN8,,,,,,,,,
label,○ DN100 uPVC SN6,,,,,,,,,
label,Quantity - 30 m,,,,,,,,,
label,○ 323 m,,,,,,,,,
label,○ 377 m,,,,,,,,,
label,○ 13 m,,,,,,,,,
label,○ 780 m,,,,,,,,,
label,Frequency / When? - prior to installation WCL and ICC are to inspect all deliveries,,,,,,,,,
label,Inspection / Test Method - Visual inspection,,,,,,,,,
label,"Records / evidence, WCL form - Sign This ITP",,,,,,,,,
