type,name,values,prefix,postfix,usage count,user addable,template name,,,,,
textbox,Date Completed:,,,,,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,
checkpoint,2.7 Soil Nail Testing - Type I / Design Verification,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,"683.12 (a, c - d)",,,,,,,,,,,
note,683.13 (a - b),,,,,,,,,,,
note,Table 683.161,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: 3 no. soil nails per soil/rock type encountered on site, are to be installed as per the design, approved methodologies, materials and equipment in locations selected by the Geotechnical Engineer's representative.",,,,,,,,,,,
note,Load testing is to be in accordance with the loads shown on the IFC Drawings and the load cycles shown on table 683.161.,,,,,,,,,,,
note,Testing shall be carried out in the presence of the Nominated Authority and reports issued with valid calibration certificates within 24 hours from completion of the test.,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"FREQUENCY: Once, 3 no. tests per soil/rock type",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: WP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,2.8 Testing - Type I / Design Verification Test Failure,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,683.13 (b),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: Where applicable, if any Type I / Designer Verification Test results fail, Type II / Sacrificial Testing & Exhumation Testing shall not proceed.",,,,,,,,,,,
note,"Where this occurs, the Designers must be notified immediately and design assumptions modified and re-issued to the Superintendent's satisfaction.",,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"FREQUENCY: Where applicable, per failed test result per soil/rock type",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,
checkpoint,2.9 Testing - Type II / Sacrificial Testing & Exhumation,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,"683.12 (a, c - d)",,,,,,,,,,,
note,683.14 (a - c),,,,,,,,,,,
note,Table 683.161,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: 3 no. soil nails per soil/rock type encountered on site, are to be installed as per the design, approved methodologies, materials and equipment in locations selected by the Geotechnical Engineer's representative.",,,,,,,,,,,
note,Load testing is to be in accordance with the loads shown on the IFC Drawings and the load cycles shown on table 683.161.,,,,,,,,,,,
note,Testing shall be carried out in the presence of the Nominated Authority and reports issued with valid calibration certificates within 24 hours from completion of the test.,,,,,,,,,,,
note,Exhumation of the sacrificial nails shall be conducted in a manner to avoid damaging the grout column and cut into 500mm lengths with ends photographed to prove grout cover of the nail.,,,,,,,,,,,
note,Note: Dispensation from Type II testing in rock can be requested if:,,,,,,,,,,,
note,i. All Type I test results pass in that material,,,,,,,,,,,
note,ii. The material is not weathered more than slightly weathered and/or less hard than a Rock Quality Designator (RQD) of 50,,,,,,,,,,,
note,iii. Encapsulation sheaths are used for steel nails,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"FREQUENCY: Once, 3 no. tests per soil/rock type",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: WP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,2.10 Acceptance of Test Results,,,,,,,,,,,
note,REFERENCE: 683.10,,,,,,,,,,,
note,683.15,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,ACCEPTANCE CRITERIA: Installation of production nails shall not commence until the Type I & Type II test results have passed the design requirements (inclusive of any re-design assumptions).,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"FREQUENCY: Once, 7 days prior to commencing production nails",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,
section,3 - Pre-construction Activities,,,,,,,,,,,
checkpoint,3.1 IFC Drawings,,,,,,,,,,,
note,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,ACCEPTANCE CRITERIA: Check the revision of the IFC drawings are current as per the drawing register (on Teambinder),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Prior to starting Works and at regular intervals,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: HP*,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: All,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
section,4 - Construction Activities,,,,,,,,,,,
checkpoint,4.1 Excavation - Change of Soil/Rock Profile from Design,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,683.05,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,ACCEPTANCE CRITERIA: Excavate in layers shown on the drawings.,,,,,,,,,,,
note,"Where applicable, if the Geotechnical Engineer's representative determines from an on-site inspection that the soil/rock profile does not match the design assumptions, no nails shall be installed until the design is verified or amended to the satisfaction of the Superintendent.",,,,,,,,,,,
textbox,Enter: Teambinder Approval Number,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"METHOD: Visual
, 
Document Review",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Where applicable,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,
checkpoint,4.2 Drilling,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,Soil Nail Work Procedure,,,,,,,,,,,
note,683.08,,,,,,,,,,,
note,683.10 (b),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: Drill holes shall be the depths, diameters and angles shown on the IFC drawings using the equipment stated in the Work Procedure.",,,,,,,,,,,
note,"Where casings are used or sheathing is omitted, the hole diameter shall ensure that the cover to the nail is 40mm min.",,,,,,,,,,,
note,Drilling records shall be kept including any observations or difficulties encountered.,,,,,,,,,,,
note,"Only air flushing is permitted, no drilling fluid or water shall be used.",,,,,,,,,,,
note,Placement tolerances to comply with the following:,,,,,,,,,,,
note,i. Horizontally = ±50mm,,,,,,,,,,,
note,ii. Vertically = ±50mm,,,,,,,,,,,
note,iii. Alignment = 1:20,,,,,,,,,,,
note,iv. Straightness = 20mm in 3m,,,,,,,,,,,
note,v. Inclination = +0° to -3°,,,,,,,,,,,
note,Attach: Drilling Records,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"METHOD: Measure
, 
Visual",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Each drill hole,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"RESPONSIBILITY: Foreman
, 
SE/PE/SPE
, 
Surveyor",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,4.3 Hole Inspection,,,,,,,,,,,
note,REFERENCE: 683.10 (c),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,ACCEPTANCE CRITERIA: All drill holes shall be inspected following air flushing and prior to insertion of the nails.,,,,,,,,,,,
note,Drill records shall be made available for review.,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"METHOD: Measure
, 
Visual
, 
Document Review",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Each drill hole,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: HP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
signoff,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,
checkpoint,4.4 Nail System Installation,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,683.07 (c - f),,,,,,,,,,,
note,683.09,,,,,,,,,,,
note,683.10 (c),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: Each nail shall be made from the correct material, be the diameter and length as shown on the IFC drawings and be free from defects or damage.",,,,,,,,,,,
note,"Centralisers shall be spaced at 1.0m max., ensuring that 40mm min. cover is maintained all around.",,,,,,,,,,,
note,Steel nails shall be encapsulated by a corrugated sheath unless previously approved during the Type I & II testing.,,,,,,,,,,,
note,Steel nails shall be isolated 300mm min. where they are to be in contact with the shotcrete facing using tapes or other approved methods.,,,,,,,,,,,
note,Grout tube shall be positioned at the base of the hole to displace any moisture present in the hole and to prevent entrapping air.,,,,,,,,,,,
note,"The resulting set up shall achieve the minimum bonding length, projection and be able to resist the forces expected during the grouting operations.",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"METHOD: Measure
, 
Visual",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Each drill hole,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"RESPONSIBILITY: Foreman
, 
SE/PE/SPE
, 
Surveyor",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,4.5 Grout Mixing,,,,,,,,,,,
note,REFERENCE: Soil Nail Installation Work Procedure,,,,,,,,,,,
note,683.11 (b - c),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,ACCEPTANCE CRITERIA: Grouting shall not take place when the air temperature is below 5°C and above 35°C.,,,,,,,,,,,
note,Mixing shall continue for at least 2 minutes and until a uniform consistency is observed using the same equipment nominated in the Soil Nail Installation Work Procedure.,,,,,,,,,,,
note,Grout shall be discharged/pumped within 90 minutes from the addition of cement.,,,,,,,,,,,
note,Record: Required information on the Grout Pour Record,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"METHOD: Visual
, 
Measure",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Each batch,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"RESPONSIBILITY: Foreman
, 
SE/PE/SPE",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,4.6 Grout Testing,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,Soil Nail Installation Work Procedure,,,,,,,,,,,
note,683.11 (a) (iii),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,ACCEPTANCE CRITERIA: Each test shall consist of:,,,,,,,,,,,
note,"i. 3 no. compressive strength cubes = 2 no. 7 day strength, 1 no. 28 day strength.",,,,,,,,,,,
note,ii. 1 no. flow cone test = result between 10-30 seconds,,,,,,,,,,,
note,vi. 1 no. bleed test = result ≤2% 3 hours after and shall not exceed 4% at any time with all separated water gone after 24 hours,,,,,,,,,,,
note,Record: Required information on the Grout Pour Record.,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"METHOD: Visual
, 
Measure",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Each 5m³ or part thereof batched per lot,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"RESPONSIBILITY: Foreman
, 
SE/PE/SPE",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,4.7 Grout Pumping,,,,,,,,,,,
note,REFERENCE: Soil Nail Installation Work Procedure,,,,,,,,,,,
note,683.08,,,,,,,,,,,
note,683.11 (b - c),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: Grout shall be pumped in a continuous operation and monitored with flow and pressure gauges so that the flow rate is between 0.3m to 0.6m per second. Where temporary casings are used, these shall be extracted progressively once 0.5m of the hole has been filled.",,,,,,,,,,,
note,The volume of the grout used per hole is to be recorded and checked against the theoretical volume.,,,,,,,,,,,
note,"If grout seepage has occurred, the grout shall be topped up to the required level.",,,,,,,,,,,
note,"Where applicable, if the actual volume is 10 times higher than the theoretical volume, pumping operations shall cease at the completion of that hole and be reported to the Superintendent - no further grout shall be pumped until the conditions are reviewed and approval to proceed has been provided.",,,,,,,,,,,
note,Record: Required information on the Grout Pour Record,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"METHOD: Visual
, 
Measure",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Each batch,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"RESPONSIBILITY: Foreman
, 
SE/PE/SPE",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
section,5 - Post-construction Activities,,,,,,,,,,,
checkpoint,5.1 Grout Compressive Strength Results,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,Soil Nail Installation Work Procedure,,,,,,,,,,,
note,683.11 (a) (iii),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,ACCEPTANCE CRITERIA: 7 day compressive strengths to achieve 32MPa min.,,,,,,,,,,,
note,28 day compressive strengths to achieve 40MPa min. (Robinsons Road),,,,,,,,,,,
note,Attach: Compressive Strength Test Results,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Each cube,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,5.2 As-built Survey,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,683.10 (b),,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,ACCEPTANCE CRITERIA: Provide record of dimensional measurements to demonstrate nails comply with the following placement tolerances:,,,,,,,,,,,
note,i. Horizontally = ±50mm,,,,,,,,,,,
note,ii. Vertically = ±50mm,,,,,,,,,,,
note,Attach: Survey As-builts / Survey Report,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"METHOD: Measure
, 
Document Review",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,FREQUENCY: Each nail,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: IP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"RESPONSIBILITY: Surveyor
, 
SE/PE/SPE",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,5.3 Testing - Type III / Production Testing,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,"683.12 (a, c - d)",,,,,,,,,,,
note,683.15 (a - c),,,,,,,,,,,
note,Table 683.162,,,,,,,,,,,
note,Table 683.163,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"ACCEPTANCE CRITERIA: 3 no. soil nails per soil/rock type encountered on site, are to be installed as per the design, approved methodologies, materials and equipment in locations selected by the Geotechnical Engineer's representative.",,,,,,,,,,,
note,Load testing is to be in accordance with the loads shown on the IFC Drawings and the load cycles shown on table 683.162.,,,,,,,,,,,
note,Testing shall be carried out in the presence of the Nominated Authority and reports issued with valid calibration certificates within 24 hours from completion of the test.,,,,,,,,,,,
textbox,Enter: Teambinder Approval number,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,METHOD: Document Review,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,"FREQUENCY: The greatest value from, 5% of all nails, 2 no. soil nails, 2 no. soil nails per type of soil, 2 no. nails per installation method",,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,CATEGORY: WP,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,
textbox,---------------------------------,,,,,,,,,,,
note,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,
textbox,Date Completed:,,,,,,,,,,,
checkpoint,5.4 Testing - Type III / Production Test Failure,,,,,,,,,,,
note,REFERENCE: IFC Drawings,,,,,,,,,,,
note,683.15 (c),,,,,,,,,,,
