"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4f3dc76a-dccc-4d43-887c-e18140e532ed","","no-status-started","SYS - PT - Job Details","checklist","FALSE","FALSE","Job Details"
"bf07faba-b817-46c4-a549-77452e131f2f","","work-in-progress","","folder","FALSE","FALSE","Health & Safety"
"4b200a97-b0a9-4200-a497-3d8216c52950","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 16.01.25"
"ad6cd239-ec18-495c-9223-f4efbe87700a","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 23.01.25"
"22c2fe8b-99fe-409f-adef-452fae8f75a5","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 30.01.25"
"6f8d0989-14ab-4b86-81ea-689c944242fd","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 05.02.25"
"db2986ae-34f2-45a6-8b20-68a4c3abb376","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 12.02.25"
"0adb1543-a07d-45c2-8b97-0e72e3ae97ff","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 19.02.25"
"8543cf8c-c7a8-4fad-b89b-e143317db871","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 27.02.25"
"97ce2d72-8155-456a-a5f5-0c7dc7807497","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 06.03.25"
"679fefc5-d19a-43d0-8c43-d69eeb13bd6b","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"5058ef48-477a-434f-90e0-8e80c3592f8e","","work-in-progress","H&S - Accident / Incident Full Report","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports","H&S - Accident and Incident Full Report 28/01/2025"
"01a106d9-50a7-4ae0-bf69-027cb1650922","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"9c994d50-60c8-4336-9270-8c9be3226c80","","not-started","H&S - Task Analysis","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis Pt chev (New world)"
"92a7ae51-159a-4599-a6f3-be4088bcc281","","work-in-progress","H&S - Task Analysis","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 06/01/2025"
"ec764597-7a65-4645-835c-6f0cb3adb90c","","pass","Daily Pre-Start Safety Briefing","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Daily Pre-Start Safety Briefing 9/1/25"
"cdd79b12-d316-4d9d-8ed5-ee55ea0b6670","","work-in-progress","H&S - Task Analysis","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 9/1/25"
"3efa30ec-3b72-4bdd-bf56-f1e8449b3eed","","work-in-progress","H&S - Task Analysis","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 24/01/2025"
"79340dad-ca59-496e-9ab9-a3a5bcdcddf4","","pass","Daily Pre-Start Safety Briefing","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Daily Pre-Start Safety Briefing 10/1/25"
"c2e85771-3cc1-4ebf-8d9a-179f557d3ca8","","pass","H&S - Accident / Incident for Register","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","H&S - Incident / Accident for Register 29/1/25"
"516c5808-dd78-452c-90d4-f2696ca7c2bc","","pass","H&S - Accident / Incident Full Report","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","H&S - Accident and Incident Full Report 10.02.25"
"9ffbcdce-4475-48ad-b3d4-6b2815a4fa98","","work-in-progress","","folder","TRUE","FALSE","QA"
"5d4f1ed5-e530-4aed-bf36-ac77a119ca50","","work-in-progress","QA - Enviroclad","checklist","FALSE","FALSE","QA","Enviroclad"
"4f06a605-4eca-4744-8582-afffc44617ff","","work-in-progress","Metecno Panels","checklist","FALSE","FALSE","QA","Metecno Panels"
"10e37619-c5ef-40f5-942a-c5b2ffe486c3","","work-in-progress","Construction Progress","checklist","FALSE","FALSE","QA","Construction Progress"
"351b71d9-a5a8-4d19-b606-1120f295e061","","work-in-progress","QA - Gutters","checklist","FALSE","FALSE","QA","Gutters"
"e85ee8a3-ccc6-4e26-a09f-ee50c9e4d7b0","","work-in-progress","QA - Coloursteel Cladding","checklist","FALSE","FALSE","QA","QA - Coloursteel Cladding south"
"bda9ef9d-d5ce-4a20-80db-19faf727da79","","work-in-progress","QA - Coloursteel Cladding","checklist","FALSE","FALSE","QA","QA - Coloursteel Cladding west "
"9682b192-74e9-4944-b88e-3dd426f14a91","","not-started","QA - Coloursteel Cladding","checklist","FALSE","FALSE","QA","QA - Coloursteel Cladding north "
"12cf33e3-bc59-4e80-8dcd-073c4c7d234f","","work-in-progress","","folder","TRUE","FALSE","Variations"
"e0d180a9-e428-4ea7-9adf-db82868f0aee","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"e23d4986-053e-4e7e-8ed8-3371e326411a","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"b36faea0-9d45-48ba-99c1-8ea665f9a219","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"cdd4b010-1c04-4042-8326-50ba29c25be4","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"e1ffa320-dde1-4bfe-a228-7d84ba6310f1","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"1d237a6b-baa1-46ff-a203-da21d5e29009","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a54dd3e6-3226-4e67-bf4c-d29acb88f3f6","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"f5cfe330-0bd7-4b23-a2e3-349bb00d38fe","","work-in-progress","Charge Up Sheet","checklist","FALSE","FALSE","Variations","Charge Up Sheet cutting panels"
"7c97e9af-2ce7-4b81-9f62-74a87acc7482","","work-in-progress","","folder","TRUE","FALSE","Delays / Damages"
"c72a6a18-538b-47ca-9eb6-542c4f28f0ec","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay 9/1/25"
"c91ef0c1-223f-49e6-8f48-4f2cf8bf0afd","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 18/1/25"
"d2b3f827-dd18-4aec-86e4-112f55780b1a","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 17/1/25"
"de2d98cd-a6ee-48bb-b673-4aceb7dae1f3","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 20/1/25"
"5fe5db7a-29ca-4874-99bd-f689beb78066","","work-in-progress","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 21/1/25"
"f55b0c92-d375-4b54-8975-01eb81ed2e99","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay 22/01/2025"
"494c937a-dc40-483b-860e-a72e71335939","","pass","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 24/1/25"
"65213b55-6a01-4fda-99b8-12e9360c1aee","","pass","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 28/01/2025"
"abe5b800-5320-46b2-9f8f-8465188b1cf3","","pass","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 29/01/2025"
"7243a533-3e9f-4292-aea3-f0a0fab91bcb","","pass","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 29/01/2025"
"da07069d-bdc1-4dc4-8309-c15e6fa4ec8a","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 30/01/2025"
"0d80b6a5-357a-41d1-a0e7-b5b06d03fdf1","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 30/01/2025"
"c7d2b441-d29c-4123-b33c-742389a21ead","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 31/01/2025"
"14a44c19-f543-49da-b058-d879a4fb4532","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 31/01/2025"
"9f0f63aa-8ed3-4244-b297-bcdc5b6acd7d","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 01/01/2025"
"adafba06-ce4d-40ee-aaca-dd940a2b54b0","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 03/02/2025"
"c5b5f113-5418-41a0-8dee-b65ea663692c","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 08/02/2025"
"3d2c7207-bb84-4a85-b45e-df5ff77881cb","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage 10/02/2025"
"8e3b2df7-a603-42d5-8803-09f29d49528f","","work-in-progress","Add Delay / Damage","checklist","FALSE","FALSE","Delays / Damages","Notice of Delay/Damage WINDOW WORKS INCOMPLETE"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","pass","","folder","FALSE","FALSE","Variations"
"9e9b6b44-938e-43f8-911a-de7411526920","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","13/1/25"
"75ff36af-f39b-4ed4-923f-0a5c18a40b00","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","14/1/25"
"7597d688-b46a-4440-b8bc-42f3bf852707","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","15/1/25"
"d9b7d161-1c36-4c33-9b0b-dfb94aa89061","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","16/1/25"
"00475ad5-a1f3-4128-b91a-d863ded75642","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","20/01/2025"
"369d4caa-cd28-4a7b-ab97-36e86d89953e","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","24/1/25"
"ffc9e3a5-85c5-4fd6-b885-7a5f6e9bc41c","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","30/01/2025"
"5cffa18b-4ccd-4611-9b98-848d42ea54a1","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","29/01/2025"
"c7456575-2ce0-444b-8178-d0d30596a041","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","31/01/2025"
"c7a9c454-4be0-420c-b411-788462d5c838","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","01/02/2025"
"268a38d3-66cf-49d2-8fd4-eb8704c3f759","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","03/02/2025"
"e1fc4796-ca2f-4276-91a9-01cd0abecca5","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","04/02/2025"
"302b6e9f-367e-4568-80ed-6405d4e6b6ac","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","07/02/2025"
"19991bd1-1245-4953-9474-dae1411eb736","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","08/02/2025"
"1332f400-12b3-4f9c-ac0c-d50696e68ec2","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","05/02/2025"
"b240568a-db6d-43f6-8495-71324588f80d","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","10/02/2025"
"825dec46-a321-4740-b5af-960e11278d7d","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","11/02/2025"
"f4997bb4-05b7-41e7-820b-516439684775","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","12/02/2025"
"5dd76a24-dff9-48f4-8ce8-0b83bfc61202","","pass","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist","FALSE","FALSE","Variations","14/02/2025"
"44423cf5-d54f-4a35-99c8-0fe003e64afd","","work-in-progress","Final Defects/QA","checklist","FALSE","FALSE","Final Defects/QA kiosk"
"5332c96c-7cfe-4490-8445-b7f5f96a2844","","no-status-started","Add Delay / Damage","checklist","FALSE","FALSE","Notice of Delay/Damage  NWPC "
