resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-WPR,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-SUB,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-SMSB,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,PFC UNIT,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-UPS,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-H1,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-LG-1-E,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-LG-2-E,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-L1-1-E,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-L1-2-E,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-L2-1-E,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-L2-2-E,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-LG-C-E,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-LG-K-NE,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-LG-1-NE,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-LG-2-NE,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-L1-1-NE,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-L1-2-NE,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-L2-1-NE,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,,DB-L2-2-NE,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
QA_TEM_012_Switchboard & Distribution Board Installation,checklist,,,,,,,Switchboard & DB Installation,,,,,
QA_TEM_041_Power Cable Commissioning,checklist,,,,,,,Power Cable Commissioning,,,,,
Final Installation Checklist,checklist,,,,,,,Final Installation Test Sheet,,,,,
,step,,,,,MSSB's,,,,,,,
,step,,,,,,FDCIE,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,FOH LIFT 1,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,FOH LIFT 2,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,BOH LIFT,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,MSSB-02-1,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,MSSB-02-2,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,MSSB-01-2,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,MSSB-02-3,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,MSSB-01-1,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,,,MSSB-02-4,,,,,,
QA_TEM_011_Mains & Submains Installation,checklist,,,,,,,Mains & Submains Installation,,,,,
,step,,,,Conduit & Pits,,,,,,,,
,step,,,,,Underground Conduit & Pit Reticulation,,,,,,,
,step,,,,,,Main Switchroom to Future Carpark (Electrical),,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Main Switchroom to Future Carpark (Comms),,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Main Switchroom to Kitchen Pit,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Kitchen Pit to Outdoor Rehab,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Kitchen Pit to Electrical Cupboard,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Kitchen Pit to Electrical Cupboard (Lift),,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Outdoor Rehab to Electrical Cupboard (Lift),,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Electrical Cupboard (Lift) to PL3 Loading Bay,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Electrical Cupboard (Lift) to Internal Courtyard,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,NBN to AIDP Comms Room,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Comms Pit to AIDP Room,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Electrical DB Cupboard,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Fire Pump Room to Van Service Pillar,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Water Pump Room to Van Service Pillar,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Main Switchroom to SHP Comms,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,,,Main Switchroom to Diesel Gen,,,,,,
QA_TEM_081_Cable Pit Installation,checklist,,,,,,,Cable Pit Installation,,,,,
QA_TEM_004_Trench and Backfill,checklist,,,,,,,Trench and Backfill,,,,,
QA_TEM_007_Cast in Conduit Installation,checklist,,,,,,,Cast In Conduit Installation,,,,,
,step,,,,Electrical,,,,,,,,
,step,,,,,Level 0,,,,,,,
,step,,,,,,East Zone - Front of House,,,,,,
,step,,,,,,,AIRLOCK - 0.1.000,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,FOYER - 0.1.001,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,FH - 0.E.008,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,CAFE - 0.1.002,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,QUIET ROOM - 0.1.003,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,MULTI-PURPOSE - 0.1.004,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,WC-AC - 0.1.005,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,PARENT - 0.1.006,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,WC-PU - 0.1.007,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,WC-PU - 0.1.008,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,RECEPTION - 0.1.009,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,IHLO - 0.1.010,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,CORR - 0.T.007,,,,,
QA_TEM_042_Rough In Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_043_Fit Off Checklist,checklist,,,,,,,,Fit-Off,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,East Zone - Shared Therapy,,,,,,
,step,,,,,,,CONS - 0.3.001,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,,,Fire Sealing,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,,,Equipotential Bonding,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,Fit-Off,,,,
Final Installation Checklist,checklist,,,,,,,,Final Installation Test Sheet,,,,
,step,,,,,,,CONS - 0.3.003,,,,,
QA_TEM_080_Room Body Protection Checklist,checklist,,,,,,,,Rough-In,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,,,Cable Support,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,,,Conduit,,,,
