"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b4480306-744a-4a01-a3ac-f3887d73bf63","","work-in-progress","","folder","TRUE","FALSE","Level 1"
"483a34d6-f116-4010-b51a-62024c843ea3","","pass","","folder","TRUE","FALSE","Level 1","Pearsons Waiting Room"
"d62dc081-503f-4016-aff1-14020c3ab6c9","","pass","Corridor","checklist","FALSE","FALSE","Level 1","Speaking waiting room","Corridor"
"a2dc995a-cc4a-4859-9234-67f224b1b6dd","","work-in-progress","Drains","checklist","FALSE","FALSE","Level 1","Speaking waiting room","Drains"
"e33fde2d-5866-43ef-905c-e825f5cb264b","","pass","Fit Off","checklist","FALSE","FALSE","Level 1","Speaking waiting room","Fit Off"
"f6341d01-1f61-453a-832e-e5dad1acd12b","","pass","Rough In","checklist","FALSE","FALSE","Level 1","Speaking waiting room","Rough In"
"2ff5bcef-0155-45da-882a-0bce38aed177","","pass","Corridor","checklist","FALSE","FALSE","Level 1","Water pressure test"
"d5205329-8a58-4d94-92ea-4af58a64fcf5","","pass","","folder","TRUE","FALSE","Level 2"
"42141138-8a1b-42ea-93f1-4b1e938d4181","","pass","","folder","TRUE","FALSE","Level 2","Drink Fountain West"
"ff31ce38-7f61-44aa-9a9b-95448c87787d","","pass","Drains","checklist","FALSE","FALSE","Level 2","Drink Fountain West","Drains"
"e03c6719-6b86-4fd2-9170-f9e8583ca517","","pass","Rough In","checklist","FALSE","FALSE","Level 2","Drink Fountain West","Rough In"
"a9f6217f-2aa0-48c5-9fdb-ebf4bc9237c6","","pass","Fit Off","checklist","FALSE","FALSE","Level 2","Drink Fountain West","Fit Off"
"3a0a6400-03e6-41c9-8bda-3e50f4f4a283","","pass","Commissioning","checklist","FALSE","FALSE","Level 2","Drink Fountain West","Commisioning"
"731897a7-18ee-4577-9a20-fbacc59a53bf","","pass","","folder","TRUE","FALSE","Level 2","Drink Fountain East"
"4db13e58-fa4d-4e3c-8213-41fe59507e51","","pass","Commissioning","checklist","FALSE","FALSE","Level 2","Drink Fountain East","Commisioning"
"5d15a8c0-4184-41a7-a451-0bd72f11467a","","pass","Drains","checklist","FALSE","FALSE","Level 2","Drink Fountain East","Drains"
"a9b3629b-3b81-469d-9b8f-9844348f4c29","","pass","Fit Off","checklist","FALSE","FALSE","Level 2","Drink Fountain East","Fit Off"
"7374c07b-41b2-407c-a06a-43012637704e","","pass","Rough In","checklist","FALSE","FALSE","Level 2","Drink Fountain East","Rough In"
"19c414a9-ae2d-4a22-b196-15849021701f","","pass","","folder","TRUE","FALSE","Level 2","Water Pressure Test"
"75076afb-6da7-48cf-a67d-d8e52953899e","","pass","Rough In","checklist","FALSE","FALSE","Level 2","Water Pressure Test","Rough In North"
"ce870972-1d7d-4c82-ac57-0101a2ebcb34","","pass","Rough In","checklist","FALSE","FALSE","Level 2","Water Pressure Test","Rough In South"
"b22b0164-fd23-49a2-9e2c-080dd12e001f","","pass","","folder","TRUE","FALSE","Level 3"
"8e52486c-1a71-4a4f-9ae2-ad0d7661ef31","","pass","","folder","TRUE","FALSE","Level 3","Drink Fountain West"
"64079f00-6689-48e6-9cdb-5aca8a9f3887","","pass","Commissioning","checklist","FALSE","FALSE","Level 3","Drink Fountain West","Commisioning"
"2d4a4c5b-4c70-4d28-bb84-8406b563d392","","pass","Drains","checklist","FALSE","FALSE","Level 3","Drink Fountain West","Drains"
"c8d16272-6a09-4671-bcca-6d8db11e11d5","","pass","Fit Off","checklist","FALSE","FALSE","Level 3","Drink Fountain West","Fit Off"
"6d2d0ade-fcba-4043-8908-60c1a020eb59","","pass","Rough In","checklist","FALSE","FALSE","Level 3","Drink Fountain West","Rough In"
"dec3be59-e76f-42e5-8488-3dfa2d69a5cb","","pass","","folder","TRUE","FALSE","Level 3","Drink fountain East"
"f75cfd5b-5c0c-40d5-b148-a4d7cf2f85ae","","pass","Commissioning","checklist","FALSE","FALSE","Level 3","Drink fountain East","Commisioning"
"f1ddeb87-00a1-4041-9aa6-053b91c1a950","","pass","Drains","checklist","FALSE","FALSE","Level 3","Drink fountain East","Drains"
"dd45999b-0ca1-42e0-9d5c-07fdfe7edcc0","","pass","Fit Off","checklist","FALSE","FALSE","Level 3","Drink fountain East","Fit Off"
"d7bff1eb-0176-459f-b035-64cd96def91e","","pass","Rough In","checklist","FALSE","FALSE","Level 3","Drink fountain East","Rough In"
"0d1424e2-dfc6-467c-8e87-4fdd596cb8d8","","pass","","folder","TRUE","FALSE","Level 3","Classroom Dry Lab"
"0ac3e9a2-4307-4a19-a30b-ced6a71033e1","","pass","Commissioning","checklist","FALSE","FALSE","Level 3","Classroom Dry Lab","Commisioning"
"477358f3-d9f3-4bbe-8971-014b6cfb5450","","pass","Drains","checklist","FALSE","FALSE","Level 3","Classroom Dry Lab","Drains"
"c095344a-2dd5-445f-86ce-ce4178bf3543","","pass","Fit Off","checklist","FALSE","FALSE","Level 3","Classroom Dry Lab","Fit Off"
"1ee02495-38cd-42c6-9339-cc6dcfbf90c7","","pass","Rough In","checklist","FALSE","FALSE","Level 3","Classroom Dry Lab","Rough In"
"7bb599c0-307c-4a21-b245-8c3ff93d66a1","","pass","","folder","TRUE","FALSE","Level 3","Wet Lab East"
"20b7ff94-e5de-4162-9b1c-eea3d611a47e","","pass","Commissioning","checklist","FALSE","FALSE","Level 3","Wet Lab East","Commisioning"
"e7e98424-d316-4749-9adc-448ad9c95090","","pass","Drains","checklist","FALSE","FALSE","Level 3","Wet Lab East","Drains"
"da0b18ba-b807-4396-8676-b334f0f15266","","pass","Fit Off","checklist","FALSE","FALSE","Level 3","Wet Lab East","Fit Off"
"cd07d5b4-829d-46e4-9ec6-36f7192cd354","","pass","Rough In","checklist","FALSE","FALSE","Level 3","Wet Lab East","Rough In"
"bfecaf9a-2968-4f02-8405-f8f20992a14f","","pass","","folder","TRUE","FALSE","Level 3","Wet Lab West"
"ca71d50b-7e8a-48b6-a9f6-c94f431b5e19","","pass","Commissioning","checklist","FALSE","FALSE","Level 3","Wet Lab West","Commisioning"
"ab0fa212-f36c-4c94-abee-4904df937750","","pass","Drains","checklist","FALSE","FALSE","Level 3","Wet Lab West","Drains"
"1a6b6140-a2fb-49ec-b640-5bae5133ebbc","","pass","Fit Off","checklist","FALSE","FALSE","Level 3","Wet Lab West","Fit Off"
"f15e1af8-8bcf-432e-b7af-d2af272852de","","pass","Rough In","checklist","FALSE","FALSE","Level 3","Wet Lab West","Rough In"
"256f8307-aac1-456d-84aa-3baaaa44cb5f","","pass","","folder","TRUE","FALSE","Level 3","Wet Lab Prep"
"33a01c66-dfbc-4dcf-94ef-fd5e79a53520","","pass","Commissioning","checklist","FALSE","FALSE","Level 3","Wet Lab Prep","Commisioning"
"a0e91502-33a1-4df8-b863-fd7cacdd0102","","pass","Drains","checklist","FALSE","FALSE","Level 3","Wet Lab Prep","Drains"
"a8b37574-dc77-4dc4-a814-3ffe42304647","","pass","Fit Off","checklist","FALSE","FALSE","Level 3","Wet Lab Prep","Fit Off"
"36209c24-a229-41c7-a035-b4525c18fbb7","","pass","Rough In","checklist","FALSE","FALSE","Level 3","Wet Lab Prep","Rough In"
"ef9f8a9d-b910-4a40-930a-00e646f2b877","","pass","","folder","TRUE","FALSE","Level 3","Water Pressure Test"
"54f2c714-d3ba-4a02-b270-1b8d0e687081","","pass","Corridor","checklist","FALSE","FALSE","Level 3","Water Pressure Test","Rough in South"
"879c9cd9-7c40-4182-97b4-00862f14740c","","pass","Rough In","checklist","FALSE","FALSE","Level 3","Water Pressure Test","Rough In North"
"932961ef-cb60-4a61-b0a8-0853bd9712a7","","pass","","folder","TRUE","FALSE","Level 3","Hot Water Service "
"e2bddd4a-6276-4e12-83d8-aa27b28e5900","","pass","Plant and Equipment","checklist","FALSE","FALSE","Level 3","Hot Water Service ","Plant and Equipment"
"f79cb322-9664-4c38-953e-4aa9d8436497","","pass","","folder","TRUE","FALSE","Level 4"
"68dd2670-a51a-475b-902d-b097c94c9785","","pass","","folder","TRUE","FALSE","Level 4","Drink fountain West"
"a67d90bd-97e9-4921-a651-07861b3fe8a0","","pass","Commissioning","checklist","FALSE","FALSE","Level 4","Drink fountain West","Commisioning"
"bb79fa20-a998-4422-99b2-9fdc728f4842","","pass","Drains","checklist","FALSE","FALSE","Level 4","Drink fountain West","Drains"
"b18d0548-0820-4eb3-81ab-19c56ffefd65","","pass","Fit Off","checklist","FALSE","FALSE","Level 4","Drink fountain West","Fit Off"
"2dd6a0d4-6aaa-45d0-977b-470c9d93290a","","pass","Rough In","checklist","FALSE","FALSE","Level 4","Drink fountain West","Rough In"
"dc2170f4-7c66-4fa6-a3cf-599b5145427e","","pass","","folder","TRUE","FALSE","Level 4","Drink Fountain East"
"fb83ba3c-5bb3-4940-a460-40dc54712b6c","","pass","Commissioning","checklist","FALSE","FALSE","Level 4","Drink Fountain East","Commisioning"
"d16c5f14-ac45-48ab-b6e0-3b5f3e14009c","","pass","Drains","checklist","FALSE","FALSE","Level 4","Drink Fountain East","Drains"
"1496db04-9e20-4e08-b4c0-b3e899f834d3","","pass","Rough In","checklist","FALSE","FALSE","Level 4","Drink Fountain East","Rough In"
"d7ae4539-4e1c-4243-915f-2a851aaf7e5d","","pass","Fit Off","checklist","FALSE","FALSE","Level 4","Drink Fountain East","Fit Off"
"7d352eb7-3550-412b-aa28-dcbcf3333198","","pass","","folder","TRUE","FALSE","Level 4","Classroom FS Art"
"35569336-7212-42dd-934e-0bd0aa8de7c3","","pass","Commissioning","checklist","FALSE","FALSE","Level 4","Classroom FS Art","Commisioning"
"6e52f0de-7ac7-4a53-9d81-c69c0c96c34e","","pass","Drains","checklist","FALSE","FALSE","Level 4","Classroom FS Art","Drains"
"db00beb2-d69a-4ec9-819f-94326d55a9b9","","pass","Fit Off","checklist","FALSE","FALSE","Level 4","Classroom FS Art","Fit Off"
"7ddc7640-ee86-41d2-bf12-bf83dfd11fb3","","pass","Rough In","checklist","FALSE","FALSE","Level 4","Classroom FS Art","Rough In"
"fab63ce1-76aa-49f1-a21e-d8e3ccac831d","","pass","","folder","TRUE","FALSE","Level 4","Water Pressure Test"
"5f36a811-0a5c-44e9-9651-2d6a3d2ffbb8","","pass","Rough In","checklist","FALSE","FALSE","Level 4","Water Pressure Test","Rough In North"
"7909897c-b97a-487b-9168-b05e8dabda55","","pass","Rough In","checklist","FALSE","FALSE","Level 4","Water Pressure Test","Rough In South"
"31748779-a25f-4eb3-a76c-b1e9e307a16b","","pass","","folder","TRUE","FALSE","Level 5"
"c4dbaa89-552f-4d2b-89ba-2e73c9e88c68","","pass","","folder","TRUE","FALSE","Level 5","Breakout North"
"344b7abb-4891-43c5-bf06-b3d662197720","","pass","Commissioning","checklist","FALSE","FALSE","Level 5","Breakout North","Commisioning"
"c54e7037-c0a1-47fc-a262-81eb47d79728","","pass","Drains","checklist","FALSE","FALSE","Level 5","Breakout North","Drains"
"c6247de7-116f-4ac4-b82f-55c7da486d6a","","pass","Fit Off","checklist","FALSE","FALSE","Level 5","Breakout North","Fit Off"
"c9931945-242b-4fe7-94b2-415b22c93b2e","","pass","Rough In","checklist","FALSE","FALSE","Level 5","Breakout North","Rough In"
"300c1647-100d-431f-a444-47f7f783d6b0","","pass","","folder","TRUE","FALSE","Level 5","Teapoint South"
"0c359908-d64e-4e15-a0ef-31495e3e21d0","","pass","Commissioning","checklist","FALSE","FALSE","Level 5","Teapoint South","Commisioning"
"61ead4b2-9075-43b1-8c2c-2a7ccec3de56","","pass","Drains","checklist","FALSE","FALSE","Level 5","Teapoint South","Drains"
"71cf1032-188f-43f1-aef6-84cd1156d2f7","","pass","Fit Off","checklist","FALSE","FALSE","Level 5","Teapoint South","Fit Off"
"e7505410-fbda-4216-9fbc-1f92440fa5d0","","pass","Rough In","checklist","FALSE","FALSE","Level 5","Teapoint South","Rough In"
"6fa6ee92-493b-493a-add4-f12055a45d51","","pass","","folder","TRUE","FALSE","Level 5","Water Pressure Test"
"99c9a248-bde9-4855-b928-993b0834ab6b","","pass","Rough In","checklist","FALSE","FALSE","Level 5","Water Pressure Test","Rough In North"
"12e737b9-129a-420d-b721-7fe1e0b57dde","","pass","Rough In","checklist","FALSE","FALSE","Level 5","Water Pressure Test","Rough In South"
"bd09cce0-3b92-4f63-8b93-531b9728d9fa","","pass","","folder","TRUE","FALSE","Level 6"
"de7c98e0-fec1-4e15-bbc3-9a3275ccab70","","pass","","folder","TRUE","FALSE","Level 6","Classroom FS Art South"
"df645fd5-5edd-4312-8f3f-62b866dbb86b","","pass","Commissioning","checklist","FALSE","FALSE","Level 6","Classroom FS Art South","Commisioning"
"91abc1b6-09ad-4f9c-a574-846d0327cbc7","","pass","Drains","checklist","FALSE","FALSE","Level 6","Classroom FS Art South","Drains"
"fd194859-45a6-4331-9d64-7f5c393c5282","","pass","Fit Off","checklist","FALSE","FALSE","Level 6","Classroom FS Art South","Fit Off"
"78bac74d-3964-4a4b-8caa-9b4e12715a46","","pass","Rough In","checklist","FALSE","FALSE","Level 6","Classroom FS Art South","Rough In"
"24837826-2ddb-4ff1-82c1-cad4b2416b6e","","pass","","folder","TRUE","FALSE","Level 6","Classroom FS Art North"
"89a47196-cdef-4724-bcb1-e6eae12a6632","","pass","Commissioning","checklist","FALSE","FALSE","Level 6","Classroom FS Art North","Commisioning"
"a0bf7e47-dac5-4e26-9ca5-42463b20778d","","pass","Drains","checklist","FALSE","FALSE","Level 6","Classroom FS Art North","Drains"
"619c6f25-0ffe-44d6-a9ef-314daf1696c6","","pass","Fit Off","checklist","FALSE","FALSE","Level 6","Classroom FS Art North","Fit Off"
"6f7dad47-83d8-4e11-9b0b-671b1889a865","","pass","Rough In","checklist","FALSE","FALSE","Level 6","Classroom FS Art North","Rough In"
"9f727186-8705-4ab6-a0da-d73c297aff40","","pass","","folder","TRUE","FALSE","Level 6","Drink Fountain west"
"cbd27658-34ed-4947-934e-08ac9198a20e","","pass","Commissioning","checklist","FALSE","FALSE","Level 6","Drink Fountain west","Commisioning"
"ce2d3400-0ee4-4ff5-8602-107435e3bae8","","pass","Drains","checklist","FALSE","FALSE","Level 6","Drink Fountain west","Drains"
"3d8b4e90-cfc6-49ad-b8c6-4d6a86bf12a8","","pass","Fit Off","checklist","FALSE","FALSE","Level 6","Drink Fountain west","Fit Off"
"290e825b-3f95-42b6-8cda-7a6f64eba052","","pass","Rough In","checklist","FALSE","FALSE","Level 6","Drink Fountain west","Rough In"
"166bb23f-6537-4de9-8c86-9d036944dcd8","","pass","","folder","TRUE","FALSE","Level 6","Water Pressure Test"
"80a6d06c-366e-4295-a97b-29911f62f5d0","","pass","Rough In","checklist","FALSE","FALSE","Level 6","Water Pressure Test","Rough In North"
"5af4745d-6b90-4371-90bf-8fbda2ed7ed4","","pass","Rough In","checklist","FALSE","FALSE","Level 6","Water Pressure Test","Rough In South"
"047c9929-e030-44e8-a8b3-726fae731ed8","","pass","","folder","TRUE","FALSE","Level 6","Breakout"
"c7824921-08ea-48d9-81db-c07ac9917628","","pass","Rough In","checklist","FALSE","FALSE","Level 6","Breakout","Rough In"
"1d98f543-9783-4b85-b6ce-6b26a2a8c516","","pass","Fit Off","checklist","FALSE","FALSE","Level 6","Breakout","Fit Off"
"6502b69d-b014-4ee1-9d53-f6be825083d0","","pass","Commissioning","checklist","FALSE","FALSE","Level 6","Breakout","Commisioning"
"76dc6973-3295-4942-9161-e7d97b9819f4","","pass","Drains","checklist","FALSE","FALSE","Level 6","Breakout","Drains"
"0a89c423-e8f3-456b-96e8-3e83973dc3e6","","pass","","folder","TRUE","FALSE","Level 7"
"ce982480-6fd0-4664-8320-b3f39bacb851","","pass","","folder","TRUE","FALSE","Level 7","Drink Fountain West"
"7117009f-9549-4e14-a8e5-e18c7591f7ce","","pass","Commissioning","checklist","FALSE","FALSE","Level 7","Drink Fountain West","Commisioning"
"55d69dc8-29d6-46d6-a66d-cce33236b6e5","","pass","Drains","checklist","FALSE","FALSE","Level 7","Drink Fountain West","Drains"
"2054205c-2231-4cc5-8ea9-a889f95cf926","","pass","Fit Off","checklist","FALSE","FALSE","Level 7","Drink Fountain West","Fit Off"
"1d41578e-fa37-4a11-ab9d-f80a2ce06d36","","pass","Rough In","checklist","FALSE","FALSE","Level 7","Drink Fountain West","Rough In"
"ed2116ef-5aae-4ac9-b8fa-c609f8de12c6","","pass","","folder","TRUE","FALSE","Level 7","Drink Fountain East"
"9264ffc8-5689-446b-85a9-d248db13117b","","pass","Commissioning","checklist","FALSE","FALSE","Level 7","Drink Fountain East","Commisioning"
"0aa9fa10-5a79-4e7b-8f23-58262ab2e4fb","","pass","Drains","checklist","FALSE","FALSE","Level 7","Drink Fountain East","Drains"
"0a63fcb5-9d9a-41b4-8bea-f39e04be5816","","pass","Rough In","checklist","FALSE","FALSE","Level 7","Drink Fountain East","Rough In"
"1073cdd7-99c2-4980-86d0-9cf91c08ebfc","","pass","Fit Off","checklist","FALSE","FALSE","Level 7","Drink Fountain East","Fit Off"
"24c8008d-ff09-4888-aead-03122af87464","","pass","","folder","TRUE","FALSE","Level 7","Classroom FS Art South"
"5e26ee89-a1f7-45c9-81f6-1aab2fc99683","","pass","Commissioning","checklist","FALSE","FALSE","Level 7","Classroom FS Art South","Commisioning"
"bb12392a-5df5-4ef2-afe3-05e9dbc39daf","","pass","Drains","checklist","FALSE","FALSE","Level 7","Classroom FS Art South","Drains"
"fb83e7e4-a446-446d-9816-3aea75ca9ff0","","pass","Fit Off","checklist","FALSE","FALSE","Level 7","Classroom FS Art South","Fit Off"
"a9752292-32ba-4594-bcca-0104df5409ed","","pass","Rough In","checklist","FALSE","FALSE","Level 7","Classroom FS Art South","Rough In"
"6a75f57b-61cf-4103-a558-1880575053fd","","pass","","folder","TRUE","FALSE","Level 7","Classroom FS Art North"
"601036f8-531d-4ec3-a013-2ab4534c5b8c","","pass","Commissioning","checklist","FALSE","FALSE","Level 7","Classroom FS Art North","Commisioning"
"7fa6fcc8-4ae7-410b-a860-2f6c2c7e89b2","","pass","Drains","checklist","FALSE","FALSE","Level 7","Classroom FS Art North","Drains"
"069036a5-530b-4115-95b0-11c85ad26f7b","","pass","Fit Off","checklist","FALSE","FALSE","Level 7","Classroom FS Art North","Fit Off"
"3ab1c9ef-0e43-4e33-9c88-7b56fb0dbee9","","pass","Rough In","checklist","FALSE","FALSE","Level 7","Classroom FS Art North","Rough In"
"579a5d13-c332-4922-96f9-76c91fee661b","","pass","","folder","TRUE","FALSE","Level 7","Water test"
"c32565ec-54ba-4f1a-a651-0aad3a2829ea","","pass","Rough In","checklist","FALSE","FALSE","Level 7","Water test","Rough In North"
"575749dd-4a80-47b3-b069-a55c2a5d333a","","pass","Rough In","checklist","FALSE","FALSE","Level 7","Water test","Rough In South"
"fa637ac1-b1fe-4eaf-a32b-4f636eee4cee","","pass","","folder","TRUE","FALSE","Level 9"
"75093e64-dd81-4d2e-9d44-6ea539e4c988","","pass","","folder","TRUE","FALSE","Level 9","Drink fountain zip"
"f7daa641-02f2-488d-9f18-d52c42ed3f01","","pass","Commissioning","checklist","FALSE","FALSE","Level 9","Drink fountain zip","Commisioning"
"efb927ad-1818-46de-aa43-df13e54508fd","","pass","Drains","checklist","FALSE","FALSE","Level 9","Drink fountain zip","Drains"
"2e0191c2-9c0e-4283-b41e-02404649fbb5","","pass","Fit Off","checklist","FALSE","FALSE","Level 9","Drink fountain zip","Fit Off"
"f5c37192-9081-4ee5-a3fd-c5710006c70f","","pass","Rough In","checklist","FALSE","FALSE","Level 9","Drink fountain zip","Rough In"
"d7409657-98fe-4027-bdb1-614f5375b849","","pass","","folder","TRUE","FALSE","Level 9","Parents Room"
"9e3e2d0b-aca7-4593-9ad1-a264b13d0bd6","","pass","Commissioning","checklist","FALSE","FALSE","Level 9","Parents Room","Commisioning"
"c833030c-b44a-4913-a3a6-4fbf99ef7e85","","pass","Fit Off","checklist","FALSE","FALSE","Level 9","Parents Room","Fit Off"
"d9c93d7b-4f80-49cb-9af2-b508e7b61594","","pass","Drains","checklist","FALSE","FALSE","Level 9","Parents Room","Drains"
"61885bd6-1650-4fab-8a74-ce4cb02ac75e","","pass","Rough In","checklist","FALSE","FALSE","Level 9","Parents Room","Rough In"
"1df9d049-6e14-4af6-9539-9307b9a1fe68","","pass","","folder","TRUE","FALSE","Level 9","Ambulant All Gender WC"
"197ff169-285b-4ac5-b9d7-35ed25fa482b","","pass","Commissioning","checklist","FALSE","FALSE","Level 9","Ambulant All Gender WC","Commisioning"
"b6248f9b-c150-4013-adf3-0f5bb856ce27","","pass","Drains","checklist","FALSE","FALSE","Level 9","Ambulant All Gender WC","Drains"
"523dbda5-9912-4f99-8f3e-ce650985e62a","","pass","Fit Off","checklist","FALSE","FALSE","Level 9","Ambulant All Gender WC","Fit Off"
"47124ce7-6906-444b-a4c3-edfaad995d84","","pass","Rough In","checklist","FALSE","FALSE","Level 9","Ambulant All Gender WC","Rough In"
"c1be26ca-19cc-4850-8c14-c29c40c4059e","","pass","","folder","TRUE","FALSE","Level 9","Events Kitchen"
"4fa54983-fef0-4914-8d6e-7091a30c5940","","pass","Commissioning","checklist","FALSE","FALSE","Level 9","Events Kitchen","Commisioning"
"69d1d2c5-d8de-4507-a47f-4f4d0f9fd67a","","pass","Drains","checklist","FALSE","FALSE","Level 9","Events Kitchen","Drains"
"2d7dc78d-ee1b-413c-a091-e9213bee5c3c","","pass","Fit Off","checklist","FALSE","FALSE","Level 9","Events Kitchen","Fit Off"
"4d07be2c-01d7-491c-b718-35f121d73196","","pass","Rough In","checklist","FALSE","FALSE","Level 9","Events Kitchen","Rough In"
"5e015f59-54a3-49d6-8b3a-c255d55215dd","","pass","","folder","TRUE","FALSE","Level 9","Student Café"
"4b2c3e5f-6db2-4e9d-b198-fd8afcaabc20","","pass","Commissioning","checklist","FALSE","FALSE","Level 9","Student Café","Commisioning"
"939b8c4d-0526-47c4-869d-d1882754b5e5","","pass","Drains","checklist","FALSE","FALSE","Level 9","Student Café","Drains"
"9ca1c5eb-518a-4fef-bedb-0b51a7dcf295","","pass","Fit Off","checklist","FALSE","FALSE","Level 9","Student Café","Fit Off"
"5dc8226a-45ad-4f6e-a471-fdaeb8d41208","","pass","Rough In","checklist","FALSE","FALSE","Level 9","Student Café","Rough In"
"8eafdebd-96bd-4885-9263-6052bf453c86","","pass","","folder","TRUE","FALSE","Level 9","Water Pressure Test"
"2ba4d743-4f07-4592-aa11-5a952a557233","","pass","Rough In","checklist","FALSE","FALSE","Level 9","Water Pressure Test","Rough In South"
"a4cfaa9d-565a-4f35-bcb9-afa5480d4706","","pass","Rough In","checklist","FALSE","FALSE","Level 9","Water Pressure Test","Rough In North"
