"Warnings","Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"","53a86f34-72bb-5c37-a036-58be8b5e2241","checkpoint","I hereby state that the information provided in this form is a true and accurate record. I have tested the above device/s in accordance with AS/NZS 2845.3:2020",,,,,,
"","fffa76eb-8043-5d23-b241-64d19d311e66","note","Note: Failed devices must be repaired and retested within 20 business days as per the Water (Estimation, Supply and Sewerage) Regulation 2014.",,,,,,
"","293ff535-4f83-5dac-b044-caeb4ce197e8","textbox","Signature licenced plumber",,,,,,
"","7419f545-15ef-5d6c-b003-dab505d3db76","date","Date",,,,,,
"","e73241f0-0943-57bb-8c1c-35dd4ee1589d","textbox","Signature tester",,,,,,
"","b8763db2-dd2a-5dee-bc73-25179502e2df","date","Date",,,,,,

"","2f972917-46b6-5d42-9c38-b1f4a8c4815e","checklist","Calorifier Periodic Test Record","","Calorifier Periodic Test Record",,,0,"8791a47e-0998-49d4-8fab-abc4e154bbf7"
"","8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,,
"","0b4ad232-5674-51d3-9408-aef0b58a609d","checkpoint","Details:",,,,,,
"","4d261301-279f-5a1b-a15e-d0537ddfff4c","textbox","Date:",,,,,,
"","dba1c1fc-6d93-5043-a9d9-9a12062e21a9","textbox","Inspector:",,,,,,
"","cde7680e-612a-54c8-bc92-c714902e5cda","textbox","Location:",,,,,,
"","3e3966d0-ceab-58d6-af96-ca4e44beaab2","textbox","Serial Number:",,,,,,
"","fa42814e-2a58-5250-bd7b-f83c714de0e0","textbox","Barcode:",,,,,,
"","13950ba2-779b-5de9-afec-b96c073dff89","textbox","Year of Manufacturer:",,,,,,
"","1e39926d-78b2-5fdd-8414-22da81436b68","checkpoint","Inspect Tank Connections for signs of wear, rust, corrosion - Inlet, Outlet, PTR, Drain, test/gauge point",,,,,,
"","506eb8f1-d709-57f6-89ba-7b0be67601f0","textbox","Observations:",,,,,,
"","d1b949ca-e98e-5951-8a2e-70fa0f1dc1b6","button","Are cassette/coil supplies fitted with test/drain points?","Yes,No",,,,,
"","fdf27224-2f97-5fe5-a1f6-f61daf3880bf","button","Are inlet/outlet valves in good order, can the unit be isolated?","Yes,No",,,,,
"","1ae4f71c-32f8-51de-9eb9-3da43543239d","textbox","Confirm operating pressure through cassette (if possible)",,,,"kPa",,
"","dcaec7d2-6049-5955-9043-d1404b59bff2","radio","Confirm presence of back pressure through cassette (if possible)","Yes,No,Unable to check",,,,,
"","f3b78c01-342b-59d5-a6cb-b64f2cb31fcd","button","Is the lagging in good condition?","Yes,No",,,,,
"","5f65c3bb-0606-5c35-896a-a84079858286","checkpoint-no-value","Observations",,,,,,
"","fbc91134-60ee-56b8-b7a9-dfd10b03580e","textbox","Observations:",,,,,,
"","038ce57b-101f-5869-b805-0d1438c56502","textbox","Other Comments:",,,,,,

"","6f002ec6-dce0-558c-8fdb-30e47eb710bb","checklist-flat","Day Labour Docket","","Day Labour Docket",,,0,"5dceae5e-796d-49fe-ac90-394a5867e770"
"","bebe4fd5-1509-5079-aaeb-c20fb5659019","checkpoint","Day Docket Details",,,,,,
"","5c7662b9-6d67-5076-b081-34174d83b306","textbox","Project Name",,,,,,
"","b7294f2b-5cf0-527e-907f-9d7ee8f6d1ea","textbox","Job Number",,,,,,
"","87975a9c-dc3f-53d8-b468-d8bf91570174","textbox","Site Instruction",,,,,,
"","fd3b561b-2193-5a5b-b7e3-1de40a68ce7b","textbox","Geschke Reference / Subject",,,,,,
"","43851586-96a4-59f4-8761-4f20e0c93511","textbox","Requested by name",,,,,,
"","bf76ba28-5cd9-5a95-8e48-c79ba2487249","textbox","Requested by company",,,,,,
"","2340b828-e42a-5a5c-9fb2-c2644dc2d5db","textbox","Brief description - scope, location, other contractor involvement",,,,,,
"","79e98b40-db35-5c2a-8348-61e9ec1a4f7a","note","Attached - requester signature",,,,,,
"","5993b08a-e5d6-5cb6-b10b-38646360139f","note","Attached - photos before",,,,,,
"","cf644e64-73f9-5910-a520-92d88986c35a","note","Attached - photos after",,,,,,

"","3ee5ca91-8046-424c-93a1-a381e9e6ff22","checklist","Fire Hose Reels","","Fire Hose Reels",,,0,"edf44d77-9a06-4a0f-b3b8-4495bf547301"
"","45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"","6f7a1d01-22a4-4d31-a99c-f2669a5894c3","checkpoint","1.1 Accessibility",,,,,,
"","d4e161b5-6bfe-562e-9b32-b84610d8bc86","tickbox","CHECK that the hose reel is readily accessible with no obstacles restricting its access.",,,,,,
"","7de34c7e-20aa-4e44-87ab-0c5c67ff87fd","checkpoint","1.2 Signage",,,,,,
"","76232eb3-bc25-5fcc-9c69-26291f99136c","tickbox","Where a location sign is required by AS 2441, CHECK that it is correctly located and visible.",,,,,,
"","8d6d7b7a-c210-4b13-af1f-02b928d41d98","checkpoint","1.3 Operating instructions",,,,,,
"","2c8c995f-421a-530c-afb3-01e9dcb4b971","tickbox","CHECK that the operating instructions are legible.",,,,,,
"","3f281de6-ce82-4225-b8fb-fff482fc07c5","checkpoint","1.4 Damage",,,,,,
"","8c1d5f7b-5ab5-5280-82fc-c30369caa544","tickbox","CHECK for any damage or corrosion of components that could adversely affect the operation of the reel",,,,,,
"","01f5c70a-846b-4ba9-9033-d6923d0fe527","checkpoint","1.6 Cabinet",,,,,,
"","9b464f1a-b845-50c6-a8e8-50546061e77f","tickbox","CHECK that all hose reel cabinets are accessible, clear of extraneous materials,clearly and correctly marked and in goodrepair.",,,,,,
"","4846e065-fc23-4bc4-872b-a501a877152e","checkpoint","2.3 Hose fittings",,,,,,
"","c98218a0-6b44-588e-b7e0-f465ede9894c","tickbox","DETERMINE that all hose fittings and connections are tight",,,,,,
"","fbc31c10-49c8-4846-ab72-e38b37bbe836","checkpoint","2.5 Swing arm",,,,,,
"","bc50aa2e-7fb8-5149-b6f2-89c3a7024ef6","tickbox","Where fitted, TEST the swing arm to ensure it operates correctly and allows the hose to be run off in its intended direction",,,,,,
"","d09d4354-af03-4447-8a96-873cdbaf8c19","checkpoint","2.6 Unwind",,,,,,
"","d59949b4-c9c7-58d3-af5e-40b97cebdc3d","tickbox","With the nozzle closed and stop valve open, TEST that the hose reel can be unwound freely in its intended direction by unwinding at least 5 m of hose.",,,,,,
"","2e4ffa55-0def-4cad-b574-9d9d943563f4","checkpoint","2.7 Leakage",,,,,,
"","6ce30553-bc51-5796-be9d-cdef9df2b00f","tickbox","With the nozzle closed, pressurize the reel by opening the stop valve. DETERMINE if there are any leaks from the gland, nozzle, stop valve, hose or any fittings. NOTE: In order to check that there is no leakage of water from any part of the reel waterway, it is recommended that the hose be completely unwound off the reel, so that all parts of the waterway can be examined.",,,,,,
"","dad6044c-01a7-46a3-87d3-1d30dea38c8e","checkpoint","2.8 Flow",,,,,,
"","edda791e-f810-5580-87eb-5d3a4daecccf","tickbox","TEST water to ensure it is able to flow through the reel by opening and closing the nozzle.",,,,,,

"","dce500e0-69a7-4984-8fde-99e37905a517","checklist","Fire Hydrant Systems","","Fire Hydrant Systems",,,0,"36872289-5b0c-4d11-8e5c-e29fea97f814"
"","45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"","f9517f0a-4948-48f4-a893-daa79dec70b3","checkpoint","1.1 Water supply stop valves and isolating valves",,,,,,
"","287ac7a3-2b31-5f55-a503-7c82412f0bd6","tickbox","(a) CHECK all isolating valves including underground key-operated valves are in the correct operating position",,,,,,
"","70e247d6-a181-5570-ac93-e61f86b68934","tickbox","(b) CHECK all above ground valves are secured or monitored.",,,,,,
"","3eb978e5-2026-4c18-ade9-5bf9949669ff","checkpoint","1.3 Hydrant valves (below ground)",,,,,,
"","e2c9f8c0-1791-5696-8ff9-94c6b4d3b522","note","CHECK all hydrant valves:",,,,,,
"","0ac08324-19c9-5ae8-bf1c-5ade2e5e8cb9","tickbox","(a) Are accessible.",,,,,,
"","1ba9b5be-dc75-5292-a68b-bfe1d1f4de85","tickbox","(b) Blanking caps, where fitted, are in good condition.",,,,,,
"","4f66cdfd-2a5c-53ac-bd63-06b5f053ea6b","tickbox","(c) Check cover plate for ease of opening.",,,,,,
"","c25324eb-544a-49c9-b9ea-1ac023ae0a36","checkpoint","1.4 Booster assembly",,,,,,
"","cbd395f2-7bdf-59f8-97fc-f16d2e1deb4a","note","CHECK all booster assemblies:",,,,,,
"","aee7f434-4a1c-54f4-82e0-0c4571621b0e","tickbox","(a) Are accessible.",,,,,,
"","bf9a126b-560d-5a87-9686-c24c707f9d8b","tickbox","(b) Hand-wheels are securely fitted.",,,,,,
"","d4ad7338-3f5b-55f1-aac4-db93b1a81563","tickbox","(c) Pressure gauges and blanking caps, where fitted, are in good condition.",,,,,,
"","e50d9700-2632-5d34-96d5-2be0709b6a0a","tickbox","(d) For condition of washers on booster assembly connection inlets and replace if signs of deterioration.",,,,,,
"","882f3c5a-394d-5e60-9f54-c1de241907c5","tickbox","(e) For legible labelling indicating maximum system working pressure.",,,,,,
"","266dbdd2-c285-418f-bc16-67b7accab580","checkpoint","1.5 Hydrant and booster connections Compatibility",,,,,,
"","9255a92d-613b-5712-906d-9b4435d71757","tickbox","CHECK that all hydrant and booster connection points are compatible with local brigade requirements.",,,,,,
"","a2a57431-040a-4c53-af2e-9f85d73695e5","checkpoint","1.6 All valves",,,,,,
"","e3473c17-f805-5394-8c71-8b12b7929b79","tickbox","CHECK all valves for leaks.",,,,,,
"","0ba5b2bd-aa4c-43a5-a1bd-60c768f59ae6","checkpoint","1.9 Cabinets",,,,,,
"","6dd4b736-453b-52a0-89f9-ec9f610e2b3d","tickbox","CHECK that all hydrant and booster cabinets are accessible, clear of extraneous materials, clearly and correctly marked and in good condition.",,,,,,
"","d2d9f8e0-df1b-4fc7-b72c-cac5b2ecb072","checkpoint","1.14 Block plan and pressure gauge",,,,,,
"","4935ed94-e59e-5d96-9165-a6a052935cef","tickbox","CHECK for legibility and appropriate location",,,,,,

"","345c21d1-424f-5dba-ae13-bf8e3b7d10bb","checklist-flat","GPL QA 6 - Quality Control Pressure Test Report (CNRM)","","QA 6 - Pressure Test #",,,0,"38940d67-03d0-486b-b988-aec75d50758a"
"","4114736c-2d08-5a3e-ab7b-04288eaa2c81","checkpoint","Quality Control Pressure Test Report:",,,,,,
"","051833c0-d828-55cb-bd3a-295bf2ec450e","textbox","Drawing No.:",,,,,,
"","3f1c71e8-017a-5454-87e6-aa06385c9645","textbox","Rev.:",,,,,,
"","4c88cdf4-804e-5c38-a2d6-d148b42ed196","button","Test:","Air, Water",,,,,
"","516ab3e2-4ca8-5170-8733-c1577f68d1b8","textbox","Section",,,,,,
"","6bd6856b-ce54-5c2b-9250-7fabf9f5e32f","textbox","From",,,,,,
"","3dd04f38-7167-5246-b25e-bfd51dd3fed6","textbox","To",,,,,,
"","c23827ae-a5b3-5051-9f75-39d36d7c28f8","note","Specified System Working (500 kPa)",,,,,,
"","13ea1030-9d27-560a-82a6-a036831afea9","checkpoint","Specified System Test:",,,,,,
"","d0c4b2a8-e8b7-54b2-b0fe-400e0ac031d3","textbox","Pressure (1500 kPa)",,,,,,
"","64d6538e-fda9-5a8a-a4c1-b32243784777","textbox","Duration (2 HRS)",,,,,,
"","1dde2b84-4574-5682-aacc-8adb31a1fda5","checkpoint","1st Reading",,,,,,
"","bb1127aa-8287-5c46-8edf-6d369c183336","textbox","Time",,,,,,
"","23be1de7-f15b-522b-b6c4-59d464c5a16e","textbox","KPA",,,,,,
"","e8af7a90-b785-5081-be19-c3a00a25b8c4","textbox","Ambient Temp",,,,,,
"","6a22ddb1-0102-5030-a26b-315ec1394bb7","checkpoint","2nd Reading",,,,,,
"","5a945a48-e043-5008-81e0-15cb2722afdb","textbox","Time",,,,,,
"","aaf76542-229d-523a-bc78-169bd423bfc1","textbox","KPA",,,,,,
"","baef6a07-6769-5823-99fe-177b3e84bb34","textbox","Ambient Temp",,,,,,
"","59382eed-be99-5466-be0a-acadd7d1c05e","checkpoint","Test Result - Passed?",,,,,,
"","c1e783e5-b505-50ee-82cd-976c6baafa21","textbox","Repeat",,,,,,
"","627239ce-4e1f-5bd0-8952-6ff14cd6ad69","note","Company: Geschke Group",,,,,,
"","93aff65f-8183-5dc5-bc5a-3d614b81245e","note","Phone: 03 9798 1619",,,,,,
"","f5119d99-9ac2-587d-bcb2-c82eb5c3d065","note","Address: 45 Pacific Drive, Keysborough",,,,,,
"","b4561904-4946-52b5-bd29-5cf0cee0ae58","note","Project: Centre for National Resilience Project - Melbourne",,,,,,
"","bf762d1c-7c93-5397-bac3-3b155ca0b8f2","note","Principal: Multiplex Constructions",,,,,,
"","b66248cf-c4f5-597a-86e7-d3e2293fcb44","checkpoint","Foreman/QA Officer Sign-Offs completed - Click to Attach Signature(s) below",,,,,,
"","ff0a7291-1aca-5c08-9741-7f7859d905f0","button","Geschke Group Signature Sign-Off added below","Yes, No",,,,,
"","5af96a66-3772-5957-ae10-3ecdcd385bc0","button","Principal Contractor Representative Sign-Off added below","Yes, No",,,,,

"","350a95c8-bd04-5f9f-ac63-562c8e02c209","checklist-flat","GPL QA 8 Below Ground Pipework Checklist - Water, Recycled Water and Fire (CNRM)","","QA 8 - W/RW/F-00#",,,0,"75d505b0-61cb-469a-aa36-762d41b6e6ae"
"","cb139adc-ed6c-5041-bfab-ea116df4cd15","checkpoint","Principal Contractor Permits Issued",,,,,,
"","3813c446-1046-52e6-9be4-f549c55f0dce","checkpoint","Set out of trench depths and runs",,,,,,
"","50c368e2-e267-595e-916c-6e77c973ffed","textbox","Drawing & Revision # (or Attach photo below)",,,,,,
"","ee172f10-30ea-5fd6-aefc-1d32c9cc0e46","textbox","Survey setout completed by",,,,,,
"","e6275d93-0cbe-50b2-9f34-15f21fe44c66","button","Drawings attached","Yes, No",,,,,
"","6645f0da-3658-5774-9c75-0f09dd8e49e5","checkpoint","Pipes and fittings comply with relevant Authority and Specification",,,,,,
"","f1002e73-0ff8-5dd2-89c5-1ea70c2c4b99","note","Spec#: AS3500",,,,,,
"","8b62a0c7-b7ec-5427-b0f8-2fc82279d6ab","textbox","Materials used",,,,,,
"","8943f3c8-4d92-5c2b-a829-9fe29eed384a","button","Approved by Principal","Yes, No",,,,,
"","86a29427-9c03-5425-899a-47b775e5623c","checkpoint","Bedding placement and compaction and material meets specification",,,,,,
"","52c24082-91b7-5489-8ffc-c9d211af5440","note","Spec#: AS3500",,,,,,
"","3f558930-55e6-5fe0-a95a-d97a30badb7e","note","Packing sand encased pipe",,,,,,
"","d4397ce2-63ef-5949-b39f-a0c867c3aef6","checkpoint","Jointing of pipes",,,,,,
"","bed56ccc-3194-52c7-b693-0fcc79ce1a2f","note","If either of below are selected, please reference the ITP/Attach below - As applicable",,,,,,
"","5dddb535-0148-5c4b-9da2-f0edb4ce429e","tickbox","Electrofusion GPL QA 16 form",,,,,,
"","91b13bb7-8bfd-59ee-9e69-16e4ae3b1501","tickbox","Butt Welds GPL QA 25 form",,,,,,
"","98c91393-bc7b-56bd-903c-92654de5d0b5","checkpoint","Connections to pits and existing services as per spec and Australian Standards",,,,,,
"","e6485f50-d5ec-5ebe-af34-ffa6cf627ef4","checkpoint","Testing of pipes are carried out as required",,,,,,
"","5a2b08bc-3f5a-5cb3-ab1f-7ac0ddbdea9a","note","If  below is selected, please reference the ITP/Attach below - As applicable",,,,,,
"","6c2403fb-a2be-5f1f-8a53-2204428a9c8a","tickbox","Water system hydrostatic test",,,,,,
"","849a8533-f3af-5436-b95c-ba0574e1f182","tickbox","Fire system test completed by Independent tester",,,,,,
"","8e05aa1f-c31e-5c82-b8d2-161ba0421fbf","checkpoint","Additional service within trench",,,,,,
"","55927916-04c9-57fc-9bb6-63901dd4d8bc","button","Are there other services to be installed in this trench?","Yes, No",,,,,
"","236cf1c2-5cdc-5df9-967c-2bdac58479d9","button","If Yes have these services been installed prior to backfill of trench?","Yes, No",,,,,
"","c2826327-3b19-53f2-a959-a2bc4336ff03","checkpoint","Placement and compaction of backfill and material meets spec - attach applicable reports below",,,,,,
"","0060e49b-66d3-5fce-92d2-fd4219b9df37","tickbox","Civil specification 13.4: Trench Backfill Service trenches shall be backfilled with General Fill (Type B Material) compacted to 98% SDDR within 500mm below the Subgrade Level and to 
95% SDDR below this depth in pavement areas. 
The moisture content of the compacted material shall be within 0% and +3% of SOMC.",,,,,,
"","5357a94b-b5d6-5032-bf6a-f547b524dd31","tickbox","5% Stabilised Sand",,,,,,
"","7c195169-860b-52b6-859b-9deb3343bdb7","note","Detectable marker tape",,,,,,
"","0fc60620-1098-5714-8de7-6668a1f5952d","checkpoint","Temporary cover provided to open drain",,,,,,
"","a0d9f762-129d-5d01-bd91-a2a4ed9aff34","checkpoint","PVC/ Plastic caps to open ends",,,,,,
"","fd863736-f39d-5803-86a2-8d75a179c74e","checkpoint","As built information updated onto drawings",,,,,,
"","08501715-e012-50ec-a64c-2c6a44049958","note","Ongoing",,,,,,
"","d2ace5d9-1555-5a52-93b3-28ddd404947b","note","To be provided",,,,,,
"","0a14f2eb-7b7d-53bc-ad06-da0347035191","checkpoint","Work(s) completed to specification/drawings & Area left clean/tidy",,,,,,
"","fbda63b9-65ab-59e8-9f51-ac780beee1e9","note","FINAL SIGN OFF - Pass when  work completed and signed off by Geschke Supervisor",,,,,,
"","a7ba52d3-362f-55aa-a696-553a38adaf28","note","Company: Geschke Group",,,,,,
"","3effaf47-2728-5f84-ba24-8add9156f65a","note","Phone: 03 9798 1619",,,,,,
"","ec9f75eb-53c1-5118-b321-8a24d3e9e5b0","note","Address: 45 Pacific Drive, Keysborough",,,,,,
"","ac50fdf2-d5ab-53aa-8790-cdffadaf56b6","note","Project: Centre for National Resilience Project - Melbourne",,,,,,
"","c986ec2b-0907-53b2-a369-238937f254a0","note","Principal: Multiplex Constructions",,,,,,
"","225c7a19-4f0b-574b-8c2c-bf35a51b025c","checkpoint","Sign-Offs completed - Click to Attach Signature(s) below",,,,,,
"","7ed2b8ff-0f3a-5ad0-bc78-414806752c3b","button","Geschke Group Supervisor Sign-Off added below","Yes, No",,,,,
"","7f06b819-7cf8-5f66-9542-144730c66932","button","Principal Contractor Representative Sign-Off added below","Yes, No",,,,,

"","7e187625-9f33-5108-99a7-253473160367","checklist-flat","GPL QA 8 Below Ground Pipework Checklist (Clyde North PS)","","QA 8 - BGS00#",,,5,"1a6c24fe-f0be-4fa8-874f-e7a6ede3bf3d"
"","cb139adc-ed6c-5041-bfab-ea116df4cd15","checkpoint","Principal Contractor Permits Issued",,,,,,
"","401eea44-e9a0-5a7a-be92-9d28944fc126","checkpoint","Set out pits trench depths and runs.",,,,,,
"","94c74e81-f94a-5ffa-82b3-4ac046c72f4a","textbox","Drawing & Revision # (or Attach photo below)",,,,,,
"","254f0294-bc63-519a-8ff6-b7b0f9302bf3","textbox","Survey setout completed by:",,,,,,
"","0ce6ed72-a6c8-5b20-9d1b-8d2141922183","textbox","Manhole Coordinates - enter Eastings & Northings",,,,,,
"","b9a077c0-3398-5522-b13f-e0be13de716f","textbox","Starting IL established - enter IL",,,,,,
"","53242941-a47e-5a04-9bec-e7cca2b5ff79","button","Survey confirmed drain started at correct IL","Yes, No",,,,,
"","2e7c2cba-7669-5787-824c-fe6fefc058de","button","Drawings attached","Yes, No",,,,,
"","4462d17e-6ffc-5818-9d3a-23aa6a83929d","checkpoint","Pipes and fittings comply with relevant Authority and Specification.",,,,,,
"","3803bd15-8842-5ec0-94a4-96397169f497","note","Spec#: AS3500",,,,,,
"","ed1f1a09-88b1-58cb-9da1-650bb24d82af","textbox","Materials used:",,,,,,
"","38321f98-f746-5abc-91be-0216a94bb7f7","button","Approved by Principal","Yes, No",,,,,
"","60fe69ad-c971-5ea6-82b5-648080b1e0f2","checkpoint","Bedding material, placement and compaction meets specification.",,,,,,
"","35823503-264d-5c95-b51a-15a3c716bbcf","note","Spec#: AS3500",,,,,,
"","0e21f475-bb39-5885-a22c-b7b6c18e44f9","note","7mm Q-Minus Bedding",,,,,,
"","f1e7d2c4-f0aa-5642-9733-7036f42a0317","checkpoint","Laying and jointing of pipes - RL and fall",,,,,,
"","bd01fe56-24f5-5377-b58f-dbcd80f4b103","button","PVC pipe with Solvent welded joint","Yes, No",,,,,
"","23cc0248-cbac-5b53-9b42-adcc8af1e638","button","Fall achieved","Yes, No",,,,,
"","98c91393-bc7b-56bd-903c-92654de5d0b5","checkpoint","Connections to pits and existing services as per spec and Australian Standards",,,,,,
"","15cedaaa-9380-5d2e-8226-032042d9508f","checkpoint","Hydrostatic tests are carried out as required.",,,,,,
"","c4144c95-faf0-53ba-9ef7-475b694a1f5c","button","Air or Water?","Water, Air",,,,,
"","1859611a-103e-57b2-8edf-378cc57b25d2","note","Inspected and recorded by Independent Certifier or PIC",,,,,,
"","5175fb60-e3c0-5db8-9eeb-61efe7dbda85","checkpoint","Mirror tests completed",,,,,,
"","e8582c5c-3890-5625-9ad0-0951839d2af4","textbox","Independent testing company:",,,,,,
"","f2776431-47aa-5e24-a01a-eaf3b9ad1af8","button","Inspection report attached","Yes, No",,,,,
"","c2826327-3b19-53f2-a959-a2bc4336ff03","checkpoint","Placement and compaction of backfill and material meets spec - attach applicable reports below",,,,,,
"","c5d4c043-2d66-564e-af33-92330a699557","tickbox","Civil specification 13.4: Trench Backfill Service trenches shall be backfilled with General Fill (Type B Material) compacted to 98% SDDR within 500mm below the Subgrade Level and to 95% SDDR below this depth in pavement areas. The moisture content of the compacted material shall be within 0% and +3% of SOMC.",,,,,,
"","42ead38c-253f-5fed-ad28-2c25ffbce6b2","tickbox","5% Stabilised Sand",,,,,,
"","dc3ac396-f569-533b-8121-bcc1f0051bb5","textbox","Compaction testing completed by:",,,,,,
"","3b79353f-d2f0-57e8-aab9-d5f41ce1ce08","button","Compaction report attached","Yes, No",,,,,
"","24589acd-8747-5b15-8162-b11266c7ec2e","checkpoint","Temporary cover provided to open drain.",,,,,,
